RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18TM5	NONE	510.5	397	249	Trial: 249
18TM5	NONE	504.6	389.1	250	Trial: 250
18TM5	NONE	554.7	397.7	250	Trial: 250
18TM5	NONE	514.2	394.6	250	Trial: 250
18TM5	AFTER	510.6	384.1	251	Trial: 251
18TM5	BEFORE	482.3	360.9	251	Trial: 251
18TM5	NONE	511.6	381.3	251	Trial: 251
18TM5	NONE	516.7	385.5	252	Trial: 252
18TM5	AFTER	514.9	389.6	252	Trial: 252
18TM5	BEFORE	507	381.6	252	Trial: 252
18TM5	NONE	514.2	374	252	Trial: 252
18TM5	NONE	515.9	414	253	Trial: 253
18TM5	NONE	513.4	425.5	253	Trial: 253
18TM5	NONE	519	417.1	253	Trial: 253
18TM5	NONE	517.3	392.7	254	Trial: 254
18TM5	NONE	509.4	378.7	254	Trial: 254
18TM5	AFTER	523.3	381.5	254	Trial: 254
18TM5	BOTH	521.4	424.4	254	Trial: 254
18TM5	BEFORE	536.4	344.6	254	Trial: 254
18TM5	NONE	533.7	338.8	254	Trial: 254
18TM5	NONE	509.8	397.4	255	Trial: 255
18TM5	NONE	505.1	412.8	255	Trial: 255
18TM5	NONE	523.6	418.8	255	Trial: 255
18TM5	NONE	508.5	404.5	255	Trial: 255
18TM5	NONE	517.5	390.2	256	Trial: 256
18TM5	NONE	524.1	388.7	256	Trial: 256
18TM5	AFTER	511.8	389.6	257	Trial: 257
18TM5	BEFORE	509.3	386.4	257	Trial: 257
18TM5	AFTER	510.2	384.7	258	Trial: 258
18TM5	BEFORE	497.6	395.8	258	Trial: 258
18TM5	NONE	512.4	386.6	258	Trial: 258
18TM5	AFTER	517.5	394.5	259	Trial: 259
18TM5	BEFORE	513.3	401	259	Trial: 259
18TM5	NONE	514.5	385.4	259	Trial: 259
18TM5	NONE	515.8	391.3	260	Trial: 260
18TM5	NONE	521.7	377.9	260	Trial: 260
18TM5	NONE	514	372.3	260	Trial: 260
18TM5	AFTER	514.5	402	261	Trial: 261
18TM5	BEFORE	511.4	424.5	261	Trial: 261
18TM5	NONE	511.3	405.4	261	Trial: 261
18TM5	NONE	505.1	407.1	261	Trial: 261
18TM5	AFTER	519.1	394.8	262	Trial: 262
18TM5	BEFORE	522.8	379	262	Trial: 262
18TM5	NONE	615.2	336.3	262	Trial: 262
18TM5	NONE	519.1	376	262	Trial: 262
18TM5	AFTER	487.7	385.1	263	Trial: 263
18TM5	BEFORE	493.7	382	263	Trial: 263
18TM5	NONE	494.7	387.2	263	Trial: 263
18TM5	NONE	513.8	400.7	264	Trial: 264
18TM5	NONE	507.1	400	265	Trial: 265
18TM5	AFTER	603.9	352.2	266	Trial: 266
18TM5	BEFORE	508.4	399.6	266	Trial: 266
18TM5	AFTER	508.7	384.5	267	Trial: 267
18TM5	BEFORE	510.3	394.6	267	Trial: 267
18TM5	NONE	513.6	393.2	268	Trial: 268
18TM5	NONE	496.9	383.2	269	Trial: 269
18TM5	NONE	499.9	380.4	269	Trial: 269
18TM5	NONE	519.1	396.1	270	Trial: 270
18TM5	NONE	508.3	393.7	270	Trial: 270
18TM5	NONE	517	393.2	270	Trial: 270
