experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	10 	AH 	 oneCued 	 0.0 	 left 	R 	P 	0.0 	5 	0 	1.0 	CUHZKGAIPJOSBWRLMTEFXDVYQN	FUZMBKVQWNPOSGRAILDJCYETXH	XAOEDHCPYQWSMRTNLVKFZJGBIU	MCPYBAQWZSOIDNUVXGJKTERLHF	VZOELHNMKUTDIAWJSCRBGXQPFY	KLDZSXPRNWCMBGYFIHVEQAJUTO	0
main	11 	AH 	 oneCued 	 0.0 	 right 	K 	O 	0.0 	1 	0 	2.0 	VSJLEFXYAZQHTRKMDUPNGIWCBO	DWGZEJFXONKVLYHIBTRQAUPMCS	HPVUWMRFSAIBZOKQXYJTEDCNLG	KDBETYQLFWMRUAHPOJIGSVXCNZ	BRVNIOCPSQHJZYDUTXKFWMEALG	XORGIUTENBSDMYVQAHFZPWLJKC	0
main	12 	AH 	 oneCued 	 0.0 	 right 	H 	L 	0.0 	0 	0 	1.0 	NYZPJDMSLHCXRBVEUQOWAGTKIF	VRZAIDCXUBOYNMGHTQLSKPFEJW	DXLVURNHYEAOPKTMBSICQWZGFJ	QKBOPFYJRZMGWHXCNUITVSALDE	TNXPBCGIRAMJEVQDFZHLWUSOKY	JXLFWQYCEKMRBSNTGOVAUIHZDP	0
main	13 	AH 	 oneCued 	 0.0 	 left 	K 	F 	0.0 	1 	0 	-2.0 	LAVTFZYPDUJOMQBHRSNGWKCIXE	IUMHNTBKOFXWCJDLYGAPRQZVES	YHNPZISDUKAOMVQLRTFWBJECGX	TEVPNASOQXUHYJLFKIGDRBMCWZ	WGUVORFCBHDTEJLPSZKQNXIMYA	BSYMGUVJZETWQXIDNHOFKCPRLA	0
main	14 	AH 	 oneCued 	 0.0 	 right 	S 	Y 	0.0 	4 	0 	1.0 	STHNDOKGUWAFQYRVIXMEPJLCBZ	ENDOKCGRUMJYZXBFSVATHQILWP	CLHEMKOVZFIYQWGDPTXNRUSAJB	IPDJYLBZCWKGUEONSXVFMTAQHR	UTPVIBXZWYSJOGQKLANFECDRHM	CLHNGSTMPOFEKUXWZIDJYVRAQB	0
main	15 	AH 	 oneCued 	 0.0 	 right 	V 	S 	0.0 	5 	0 	1.0 	ZEVTWPSICRJGFAOYQKXNULMDHB	GAEBJLKVZFCDSOUTNHPXIYRWMQ	MZDCGUVJBQTKEISYNROLAHPWFX	MQIUXOSTVYCDBHGFLAJPWZKNRE	DFSOQAGEYWZLHICXTUBKVRPMJN	EITOHQYRLSVPJCFXGUWKDAZBNM	0
main	16 	AH 	 oneCued 	 0.0 	 left 	H 	B 	0.0 	5 	0 	1.0 	NYSGEAHBWKCVLXFMJUOIPRQDZT	PLOEFVMIDRXGSHKYNABJUCWTQZ	WICJHXYGFLOUMDSAVBNQZEPTRK	IYPHWJRZETAQXMLCDFUNVKBOGS	KMUIVJAXCZDQLSGBTYHERNFOPW	TFAXWQNGMSBHCUOELIDKPVZJRY	0
main	17 	AH 	 oneCued 	 0.0 	 left 	W 	C 	0.0 	3 	0 	1.0 	IEQFBRPSYJMANVKCHUOGZLXTDW	SGKTWYAUBRZOJDQHMXFCLIPVNE	AYNGTJEIMVLSFXQORZBDHKPUCW	MLSIZANCWPHUGJYRETQFXDVOBK	CUKMHRTGNVPZAFILEDYOSJBXQW	BJFPYXHQILANRUGTSZWOKDCVEM	0
main	18 	AH 	 oneCued 	 0.0 	 left 	M 	A 	0.0 	3 	0 	1.0 	BEYDMQVNCJOUHZTPWFRIGSAKXL	SREMJFVQZXPNCLIKYAHOWTBDUG	WMFUVONAJXGIPTYHRBDSZLEQCK	LRNYWIJXAMPUCDSVBZQGTEHKFO	QLRKUBAFHJOCDXWYZTEVMNGPSI	DEKIPBWZUXOCAMVLYHNGFTJSQR	0
main	19 	AH 	 oneCued 	 0.0 	 right 	P 	O 	0.0 	5 	0 	1.0 	ZATLWFSGBDUNEPRQXKYMJHVCOI	FGRYTHODCSKAPXWNVMQBEIULJZ	RBHQAOIXGKFJLDSUPVWEMTYNCZ	AFSIHGNCKQDTYJLUVXZPWBREOM	VMQILDSONXJUPRZFGAHBEKTCWY	JXZCEGBOPMKUDISVRANWHYLQFT	0
main	20 	AH 	 oneCued 	 0.0 	 left 	M 	B 	0.0 	2 	0 	1.0 	GWHFMIDAKTNZBXJQSEOCRVYPLU	OPZVEWDLSMCNQYFBAJTGIRXKHU	EXKISVOBMLGPQJDAUCHWFTRNYZ	GWMPFRLCZUNSXYJDOTIVBAEQHK	BTYKHULSNIZCXGAVEPDWQOFMRJ	DTKFLYPCUEZNMQWXBHGRAVSJOI	0
main	21 	AH 	 oneCued 	 0.0 	 left 	J 	H 	0.0 	3 	0 	1.0 	HKATVQDOBXGCSYNMREFLPUJIWZ	ROTXYLAVSNIJCKDMHEPBUZWFGQ	PZNWGSAXEJOMQKTBRYHUFCDVLI	MNXDOGCFHJTWBELKZAQIVSURPY	UCFGDSAXPYMLZWTOKVJQEBHNIR	RJHUXSNZBKMYWTOVFLQDPIEACG	0
main	22 	AH 	 oneCued 	 0.0 	 left 	J 	F 	0.0 	2 	0 	13.0 	KDNJXWYZVTPMUARSOCQILGBEFH	ODEFZYNIJQLTWSCPMHAUBRKXGV	ALRGKSFNCEYIHBQPDZXJOMTVWU	GEAWMLZJNUYQKIDOBCHXVFPSTR	PETCOJLVGXIYFRZNABWQMUSKHD	RYIZAJWDMBCXOULVKPTEHGNSFQ	0
main	23 	AH 	 oneCued 	 0.0 	 left 	B 	C 	0.0 	0 	0 	1.0 	ANRWOKZYCBIFDTMXLPSJQHUVEG	SVBMWYOJRCUPEDKNLXFGHQATIZ	HBAEOFLWYGRPUSKMVZQDNCJTIX	WETUVPIMSYOBLNJQZHFRGAXKDC	QYCVTOUDRIZNAGLSKHWFJPEXMB	VLFWMQUBJRAOYHDNTISXCEGPKZ	0
main	24 	AH 	 oneCued 	 0.0 	 right 	B 	Z 	0.0 	2 	0 	1.0 	YFQIXDAETHWOUCZVBLMKJPNRSG	TILJGKWXFNZAYSMHQCEROBVDPU	EIVFOLZBHDSGJYXKQCMPUNWTRA	YZIXCBOGDWRSMEJVAKNUHTFQLP	RZWDIJNGQCLXKSAPYVBOUEMHTF	ZDAQKYHOLETVNRSPIXBJUMGCFW	0
main	25 	AH 	 oneCued 	 0.0 	 right 	C 	G 	0.0 	4 	0 	14.0 	WNUMBOVCYFDHITQEPJZAKRSXLG	IFYBVHUWNOASQKTZLRJCXEMDPG	NDRPZYBOHXLACIWSFTQJGKUVME	HXAMSCJKFPTDYQONZWGLVIREUB	XZLPIAJKGOQEUFYDHNRTWSCVMB	ZFBOVUKXRJCSAPEYWLQIGHNDMT	0
main	26 	AH 	 oneCued 	 0.0 	 right 	M 	A 	0.0 	5 	0 	1.0 	QUCWGKABJOXLITSDMNVYHRZEFP	LAVUCIWFRYBXHZPJOQGMSEDKNT	JVSQRUDGYHKATXOBZLEMINFPCW	IQTOHARCFMPXZDVGYLESBNKJWU	PZITBSAFMXEWLJOQUHDGVYKCRN	PWOQNFGUSAMJDIYKZRBCXTHVLE	0
main	27 	AH 	 oneCued 	 0.0 	 left 	A 	C 	0.0 	0 	0 	1.0 	RXFPJWMIOCAQBDNUSTGZEHYKLV	USIYXROCQGNKLZBDPHFWVATMJE	QSOTMZDIBVRFLNAWXYEHJPCGUK	BEZSXUTCKPMIAJLRQVWDFYHONG	ESNQIBAXFZDLHJPUMOWVCKYGRT	ILQNHVOSXPKDBGMRJUYCTAZEWF	0
main	28 	AH 	 oneCued 	 0.0 	 right 	Q 	O 	0.0 	0 	0 	1.0 	ZKIVPFDLABOQWYCRXUNJSMGHET	YJOQNPTSARKZWICMLVGUHXEDBF	CDRJKLNAIBQTOZHXEPSMYUFWVG	TLAUOMDCSRVBIPXKZNJGHQYFEW	RKXDJQVIMAZFBSPCWOETLHNYGU	OMXIRVJYAUGQNKTCHWLBFPZESD	0
main	29 	AH 	 oneCued 	 0.0 	 right 	L 	I 	0.0 	1 	0 	1.0 	OUJKCYDESVZBXWAMFGQNIHPLRT	KJAYQWHILBUGVPCOEMZTFRSNDX	TEDGUBHRIAQJKVXFWNMOSYPZCL	UCRVSWINXZJHYPLATKFMBOEGDQ	ISBQXCMFVYZLPJTNUDHAGERKOW	QJTKXPSODZYGFVHWBUACRLENIM	0
main	30 	AH 	 oneCued 	 0.0 	 right 	K 	Q 	0.0 	1 	0 	1.0 	XCJKUOQIEPTSBAZVMFYHWLDNRG	IZSHAPQKGMTBECXRUYLOFWNJVD	SZEORBQXGFLVCAUPINMDTKHYJW	EDZGXMWYTUSCFNLVOABQRPKHJI	ZLBDNTIGPQJKFUVYSOAWRHXECM	GFNBQWJLZIVMOPADCTEUHKXSYR	0
main	31 	AH 	 oneCued 	 0.0 	 left 	B 	W 	0.0 	0 	0 	1.0 	NPCZTJWBOEIGMKQUHFYLSVAXDR	ESTQJYFIGHUXRAMPZVKNLBWDOC	KCREXYIHOVLQTGNWUDFBJPSZMA	DNJMULRAOPYWFGKSIQVXBTECZH	DMOLQBNGJUPAYVZCWITERXFHSK	EVSWZGDFHPOURNXLKAQTJYCIMB	0
main	32 	AH 	 oneCued 	 0.0 	 right 	W 	Q 	0.0 	3 	0 	1.0 	NJWDXCGYUTLSREOVFIQAHKMBZP	MZLKNFAQBDYUSPIEJTVORGHCWX	WRCNZKQXSYBHETMGFUAPVLOJID	YHDBCMXSIEQWANZLUPVRJKOTGF	UEZRYFMQNSPBCAIWVXLHDOKJGT	KRHNBPCDYAIXQVGSOJEMFLWZUT	0
main	33 	AH 	 oneCued 	 0.0 	 right 	R 	R 	1.0 	3 	0 	0.0 	JMNCUGZDWXTBLYROAEFIKVHQSP	ZNPYUHRJMKOQXGECSALWBFTDIV	QGUMRJNSIBKEYVCAXHLOFWDZPT	NMVHFODQRPGLXBYWKTSJCAZUIE	BQPMXUZFAYHGDJOCRSWNELIKVT	WUJMOSIVLZNDABKPHRQXGCFYTE	0
main	34 	AH 	 oneCued 	 0.0 	 right 	P 	P 	1.0 	3 	0 	0.0 	ENIFHKCVPXUORMYATQWSJZBDGL	YJNTQMDBWEGUKIVZSAOCFRLXPH	YUSHORQANIZLXEKVFBGPJTCWMD	DCRMWOJATPHFYZUVKGSXLINQEB	ABODXGZHLKNCSQRUTJPEYIFMWV	FAPBDTOCUVQHJMSNLEZIYXGRWK	0
main	35 	AH 	 oneCued 	 0.0 	 left 	H 	H 	1.0 	2 	0 	0.0 	EWTALYDPIBSVRMJGKOCQHFZUXN	TAMGLUKBNSQDIJWZRFEPCOVXYH	CAEBYFXKRZHUGLQIVWSDNPMTJO	WSPKMUCVJHIXGOALRQZEYNFBTD	SDQJWOELHGPTFIXNVKMCRAUBYZ	VEHBXNAFGOPKJCZMILYRUSDQTW	0
main	36 	AH 	 oneCued 	 0.0 	 left 	M 	M 	1.0 	4 	0 	0.0 	DYFEXICKWOZJSTRLGHUQAVNMPB	DYITJUXCQRKVNLWOASZPHMFGEB	XRCVPWEYGMJZLTKNBOUDAHQSFI	KZNERGOPXJMBLUYHTDVFICWASQ	YIODWLFTGAMHPRESCZBQXUVKJN	FLIYXOAQGVWCHSMRUKBJZNPEDT	0
main	37 	AH 	 oneCued 	 0.0 	 left 	M 	M 	1.0 	1 	0 	0.0 	NUCAJVPWDHZTIMLQXBKSFYEORG	JKZYNEGMDIRBTUSHVLWFOCAQXP	RFOMVDNSLAPUZBTKIJYQEGWCHX	ZACISVKPJWXEOYMGDFTBURHNLQ	EJWIKQVGCFHZTBPYSODRNLMXAU	UXQGWONMZFYTERPKHCVADJBSLI	0
main	38 	AH 	 oneCued 	 0.0 	 right 	Y 	S 	0.0 	4 	0 	1.0 	COWNHYGATSDPBFUIXVLQEMKRJZ	BQUFOTXMYLIEKGWANCDVPZHJSR	ZFSIBLYKECJDUXNWMOAVRHPQGT	JKLEVNDCZGYFXUBSQHOTPIWARM	QNRJHXLSYPGDAIEBUWFCZMVTOK	HQYZOGRNIVFAPUSKDXTECLMWJB	0
main	39 	AH 	 oneCued 	 0.0 	 left 	Z 	J 	0.0 	2 	0 	1.0 	PHYRDJGTKVMLIEUXWASQFNZOCB	QUWROJNGHPBIFVSDZKMLTCAEYX	GUBHDACTPJZXNMYEOQFWLVISKR	QPYBXJTULMSEKRGANOWHIDFVCZ	ZQNMIGYJCHLRSKBWAUDVXETFPO	RASCTJFGEVINMQPHBXDKOYLUZW	0
main	40 	AH 	 oneCued 	 0.0 	 left 	G 	K 	0.0 	4 	0 	1.0 	KFOMUSHZQRICXVLDPGYNTWEBAJ	ZMYOCALGXTSVIQHWBJNKEPRFUD	GCFMNBHEIVQUWDOPXJKLSTYARZ	YGUIMCJBHVQZPREDOAXTWKFLNS	HIDBMNYKGZFRECWJPXOSTVALUQ	NFUTAOWGKCISBJEQRDVXMYPZLH	0
main	41 	AH 	 oneCued 	 0.0 	 left 	W 	D 	0.0 	1 	0 	-1.0 	TZOPMSLKQYFDUGBIXEAWRJHNCV	ZNKRABSFWDVEQXPUCIHJOMGYLT	JXWTKFQSMYELGURNHDOZCAVPIB	SCEJQXNKRIPGAULFHBOVYWDMZT	PCWVJATBMQDGRYKXOSILFHNZEU	YZLBOXGDFNRHVMUEAKTPICQSWJ	0
main	42 	AH 	 oneCued 	 0.0 	 right 	G 	G 	1.0 	3 	0 	0.0 	ZGUBYVXLHEKDPNOTQMCSWRAIFJ	FQMZADITYRHNBPOGCUSJELVWKX	BXLMJUGEYVDINKRZCQPWTOFSAH	PFYEKSOXCLGUZBTNQHJVIDRMWA	JGZFRAKPVLQMTIUXHDYNOECBSW	RSVUKPCNBOGZIXJQEYHLDMTFAW	0
main	43 	AH 	 oneCued 	 0.0 	 right 	B 	B 	1.0 	1 	0 	0.0 	VAMBXRHGQFSULTKOYWICJZDPNE	RWDLCZBGHNTJEXOMUFKVSQAYIP	XBMDGWKCNSTFRPLIVYOUZJQAHE	PFVOGSXRKLCDEWBNIMUQTAJHZY	NBXSUDLETPGYICKQZJAFMRHWVO	RBXCVGSJHTFIQKOAZYULPNDMWE	0
main	44 	AH 	 oneCued 	 0.0 	 right 	U 	W 	0.0 	5 	0 	1.0 	YCESXGTQOZMBHVUNFJWKARIPLD	MHPQNUBRWZYVKILFAGJESTCDOX	GUQFLRWXOHZJSPVEMCYDBNITKA	BASHWTLZEJDKQCOMGRNXIUYFPV	KFPEIUYVBTWACXSDGMOQLNJZHR	MPETVRWUZYXQOGNJLFIKASDBHC	0
main	45 	AH 	 oneCued 	 0.0 	 right 	X 	O 	0.0 	2 	0 	1.0 	PXLOFWJDGRYSNEBHMIAVTKUZCQ	HGIYKCUOJDMPSQFWLANVZTREXB	VNWPDQLUBOXIZTJKREFMGSCAYH	NRZJQOPTSWIDXMBKALGEYFHCVU	UAHVWOIDLBSFQPZRMEXCJKYTGN	YWEAVDBLRGHQTFCPSMXJUZIOKN	0
main	46 	AH 	 oneCued 	 0.0 	 right 	N 	Z 	0.0 	4 	0 	1.0 	BQUGTHZASNYRVLDWCXPOFKJMEI	BEAKGPLVTXORFJSDUHQYNZMWCI	UBYQXHJELMICOZSNPFRWGTKVAD	TSKXQYHLOGFJZPMBNIACDUVWER	QAXLMHIROZNDSBTJVPKWFUYCGE	KVBOAWQRPCEIXLZUNGSJMTYHFD	0
main	47 	AH 	 oneCued 	 0.0 	 left 	Z 	T 	0.0 	1 	0 	1.0 	JRODGHLMBQENPYFAXTVCKUWZSI	OUAVYNRTZSMEPCJBIWDGHFQXKL	HZAJLCXGQURNEPOSMWKYDIFVTB	UDNIAPMTBLZFHVYXCJROSQGWKE	OJMCAQBDKNRYZFEGPSLXTIVUHW	EOQHTKGXMLUCPBVSDZNFWIARYJ	0
main	48 	AH 	 oneCued 	 0.0 	 left 	P 	X 	0.0 	1 	0 	1.0 	EYGVCBMPWAUKISJOHDRLNQFXZT	KZIDSJXPRUCABQMNOFLVWGEHTY	KTORBCPZAHDIQLEVMFXUNJSWYG	IRWOSYFZEMNKGVLUTHDPAJBQCX	KWCUREVTAQSLFIXPBHMZGJDOYN	RXQLEFBYJUCPMKNHTISVGAODZW	0
main	49 	AH 	 oneCued 	 0.0 	 left 	E 	C 	0.0 	0 	0 	1.0 	DZYTRQAUCESWOMVXFGNIHPKBLJ	FABCEUZSMTRXKQWHLVINPODGJY	SGTURQPIOHKNVBXMFEZLWDJAYC	QDSFIONZRMWBVCUXHKLTPYGJAE	NSDQYFEGZKXOHWTLPBAUCRIVMJ	VJORMQWGCUEYBSIFPTLHDNKZAX	0
main	50 	AH 	 oneCued 	 0.0 	 right 	G 	H 	0.0 	0 	0 	1.0 	FCXAUWRHGJZKLODBVMYTESQPIN	XRIKVTFCUGZJBDENAOQPYSHMLW	KNTIYMJZVDOWLEHUCGRXQFSBAP	YRMPXUOFEHVJAIWZCTQDLKBSNG	CJFBGNUHOWAZKDPYLRTMESIVQX	SGKEDBXWAFONRTHUPMIVLJZQYC	0
main	51 	AH 	 oneCued 	 0.0 	 left 	H 	Y 	0.0 	4 	0 	1.0 	XTNEDLHWKGYBQRAOZVPSUFJCMI	JPFOTDQHWANCVZMXSYURELBGIK	WBZIGCHEFVPJMTAUOQNDYKLRSX	HABNPDYRKTXIVEGLSJMOWZCUQF	KTCISMEWDAYHZLFJOVXUBPQGNR	PDJUWSGTYECLMIOHQRBKNZFXAV	0
main	52 	AH 	 oneCued 	 0.0 	 left 	W 	G 	0.0 	0 	0 	1.0 	SHNQIYOZGWVCKBRFDTEUPLAMJX	LKWREPYMDXIGSHZVQOBCFUJANT	KIPJCNXEUQSFOBTRAMDZVWGHYL	UPHIGOTWYKXFRBCDMZJENLAVQS	MVXKAQRCPEGTFBYLSHDJONZWIU	JZLCMVPNUGIRQHDWKBATOYEFXS	0
main	53 	AH 	 oneCued 	 0.0 	 right 	F 	I 	0.0 	4 	0 	1.0 	EBDKGCUSJXFQAWMLOPZYITRHVN	NLTESIQRCFGMAOUPZHJDYXWVKB	CSPAMQYDKIWZGXRNVLTBOHUEJF	EWIHRXFJMYOUCVBTADSZQLGPKN	YKSJPAQIFNTLRGMCDUHBXVWOEZ	TUOWFQJAEBGXCHLRVMNDZPYKSI	0
main	54 	AH 	 oneCued 	 0.0 	 right 	A 	V 	0.0 	1 	0 	1.0 	LRWOUXIAGYNHEKMQJFVBZSDPTC	OMHERDFQVAKUYBJTWNXPICZSLG	TOANBULFGKZMDWVPRXHSEIQYJC	ZTLQMPOHDRWCNBYEJFXVIGSKAU	FIGLRTXPBMVDJAZCQYHWENKUOS	WFMSOIHEZLNXGCQYRJVTDPKABU	0
main	55 	AH 	 oneCued 	 0.0 	 right 	X 	T 	0.0 	0 	0 	1.0 	VOZCYQHBTXUAKMGDFINJSWLERP	XDPSEGMJTVLFWCKHIYBRZQNAOU	VLDKGAMNXCBSRQHTYWZUFOJEPI	NFYATGXLZSIPEKMUBORHCVJQWD	BFAGWDUCTRVZLEXKQNSIHOYPMJ	WNQAZRXFUPSBOMYDVIGCELHKTJ	0
main	56 	AH 	 oneCued 	 0.0 	 left 	M 	F 	0.0 	1 	0 	1.0 	IZVHPGDMOFKCUWRLBNYTQAXJSE	PVZQUKRYLDFMBJSAHENICOTXWG	NOLIATECFGUJSHXQPZMVDWKRYB	PUJYLFIKQOREDHTCXZGNVMSWAB	DGKEJLPVQYSNOHBAITWFXZRCUM	CNBJUPVMKOWXETAISGRLQDYHZF	0
main	57 	AH 	 oneCued 	 0.0 	 right 	N 	Y 	0.0 	2 	0 	1.0 	BZWSJDMNRPYLHXKFEOCGTUIAQV	YCKOLPTMBJXGZNEARIDWHFQVUS	PRWIQMXEVOYNKUHFTBZDAJLCGS	FZLUWYJPKCIHMDROBSXQGANVTE	ODHLXQRJPMNYGWKSFCVIUETBAZ	LMZBFIJREYHOANWSUTXPQGCDVK	0
main	58 	AH 	 oneCued 	 0.0 	 left 	F 	C 	0.0 	2 	0 	-6.0 	YQAXITLVGDMRFOPEWBSZHNJCUK	USCQEBOXLJNPVAGFZWRHYMKIDT	FIXAPKCBERWHGTNQUMDVZJOYSL	SIGKRWFJTOCHMBDUQEYVAXZLNP	PXGTHQOZVSJCNDBIWYARFMUEKL	FYZCMDROBSPJHGUQTIELXKVNAW	0
main	59 	AH 	 oneCued 	 0.0 	 left 	H 	Z 	0.0 	5 	0 	2.0 	TCWPYBANZKDLHGVIJSFORUQXEM	SXBRGWLQVAPFEIHMCZYNKODJTU	MLQYWZABSPKDFGJOVNUTCEHRIX	XCVTKGIHEWLNBYRZSFUJMPAODQ	BWLXFODZKGVYUECRPMAQTJIHNS	DVWKQPYIXZEHOLUGTANSCJBRFM	0
main	60 	AH 	 oneCued 	 0.0 	 right 	G 	R 	0.0 	5 	0 	1.0 	YBOJIZCASXUDLKPHMEVWNQFGTR	SXEMPWNGTBIVZUKAJLDFCHROQY	TRGHLEANYXZOQMDUKFSIBJWCPV	FAICMLDOJYBVNWXHQETGKUSRPZ	NZAPKYEHBXGIUWTFCOVJLMDSRQ	YZJLIUHTRGOBQDVSAPNMKECXWF	0
main	61 	AH 	 oneCued 	 0.0 	 left 	K 	A 	0.0 	3 	0 	1.0 	SRAXMHZITYEGPWODBFCULKVNJQ	CLDVSNTBRUKHWXOFEQAYJIMPGZ	COYZRMQTSVGXBJWHIFNAKUEPDL	OVSFPTMWXQAKYILHUNBERZGCJD	ZWDKMAHFGXYESOVLNQTUCJBIPR	HXNVEQLSBAMUCZYWIPOGDRKFJT	0
main	62 	AH 	 oneCued 	 0.0 	 right 	J 	V 	0.0 	5 	0 	1.0 	RBPMVGYWUENOLSXJTDAICKHQFZ	RVBSFTDGJMOYQACXNEZWLHIKUP	TSZDMBROGFAECULYHIPKXJNVWQ	ZHIECQRGTMBXOJAUVDSFPWYKNL	VSMIPJKGNEWHBFDUXAOTCLYQRZ	FHDAZWCGVJQMLIXNBPYUTSKROE	0
main	63 	AH 	 oneCued 	 0.0 	 left 	S 	L 	0.0 	4 	0 	3.0 	EUMQDHBVORFPJZNTXCAWYILSKG	HSXFQBGTKEJUIONLYRCZMPVDWA	ZDWAESMKQTUVHPLGIFXYRJCBON	UYRQZFOTKANXDPCHJSMLVIEWGB	BPNKWUFERLHOSYAZVQTIXJDCGM	YUIKCGZSQNEPVTXALHDJMWRFBO	0
main	64 	AH 	 oneCued 	 0.0 	 left 	B 	C 	0.0 	2 	0 	1.0 	BKJAHEVFGSNQYTUWOPIMLDXZRC	DYCQNOBLAWHGMEXPZSFJTKIURV	FNUILEDHCBQMSZKGWYVXTJORPA	RIFXVWJOYHBTKCMGADQESLPNUZ	ENAHKPRWMBVFOUJSCXTYZDQLIG	PAMKLZEOHCIQBNDWXSYTUJVGFR	0
main	65 	AH 	 oneCued 	 0.0 	 right 	M 	M 	1.0 	1 	0 	0.0 	WLEFXYJKSDUTMGZQNOBIPCHARV	WVLACGMITXFUYHJOSENZPDQKRB	RISFYOHMBNXPJVCQUGDKEWZLAT	SKAOGWELHUVYJTPMXNCRZBFDQI	PKMCXGLNIEHUFWQTDOSJBZYVAR	PSZJFTWGUAEKIOBYMRLDNQCXVH	0
