experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	CH	2	1	Bouma	I	0	8	U	False	60	90.0	0	0	0	2	YNQSGOEJUFIMVABLKPHTZDRX	ZJPFRVIKHBEGQOSXNUYTMLAD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	CH	2	0	Bouma	J	0	9	Q	False	60	60.0	0	0	0	1	LZVDRYMFBQJSGKUOHEXNIPAT	DQHNGXOALEKUZPVJYSIBTMFR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	CH	2	0	Yes	M	0	10	L	False	120	300.0	0	1	1	4	ZGRNSKQDALMHPVTEYXIFUOBJ	EOZKGVNPJBLHUYMAIRFDTXQS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	CH	2	1	Bouma	K	0	6	V	False	60	90.0	0	0	0	2	GQYRLZVTKPMDISJXUHBFANOE	QPJBNRHGMLFOKUSYDVIXAZET	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	CH	2	2	Yes	N	0	9	P	False	0	180.0	0	1	1	3	BGDVSLEMXJIRPTQAYHUKZOFN	DXOGHSIQLPVBNYAJKEZFRTUM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	CH	2	0	Bouma	R	0	7	T	False	0	0.0	0	0	0	2	UNSGFLITBRHMYXOJKEVDZQAP	LSNIBPKRJZADOTMEHYUVFGQX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	CH	2	2	Yes	S	0	8	M	False	120	120.0	0	0	0	-8	SUGBVPLRMZTFHOIJDEKYAQNX	UBSTLDVNQXRJOEFMYZIGHKAP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	CH	2	2	Yes	A	0	8	T	False	60	60.0	0	0	0	2	UMBYVJLHTDAFROGKXEPNIZSQ	QTBYVOMLAIJKSPHNFEUGXZRD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	CH	2	1	Bouma	S	0	8	F	False	120	150.0	0	0	0	11	RMKADYVNFEPGXJOLBUQSTHZI	OYJKZPLQVFAXMGDRUITEBHNS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	CH	2	0	Bouma	S	0	10	G	False	120	300.0	0	1	1	-8	JQBAPOVLIZUXSNFTHEMKYRGD	QHSAZOLJBRGVNXFYMKTUDIPE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	CH	2	2	Bouma	P	0	8	P	True	0	0.0	0	0	0	0	VNFROHISPQKMJLBEYDUATZXG	UMYKABFDSNRXLPHJTVEGOQZI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	CH	2	0	Yes	E	0	10	Y	False	60	240.0	0	1	1	1	FPISBVYUZHANQXDKLEMTOGRJ	OUSAJXQNDHYEBPKGVZTFMRIL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	CH	2	0	Yes	E	0	9	Z	False	0	0.0	0	0	0	-7	YQEKRXGAFZPVNLIHBDMOUTJS	JVIUZSOBDYQAGTXLHRMEPKFN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	CH	2	0	Bouma	O	0	7	D	False	120	300.0	0	1	1	12	JXDZIQOAYVHBNFGKTRPLEMSU	UZPYLJTDNFQRMXGAEIKOHVSB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	CH	2	1	Bouma	R	0	7	J	False	60	270.0	0	1	1	16	NJDIVTBXYFSZMGHQOERUAPLK	BYVMKXQJNATUGEODSPHZFLIR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	CH	2	1	Bouma	S	0	6	H	False	120	330.0	0	1	1	-2	VKSREIMOZDBFAGTJXQYLHUPN	ATEISMHNDPZBVORFUKGLYQJX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	CH	2	2	Bouma	T	0	10	U	False	60	240.0	0	1	1	7	ZNKQLXOIBPUTGASMEJDHRFVY	JEXONMQPIBUAHGVKSTZDYLRF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	CH	2	2	Bouma	Q	0	8	R	False	60	240.0	0	1	1	-6	EFDJYTMIRPOSBUHAZVXQKGLN	LTQNGZJVRIMXHKAUFYEPBODS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
