experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	47 	CB 	 oneCued 	 0.0 	 left 	S 	J 	0.0 	7 	0 	2.0 	YNEPHBWXKFAICGUSVJTLZDMQOR	IWELXBKFQATDJVGZORCPMUNSHY	WNHEQSGVRUXJKMOFBYLDCTPZIA	AOSRNPCJTZMIGBKFHYDULVEQXW	SMLRBADIFCHKQWEOGPYUTZNJXV	ERAOLNJHDPUISYMWCZQKTBVGFX	YCEBUHQXNDVJZRTAOKPWIFMSGL	ZYDOHQPTVRJUSEANWMLFKCGXIB	0
main	48 	CB 	 oneCued 	 0.0 	 right 	P 	F 	0.0 	4 	0 	-8.0 	DNVKERFTQLZAXMUSBPGOCHJWIY	ZBCNTKWXOEUDVJRHGLPMQSFAIY	CTMXSLUGHIROAFEYNVZQPKJDBW	TEHSCYWOFAZDJRKMVIPQUBNLGX	OPECVYSGTFDLUZMKRBWAJINHXQ	MDXPROABSKHGTVYJCLUFQNZWEI	PSABFRCWLVOEMIHQUJYXDTGKZN	IXRNQTWMZDEYFOBGVCKLUPJHAS	0
main	49 	CB 	 oneCued 	 0.0 	 left 	W 	J 	0.0 	1 	0 	-1.0 	NSUWGTAKCRFMVJZQLIDPXYOBHE	KSVNRTBAWJMUFDPYCZEXLGQIOH	SELFXWPITYUHJQDZVOGCNKBARM	GXKVCUQDWERAYHLZISBJNMTOFP	RFKGOHSCYXLUJPIWTMANEQVDZB	TXZYDIMVJWNHLUPKQCRESOBFAG	UNPYATEKZXFRGOQWJCBDLMIVSH	DSJAPMKFXLIHZREGTOWBUVYNCQ	0
main	50 	CB 	 oneCued 	 0.0 	 left 	R 	T 	0.0 	5 	0 	1.0 	ZRHBDETLNVUXAKICOSMPWYFJQG	CUNMFTZWGHVARIKJXQBLYDOEPS	DNHKXIORSAQBEMGTFVUPJZLCYW	OYASVCQKJZEHMTDRBXWUGILFPN	UIMZWRSPBCODHAKYQELTJVFGXN	IULFJSQGZDTRYBAHXOKEVNPMWC	RSPBHVJUMWLOQCIGZXTENDYFKA	EGZOPKYVHARDNLJUIWQBSTXFMC	0
main	51 	CB 	 oneCued 	 0.0 	 right 	A 	O 	0.0 	5 	0 	2.0 	URXZFDKMINAOBHGVTPLSECJQYW	QRZPDBGJFAWHYNLKEVUICOTXMS	NEDMCBKXYJUIRGQAHLPOWZTVFS	EBMTVDLAGXZKCQFOJPSWRYINHU	PGVHUDFECSRKLOABYZNXJTWMQI	MXBDSTVYWGOEAURJNCIPKFLZQH	GBQELTOZUPVACXNMFJSYDRIKHW	AGUEYQNDBKIMOHRJVXLFCSTWPZ	0
main	52 	CB 	 oneCued 	 0.0 	 right 	M 	N 	0.0 	5 	0 	19.0 	MVBIKWYHTCARDFZXOGJNLUSQEP	YGTZJORLKDBCNXIHAMVWUEFSQP	YKUNZGRIFPLOHVBJXTDWCAEQSM	YKIQNHBTCGVZAUORWSJMDEXPLF	SUDAYTZXONVIQFLGPJBKCHMWRE	JRAPKSNFEYVOTCLIUWXBZHGQDM	IZXLPFNUVRSHMABODGCTEYJKWQ	XSNMJKWVBAPYRTHFOILGZEQDCU	0
main	53 	CB 	 oneCued 	 0.0 	 left 	W 	W 	1.0 	1 	0 	0.0 	CZUILAWXPKHNRJDQOEFYBSMVTG	JXCVRFKYWNUQIMGSAOHEZPTLBD	KQSWVFYXUGJCTOMRNAEBPILDHZ	HEDYNTLKIXOGMCFSUVWZBJPQAR	KQVNTGXMBWZIEDHSLRJFUCAPOY	NJXEDMLICKTQVBWGYHAZUOSPFR	IZFQGTYRSNEOKBMUJLHWVDPCXA	HIUDQFPMYLSNKXEWGJRVBAZTCO	0
main	54 	CB 	 oneCued 	 0.0 	 left 	Q 	V 	0.0 	5 	0 	1.0 	DUXZSBIORLCEHJWQTVNKMPFGAY	VJPEQYIGLUWSNOCBAXRDZFKMTH	IBFAJYVGDKWXNSPEMQLCORUTHZ	AMIBYOVWFXRNQKCSJTUZEPDGHL	LXEAGVOQPWRFUMTCJYKBDHSNIZ	ZNSDFRBGVQTYLXOKPIHUEACWMJ	XEWCUDTSGFJINKVHQOBMZYAPLR	IMGXWEDKRUFBTJQCPANSVZOYHL	0
main	55 	CB 	 oneCued 	 0.0 	 left 	C 	K 	0.0 	7 	0 	1.0 	DBAZOJPLHXFVRMWKUSYQTENICG	XVLZBWFTSPOHYAQNIRCUKEDMGJ	QCZKVEUYJROWDPIGMSFLBNXTHA	VPGBRACNQOEIFXHZWMTYLJUSDK	QRWANFODJMCUBGYSXLIPZHKETV	NDSTEZYCUHVBLGQKFORXIMWAJP	GLQHUOKZBYARMNFCDTWJPIXVES	EWADRMKCTVLXGJNIUQZSHOYBPF	0
main	56 	CB 	 oneCued 	 0.0 	 left 	R 	G 	0.0 	0 	0 	2.0 	EPIBOZGURFKQSCLJXMTDAHYNVW	QVUWZHSLNCFTXDKPGJAIBEYMOR	BAWDCGPSMQIETHVUFXLNKYOZJR	CKZWRYTQLIXNBGEPMVFSUAJHDO	SEXPJMCRDGBWNFOVQHULIYAKZT	ZVFTBDPONMJSIGKRQLWCAEXYUH	ODIMUVNYEGHCAKTLJQRFXPZBWS	XYABSDVJNREGHKQFLZWCTUIPOM	0
main	57 	CB 	 oneCued 	 0.0 	 right 	M 	L 	0.0 	5 	0 	1.0 	FSANUDTKVZQREWPJGOYXBCIMLH	ZPWNCTMHKERXOGDBJISQAVYUFL	UZIYTKCVLFOSNRBAEPJGXQWHMD	NOSLTPXUWRABCMYHKJQGEZVIDF	BKUYGQERLHVISMXAOPNCJDTZWF	HQZPDJCOGLMSKFUEWBRVTANIYX	NXYPFIWODCQVKRJBLGEUAHTSMZ	CUKBMNXWZFSGAPDTYJOQILHVER	0
main	58 	CB 	 oneCued 	 0.0 	 left 	Y 	G 	0.0 	2 	0 	2.0 	IGKCJUPWAYVOQXEBLSRMTDFZHN	WLNBYCMUSPQTHAKDGEZVJIFXOR	QNVHIJTGFYRCAZPBLKSOUEWDXM	ZFCWEIDPRHKAXQGSOUMVYJBNTL	TACXLVFDUYZMWQGEHRBKNISOPJ	XFJHUERTZYNKSBAMQPIWOVLDGC	XJNGFIRZBOVKAEDTWLHCUSMQYP	XLMEWGRAYHCPVFTOIUQNKJDSBZ	0
main	59 	CB 	 oneCued 	 0.0 	 right 	S 	V 	0.0 	7 	0 	2.0 	MKHUAPJZBVSXLRYWTNGECIQDOF	UJOFZBTNQPLHDCVRAGXMYSWIKE	MERZVBDCPOYHWXLJGTINUAFQKS	SGNBUQAEYZWKLHFOJXDTIVRPCM	UZBSWGODHTPIFREAKYCVJXMLQN	BDTKSAYNUHQGMZJXRIWOLEVFCP	COFENWDKSRPTVGJUXAQYBIZMHL	EHXKAOVYSNMGDWCUQBZRIPLFTJ	0
main	60 	CB 	 oneCued 	 0.0 	 right 	N 	K 	0.0 	1 	0 	15.0 	HAEKMUWZDNYRBTJXVCSLGIPOFQ	FJGVSHLTKBAWMOIRCPYQUEXNDZ	PNSMCWGRUYILTZQBAEOFDVJHKX	KOVSADLQINWGZUFBRCMTHJEPXY	BNRGTCXLMEHWKPIFYZOUJQSDVA	WFASXHDZJPRIQNCMOTKLYEVGUB	NGDUTLWCIQBEFXSHPOJYRKZAMV	JZHYCLNAUDGKPMEBWRQFSOTIXV	0
main	61 	CB 	 oneCued 	 0.0 	 right 	W 	W 	1.0 	7 	0 	0.0 	KLECZYTRPIAWOMJUQDNBVFHXSG	HXPIKGYSEUWNJQDVMFBORALTZC	YOZWVUDCLBIEKNRGQMJSAFPXHT	RWQYVIFJMOZLNSKDXGHBCTAUEP	HYENSRMUOPKWLGJZFXBAQCIDTV	FBKREJPUIXLDZGQTVYWMSANOCH	OLSWMPBQCFXZKRNHJVUYIATGDE	AUQHTBOFWDCVYXLIJPGENZRMKS	0
main	62 	CB 	 oneCued 	 0.0 	 right 	X 	I 	0.0 	7 	0 	1.0 	STHDOXYEMNLBUKGZIFPVRJQAWC	CMETJIRBHAXQUKYDVNGFSLWPOZ	YMPASUEOCHWQNBKVJRXZGFLITD	TVGDKLSQRPHUOAMJNCIWEBXFYZ	GEBWLFNVATMRUCQHKZDPIYSJXO	YNFWIXRUGHETPVOCQLKBMDSAJZ	HLAEGFVKZXBNMJOQRWTCIPUYSD	RHMUQNKLWIXOZTCJBGVPDAFESY	0
main	63 	CB 	 oneCued 	 0.0 	 left 	A 	G 	0.0 	7 	0 	1.0 	OVDXMPERSATJCZKQUFNIGYHBLW	EVXQMADOGHIKUYWJCPFZTNLRSB	MBPFNZVYAWCGHESTRJOXLDIQUK	MNJOERTYVQBXSILZCAPGUKHWFD	AWHFCYGESIUBZMPTQOJNRXDLKV	VOMQENHAUZJBIDYRWCTGXLKPFS	XGCQDRLYUIAMPBHFJSVEOWTZKN	WYTPQMJNGAOIEHFURZVBCLSDXK	0
main	64 	CB 	 oneCued 	 0.0 	 left 	S 	J 	0.0 	0 	0 	1.0 	CIRFEOJSBYTNVXZALHUPDWQKMG	IBFQPZDGXTJMUKRHNWLVYAEOCS	PGUXZVEOLFBSJKQRWMCHNTAYID	GWXFAVQLNOTHRYESJMIPUKZCDB	CJNQDTXPUESWFHAOYKZVILBMGR	PAFKJUHVNIYTRLSMGDOZWQXEBC	OILXFNUVHAWYQPZMBKSGCJRDET	LGBYMRAHUEPOZJVIFQDXWSNTKC	0
main	65 	CB 	 oneCued 	 0.0 	 left 	D 	F 	0.0 	7 	0 	-5.0 	NICYUMJDGKPOBEXSLQAHTVRFZW	CRAVNHLOQXZBIKJMEDSUYWGPTF	XJDLMEPCKQVNHIUBWFYGTSAZRO	UFGAECQLRWOYSHDIZBXPNKVJTM	UFTMZKXYLOHDPEGCNRJQBIVASW	OQEKFHGPZXBAYIMVNSDWRUJTLC	GPDEASFKBMLOQTWUIYCRZXNVHJ	CGDAHBKFQWRMOXEUVZLTJPNSYI	0
main	66 	CB 	 oneCued 	 0.0 	 right 	J 	R 	0.0 	6 	0 	2.0 	FXVTEZYRLKSONJBPIWAGMDHQCU	RSTHVNULBGQMEJCIODFAKZYWPX	WTLMJUIQGKOFEHBAXRSPNCVYZD	HYXMPZGJWIAKUELFRODNBVCTQS	BUGTCEDLVXWONRIZYHSPQMFAKJ	FDHTVBGQSJEONMAYZLCXUKIWPR	DONXBMRFJPSLHYCKTWVUAQGIEZ	YVMBEJAFGLXKCUNSZHWQTIDRPO	0
main	67 	CB 	 oneCued 	 0.0 	 right 	S 	Z 	0.0 	5 	0 	17.0 	NLXBSUHWEDPRFIVCGAMQTZYJOK	NCYHTFRXLEVOJPBWIGZDSQMUAK	CPBDYTAIOLJVEHQGUNFKZMXSRW	SQOHYJTVKGCPRBXUENDILMFZAW	ZVTPIGJXLFHQUNOMSKACERBDYW	YQRAXCPZGTLHUMDJENFVOIBWSK	CSITHQXNLKZEVYOUAWGDPJBFRM	FOPRLATVMCNHYJBEUKXIDQSGZW	0
main	68 	CB 	 oneCued 	 0.0 	 left 	O 	O 	1.0 	5 	0 	0.0 	ZTENPKOGRHVDJLCIXBFMQAYWUS	TLJUYZEBMCKWGSOFHRPQVXDNIA	ULSETBCDIHXFJOQZKWAMNGPYVR	XVWJZQBDETCKMNURIHFGSPALOY	MXGJILDBFNSUOWPAYREZKCQVTH	FVHLUTZJNOQSIWAKRMDGEXCPBY	TROYJWZMBFUKPHIQDCGVSNXLEA	UCHMZYPERBDWFKGJSNIQVAOLXT	0
main	69 	CB 	 oneCued 	 0.0 	 right 	Z 	R 	0.0 	4 	0 	1.0 	NZQMUVYDSLFKAHJXOCGWREPTBI	OPELWYTQFSGBNZJUMKXDARICHV	EGXQHCBISMFJZAYWKVUDTLORPN	SONIDGTULKBFHRXEQYPWJAZCVM	IJAMTCUDBRZPLFKSQGEHYVOXWN	CSALOFXWDPHZUQJMGVNEIYKTBR	FGVNAQOXRUMYETDKCLPBWIJZHS	KPYQLAHOVXFGDSERTMUNJWIZCB	0
main	70 	CB 	 oneCued 	 0.0 	 left 	D 	X 	0.0 	0 	0 	1.0 	FKJIGCWYTSXDREQPOAUHVBZMNL	TXDIQRCUOVLGWHBJESYAKPMZFN	ZNJFHWSRVBOKCMDLGPEQAXYIUT	NWYFDQLBRMZKHGIUVEPOJATXCS	ZINKSOGFBPCAUTQLWYRHEJVMDX	OQYKAFVWTMNBUGDCEZIJXHSLPR	AQRPJWYUHOKSMEBILFCVXDZTGN	WCXJOARZPYHGVUDEINFQLMKSBT	0
main	71 	CB 	 oneCued 	 0.0 	 left 	S 	G 	0.0 	6 	0 	2.0 	YSHNXKOTEPJQWIZUBFDVLGAMRC	YXRINOBTSUVFZWHPDKEAMLCGQJ	XEPAOUWHVZFLJGKDQIBTMSYNCR	DEUBMQWTHILRPNKFJXOCGYAVZS	YMJLTGFHVQWSRAPDOUNIECXKZB	MQUDAJINSRKYFEWOPCZLVHGBTX	KCUZTNXEGYSILPFOWVJDMARHBQ	MJYZSWCVNIRDBFQUHEOGKAXTPL	0
main	72 	CB 	 oneCued 	 0.0 	 left 	O 	A 	0.0 	7 	0 	2.0 	HXWYKAERBTFODUPQGLNSMZVJIC	FOGXARNUPMDWKCLZEQHJVBSIYT	OFCGBVZUXJMKQTPLWNYHRESDIA	OCJYIFAKWUTNLXHVMESZPBRGDQ	MBZNKHGEYWJLPRSTIVOUFCAQDX	LOQUXAYCJMVFDNIRPHBKETZSWG	KRQBOVFCLEJGIZAUPYSTNHXMWD	BGDMHICAJOREWFZPULYQSVNKTX	0
main	73 	CB 	 oneCued 	 0.0 	 left 	I 	I 	1.0 	2 	0 	0.0 	KFILDHTPCNOEQMXRGWZVABUSYJ	VWXPRHLBYDCNZUKSFEJTGOAQMI	EWKSHONMVCIJXYQZPLDBGATUFR	RELXPGUIBAYZHNMDQTWKJVFSOC	VRAKFYZDGSOXUITLQPWBJCEHNM	ZUMWHOIFXKYCJLVQBENSTRDGAP	BXVMPHSLKAEWDOJZCRGQFUNYTI	BUIRWXKSTDAMLOCGFHYPENZQJV	0
main	74 	CB 	 oneCued 	 0.0 	 right 	E 	O 	0.0 	7 	0 	-5.0 	LNCIPWAQRZBUXFMHSYODVJTEKG	ZPHARKBXYQTFWLMVNGCOSIDJEU	SUGIFNWZEMKHAOPJDLCBXRYVTQ	SRNGVDZFKMQTBIYWCLOHEPJAXU	EITVRGNYMFDUZOXWABJCHSLQPK	OJDSRTXCPKWVQINZELBUYGAMFH	WJCSHIXMDTVNBGQPFYLAROZUKE	PZMQDEWXYJOFASKNUVHIRBLGTC	0
main	75 	CB 	 oneCued 	 0.0 	 left 	R 	Q 	0.0 	5 	0 	1.0 	PIEWYXAZBJOGTLUKQHVNDRCFMS	VYDCETXWQSUMLRHJNAFOIPKZBG	RDBJNUTVPQEXKIGMYWOZLSFCHA	YWGVMIUKSXAJRQDFNBOTLEZPHC	ZMVXPHAIBGQRENWSTFJOKCLYDU	PESMFWJCXQROGAHTIVKYULZDNB	SUMXYNLVTQEKGHDBAZRCOWPFIJ	YNVUWRBIEPKXCGHLQOFDSTAJZM	0
main	76 	CB 	 oneCued 	 0.0 	 right 	Z 	K 	0.0 	6 	0 	1.0 	OYEBALDXQFGZHSTVUMCIJKPRNW	AKXEQNWRTCIYMJVZPHGLUSDFOB	YCVTZRLQHXDBAIJGKUMWSNPEFO	JOQMACKILNGBPZFVTSRYXUWDEH	MCFZIDTQWAYJVUEHSPXKGNBOLR	WVHZSOTRKMPFBQLYJADGCENUIX	QECYWIKZMJXGHBPTSUDFVONLAR	ZUOCPVGSIBFTLNXYJKMREWHDAQ	0
main	77 	CB 	 oneCued 	 0.0 	 right 	O 	C 	0.0 	3 	0 	1.0 	OLSXIHVPAKQWYFJTMERZBGUNDC	WHTLARSNQZCEUYKFMVJXDGBIOP	ACIOHGXMLVJNBTUKSZRDEQYWPF	ENQDFXACOJSLUIPVHGRKZYWMTB	JKIOZBMSEACQRXNVULGDYTFWHP	WTDIZHJKAOMCBRULFYVXNQEGSP	FBUNRVLHGIXJWADCZEYMTPSQOK	LTIXRCEABOUZNPQDKSHMYJFWGV	0
main	78 	CB 	 oneCued 	 0.0 	 right 	C 	B 	0.0 	6 	0 	-7.0 	JVHNPDMAQBXYOKLZUFCRTSGEWI	BXJTZORUQAMSDIGVEPNYWHFKLC	HGLTEYICRXUSVBWOMFKDZAJPNQ	PKLWNRJBOGDYTEFIVQXHSAUCZM	VZALGQOTKDYPBFSWCXUIRNHMEJ	UZCGAWFLBJHKERQYIPVMTSOXND	QWOCRJPFYIBGLMVHZSUTENDAKX	XOHYTPRZFKCJDVISWMGUNQABLE	0
main	79 	CB 	 oneCued 	 0.0 	 left 	Z 	L 	0.0 	3 	0 	1.0 	GZMTYESOXDJFUPALKQBNCHVRWI	UCLRFHPGZBSAYQMEXTDNVWIJOK	RHYQCXBVWOAKLGPUFEZSJTNDMI	IGJNVXLZCBOMFSQKEUHARYTDWP	ABPJLGYFOMZKDWNHVIXUTSRQEC	NMOKXFVDYULCSZWRHATGIJEQPB	ECLBDJQNFUZGXAHKVSWRTMYOPI	PEZMRXADUNOGYLTVWJSBHQCFKI	0
main	80 	CB 	 oneCued 	 0.0 	 right 	M 	U 	0.0 	1 	0 	1.0 	CWEMXONFYHZKVRSGJQBUAILPDT	ZFTJWVKSXIUMQEHDOPNBGRLYCA	TDVBAOLJMIKEUYRWXGNCZSFQHP	PXAEONCGRUSYWMFBVHLZJKDTIQ	OQMHXWINSFDTAJYGBLKECPRZUV	WQUSIEPHXLVYNJFACZRBMOGTDK	OGBISDFNCTYZRWXJUMLQVAHKPE	YNUAHXJPLTCBRKWDSVZIQEGMOF	0
main	81 	CB 	 oneCued 	 0.0 	 left 	E 	E 	1.0 	1 	0 	0.0 	TXFYBQKPEHINLCAJOUDRMSWVGZ	UNLJOYAXQKEBSPWCFGVMHDZRTI	XKVQFYSLDRBWPOUHMGZNICEATJ	MBWLIGFCPKZVXASEYUQTORHNDJ	LSABJVUFTEMCHWRPDYKXGQZNIO	OVBACWFNLGJRPSHKEDZYMXTQUI	LFURXQYBNDSEHPCGZWOTJAVKIM	WTESYAMBOZCIGLQHNRKXPVJDFU	0
main	82 	CB 	 oneCued 	 0.0 	 left 	D 	G 	0.0 	5 	0 	1.0 	DRTYEPGCIXZKSFQAMNOUJHLWVB	CGDPEULTMWOSHVRQZAFYNBIKJX	TBIKZEACGLYPDWVOHNFURJSMQX	TVGRZSBFJPUIKQLHDNOYMAWECX	XGVZQDMUAOHYKBPSFLTEIRWJCN	SMVQBHUOWGDKNZJPXETRACFLIY	DGSCNQAKWMFREBIXZLOTJPHVUY	PIONQHKXAGJCYMRFWDSUBTLVEZ	0
main	83 	CB 	 oneCued 	 0.0 	 right 	C 	H 	0.0 	6 	0 	12.0 	MRHOBLQXZEFPGKCJAVYUTNDWIS	IWGNPZXQAVUMEFJKLHTCDYSROB	QDKETYFSGUHVJBRANZXMLPCWOI	ECBTLHVIAPWGZDSJOXKMRUQNYF	PUNSAEBXDZJLFCRGIYOVKMTWHQ	MDQBVLCXGNSPJWOFTREZHYAKIU	WBAQXIOHGYZSEDJFNTRCVMKPUL	GMFXHUJKLNBEWRPAQSOITYZVCD	0
main	84 	CB 	 oneCued 	 0.0 	 right 	M 	A 	0.0 	0 	0 	1.0 	VQTDWOAMRNGIJKECBLHUFYZPXS	BVYRWLUNFXATSIPJZHGCMEQKDO	POKDSCAUGMZBRLYVWTXIJQFNHE	DQAZLFMRTOEVIUGNJPKYCHSBXW	PDEUNTJLBQKZMCYSOHRGWAIXFV	REFVOIDHLJGATKPQUSMWCZYNBX	PUKLGEXZRYBSACHIDMQNFVTWJO	XABYOHMZJTFCRINDKWSLPUEQGV	0
main	85 	CB 	 oneCued 	 0.0 	 right 	Z 	I 	0.0 	6 	0 	1.0 	HTSAEBZPXOIFWGJVUQYLRDKMNC	ZBOQRXKCTELMHJDGSWAFUVPYIN	IYUEJGWABQCOKRTHZPVXMFDSLN	HLSIQFKZTMOCXBNDERJUWYGPAV	YFKCLZVRESMIAQTBONDWXPJHUG	UEYVFPQCBARSHLXTDMNOKIWJZG	ECGYXMWIZTSHOJQUKLVAPNDBRF	QJPVRTHZMKAELINSUFODCYXGBW	0
main	86 	CB 	 oneCued 	 0.0 	 right 	J 	Y 	0.0 	4 	0 	1.0 	MQXVRTLFIYEPJNHZWKCBGOUSDA	PDITSCLBYXJRHOQFGZMUEWVNAK	RQXGTVBKOUNIJHLCEWSAMPFYDZ	AGJHRNVFLDSZKWQIEPOCTUBXYM	NTDIVUYJGSRFLEXWBMCKQHPAOZ	ARBSCEYOLGIFQTPDNWVUXJHKMZ	INUYHGFQLWACETZSDJBORPKVXM	JTSDLAWROYQXMVICKHNGEZBUPF	0
main	87 	CB 	 oneCued 	 0.0 	 right 	E 	I 	0.0 	0 	0 	1.0 	GRLFWJSPIEYAUBQTOHNKCMXZDV	ETPUHFRKYJVMIOBGQXSNLAWDZC	LVHOPTDEBRQUACSYFGIKJXZNWM	JBVHDAGEYWFLRCPXOKMTZQSNIU	RVYSTJOWQINFMUDKCBLHXAPGZE	NSHRKJUPZDYOXTMQIBFGLVACWE	BHVLNWJXQASOZPDMCGERIKUFYT	OLIZHJCVQRMFYWUPXBASDETKGN	0
main	88 	CB 	 oneCued 	 0.0 	 left 	W 	W 	1.0 	7 	0 	0.0 	ALKBEMVXNJFQWPHYCUIDOSRTGZ	ZESGYLUFANVRQMIXWHJOTBPKDC	VPOLRUHBWGETKNYFAIJMDCXQSZ	MVAGOSRXQUFPCYDWJLIHBEKNTZ	UHGOQLBJSWIVXTFMNPREYZKCAD	TUFKAJXPOLNYWZVGQIDSCRBEMH	AZXKEJTDSGNWPHRFOQYLUCBIVM	QAUHYNWTIGZORLDXSFMVJKCEBP	0
main	89 	CB 	 oneCued 	 0.0 	 left 	C 	D 	0.0 	5 	0 	2.0 	EXPQLUWIYSOMFDHNJRATZKCVGB	EOIVRZUYHAWTPKXDSGQJCMFBLN	KUPVZEGTABJNFSQYWDCRHIXOML	ALDMTEZXKJNQSWRGBOHUIVPCYF	CVUQNYADZPJSKBGEHMFRTWIOLX	AQXUBESRHNDVCWIZLMYGTPJOFK	BKXMARHZPCIJWOFLTUGDYNQVSE	EXONZVCAFKHQMBJYUDLITRWGPS	0
main	90 	CB 	 oneCued 	 0.0 	 right 	C 	G 	0.0 	3 	0 	10.0 	KNTLPWOVREMQCSBJZHUIYFDXGA	JIXRFMPUVKQTHLOSEBZNGCDAWY	NFGOZAPDCBRVKMQHUWSTEYJIXL	ZBNYASUXMFGTRWQDKIPECJOHVL	HTDUVOFIMCJXQGABRLKPSNYZEW	ZXESQRVNIMWPUOTJCHBKFYDGLA	JHBIQRTFMEGPVZYNUDXKCSWOLA	FJUGKDZLHBQMNCSTYOXVAIEWRP	0
main	91 	CB 	 oneCued 	 0.0 	 left 	Z 	U 	0.0 	2 	0 	1.0 	DZUIJCAMPRKQNGVLYTEHBFOSWX	ZKVWJYAOTQEHMCBLGPSIXRFDUN	VJPRFKYAUZHSMGXBWTIQELCNOD	BXDOWSQMUALKHTYJIZCGVFNEPR	IYOQSXMREBTFDULKVNWPGHCZAJ	DKLRMZIJVATGFCEUBYPSQXWONH	HVXTLCMSJQABYUIPNDRZFKGEWO	ZNCVUKAXOBESLMQFIDTJRPWGHY	0
main	92 	CB 	 oneCued 	 0.0 	 left 	A 	K 	0.0 	5 	0 	1.0 	TVZLNKGOCFPERSYBUWDXJIQMAH	RQVPJHITBGUEMAYCFONSLZWKXD	QBXIOWKCSLMRYGDZJTENHFPUVA	DYWZIAOEKQFVJSPXTUHBLGCRMN	VZYMOWKHFGBUPTEDCJLRIQXNSA	BUORHTDMKALCXPQIYVGWEJSFZN	ZQJEUMGTHXKWFAPSRYCDNBOVLI	GCURSOWJNEPXDAZHIMVYBQKLTF	0
main	93 	CB 	 oneCued 	 0.0 	 left 	U 	D 	0.0 	6 	0 	2.0 	SJXPGCKTNVFBWYIAUOEDHRQLZM	ZVLMYNTDRKXJBIPGWFECOHQSAU	TVMALRGYDHCBPSJQIUNFKEZXWO	YCBESIVJDKGNFPMWUZHTAOXQRL	MGFQBPSRZNTWUACYODEVKIJLHX	QCWINHEAGSMLTFBRVPJKXODZUY	MALVOCDTURWEHNGYBPZJKFSIXQ	XCNGEYAJODFZTVWIMRHUBLSKPQ	0
main	94 	CB 	 oneCued 	 0.0 	 right 	M 	V 	0.0 	1 	0 	7.0 	BXEKMSUPAVFTHNQRIWZCLDYOJG	EBFHTRJZVNQDKWUMYAXLPCOGSI	BMOQSEUKAIWYZPCXRLGVHFJNDT	KYZIHRUAEBTMPOCFLJWVXQNDGS	LPZNDAFTXUJWMRKHYBGSQCVOIE	ETOJKBYAWDGNFPZRIXMUQLCVHS	CRSXGNBHJUKVTFELWYZDPAQIOM	GPUKXZLBFMVDITEJWONAHSCYQR	0
main	95 	CB 	 oneCued 	 0.0 	 left 	J 	K 	0.0 	1 	0 	1.0 	IMKEGYUOJPFBNHWQXACRTZSLVD	HLSYVOWDFKJURABNQTXZPGCEMI	OERZBFXCSAGMYKHQIUJDNPTVLW	GQDFSWORJUXBMANKVLZTICYEPH	XUOJNAMEBGHQLTVKSYFCDIPZWR	ODXNJUGYWTQBSFMPRVLHICKZAE	LBNARYZDGFCKUVQTXOHJSWMEPI	GEDACTWRLHPVBMIZOSUYXNJKQF	0
main	96 	CB 	 oneCued 	 0.0 	 right 	O 	X 	0.0 	4 	0 	1.0 	UDMTQKPFWYOVRJLSBIAGHNXCZE	GLZDVPXQYJFTWUOARCNBIEHSMK	ELGIZHXJCDTSWFBNYRMVPOKAUQ	TFWANQPRBVGOIEMKUSZCYHJXLD	VLWEPIZDHXOTNYGKQFCJBRUMAS	KEMWYVXTHSDFGNOCQBJAPZRLIU	RWHGLADSYKBNVCZFMOUPXTEQIJ	YWBUCDSJGXVOLKEHAQIZPFTRMN	0
main	97 	CB 	 oneCued 	 0.0 	 left 	A 	A 	1.0 	6 	0 	0.0 	UWGDNXZSCKMEABORIYVHQJPLTF	CDEWVFKXOUYQBHAJLIRSNTPGZM	NUYWIZARGOLSBMCHDVQJXTPEFK	BPSEKFRUOHGIVJNXTAWDYCZQML	MRZTEBIPUAYLQHXSJOVGCFWDKN	PGJNLTKXQASZHVIFUYDOBECWRM	UCWDVEXAJTNQSOPFZGIBLMHYRK	QBRMVWJXFHAODULCIYGSZTNEPK	0
main	98 	CB 	 oneCued 	 0.0 	 right 	J 	I 	0.0 	3 	0 	9.0 	LJENPXRCHUAZWIOMKSYFGDBQTV	DKENYGWMPQZAIFCXSUHOTLBJRV	UAKGCRNIBLTQOPXMFSDVJYWEZH	CNKALYERGIUMVPOTZSJHBFDWXQ	ESCNMLJYXDKQAZHUIBPROWVFGT	NWUDRCOSIMAZXHJVLEFPTGKQYB	IJUKYWDHBFPMTZLVXAGSQORNEC	KTLIDMHWUGREPSYJZFVBOCNXAQ	0
main	99 	CB 	 oneCued 	 0.0 	 left 	N 	Q 	0.0 	2 	0 	13.0 	SVWYABQINUEOMHTFXKCGZJLPRD	SRFJLNBXPAUMTVGQWCOIZYEKHD	FLDTWOXQJMSGRIUHCABYNZEVKP	GPOBJVRYSLKUDFIEAXNTMWZCQH	HFGTNBRSXKQWPYVDEMZLJUIAOC	NLTSBREMPZHAIVFGOKXQWYDUCJ	VAEHQPTFNGSMIOUJLDZXWCBYKR	ILSRCTOVQPMAKZNHUXYFDJEGWB	0
