"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	0	"LS2SONA"	2	0	"Yes"	"K"	0	9	"N"	"False"	120	120	0	0	0	1	"TGMPIZHDBNKXFUEOJQASLVYR"	"NHEVTSMRDIYFUGOZPBQKAXLJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	4	"LS2SONA"	2	0	"Yes"	"L"	0	8	"R"	"False"	120	300	0	1	1	1	"GTOLVSEZBIPUAKXDYJHFMRQN"	"IYOAGTVKRLPSFJEMDQXHNUZB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	16	"LS2SONA"	2	0	"Yes"	"O"	0	10	"N"	"False"	60	240	0	1	1	-7	"FEYJDVXMSAGZPKIQOBRHNUTL"	"KLEOVUDJAPNQTSRMFIYBXHGZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	3
"main"	28	"LS2SONA"	2	0	"Yes"	"S"	0	10	"Z"	"False"	0	180	0	1	1	2	"HBNGDXRMQYAPJILKOVSZEFTU"	"DEAYNIKHXUZLSTOMVJFPGBQR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	30	"LS2SONA"	2	0	"Yes"	"K"	0	9	"R"	"False"	0	180	0	1	1	9	"XHMKLIZROBYPAFTESNGQVUJD"	"EYIDVAGOFRBTJUMQHLKZXSNP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	18
"main"	54	"LS2SONA"	2	0	"Yes"	"N"	0	6	"E"	"False"	60	60	0	0	0	-5	"YNHZTAEXOSRFKLVIGDPMBUJQ"	"BIHSNDUFZPMREXTJGKQOALYV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	1
"main"	56	"LS2SONA"	2	0	"Yes"	"H"	0	9	"U"	"False"	60	240	0	1	1	4	"LFJEDSKNIHOPTUMQBYVXGRZA"	"LXGORAPVJUYIFHQKSZMBNDTE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	13
"main"	63	"LS2SONA"	2	0	"Yes"	"U"	0	7	"B"	"False"	0	0	0	0	0	5	"AYXNGZOBSVQJULEPKFHDMITR"	"JZBSAPHOFEDXMNIYQTLURKGV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	67	"LS2SONA"	2	0	"Yes"	"A"	0	8	"D"	"False"	0	180	0	1	1	1	"LHEBMQFPIDSAOYTVXGUNRZKJ"	"IQSFLXTEDAYNORBJKZVHGMUP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	70	"LS2SONA"	2	0	"Yes"	"V"	0	9	"N"	"False"	0	0	0	0	0	-1	"TUJLYQPAVNKFGSMBHEXIZDOR"	"ZXEUNIVSRKGTBQFDLMHOPAYJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
