"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	7	"CB"	2	0	"Yes"	"V"	0	6	"V"	"True"	60	240	0	1	1	0	"RXVQZHDOMILPUYGBEFSTNAKJ"	"QISLUXVJTONEGFKYPMAHZDRB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	11	"CB"	2	0	"Yes"	"Z"	0	7	"S"	"False"	60	240	0	1	1	1	"DVNXBJGAUMOQPKLFZREYTHIS"	"TIEFMNUSZLAYVDQGBHPRXJKO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	23	"CB"	2	0	"Yes"	"F"	0	7	"A"	"False"	0	180	0	1	1	-6	"GHQVYOLARXZKTUJPINEMFSDB"	"DFKOHEUAGQPMZXJYSBTVRNIL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	1
"main"	29	"CB"	2	0	"Yes"	"M"	0	8	"A"	"False"	60	60	0	0	0	1	"KLXYOTGQAMRUEDIPJVFBZHNS"	"VAKTIDRQHSJPOUEXBNMZFGYL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	35	"CB"	2	0	"Yes"	"H"	0	10	"L"	"False"	60	240	0	1	1	2	"HTQGIJOYRVFKBPEZXLMSUNAD"	"ZMDNGKUEPILSHOAJYQFVRTBX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	42	"CB"	2	0	"Yes"	"P"	0	6	"X"	"False"	0	180	0	1	1	1	"VFMGBAIDQRHUKZLXPJYENOTS"	"IVTSJKXPQBDFLAHNMGERYZOU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	50	"CB"	2	0	"Yes"	"X"	0	6	"K"	"False"	120	300	0	1	1	16	"IYLQOEPXKNGUZRSDBTFJVHMA"	"TZYIRPKVHBEJDNLFGUMSOQXA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	51	"CB"	2	0	"Yes"	"M"	0	9	"E"	"False"	60	240	0	1	1	2	"KXGAHLYQOTUZPDMEFRJIVNSB"	"VSOGAKBNHEIMDFZRQYJXLUTP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	62	"CB"	2	0	"Yes"	"A"	0	8	"I"	"False"	120	300	0	1	1	1	"THKEJFIVNRSZUYGLDQBPXAMO"	"KZYJTRGEIAQBPFHOXSLNDUMV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	63	"CB"	2	0	"Yes"	"E"	0	8	"E"	"True"	60	240	0	1	1	0	"AUFMETQPHRVXOLIGNZDBYKJS"	"TLGFPOQUEMBIXZHVNAJDSRKY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	64	"CB"	2	0	"Yes"	"G"	0	10	"I"	"False"	0	180	0	1	1	1	"FXATGSILZPHQOMRJEBUYVNKD"	"OPMRDUHLBJIGNYZSVKEQTFAX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	75	"CB"	2	0	"Yes"	"A"	0	10	"A"	"True"	120	300	0	1	1	0	"VSGPJRMDZIONHQTBKFLUEAXY"	"NBRFVKGPYSATLZQXUIJEDHMO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	76	"CB"	2	0	"Yes"	"O"	0	9	"I"	"False"	0	180	0	1	1	1	"SVYRIBQKZAPEHGJXLOUMNTFD"	"YKUETANGQIODZRBMHVJSLPXF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	87	"CB"	2	0	"Yes"	"A"	0	8	"O"	"False"	0	0	0	0	0	1	"EXNTZUBKOAFHSIQVDPYJLRGM"	"ZMBOHXLYRPUTGDEJFVNIKASQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	88	"CB"	2	0	"Yes"	"K"	0	7	"O"	"False"	0	0	0	0	0	1	"SFATZLHOKEQPIXVYRJDGNMBU"	"MTSFOURGZJHAKDNYIBVXLQEP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	94	"CB"	2	0	"Yes"	"X"	0	9	"X"	"True"	0	0	0	0	0	0	"NREBLUGOTXJAMKFPIZHDVSQY"	"NYVMZUFHIJKDOXTELRBPSGQA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	97	"CB"	2	0	"Yes"	"D"	0	9	"D"	"True"	60	60	0	0	0	0	"KNPHQJSEMDLTVUFGARXZBOYI"	"PQZOSRNAEFILMDGXKVUTYJHB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	104	"CB"	2	0	"Yes"	"A"	0	10	"A"	"True"	60	60	0	0	0	0	"HFLSDZGNYBATVQRUOKMXEPIJ"	"AVFGBUPQONXHDYMSLKTEIRZJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	110	"CB"	2	0	"Yes"	"D"	0	9	"G"	"False"	120	300	0	1	1	9	"NAGBEXQRPKTLYFVJIOUHDZSM"	"VMFYAURPXGEBHNSOKJDZITLQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	18
