"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	14	"WN"	2	1	"Yes"	"M"	0	8	"U"	"False"	120	150	0	0	0	-1	"FQSOZTIMURBEGNHVAPJXKDYL"	"VHTZEXBNKIYLAMJQGUOPSDFR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	19	"WN"	2	1	"Yes"	"D"	0	10	"O"	"False"	120	150	0	0	0	1	"ZQPMTRUJEIODGVLFYASHBNXK"	"MUZEODRIGNJPLFSVTQKXHYAB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	22	"WN"	2	1	"Yes"	"M"	0	6	"Y"	"False"	120	330	0	1	1	-1	"NMIJHLDAGTSPFURZOBVYEKQX"	"IHKVUMYSOFTELDXGRQPBJNAZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	26	"WN"	2	1	"Yes"	"A"	0	6	"R"	"False"	0	210	0	1	1	1	"NLMEPQZFXIGVHJOYADSTRBUK"	"YEFJNGRAIOHZPDSXKQVMUTLB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	32	"WN"	2	1	"Yes"	"U"	0	9	"T"	"False"	120	150	0	0	0	-2	"QEJYDZMURTFXNKOBLVHIPGSA"	"JQOBSYMRZFUIKNXLVGPATHDE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	36	"WN"	2	1	"Yes"	"M"	0	9	"M"	"True"	0	210	0	1	1	0	"KXJYRMNDUELBSHVIAZTOFPQG"	"VSYNHPBFIMKLDTJEARXGQOZU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	44	"WN"	2	1	"Yes"	"M"	0	7	"V"	"False"	120	330	0	1	1	3	"LBIFRXMEPQJUHKDYZAOTGNSV"	"SPLKOREVBDMUFTQIXZNYHJGA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	48	"WN"	2	1	"Yes"	"X"	0	7	"X"	"True"	60	270	0	1	1	0	"LQVXYFBEASPRIJGODNZTHKUM"	"BNOHRGIXFTMDSPQKYLEZVAJU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	49	"WN"	2	1	"Yes"	"D"	0	10	"B"	"False"	60	270	0	1	1	2	"RULGBSNPIAOTHVKZXEYFDQMJ"	"AMSKOGHQYEBIDFZUPTLVNXRJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	50	"WN"	2	1	"Yes"	"F"	0	7	"T"	"False"	60	90	0	0	0	-1	"YPANHQFTRDZMJLBIEKVSUGXO"	"NXMFQSTLGBIEUYPRZDOJKAVH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
