"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	7	"CC"	2	1	"Yes"	"K"	0	6	"I"	"False"	0	210	0	1	1	-1	"HIMYDJNRQBVXKOSAFTPEGUZL"	"SMBHNKIGDAJOPZTLFQYXUERV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	10	"CC"	2	1	"Yes"	"A"	0	8	"E"	"False"	0	210	0	1	1	1	"BQFXNSKGHEAULDRMJVIOTZPY"	"JSZLDQNOEAPHRKUTBYIFXGVM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	16	"CC"	2	1	"Yes"	"F"	0	8	"G"	"False"	60	270	0	1	1	-1	"FUYLQMJAIRHBONVKESDGZPXT"	"QMUDEBLFGTRAIJPXVYSNOZHK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	21	"CC"	2	1	"Yes"	"D"	0	7	"P"	"False"	60	90	0	0	0	3	"ZBONUMVPFTDGHAXLIRSJQEYK"	"FKJGNUIVRSMBAXHPZYDQTEOL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	41	"CC"	2	1	"Yes"	"O"	0	10	"O"	"True"	60	270	0	1	1	0	"QMSRKDAGJOPNYUZFHVLEITXB"	"ZRJYMFXEKAONGBSIHVLQPUTD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	42	"CC"	2	1	"Yes"	"M"	0	9	"I"	"False"	60	90	0	0	0	1	"KGQYNJDFBIMHSPTLZEXARVUO"	"VBJAEPLXFDOIZGQSUKYHRTMN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	45	"CC"	2	1	"Yes"	"X"	0	8	"L"	"False"	0	30	0	0	0	-1	"MIGKZEOXLAJSUYQRHTDFPBVN"	"TVBPOIARZJDSHUGKYQFNXEML"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	46	"CC"	2	1	"Yes"	"J"	0	6	"T"	"False"	60	270	0	1	1	-1	"IYSRLFNTDAEQMKJGZHUOXBVP"	"BIFPSJTYXEQMOLKHNUVGZARD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	47	"CC"	2	1	"Yes"	"Z"	0	6	"Z"	"True"	0	30	0	0	0	0	"JVAGRIZPNLYFMTQHXBDEKOUS"	"AUGFXIPKSEQDVJRZLOTYBHMN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	55	"CC"	2	1	"Yes"	"D"	0	7	"O"	"False"	120	330	0	1	1	-3	"AURSNIKGBDOHYPQFLJTXVZME"	"TKZJDFLOEBXMVGNPASIRQYHU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	57	"CC"	2	1	"Yes"	"E"	0	10	"Y"	"False"	0	30	0	0	0	-2	"KAUNIQMREOYBVGZHPSXTFJDL"	"EONJIRPHFZYQATBSUKDLGVXM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	79	"CC"	2	1	"Yes"	"M"	0	9	"N"	"False"	0	30	0	0	0	5	"ZGFDHTJLBNOYUPMQKRISAEXV"	"EQVKUOZFSNHRYTLPBDGXAIJM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	14
"main"	90	"CC"	2	1	"Yes"	"U"	0	6	"V"	"False"	120	150	0	0	0	1	"YKXIOQVUHGMARFTEZSBNPLJD"	"BVKZOQADFMNPIHXLYURJETGS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	91	"CC"	2	1	"Yes"	"A"	0	10	"N"	"False"	120	150	0	0	0	-1	"LEDRYHOMUANGZVXKBTPJFQIS"	"GAHRTDBVOFJZLEPQIMYXNSUK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	97	"CC"	2	1	"Yes"	"X"	0	7	"P"	"False"	0	210	0	1	1	1	"RNKXMAJQTDUOELSGYFBZVPHI"	"DRGOJBTPXHEYQUFIKNSZLVAM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	98	"CC"	2	1	"Yes"	"N"	0	6	"Y"	"False"	120	330	0	1	1	1	"QJIODZGETUXRMSBFLPAKHYVN"	"MROKFXYNBALJIGEDTSUZHQVP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	103	"CC"	2	1	"Yes"	"O"	0	8	"D"	"False"	120	330	0	1	1	-8	"PNKHOTAXIREFLJGMQDUZBSVY"	"OBRTUNYHDQIGMALXZFSKVEJP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	0
