"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	2	"RN2"	2	1	"Yes"	"I"	0	6	"H"	"False"	0	30	0	0	0	1	"EPKJZXHISDGATYFRVBUMLQON"	"IBAEXROVMDLZQKHTNUPYJFGS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	6	"RN2"	2	1	"Yes"	"A"	0	10	"A"	"True"	60	270	0	1	1	0	"TBEPYOXHVJZLAFGSNRIKDMUQ"	"MQVLUXRESDAOYIFKBPNZGTJH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	11	"RN2"	2	1	"Yes"	"M"	0	6	"A"	"False"	60	270	0	1	1	-6	"HZDJPGQKBIYTAROVLMFESUNX"	"MXNSVFAKJEGIHUZLRYTOBDQP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	0
"main"	13	"RN2"	2	1	"Yes"	"M"	0	9	"N"	"False"	120	150	0	0	0	-4	"ZKDUHMQXENAIRTGLBOVPSFJY"	"OJDXNUPKZALVIMTFSYQHBGER"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	20	"RN2"	2	1	"Yes"	"V"	0	8	"M"	"False"	0	30	0	0	0	-4	"GDIUVLAQMTFYKXJSZNPORHEB"	"TUGLSYADMEIKJNZHFBPRXOQV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	26	"RN2"	2	1	"Yes"	"H"	0	8	"V"	"False"	60	270	0	1	1	-3	"NATXUVJPDIZKOYHEGFQRMLBS"	"IGDJQHLZVSNFPEXOYABTKMUR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	27	"RN2"	2	1	"Yes"	"K"	0	9	"L"	"False"	60	90	0	0	0	1	"DJFOSIBMYLKETQVUPHZGRNAX"	"OQNAGSFRVDYMLXIBJTUZHPEK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10
"main"	30	"RN2"	2	1	"Yes"	"E"	0	10	"G"	"False"	120	150	0	0	0	5	"XYIRFVBQJPGAZLTEUNSDKHMO"	"KSLHQJRNOYVAPDUFBZGEXIMT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	15
"main"	37	"RN2"	2	1	"Yes"	"F"	0	8	"A"	"False"	60	90	0	0	0	2	"NSKHXURTAJFBQPMDGVLIEYOZ"	"NLMAOJKREPZGVYHTSBUFIQXD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	39	"RN2"	2	1	"Yes"	"Z"	0	6	"M"	"False"	60	90	0	0	0	-1	"VGDQOZMTNHEKUXIFLPYBRJSA"	"PBNXRUOZMYIVDLFTHSEGQAJK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	46	"RN2"	2	1	"Yes"	"M"	0	7	"Y"	"False"	120	150	0	0	0	15	"LRBXOVSYKPHZFIJTNAQEDGMU"	"LSXZJMUBNGETAOYVRQIPKDHF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	48	"RN2"	2	1	"Yes"	"F"	0	6	"X"	"False"	0	210	0	1	1	2	"OPVNYXRHZGUMJIKLTSEQDFAB"	"UVBMOHXIFRDETLJAGZQNPKSY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	51	"RN2"	2	1	"Yes"	"X"	0	9	"M"	"False"	0	30	0	0	0	3	"SIPBAKZHNMODXLJFUTVQRGYE"	"OFUKSGTMENLHIXYQBDPRVJZA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	52	"RN2"	2	1	"Yes"	"M"	0	7	"N"	"False"	0	30	0	0	0	-1	"OFZKPAMNHLSYQEJVGDTRXUBI"	"ZYPUSXEAJGKOTQNIRBHFMDLV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	61	"RN2"	2	1	"Yes"	"N"	0	6	"I"	"False"	120	330	0	1	1	1	"XPTAUNOLDQZSYBJKHRGMVFIE"	"FYETVHINLRMQPXOASBDJZKGU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	65	"RN2"	2	1	"Yes"	"E"	0	10	"J"	"False"	0	210	0	1	1	4	"KOGJBXZYAITMRFVQPLDNEUHS"	"PSVMDLBYHQJFNKETXZRUGOAI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	14
"main"	72	"RN2"	2	1	"Yes"	"G"	0	10	"L"	"False"	0	30	0	0	0	-1	"VBQYRIDNMGLEZHAOJFTUPSXK"	"FQIUBGEZRKNOJVTXSHYALPMD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	84	"RN2"	2	1	"Yes"	"S"	0	7	"J"	"False"	60	90	0	0	0	2	"DTFBKRZJISGXOUMYEVLHQNAP"	"FLGSYQAIBTXZKVERJPNMOHUD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	99	"RN2"	2	1	"Yes"	"J"	0	9	"U"	"False"	0	210	0	1	1	2	"MJKLSNRVBQDAHPYFTUXEZIGO"	"TEOFVYNBDUAJMHRXGLPKSZIQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	11
"main"	101	"RN2"	2	1	"Yes"	"P"	0	10	"O"	"False"	120	330	0	1	1	-1	"DUHPEATBZQNOKYGJLVXRSFMI"	"BLFZXNARYPOGUVEHSTKQMJID"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	106	"RN2"	2	1	"Yes"	"H"	0	7	"H"	"True"	0	210	0	1	1	0	"PMOYADVZJNHEGITKXSFRLBUQ"	"QKNTDUXHEILBOARMYFZJGSVP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	107	"RN2"	2	1	"Yes"	"S"	0	8	"Q"	"False"	0	210	0	1	1	3	"TSDZJIPHOQFELBUARMGVXKYN"	"XBEITRKYQUPSOMNAGLZHVFJD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	114	"RN2"	2	1	"Yes"	"H"	0	6	"F"	"False"	120	150	0	0	0	5	"GTOPNDFJLXBHVRMYSZIEQUAK"	"OYHSKNDPMQEVJLBXAURIGFTZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	115	"RN2"	2	1	"Yes"	"F"	0	9	"V"	"False"	60	270	0	1	1	-3	"RXOLHSVYPKBZQGJMFNAEDTIU"	"INOYMGFRJVEQDABKUHTLXPZS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	127	"RN2"	2	1	"Yes"	"K"	0	7	"A"	"False"	120	330	0	1	1	3	"UDPXATJYOHVNRQLFBSIEMGZK"	"VQEMHZNASDKJBLUFTORIXPYG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	135	"RN2"	2	1	"Yes"	"T"	0	10	"Y"	"False"	60	90	0	0	0	-1	"EDNQPXLJFTYUGMSOKVRIZBHA"	"FKAGLYZRTUBPVJOXSDEQHMNI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	139	"RN2"	2	1	"Yes"	"K"	0	8	"J"	"False"	120	330	0	1	1	2	"VZGYSPKQTUBDEMNRIAHFLXOJ"	"APBLYZQVJHKEXOGSTNIMRFUD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	149	"RN2"	2	1	"Yes"	"R"	0	8	"K"	"False"	120	150	0	0	0	1	"OEVNFXIQKRPTYHJGSALUMDBZ"	"IVDRSLOYHTZPMNJUKFBAQXEG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	157	"RN2"	2	1	"Yes"	"X"	0	9	"Q"	"False"	120	330	0	1	1	2	"MIVJERXNBDYOGKUZTFQHLSPA"	"HPAUBSIMZQJXOKNEDYFTGVLR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	177	"RN2"	2	1	"Yes"	"X"	0	7	"A"	"False"	60	270	0	1	1	4	"QIFDHAVEZGMRNLKBPJSUXTOY"	"DUSMBVPANKOXLIQFYGTJZRHE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
