"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	15	"AC5SONA"	2	1	"Yes"	"T"	0	8	"S"	"False"	60	90	0	0	0	5	"ZGBEROKNSQIDHTFXULMVAJYP"	"FYTGRIXNBASEUJQDOPLKZVMH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	13
"main"	24	"AC5SONA"	2	1	"Yes"	"U"	0	7	"Y"	"False"	0	210	0	1	1	2	"DFIUOSZYHGQJMXVPEKNBARTL"	"LQNIEHDYZUTFABMPVJRGXOKS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	34	"AC5SONA"	2	1	"Yes"	"K"	0	7	"F"	"False"	120	330	0	1	1	2	"NXQYKOJIZTMRLUPEAFGSHBDV"	"HVBUZJDFQKMTNGXRSIOAEPYL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	38	"AC5SONA"	2	1	"Yes"	"K"	0	9	"K"	"True"	60	270	0	1	1	0	"JHVZRKALGXSMQBPDUTIEYNFO"	"NZBFJLPVMKGODUYAQRIEXSTH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	40	"AC5SONA"	2	1	"Yes"	"X"	0	7	"Z"	"False"	0	30	0	0	0	-1	"BNKUJEXZFVYLTAGIOHMDQPSR"	"UIRAYFOQPSBHDVZKELNMGTXJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	52	"AC5SONA"	2	1	"Yes"	"S"	0	8	"I"	"False"	0	30	0	0	0	2	"YVGXBAUKITSONREQJDPFZLMH"	"GVPDJFSTNAIKOBRQHMXEULYZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	54	"AC5SONA"	2	1	"Yes"	"K"	0	8	"N"	"False"	120	330	0	1	1	2	"PFZLHDVKISGENXBATRYOJQUM"	"ZPBIODGMNAKLVUXJSERTYHFQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	57	"AC5SONA"	2	1	"Yes"	"H"	0	10	"H"	"True"	0	210	0	1	1	0	"XOZFLIQTJBGYDUNMPRKESVHA"	"UXAKIBPNGVHTOMZFSYJLEQRD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	62	"AC5SONA"	2	1	"Yes"	"E"	0	7	"T"	"False"	120	150	0	0	0	1	"VMXHOUFTEKSGJDBYRZQILNAP"	"ZDYFNOSKHEUXBJIPQATVGLRM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	75	"AC5SONA"	2	1	"Yes"	"E"	0	9	"I"	"False"	0	210	0	1	1	-1	"LMVJDINQHKAUPSEBTGRZOXYF"	"JRTBMPKHEINVZXLYDGAFSUOQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	76	"AC5SONA"	2	1	"Yes"	"P"	0	10	"Q"	"False"	60	90	0	0	0	-9	"APXNLDSROEQBMGTFHVKUYZJI"	"GTPDLSXUOYJRVNMZQBFKHEIA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	1
"main"	80	"AC5SONA"	2	1	"Yes"	"M"	0	7	"A"	"False"	60	90	0	0	0	1	"PSOQTZHAMJGEDNVBUXRFLYIK"	"STQHRLFYIBJPNXMZGDOEKVUA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	83	"AC5SONA"	2	1	"Yes"	"E"	0	10	"S"	"False"	0	30	0	0	0	2	"YGANKITHPBSUEOFMQLDXVZRJ"	"VMDAHOQBZPLXRGSETKINFUYJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	92	"AC5SONA"	2	1	"Yes"	"I"	0	7	"U"	"False"	60	270	0	1	1	-1	"MRDKOZLGSBFEXNIYJPQUVATH"	"AOTYBGIUSDMLVJPERKQFHZXN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	96	"AC5SONA"	2	1	"Yes"	"Z"	0	10	"Z"	"True"	120	330	0	1	1	0	"KJNZBTDYXHPAUIRFMVOGQELS"	"LEXDPQBKOMZFTUGRVYJHNSAI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	101	"AC5SONA"	2	1	"Yes"	"K"	0	6	"I"	"False"	0	30	0	0	0	1	"ALTUGJIKXSDNPEMHOVZYRBQF"	"BFMNUKZEGIJVSODRTHLXYQPA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
