Group,SingleLeft,SingleRight,DualLeft,DualRight
1,0.5700
1,0.4675
1,0.3446
2,0.5992
2,0.4933
2,0.4719
3,0.7545
3,0.6874
3,0.5829
3,0.6470
3,0.5129
3,0.5879
4,0.4119
4,0.6581
4,0.7167
4,0.3121
