Group,SingleLeft,SingleRight,DualLeft,DualRight
1,0.2291
1,0.3566
1,0.2105
2,0.2663
2,0.3731
2,0.2128
3,0.0150
3,0.0250
3,0.0600
3,0.0150
3,0.0150
3,0.0600
4,0.3000
4,0.1600
4,0.0750
4,0.4400
