"Participant","2","6","18"
"18AH2",284005100000,116227200,2.421787
"18GL7",119567.4,3.669629,0.3951457
"18HB9",124.1377,2.964157,4.461697
"18JC",864964.4,19.06352,12.30569
"18JG",21.1972,94.51469,0.8438308
"18LS4",524.4697,20.97329,30.82423
"18PF6",7341.889,32.59803,2.050117
"18PG8",6487.364,344.2045,1.285418
"18RC3",8193.796,3.602695,1.163231
"18RN",409.5387,5660.414,0.6935899
"18TM5",7.845378,0.9817948,0.3319686
"18TR1",9.030458e+19,13.30732,9928.155
"18WN",1.353654e+14,2.417328,0.007712941
