"condition","mean_efficacy","sd_efficacy","mean_latency","sd_latency","mean_precision","sd_precision"
2,0.735919020736328,0.109634125342288,0.287507905310803,0.412891244079602,1.40995901971761,0.620268545460926
6,0.729615564822684,0.0857389892956375,0.827185838358377,0.374935512469074,0.766128799867259,0.217448385508741
18,0.736565868180659,0.079712616413022,1.12236694959751,0.328659526509871,0.689954171791924,0.13473291237738
