experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	75 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	F 	Z 	0.0 	3 	0 	-1.0 	JHRNAOWIFBVGLEKXMUCTQZDSYP	ALCGSBNJVZDMQWYPTXIREOUHFK	TLVUSKGWDYJBRFAOEZIHCQXNPM	NVBHPCAIFZROEMTSWKQJXGLYDU	THNRBPJQLEWYOXKDIGUVMCFAZS	SCHNTEKZMUAPBIRFXOWLJQYDGV	0
main	76 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	E 	Z 	0.0 	0 	0 	14.0 	MTOAJPVYZWHBDLFRNIQGXCEKUS	WFUYHKTGMOCENVASXZLDPQRJBI	-99	-99	-99	-99	0
main	77 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	D 	E 	0.0 	0 	0 	1.0 	FTAJROXEDHWMULSNBZGKVQYIPC	UBNGMRCOAEHSIDYVTPLFWXKQJZ	-99	-99	-99	-99	0
main	78 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	S 	U 	0.0 	1 	0 	3.0 	QKSVRPFJTINWEULXMCZBHYGDAO	XVCZIBLKFUDOSPAQJNMHGWTEYR	-99	-99	-99	-99	0
main	79 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	J 	D 	0.0 	0 	0 	12.0 	LCSBOURTZDVNYMIKWEPXGJFHQA	HBAPGVEXUJCFQMZROITLDNSYWK	-99	-99	-99	-99	0
main	80 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	S 	B 	0.0 	1 	0 	-1.0 	HUXOVEGNWQIFJTZBMPAYLRKSDC	PHLCMNOETSBVGRKXQZIDYFWJAU	-99	-99	-99	-99	0
main	81 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	D 	E 	0.0 	3 	0 	6.0 	TWRIJMSQOBUNLVXGPFKDHACZEY	BJLYERPDUMSCGAVOIHWZQXKTFN	WMDNXGILHAKJPQYFSVCRBUTZOE	SIGZOYKXEPNFJUDTLBRCMHAVWQ	TLWOIFSRYNQXACJUEGVBDKHMZP	POZQDHEKAWSYLGRTMCVIUNXJBF	2
main	82 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	E 	I 	0.0 	5 	0 	2.0 	IJXNFUHOESMRCQDZWLKTBYPAVG	JTCLYMBEIHZKFVDSOAPNXRUWQG	HIMYFWPVRKNDZABEULXSJCQTOG	TWUDPXEJAOYLKGBCQZVRFNISHM	EJWLFHMZTKDIBACOSGXRPUQVNY	PQNTVAWYMBIXEKLGUZJOFDRSCH	2
main	83 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	J 	N 	0.0 	0 	0 	2.0 	IEBZLUQNWJPYMAKSTHXCDORFVG	AYPRIWGMSCOEFXKZJVTLDBUQNH	GZTPDCEOBYSLFQJRINVHUXAKWM	JXGINTYSUBFRMPHEDLKOZVCQWA	KOVFNQMELXBYGSCIWDTPJHRUZA	LQJXWCYFTUNBAGDOIMSPVKHZRE	1
main	84 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	D 	N 	0.0 	1 	0 	-2.0 	QNKGCHVPUYTSOIJXFMZWDELBRA	AELWZDPNOVYTXSBIJQFUHMCRGK	-99	-99	-99	-99	0
main	85 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	D 	H 	0.0 	0 	0 	2.0 	RWKPJSHODIZNEATMBYCXFVQLUG	NMZGKWJTRPXAYQHCLUIBFSDVOE	-99	-99	-99	-99	0
main	86 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	I 	C 	0.0 	1 	0 	-5.0 	IKQBXSWHUZODLMVYAJCRPGFTEN	FITAXYCLJPMQOKNZDWUSGVHEBR	-99	-99	-99	-99	0
main	87 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	G 	Q 	0.0 	1 	0 	1.0 	OTUHXFKCVJPYLNESZGWIQMDRAB	TOPEXLBQGFMJRDVSICYHZUKANW	SKAPNGQEIHBYFRTOVLDWMUJXZC	VMFPAXWBRYOKTDQUSNCZJLGHEI	ICANTPSOXRUMBDJFGLEKYHVZQW	ATMBLQKVNCOXFDGZSIWJHUEYRP	0
main	88 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	M 	V 	0.0 	5 	0 	1.0 	ACSBGXTEJVHOZYKDLWPQMNIUFR	UXWAILNFPEKYDMRQHJOSVTGCZB	AUGPNKTFJCSYIQWDBHOMZRELXV	TFXVKYJHMACLSDNIGEOPRUWQZB	XPYNHEVDMWIFKRLAJQSUTZOGCB	PJSNYEVMHIALKWDRBGOZXCFTQU	0
main	89 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	X 	X 	1.0 	1 	0 	0.0 	NALECVQGJKMZFRIDWHXTBOYPUS	EPFQBTXZROGWMCUKHSAVIJDYNL	-99	-99	-99	-99	0
main	90 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	B 	D 	0.0 	1 	0 	-1.0 	KWDBQGUONZHMVSLRAYXJIFTCPE	TWQXYIUBDERVMPJGAOLZNKHSCF	JRWFNALEGIZCUYXHTVPKMOSBDQ	IAYSWHUOXBZRQEGLMVCTJFDNKP	XULKZJEASTOYGFHINRCDWBQPVM	DQZMRTUHXVJKYESOWCINFGALPB	1
main	91 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	S 	M 	0.0 	2 	0 	-5.0 	LVHUESAYWNQGZODMCIKXFRBJTP	RZDEUQAKOVGYBHWTNIMCLXSPFJ	CSIQENMZTYXVUPRLGODKHFBWAJ	QCRIVNFAJDHGMLPWKZBTYESXOU	YEBUTXHJRDKSZGICVMWQPAFLNO	NMTZSGIYJXCEBQKAPDVLFORWUH	0
main	92 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	W 	N 	0.0 	3 	0 	1.0 	OPJDFCRSXBLUAKTNZEVMIHGWQY	XHDUGTJWYQOEBRZPFASCLKMNVI	ZEWIANVMSXTJCLQOUPBYDGRHFK	DIOTRKCZPHNWVAJBXQEGFMYSLU	MRYGUEZAOTLFPJQXDCHBSNWIVK	NMSTKIYLERHBOWQCAGVFDPXZJU	2
main	93 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	E 	R 	0.0 	4 	0 	1.0 	YAVLSETDPFOZIKNJGHXRQBWMUC	NEATJCRHDZWYSQPGMVBXFKLUIO	CJKFETPYLDVXSMBHRZQNUGAOIW	TLCXDUSNMYJGBQFRVZOKAEHPWI	MQFPYTIVORECJSUKXGHBLDZAWN	YZLSMEUWHPBVCXTAGOFINDRQJK	1
main	94 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	F 	0.0 	0 	0 	12.0 	UYTOICFNWDVAQBZLMJEXKGSPRH	ZBUJGQPLRXKAVHENTSDYWFMCIO	-99	-99	-99	-99	0
main	95 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	W 	1.0 	1 	0 	0.0 	SWFHNEZLCDPXQUYBJIAROMVGKT	CXVIYMQUNWLDZEROFGKHTSJBAP	MCFVOAUNJDTLRGKPWHXBSZQEIY	LNDGPERIKJXSATFUHQMWZOVBYC	KEFVIYNOHRUGWSMZCABTJLPXQD	XGILVAPSBQHYWKDURZEFOMCJTN	1
main	96 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	C 	C 	1.0 	1 	0 	0.0 	CMQZRYKLPBTGSNXHVWFEIDOJAU	BHQFMAZWJLCREIVDKTNGPSXUOY	-99	-99	-99	-99	0
main	97 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	I 	W 	0.0 	1 	0 	-6.0 	BTKXVUFCJDAHPWEZNQMGOLYSIR	FSIEYQDRWUTZOXGKMCLAJHVBPN	-99	-99	-99	-99	2
main	98 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	E 	N 	0.0 	1 	0 	-1.0 	PBLDTXERVCFQAZNGYOSWUKJIHM	ORBLGZWQXENDUIKPHTFAYMCJVS	-99	-99	-99	-99	0
main	99 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	S 	M 	0.0 	1 	0 	3.0 	QCUFVKBOPZLWDGSEXMANYIHRJT	VKCLAFRNEMXOSWPDTIBHQGJZUY	-99	-99	-99	-99	0
main	100 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	G 	A 	0.0 	0 	0 	1.0 	WBVRSJCNAGYXQOPTLFKUZIEHDM	JBOQKXWUANFYLGPCIESRMZTDHV	TDSAPQEBFZHCXVMIULRGWYONKJ	BGFWLYCMESHOUZNXJVQAKTIDRP	GCMFHJVBNUTXSWREKZAIDQPLOY	OTPXALEBHNDZIGFMRWCVYQSJUK	0
main	101 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	W 	U 	0.0 	5 	0 	2.0 	MUBQRALVXWESFGKCIDZYJTHONP	DUJBSNYATLGOFVPHMXEKQWZIRC	IFJMTLZARGCSQXNYEBPHWOUVDK	CBRKFGHVLMTNJXDSWEZOUPYAQI	OXPMCBGUYVZRTFESLWNADHJIQK	QNRAIMFUKWYTCLXPODEBHJZVSG	0
main	102 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	C 	F 	0.0 	2 	0 	-6.0 	FRNABDGZEJLMVHCYUOTQPWIXSK	IQMPAKLCGDFRTYHEBUSVWZOXJN	HNCVLKYMFGXUDSEWRBJPZAOTQI	SYVHNKUBAJQWDLCRTEIGPZFXOM	NGMILESDYHTXUWZOPVRFJQCAKB	MDCWLPJYNARKIOTQVBEXZSGHUF	0
main	103 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	D 	F 	0.0 	0 	0 	2.0 	GCNMQYUKEFVDBRZWHXSLAPOJIT	OLWGMVIQRCYFTEKZANXHUPBDSJ	-99	-99	-99	-99	0
main	104 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	H 	R 	0.0 	1 	0 	5.0 	WAXHVBSEIORLQFTPJCKDMGNYUZ	FDXGBEOJCRYMKTHPAWISNLZVUQ	-99	-99	-99	-99	0
main	105 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	C 	Z 	0.0 	0 	0 	1.0 	MWGBYSIQDEZCTFKJPOVXNHLARU	HJSLDQXEKTVWAYUNBPGZMFRIOC	-99	-99	-99	-99	0
main	106 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	F 	0.0 	0 	0 	-9.0 	ETPIDSOWJFLBAYRMZVNQXCHUKG	ANJUCVSBOLXRDIHKGTYFQZMEPW	-99	-99	-99	-99	0
main	107 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	C 	U 	0.0 	0 	0 	-2.0 	XWAVFNEICHUBOMRYDTGJQSKLZP	CFAOYPTDNKEUVWRJMQHIXBGLSZ	-99	-99	-99	-99	0
main	108 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	R 	H 	0.0 	4 	0 	3.0 	VALXOPFNMSDQUBZECWYGIJTKRH	TQRLFBOHYXKAIDPZWSNVUCMEGJ	JLCXUSQRDHYFNOPTVEBIGKWAZM	LVQERNIUAWOKBMFJZXHCYDPTSG	LIDPKTQZSOHVBRUYFGEACMJNXW	RKJANUPZYOQCGDMHVSETBLXFWI	1
main	109 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	G 	Q 	0.0 	0 	0 	15.0 	TSRMDFWHQEKIXCBUVJNAYZOGLP	EBDMOZGNYJAPXHRKTUWLVISQFC	-99	-99	-99	-99	0
main	110 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	N 	P 	0.0 	0 	0 	1.0 	WLTKXDGJEPNHROVCQSAFMUYBIZ	NEBHGLSDUVOFXRWJCMAIQPTYZK	JMDTVWXCHNUIQREKSBYAGPOFZL	XIMFQPBVCZLAJNREOWDUSGTKHY	JNMOLRHVISXUPBAFCTZEYDGKWQ	WXALMIVQCRFBUSGOHKTDNYPZJE	3
main	111 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	K 	W 	0.0 	5 	0 	2.0 	UZPBHRMTWYQOLFAXCENGKVDISJ	WZXOMJVTEKGQBHRPAICFYUSLND	XOUASPREJMKCZFWYDNQVHGBILT	NCOHBGQTWIXPFEZJVMADYKLSRU	YMLUGPHEAWKQSRBTZNJXODVFIC	HTPZLARUWXKINQEMSJGDOCYBVF	1
main	112 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	X 	K 	0.0 	4 	0 	-1.0 	DBWCNROYUMLEIAVXFQJSPKGTHZ	KEVFSDMBGPUQYNIJALCOTXRWZH	SQZYUIEWBARNJVGKDTCMLPOXFH	CEDAKSVNXHBGJTIOWZPRMUFQLY	YCLQIXKWFZMPDORBUJGVNTSAHE	FXCSPWARKNBJDOZHTGEIMLYQUV	0
main	113 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	E 	1.0 	0 	0 	0.0 	QOJDVWNIMUECFLAKGBHZRPYTXS	BLKGRSXMZTQDWNAYIVPOUJEHCF	-99	-99	-99	-99	0
main	114 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	L 	J 	0.0 	0 	0 	1.0 	TQYOANMJLHBZSIXKVCDPWGURFE	EDLYGZUWPATROVBJKSXMICFHNQ	-99	-99	-99	-99	0
main	115 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	J 	Z 	0.0 	4 	0 	4.0 	ONUCAHWLBFPEVDTZIYJMKQXSGR	VYZLWJCBPFNHTQXUISARKMEOGD	JWGZADUFTOENVCLRKMPSBIYHQX	GAFBRSWVLYKMOHTPXCQJNZUDIE	QRFLSIDYZWAHJNEKBOTUGPXVMC	GJCEARHPVMKXBUDTZQYIOSWNLF	0
main	116 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	M 	C 	0.0 	1 	0 	3.0 	IOVCHAEKBPNXQZFYMDTUJWSRGL	VXIZFETYCWDMUKOLPNGHQBJRAS	-99	-99	-99	-99	0
main	117 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	E 	D 	0.0 	1 	0 	-3.0 	CRGAVZEIKLDSUBWONFQHTJXMYP	JPFVEUQDZXWTISKOABNLRGCYHM	-99	-99	-99	-99	0
main	118 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	M 	H 	0.0 	1 	0 	1.0 	EBTIJXFOPCHAQLNSZWVRMDKGYU	FXLWPJBNAYHMZUSIRQGTEKCOVD	NTOUEHCMVYLZWGDAPJFXQKSBIR	UJWNFDKPLEVMHOARGQBXTCYZIS	CMXAJVRTQHFPKIYZLNWUDSGEBO	MIWUZYOHVGRTKNQBCPXSLFJDEA	2
main	119 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	T 	F 	0.0 	3 	0 	1.0 	UMTOBERAKQJWVLXICGYHSNFDPZ	URGKTHPFVDYXELQCBZAJMNIOSW	RTUHBNPXSOMQIYKZVGJACFDLEW	KJOSEVZFTDBLYRXGANMCIHQUWP	JXYLPCSMKDROETBHWUGQZVAFIN	TBOCXYDUPRWHFALIEKGNZMQJSV	0
main	120 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	R 	B 	0.0 	1 	0 	-6.0 	ODHMJUBEQCPFGXLRASTYVWZKNI	RQMWDFBTJHEKXPZALNCVYUIGSO	-99	-99	-99	-99	0
main	121 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	O 	O 	1.0 	0 	0 	0.0 	WZMVFDSBOCTYEUKIPNARLJQXHG	YULAVCEJGPOXIQNWZMRTSKBHDF	-99	-99	-99	-99	0
main	122 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	R 	W 	0.0 	0 	0 	2.0 	ZABUGVWDRTJNXQIHEPLSKOFYCM	VXSDFUJIRTQWEKOPNBLMYHAZCG	IRWOJVXLFEYNMSBHGQZDUATKCP	KMFLTWAHCRIQVGXPSJZYUDBNEO	VCXQZNODRSBEHKTWMLAIYFUJGP	IEZKGCXQTDFWMPLUOBRYAVSNHJ	1
main	123 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	A 	T 	0.0 	0 	0 	1.0 	ZSXDHOVTARWNLIUMBYQFCKJPGE	NDPRLVJTZFYOEMQSXHIKWCBUAG	-99	-99	-99	-99	0
main	124 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	R 	B 	0.0 	1 	0 	6.0 	DSYCVPTFLQJBOXKNGEMWRUIHZA	EXZJVHDKBOQMCYRSGNAUTIWLPF	-99	-99	-99	-99	0
main	125 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	S 	A 	0.0 	0 	0 	-1.0 	CZVMYSAXPUQLTDNREFIBGOJKHW	LPEVNTYRWOMKXSACHQBFZIJDUG	-99	-99	-99	-99	0
main	126 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	C 	D 	0.0 	1 	0 	-3.0 	BTICNPKOLYDEGQHXFVWUZJASRM	HRMOXCPBDSQIFYLZTAGEVJUWNK	-99	-99	-99	-99	0
main	127 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	N 	F 	0.0 	0 	0 	1.0 	HUAQSWDMRTFNJKEVYGBZCOXLIP	JZGRSCAOXIWUMBQTYHLEDKVPFN	-99	-99	-99	-99	0
main	128 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	K 	D 	0.0 	1 	0 	1.0 	KVJTOPMWILCRGBZSXHUNEAYDFQ	HVXLNWTCEUDKJPQBSFORYZAIMG	-99	-99	-99	-99	0
main	129 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	U 	U 	1.0 	2 	0 	0.0 	OQTKURWYJELIHMFXGVNCBZASPD	MIZLORWYSHJFTCGPBENUQKXAVD	KLXZMPOANTUJBQIFDGRSEVYHCW	MFLXVQAGDIBJYWKEHPTCZONRSU	KGCFANBVDHUOIPEXZLSTMWJYRQ	VDIGFPRCHMNJOBEUKSATLYWXZQ	4
main	130 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	M 	H 	0.0 	0 	0 	1.0 	FDNGACBKHMLEQRUOPSXIYVJZTW	YBFDPLKUJXEQWRNSMAIZCHGTVO	LJTQYEHISZUWAROVBGKMNFCPXD	FURLQHIVKTMDZONPGXSEBWCAYJ	LFROZNEIVUBQGPYTJSCWAHDKMX	UROSQBIGMLKVXWHDNCTEJPYZFA	1
main	131 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	W 	N 	0.0 	0 	0 	1.0 	EJVXTCMNWYQSFZHDPOAILURKBG	UASZJFYEQPVHGIMTBDRCOXNWLK	-99	-99	-99	-99	0
main	132 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	W 	I 	0.0 	1 	0 	1.0 	EFSXZPCOBYNUIKLDMGVAWRTQHJ	ZFYDCNRSGIWLHOBEUAJTXKMQPV	-99	-99	-99	-99	0
main	133 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	P 	K 	0.0 	1 	0 	3.0 	PADWLKVFBRCYHIGSNXOMJUZQTE	MZEHAIDUKBWPFYQCSGLVONXRJT	-99	-99	-99	-99	0
main	134 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	W 	W 	1.0 	5 	0 	0.0 	MWOGIKQERCVZYBPTHNJDASLFXU	GRVAODQLHWTIYXCEBKNJZMUFSP	RXFSKZDEILWUOYCMBNVPJQHGTA	NCLTGHPURBZSOFDJWYAXQVMKEI	VIHSCEXPWJMBFKUDOLAYTRZGNQ	UGMQPBHWFRVAOXKECSIZJNLDYT	1
main	135 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	B 	X 	0.0 	2 	0 	1.0 	BQFGMLNSHPACXJDZKTYWOIUVRE	JOPWKGYRMLCAXTIDQUZFVSEBNH	ZUYFTJOWRXBNMDKASLGIEVQCHP	NXBGPZSATJYRMQHWDLFVUKEIOC	KDCALGXJQPWTYUVSHOREBMINFZ	UJKYSDEPMFCZTILWRBNVHQOGAX	2
main	136 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	E 	N 	0.0 	1 	0 	1.0 	OQIJDVMPFBSKLNWYGRHXAEZCTU	CSJKLIZOVNEMPTXFBDHGUYWRQA	BXTZRLUOHWJYSMIDFKGPCEVNQA	EMJAIPZNBOSGDTCKRFLYWUQHXV	GJWTFLEKBRMSOADIZPCYVUHQNX	CGIUMLAJQYPNHSXFETDKRBOVZW	0
main	137 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	T 	F 	0.0 	3 	0 	1.0 	QXPANBZKFYVDTJLCEOUWHIGMSR	YXALBFMNJGRODCHQZKVEPTISWU	RTALBEWXCUYZSMDKIJFHQVNPOG	YNVRSCDJEOFTKGQUMIAHPLXBZW	NQFKRMOZYPIJEGWAUXSCLBTVHD	TNPSDOGRZWBAQVLEFUHYCMKIJX	0
main	138 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	N 	0.0 	1 	0 	2.0 	STLQBXVJPYIREHGKAUDNWZOFCM	AKBHQUNDPIWZTXELJVORMGYSCF	-99	-99	-99	-99	0
main	139 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	S 	S 	1.0 	5 	0 	0.0 	EBXFUWTIGNOVCHYMASDKLJRZPQ	AFDOXLGMPUVCZRHTQJNWSIEYKB	GMODYXACRPVQUJSIEZFHKNBWTL	NXIUPSVQHGMAOCFEDWKYJRTBZL	REVHQADCXTUGILFKOYBZPJSMWN	AJXLWTQENSVDMRZUCPIKFGOBYH	2
main	140 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	J 	D 	0.0 	0 	0 	1.0 	OHBWVURNEXDJIFKLQPTAYGZSCM	POMBGEVZNSJFLTCHXARQWIYKUD	-99	-99	-99	-99	0
main	141 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	W 	1.0 	4 	0 	0.0 	SEIATLUHNJVXKZCFORBDGPWYMQ	UHCZLWSAIXPDBYRFTKEJGVQNMO	GOEQHWYXVABFTUDIZCNPMLSJKR	JGOAVQEYSMXCNTPDKIULFWHRBZ	RGBXZDONWVKISFACYELMHQPJUT	OXEGTYAQRUKNHIBLZCPWJVMFDS	0
main	142 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	G 	E 	0.0 	1 	0 	7.0 	YWPQXUGNDLSKTIREACVMBJZHOF	THPWBZEIOLCYMGASKRQUDNFVJX	-99	-99	-99	-99	0
main	143 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	Z 	Z 	1.0 	0 	0 	0.0 	HQWXVRPZIYJBGCUTKMDAOELFNS	OJWBIGYTVQFESZNPUDRKALHXMC	-99	-99	-99	-99	0
main	144 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	E 	H 	0.0 	1 	0 	1.0 	XAUPFZOHWNLJSTQRGIMDYKECVB	TOZKXIVHELBAJWMUQDSGPNCFYR	-99	-99	-99	-99	0
main	145 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	S 	J 	0.0 	0 	0 	1.0 	BWIDTCLZGJSNFUEQRMAKOPVHXY	VNRWHKFTOPXLZDCEJSIUYBAQMG	-99	-99	-99	-99	0
main	146 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	X 	X 	1.0 	5 	0 	0.0 	EWGRVHQLTAUFKYSPNJZDCOXIBM	OLKXSWQCAEJPZVYMIHUFGRBDTN	DHNPSKELFQMGXTUYJIWCVBRZOA	JYGWODSFUCRVXEINPBHZLKMAQT	MOPILVFQKYURZDHXCTNJSGEAWB	LDKQBYTOXIFWPMVEGHZANSRCJU	1
main	147 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	Q 	Q 	1.0 	2 	0 	0.0 	FLMIKGCHJTREWZXUOYNPBAQVSD	KMIVFEADPYBWNOLSZTXRJHGQCU	DHZJBXPQRWUCTSYOMIFAENVKLG	GYWMUEJSFTXCZBHNKIQVPDALRO	EXGPVUHADNJCOWQKFYBMLISRZT	VNDJTWLPUFZHKBEOMGXQRSACYI	2
main	148 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	K 	0.0 	1 	0 	-4.0 	LVCOYNJDFSWQKIETPMZBUHXRGA	QYBWTONKMDILUJXVEFRZPHGASC	YZQNLCTJORIEMKPVFSHWAUDXBG	BROJTYCSQINUMPADEHLVZXWKGF	VXAKNYBPMWSZFJRDTCIUHEQLOG	UVEKDRSOJZXTMQNGBAYLPWFCHI	2
main	149 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	J 	O 	0.0 	0 	0 	-4.0 	NTJDICOZYLQAPBMXVGURKEWSHF	RYSKWUBNAOHGZIMQFPTLDECJXV	-99	-99	-99	-99	0
main	150 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	D 	D 	1.0 	3 	0 	0.0 	APNIGHKUSBQWEDZVLYMFCTRXJO	MNLQPCFOWRVDYAHTSXJEIKUBGZ	EDUKNWJVQLXGTHAZMYPRIFBSOC	CIVRGJXNWDOZPBHUTFKEQYMLAS	PQVNMJXWLEOKYSHZIDBGTAUCRF	PRLVUDBMEYISHKAGOTXJQNCWZF	0
main	151 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	W 	J 	0.0 	3 	0 	2.0 	FMRBJUHCTVPNDKLXQWAEOIYGSZ	JDVAROHPBQYNUFLKSGZXWTCEMI	NJDEXBKQRWVCILFOGTHSYMAUPZ	YDPGKEMJBWLTIXQRZCVAUHOSNF	AFYJCBNIUWEVTKXRGMQPDLOHZS	JRDAKVUFEIGSPOQWCHNMLYXZTB	3
main	152 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	D 	0.0 	0 	0 	10.0 	OIFTHYGRVBDZAQLEUSNKPMXCJW	OKFTXWQIEUNZAVRCYJBPMSLHGD	-99	-99	-99	-99	0
main	153 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	S 	S 	1.0 	0 	0 	0.0 	DGVAZPUFSCILQYBNOKRMTHJXEW	XRLZUGETAMJKBWHSVDONQYCIPF	-99	-99	-99	-99	0
