experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	31 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	Q 	H 	0.0 	1 	0 	4.0 	IHMNXAVBFJCDQYZGEUWLOSRPTK	GEAOUYHICDQFPMWZNTLVXRKBJS	-99	-99	-99	-99	0
main	32 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	S 	Y 	0.0 	1 	0 	1.0 	ZAOMKLVNFSETJWCDPUYIHXRQGB	PFHLBXDGZUYSQVIMCAWKNTOERJ	-99	-99	-99	-99	0
main	33 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	W 	P 	0.0 	3 	0 	-5.0 	EPMWLJFXHROVYCSTKADQBIGZUN	LDAPYZBHGJOQNEUXSRWKTICFVM	RIBYMUZKVEPNCDFTQWOHSJGXLA	TKJZWMSYFPXVHBUOQCRNLEDGAI	PWAEKGYQZDMUBLOCFHSNXTVJRI	FHRJKEYOTUXQVDLNWMAIGPCSZB	1
main	34 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	X 	V 	0.0 	1 	0 	1.0 	IKSRCUQLYEDNMWVBPAFGHXJOTZ	JLFGQWEYVXISCHRAKMODZPUNTB	-99	-99	-99	-99	0
main	35 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	R 	G 	0.0 	0 	0 	1.0 	QIAUNSGRPHWDLMCZOJVXEYKFBT	BWDQEZPMVUAGNLFICJKTYXHSRO	-99	-99	-99	-99	0
main	36 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	L 	S 	0.0 	1 	0 	4.0 	FSEMRGPAJUZVXTWLIOHKBDQCNY	UDCQPGTSFHYLXWMJIOBENKARVZ	-99	-99	-99	-99	0
main	37 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	S 	U 	0.0 	4 	0 	1.0 	IAFJCDKNHWXOSMVRZTYULGQEPB	XEADVBMLGJKOSCTHPWQUYRINZF	OPTLQAMDNHSGFZJCYIWXRVBEUK	YJMBLKIXRCFSDEZVONAQHGPWTU	GMDXKWIJUSFNBAZEQHORLPTVCY	EZIQHXKUTPVNBRMGLASFOJDWCY	1
main	38 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	R 	R 	1.0 	1 	0 	0.0 	CTXVLQGHYEJUWFPKNOSABZIRDM	JCNFXMBVGRHTSQUYPAIZELDWKO	-99	-99	-99	-99	0
main	39 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	X 	N 	0.0 	4 	0 	-3.0 	JNVYDCZHUBETSMORKXPFIAQLWG	SIBZEDAHLNXYUTMQJOPWGKRFCV	AHCVOQNJUZXWSLTYEFKIRMDPGB	OCEYXZNBQGVJIKPAMTDHLFWRUS	CSZGXUKNYALOTMBHQPWFVIDRJE	FHNCMZXTWRGIBUAQOLJVEPDKSY	1
main	40 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	L 	P 	0.0 	5 	0 	4.0 	SMHTVEXAQLRBOUWFYNPCGZKJID	BDLQGCWTJZKOSHIVAFUNPXREYM	GMFLUYJKODWVCZQTHRNSXPBEAI	YNJCBUXMRFGVQWDAZIOSKTLEHP	NJQOKFDXGYESMZBUPARTCILHVW	VNHXOTDRGCPFEULWBYQAMKSIZJ	2
main	41 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	M 	Y 	0.0 	0 	0 	3.0 	LZAKQEPYSNMHIOWRJUGBFXDCTV	HRCDJQEZOXFLMABGSUYTKINPWV	-99	-99	-99	-99	0
main	42 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	N 	0.0 	0 	0 	5.0 	EHUSVWOXFKNCRJDPTBIYGMLAZQ	MVPTNQWDFIXHZELKJRBSACYOUG	-99	-99	-99	-99	0
main	43 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	H 	Y 	0.0 	1 	0 	1.0 	LEKVWTDNRPBFGSHUXOQIZCYJMA	DKXVENPRYHISUWZAFOJLMBGCTQ	-99	-99	-99	-99	0
main	44 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	Q 	L 	0.0 	0 	0 	1.0 	GUCSXRJLQYTKEIVAZHBDOPNFMW	PUFRBESVACXLOWZIDYJMTGHKQN	SMEQNOIHWJCBFAXRKVDYUGZLPT	KFJYIBCVAWOUNRSEDXHTGPZMLQ	KXTZGOMLNHEUIFYPASCBQWDVRJ	NJRQBVZADWYGKHCTSPELUMIOFX	1
main	45 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	E 	1.0 	0 	0 	0.0 	XHBJWZUSLEYRGDFVQTKCNOAIPM	BYGZIAFCEVTJSWOHLXMNPKQUDR	-99	-99	-99	-99	0
main	46 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	Q 	C 	0.0 	3 	0 	4.0 	LGQTCDJHINVWYKFMBXRUZSPEAO	BFNDZPWKJGCXULVHRYOSMITAQE	VCQDEGPTOFYKBSRNJUWXLIAHZM	ASKRGIJCEVNQOHTZUXDLFWBYPM	BNMOGDSPJYXTAVZKQLRFCWIUHE	TISVLOFXMRPGJZKBUNCAWQEYHD	0
main	47 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	H 	K 	0.0 	4 	0 	1.0 	AURXDZEBSVIJHPKCFQLWMNGYOT	SIDYLEOCUVBMPANQRWKJHFZXGT	KMLHYZGBNIAUCSFDEQJPVTOWXR	VLSFQYBRUEWCKPOZMTXGADNHIJ	INSPLWTYMKHFZGQEJRVABUDXOC	OSFELKYVJNICZPBMDURXHGQATW	2
main	48 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	S 	Y 	0.0 	1 	0 	2.0 	YRWUGKCIMQETABFSZDVLJXOHNP	IQACZDGOUBYLSVWXKTMJPFRHEN	FANXMLSPQBGYKJTCZRDUVEOWHI	AMOLFDPJBIUQXTZERSHGVCNWYK	JHKSRBYIXVOGQTDZNWCUAFPEML	DMPTQOZWANSFGKELHJVUYBICRX	1
main	49 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	E 	0.0 	1 	0 	1.0 	EKCYWTUFXOQJHRIADNGZBSVMLP	JHMNADEWOQIZGUPLTYBKFCVSXR	GXFRTOMKIDCPLUJHBNZSWAVYEQ	GKXNLTBZMUYQHDIRSJPAECFOVW	UFQHRJESPOYGWCXLAVDMKNTIZB	URYNVAJCLWDFMIBOHQTPSEKXGZ	1
main	50 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	P 	N 	0.0 	0 	0 	1.0 	EXYALTWNPUBCRZOIJGDHSVMFKQ	VXNIYSHPAQFWGCDEJTZBRKOMUL	-99	-99	-99	-99	0
main	51 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	X 	K 	0.0 	0 	0 	4.0 	GNRQPIDEKHTUXSAWFJLBVZCMYO	LITGZKVRHFWJYXPSENUAQBODCM	-99	-99	-99	-99	0
main	52 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	Q 	H 	0.0 	0 	0 	1.0 	EWPRFUZBKCHQVTSAYDXJMGNOIL	ONEAKFZPBRIGVCSUHLXTMQWJDY	-99	-99	-99	-99	0
main	53 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	L 	C 	0.0 	0 	0 	-5.0 	OLDTZHCXGEQFRYAUNWJMPIBSVK	TGOPLXSNFCQDMHJIZYVWREKBUA	-99	-99	-99	-99	0
main	54 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	R 	R 	1.0 	0 	0 	0.0 	KHXWCYFQORPNBDUSLVIZTJMEAG	NRIZPASLYQFCVXBDTEWMOJKGHU	-99	-99	-99	-99	0
main	55 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	W 	A 	0.0 	0 	0 	1.0 	NPVBUXRIAWJDZGFOLKYTQMCSHE	CSTAKJBPEVDUYNRQWXMHZGOFLI	-99	-99	-99	-99	0
main	56 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	D 	N 	0.0 	4 	0 	1.0 	ZTYEJWCKLXSQPMUDAOFINRGBVH	RZSIENVDLOYHJCXAQKPUWTBFGM	SFXNAIOKRJVYUDLGPZEBCMQHTW	TYURLDVCGZQXNBEFPWOIKSMJAH	HWVPOZLGJCNDTYISBMUKQAREXF	DTYZSIOAGHCFVLUEJKXBWMRQNP	1
main	57 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	A 	O 	0.0 	0 	0 	1.0 	HTIQFYGPSBOAUCXEJLRWDZNKMV	QNERWYCITKJGSDPOZMUFABVHLX	-99	-99	-99	-99	1
main	58 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	S 	H 	0.0 	1 	0 	1.0 	BGZOLFSHAXNWJTQPEDYKMIUCRV	YTWOJVNHSEAGBDZXUCRFLQKMIP	-99	-99	-99	-99	0
main	59 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	X 	W 	0.0 	0 	0 	-6.0 	XOYSBCWLRFMZKAUNTIEHDGVQPJ	UKQAHPRYEIMSVTJOBZWNLCFDGX	-99	-99	-99	-99	0
main	60 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	J 	P 	0.0 	5 	0 	16.0 	MPKQNAZHIWEDVSLUROYBXFCJGT	YGDTNJAMUPIQSLHVEFOZKCWXBR	PUFMZBTWYVKGQLORISECNDAXHJ	JETBOISGAYCDLKUQWMVHNZRXFP	OFNGZVAIJPLUMYTBWKHQRDECSX	CIHQADOWMPNUXGKVSFLBYZTERJ	1
main	61 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	B 	E 	0.0 	2 	0 	15.0 	JEOYRKZLXNAMVTSGDFQHBUWPIC	KZCEDWSFBGTVONMRJPUYXALQIH	POCVFRIEDAQZUXJTLSHKYNBMGW	FCGKUWBJEHAQDRXYMTSOPVZLNI	KAHOLUQRFDCWSMNGETYXPVZBJI	TFYKRCGHNEJAQMSZBUDWOLIPXV	3
main	62 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	A 	A 	1.0 	0 	0 	0.0 	BZXOVTAFRWCKGIYEHMQDJSNPLU	EOKIFBWYUXQMNSTJDAPZVCRGHL	-99	-99	-99	-99	0
main	63 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	C 	C 	1.0 	2 	0 	0.0 	UDXVMENIFPSAOYHBQWZLKCGRTJ	NURLEKYCSAXMTBFHOVJPWQGIDZ	SGFNDRHBXJCZPIQEVKOMLYUTWA	NOILHDPMKJZAVXRUGCFBWETYSQ	GREQKVCODIBUJMXPZNWTFAYHSL	TICOKDGBZYFRQNWVLSAEHPJUXM	1
main	64 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	A 	A 	1.0 	0 	0 	0.0 	JWVGXPSDBEAILTNZUCOFMHRYQK	VUIQPZWCTBSOMFNXHREGYDLAJK	NIDERQKCHYVMOWJFZAGUSXLTBP	GXHMFNJZUQRPSIYETWBDCOAKVL	QAGMRLWVPZIJTFSCHYEBUDXOKN	OKDGJEFTHZMXSNIQYAPWRUCVBL	2
main	65 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	D 	G 	0.0 	0 	0 	8.0 	ORASHWVGFYXEPZLDUTQBNIMJKC	XOIDKSWVFHGQAPMNJUCBRZETLY	-99	-99	-99	-99	0
main	66 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	U 	H 	0.0 	0 	0 	2.0 	XAVJBOHIUTDCYRNSKFWLGPZEMQ	GEHQWANBLCUDSFXOIJZKMVPTYR	HKACMYDWQOUZVEXGRFJIPTBSLN	LAHZRICQYMXOJSTFKVGUNEDWBP	TOWSRNVZQBIYMLPFKDHAEJXCGU	QTMBCHNPUVDOSALGJIYWERKZXF	1
main	67 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	B 	L 	0.0 	1 	0 	1.0 	EHJMWSCXYRKTZFGUAIBNOQDVLP	OAGMHILBXEDUKPSRCWJZYFTNVQ	-99	-99	-99	-99	0
main	68 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	E 	E 	1.0 	1 	0 	0.0 	VQDOBUEYZHAIMPGKTSNXWCFRLJ	JYXWQFVUESHPTMOGRCLBKNIAZD	-99	-99	-99	-99	0
main	69 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	A 	D 	0.0 	0 	0 	-7.0 	IAJPWLZMDVHKUXOQSBGYTEFRCN	HXKFTMGCYZRSPDLUANJVIOWQEB	-99	-99	-99	-99	0
main	70 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	W 	X 	0.0 	2 	0 	1.0 	TSGQCUIFBJNRVYHOMEDZLKWPAX	YBOPEWDCIXTSJRFGKHNQVZLAUM	GEHJINZSRXWCDTYAKVFMQLBUPO	ADCIBUQZLEHORMJFYVSPWXNKGT	UONDJYVMTRXEBZQIFCKGPLHAWS	SVTPIJFRQBELKHAYXGCMDOWNUZ	2
main	71 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	D 	C 	0.0 	4 	0 	2.0 	IJNCWTGVAQFPHLBUZXREDYMSOK	LPVDABUSZQMHGYNJRXFKTEOCIW	KSHCMBVIGTNEWFQYRLOPJAXDUZ	JUFDEMWXZBRTGSONHIKLVAYCQP	TEFKGRSCJDHZMYLPINUQWXAOBV	EKAIZDNWTRJOMYXLSQFBPVUHGC	1
main	72 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	G 	X 	0.0 	1 	0 	1.0 	BKXUZENHVWLQPRCTJYIGFDSAMO	DVNYALXGFBTKMIUJRSOWPHEZQC	IGDNXMAYFCRBHQKWOELSUTJPVZ	RALPFMUZVOCKYXHGIQSWJDTEBN	AECZGSFJDTMLXKUOBYHNRVWPIQ	WSVPZEGXOYRQNJHADTFCBIKLUM	2
main	73 	CLExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	D 	J 	0.0 	3 	0 	1.0 	EFOGPLMAYKBIQUXVRSHJZDCWNT	AWINUOCMSGTLHJXDVKYEBZPQRF	LKWFNUQGYPHABCMOTEZVDSRIJX	KWHGEIJDSOXAQRLMNUPYCTFZVB	MHPVASJFTXUBOWDGEQIYLRCKZN	REYGKTMUDOFPVINAHZSCJXLBWQ	0
main	74 	CLExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	A 	L 	0.0 	1 	0 	-5.0 	ZLEOHXWGIPUQRTMNBFSDJAYVCK	VTAOFWGLPYMDXUQRCZIHJEBNKS	-99	-99	-99	-99	0
