experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	72 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	T 	T 	1.0 	0 	0 	0.0 	EPRDBIKTVOHAMUCZQXYWJSGLNF	NXWGUHYDFTZLOMQSIJPKVECRAB	ZSWKFMIUVTECNGROAJPYQDHXBL	LUIDXHFWYZPEQCGKTANJVMBOSR	TELSKOVAUGHYNPJWQDICRXZMBF	TMWNPDGCAVSROZLHJFIYEUBXQK	2
main	73 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	V 	T 	0.0 	1 	0 	1.0 	CHGTZXPAKQURFYEMVIDSBNWOJL	RBWEMOJTVIYHXUCQGSZKDNFLPA	-99	-99	-99	-99	0
main	74 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	S 	R 	0.0 	5 	0 	-1.0 	XHFKSOLRVTPGUNEQCZBJIDWYAM	UTPHBMYESFQJZGOIRNXDWCKLAV	CXBKGWSPLAIFDHQRJVTMYUOZEN	ZDKWITROYNLACFQVGBSUJHPXEM	NHWAJRCLSZYQIUEXGMFDTOKBVP	NQEKWSRGOVLJBDXAMHYIFCTPUZ	2
main	75 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	C 	O 	0.0 	0 	0 	3.0 	NWTQGRMVOBKCPYHZJUEFDAXILS	GBSLHYTNOJQVKIAFWPMZXCDREU	-99	-99	-99	-99	0
main	76 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	G 	F 	0.0 	4 	0 	-4.0 	UFBESWKXNPVYLACOZMJHQDIGRT	RDXGKWSEBILPCMTAYQFZVNJOUH	ZIBQNWPHKDJYMGAOTSEXLUFRCV	XNEKZMFCOPLRDGQIYVBUJSWTHA	YPTERVGQKOFCADXBJHSUZWINML	PCFETBAXMYKQIGRZOVJHUSNLWD	0
main	77 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	P 	B 	0.0 	0 	0 	15.0 	EDNHQYARXWBIUSFTZGJMVLKCOP	FUNIHQSKMDBYLOTEVWPGCRAZXJ	-99	-99	-99	-99	0
main	78 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	R 	B 	0.0 	1 	0 	-6.0 	JIHTQUCKMWEVPGBRAZYNSDOFXL	TLXRSAEJFBKYQIMHUCNOGWZPDV	LSEUXMOCZBFNTAQPWRYKDHGIVJ	NZJUBMDITGERYXCWLPHSFAVOQK	IBHNJMXSVOWFCQRUAZTPGKEYDL	ZLKOBCFVPDNWHSIYEJXQRGMAUT	2
main	79 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	R 	N 	0.0 	2 	0 	-1.0 	EKYSGTQCLVJRWNHAOMIBPZUDXF	UVPALKXZDGQCFYRNJIESTBOWMH	QPLAIYZFRNCKOVMGSDBJHUXTEW	KHPRZAODFEWMSXNQGVBLCIUJYT	ZQCYGVBPXUJLAWOTRSIMNFKDEH	DPXCLFZEYVMUJGQASRHBWKNITO	2
main	80 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	ILQJYTHKPGBCFEARDWVSUXMNOZ	CUGYKVSEWZXRFPOBJADTHNIQLM	-99	-99	-99	-99	0
main	81 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	F 	I 	0.0 	1 	0 	14.0 	ZRYGDMNVUCFPHLKIXBQEOSWTJA	NJHMPWGOZEIVTUBYKSXCQRLAFD	-99	-99	-99	-99	0
main	82 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	R 	R 	1.0 	0 	0 	0.0 	CWLTXHZBREYANOFQVISJPMGUDK	BFLZKJXONVDRAUMQYPCEWSHGIT	NBSCGTQZYRLVJADXIWMOEHPKFU	ELOUGPDSHWVXZQAFBCMNTKJYIR	TIWZRDYGSKPOLQHNEBUJMVFCXA	QNEWTZLJCHVPSRXDBYAFIGKOUM	0
main	83 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	N 	Y 	0.0 	3 	0 	3.0 	NVYCUBSJTLOAFKPMQEHZDXWRIG	KIEOYNHAXLPZTBDFCMVUJGQWSR	CWISNROJHYZTXAQBKGLFPVUMDE	SAGEIPKYOZNDHRJVFBXTUCWQML	EZDKOSXJIQATMVCNGFPLYRHBWU	GDYQNSOTWAJKLPIVXCUEHBZFRM	1
main	84 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	M 	0.0 	0 	0 	-3.0 	RASYUHJWTVMPXFOBLINQKCDZGE	MFBYNTSXRAIPCKEUDGZJOHLVQW	-99	-99	-99	-99	0
main	85 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	R 	Q 	0.0 	0 	0 	12.0 	XVBKJFQGAUTZWYIMDPRLHCNEOS	WIKJPSHTYVERZUQNAOFCXBDLGM	-99	-99	-99	-99	0
main	86 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	P 	K 	0.0 	1 	0 	-6.0 	LQGSCBRMEOVJKXUZAFWPTDIYNH	VPOGTYRKMNJZUSIHXFEQCADWLB	-99	-99	-99	-99	0
main	87 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	Q 	C 	0.0 	1 	0 	-1.0 	ODRTEUSNFJGWIKPLCVYBXQZHAM	ZBGDPQCRAMXJSOHNLWEIUFTYKV	-99	-99	-99	-99	0
main	88 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	V 	0.0 	0 	0 	7.0 	FGHYSAUPBRVIQCLONMDWKJEZTX	AORESGNMYQLZVIJTFPUDWXKCBH	-99	-99	-99	-99	0
main	89 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	M 	A 	0.0 	0 	0 	4.0 	JFXWCUSTOBAVYIMKDPELHZNGQR	BMPKYJXRQWDGIOASZLVNHCUEFT	QOPSHAUVMITLXEKWRFCYNGJZDB	EHOWPXUKRTQNBZJGLDAVYMFSCI	VDSERQAHUZLMPFGNCBIYWKJXOT	RECVAZOLXFPQMTIKUDJHYSWGNB	2
main	90 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	N 	U 	0.0 	5 	0 	-2.0 	GSBHVOFUEAIZLWRDNCJQTPYKXM	XCPMTDBGJAYQEVKNUOZRHLWSIF	UGMRXQNCKPFSDLZITYOABJEVWH	RWVDQUPHZXSGJKMBAOINTLFECY	KSAPZCQGWIDLOYNUBEMTHFVXJR	WGPCLNYUFBKQHMERVDASITZJXO	1
main	91 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	P 	D 	0.0 	1 	0 	-3.0 	FTPBOMVEDZHRKWANIXGSYULCJQ	MKBVHJIPUODFRNTEZGLXCQWSAY	-99	-99	-99	-99	0
main	92 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	G 	O 	0.0 	0 	0 	-1.0 	YKWEPTDGONCFVUQMRISLJAHBZX	QEZLXTBSKODHYFJCUGWAVNMIRP	-99	-99	-99	-99	0
main	93 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	B 	N 	0.0 	3 	0 	-1.0 	KDZWTHNMOIPGCVJEXBASUYQFRL	KIJQBVMWCNSFDYUAHRLPTEXZGO	HJEAISXLNMVDCRGWQKOUFYBZPT	ZPGDKSIMBNQJYXRVUHLETAWFOC	LGSQDMAPRYIHOWNVFJXZUCBETK	MNXAYKPSLEZQWOGVRJBUCTIFDH	1
main	94 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	R 	R 	1.0 	1 	0 	0.0 	DSEKLXYIGMRQJVFWACUPONZBTH	WSBVXHYQOMRKDJAIZUPGNELCFT	QYXUMRPZHGVAKBELFICNJDSTOW	FEYJPZISVCKNHTOGUXDLMRBWQA	BVQXPSRDLJOKIWTZFGANEHCYUM	OBTURFPQAHINWVKXCDYSZMLEGJ	1
main	95 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	A 	Z 	0.0 	3 	0 	1.0 	IVEWTUODQHYPBMZRLXNGFJCKSA	SRPTZXGFWNJAKEIDYOCMVHULQB	RODPEMQATYHNLVSUGBXWFKCIZJ	PGQEDSZARJKCUIYXTBVONHWMLF	UZOIAPFVBDHEGCLKRTMXSWJYQN	XCAIPQSLMRVHYWJODNZKUBTGFE	2
main	96 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	R 	P 	0.0 	5 	0 	2.0 	NZUWJVHAXLYMOGEKBPQRFDCSIT	KZJSQOBVCUTIAFREGNXDLYHPWM	ESYTQDXHFGRKMUWOACIVJZNBLP	EYXZVASNWQTBIGPHMKODURFJCL	ICPGWLEJUHRDMBQYKZSTOVFXAN	NQALVTSZKPGRFWDBUYHEJXCMIO	1
main	97 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	M 	Z 	0.0 	2 	0 	1.0 	ILHJPWKGCNOBFYZXQUATESRVDM	LDXNZEBQMTRKCYVWUJIAPFGHSO	VBRPHFZMEAGSOKIXJWQLDUYCTN	QBFRSWMXEAHUCVJOYILGTNPZKD	MQZROITVAKNULPYXBEWFGDCSHJ	VOCQSDLIZYRTEMGPBXNUKAWFHJ	3
main	98 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	M 	L 	0.0 	1 	0 	-1.0 	LWTDZXNFEAYHQIVPBJORMUSGCK	DYSFKEXMLNOZVQCUAPRWHGTBIJ	-99	-99	-99	-99	0
main	99 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	X 	A 	0.0 	0 	0 	-1.0 	EGLWBKSTXACJFNPUIQVDZYORMH	WXTIJKUZOGRMSPVDYNAHBFECLQ	-99	-99	-99	-99	0
main	100 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	Y 	0.0 	0 	0 	-1.0 	PJQIGUMYBFHDVXCRANOTEWLSZK	NFHGDCZKWAYLSQEBXRVTPJUMIO	-99	-99	-99	-99	0
main	101 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	F 	G 	0.0 	2 	0 	15.0 	KQWJLUPZIFXMYRDBSGCTHAEVON	YOLWUPJIVMHXTSNCEAGDQRZFKB	WNEQJBZTSOGCRUXPVDHMIAYLKF	EWJGBLXPTSKFNHCYIAZVDMURQO	KMOJCXELWQUIDGABTSRZYNFHVP	PQJLURDOKFHCXWBSVZNATMYGEI	3
main	102 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	R 	0.0 	3 	0 	-8.0 	HRCADQNZGKVYLFBSIOMPTEUWJX	XHLQRYMVJIZGSTFOANKEBCDPUW	XMCDRJGPILKHYWSQOUEVBNZFAT	GUWZEOCTAJRVFHYNKBIXQLPDSM	FOJGLNURKVAHQECXPBISTZYMWD	MKRUPATFYZQLSJWNIXHOEDGBVC	1
main	103 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	O 	V 	0.0 	0 	0 	10.0 	KRUTHFJCWVAXSLQIEZGOYBNDPM	DIMZEPLUYWGNHVXBFRKTASQJCO	-99	-99	-99	-99	0
main	104 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	B 	S 	0.0 	2 	0 	1.0 	CQLDANOSWTFMJIUEYHPZVBXKRG	UOZRIQEHKTLMPBGCYJDNFSAXVW	IYLRMOKSBZJQUTNHCAEPVGXWDF	RQNWVZJOYKHAEPTSDCMXGFLIUB	DZEBMFGOHNSVIJUYQRALWKCTXP	MBPAILERNVWXQKGZSJCHYFUDTO	0
main	105 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	W 	Y 	0.0 	2 	0 	1.0 	WEIVAZKNCYXQJMOFTRUSHLDGBP	BPRYVZFMLSGKAOHXTCEIQNWUDJ	RMVJHPQFYWBENKCDZGUXSILOTA	JNYLFQDZTCISHKREPMXAWOUVGB	VARCHJUNZXLQIPOKBWEGMDTYSF	MUGOKZJPTARQDLWBEXIHNVFYCS	0
main	106 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	F 	S 	0.0 	4 	0 	1.0 	JFRZVIHLXYWOBTGKEQSNCDMUAP	VRLUKFXMJAHGNWTPCQDYIESBOZ	DAEOVBWNIUKQFPHXMTZCJYRSLG	JLAIGWCYPNDXZHFOKMBSEUQRTV	DHJBVQSFICETXAOYKPZGMWNURL	NVGSIOUZHMEKDLTQJFWPBYRCAX	3
main	107 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	E 	1.0 	0 	0 	0.0 	DVYMOHGZAEUXJWTPFNQLBKISCR	JEIGXYDKUPMOHFSZNQTLVACWBR	-99	-99	-99	-99	0
main	108 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	X 	Y 	0.0 	0 	0 	3.0 	SCEAJQYVIXGDUBZMLFKOPNRTWH	LMRZHFOXIQKUTNVYDEAGJWSBCP	-99	-99	-99	-99	0
main	109 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	A 	J 	0.0 	1 	0 	1.0 	GCHRMEZYPTBAIJWVSFKDQOLXUN	WCMLIGBJAESKPFOXHZYNUTDRVQ	-99	-99	-99	-99	0
main	110 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	G 	E 	0.0 	4 	0 	-7.0 	XODGEMHCIPFBAUJSZQVTRKLWNY	CUNSHFDYQXGEKTWLVJRAZMBPOI	CHSUMBNQXIPDZYWARKVELOJTFG	LOEGBWKNJYZXRTIHPAQUFDCSMV	YGMBJNIWEQUKCSTZODXAHFRLPV	UWRYQCOPJSMZVDBXNTFILGHEAK	4
main	111 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	Q 	W 	0.0 	0 	0 	1.0 	EIMDRYUBHWQNTVPAGCKZSLFJXO	CFMKQXELAWBZPOJSDGHRNVYTIU	HVNGCSTRDLAKIWJUQXZFEMBPYO	FIZTALHDEBQNUOCSKXPWJVMYRG	WQFYBOJHKSZRCVPMLXTINEAUGD	LIHFAEVCMQZBXDOTWSKYNPRUGJ	2
main	112 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	R 	R 	1.0 	1 	0 	0.0 	FGCTMYVXNJIEBPHODLQRSWUKZA	UGLEXMVJHRPWNTQFDZYOSAKBIC	-99	-99	-99	-99	0
main	113 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	S 	E 	0.0 	4 	0 	1.0 	XMASROIYJBWQCEFLVGTUDKNZPH	PJHGMRKBZTDVEOQFUINWYALCXS	ZVQGPBITWUOCDHNRESKYMFAJLX	GZJLNEFYMIQWHCDARKXTPOUSVB	RMNCFJWPQESIZHTYADUGOBVXLK	VALGEJFKWBQNCXZURIHOYPDMTS	0
main	114 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	K 	E 	0.0 	1 	0 	16.0 	VXYLMKSINTDBGJAORUCPEHFQWZ	JLBDVIFZHEXYGAUNWRMSTCPOQK	-99	-99	-99	-99	0
main	115 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	J 	T 	0.0 	5 	0 	1.0 	CLDAYMWUJHQENKBZVRIOPTXGFS	VDRNZOHTFMUGIPJXSEKBLAWQYC	GRMNIAOPFUVZXDTSLBEQWHYKJC	EKIDAMTSFJLXQGVBUOCZWNYPHR	VMPZLKEGUNIBCHTQJOARFSYWXD	QEHAGRLFSZTJINYDCKBXPOMUVW	0
main	116 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	N 	V 	0.0 	1 	0 	1.0 	KWRABMSZGUDLOIPXHTEJFNVQCY	LTQMPRXKYVNJUFBDOHASCEWGIZ	-99	-99	-99	-99	0
main	117 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	D 	V 	0.0 	0 	0 	1.0 	XMCJKEVDRNHZAGPBQFLTIOWUSY	KPTGOEJNZWVYCDUHARSMFIQXLB	DKASICPYXZETLWVFJUQMRONHBG	SGXJRTCUADBVELIFHPZNOKYMWQ	IFNRUPTXOBWACSGJMVYQEDHZKL	SMJXHWUPRCZQIOFVEBDNLAKYGT	3
main	118 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	R 	V 	0.0 	0 	0 	-6.0 	ZRDUMPEVXHWBLSFTKGAOIQJCNY	ZOSDBWHVFQAYTMIENXJLRKPGUC	-99	-99	-99	-99	0
main	119 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	H 	H 	1.0 	0 	0 	0.0 	DKTGLROHXIYNFAPZJBSWCMEVUQ	JPGSMLENQDZRBKYTFHOAIWUXVC	-99	-99	-99	-99	0
main	120 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	R 	P 	0.0 	1 	0 	-1.0 	AZESMPTOHYWQRDKBCXJUVIFLNG	FMOQHVRPDGCWBLENYTAXSKZJIU	-99	-99	-99	-99	0
main	121 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	M 	M 	1.0 	0 	0 	0.0 	RCFSPNHJMETQAZOWLYUGBDXVIK	OPNCHAYXZJVSIERUQMGTKBFLWD	-99	-99	-99	-99	0
main	122 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	K 	S 	0.0 	0 	0 	2.0 	JMBLEIPFSYKAXODCHZQTUNWRVG	BAKIYOLMSCNFVTQZHUGJDEXRWP	-99	-99	-99	-99	0
main	123 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	H 	K 	0.0 	0 	0 	-1.0 	XALGDPHKRYVUFSWBOTIECMJZQN	LNCUOYEQITAPDVXSWZFJKRHGBM	-99	-99	-99	-99	0
main	124 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	3 	0 	0.0 	HTYGPXJFBIVNKUDOAZEQCMLRWS	NCOKJAEPQRBLTWIMGSDYUZFHVX	CZWJPEBKAUGHTRLIDXYSVNQFOM	KIMTBZUDCWGXNPJLEYOAQFVSHR	WHKZANUPSFIRQTDMOGXCBJLVYE	ABCOMQFJVDTXWZGIYRNSPKLEUH	0
main	125 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	T 	0.0 	0 	0 	-1.0 	GYAJVBWTLQKREDUNPZCFXMIHSO	TKEZALCDGPYXUJMIWVOFNHRSQB	VPQERHXLOKYDJUCSAINGWBFMTZ	JIGYPOKWMEXQFSHDZBRLVCAUNT	HFANIWRQEYJPSTXBCVOGKDLUMZ	DOAVIGKPZLNXJRWMUYEFTBCQHS	4
main	126 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	W 	1.0 	4 	0 	0.0 	TWOCXBYFSGHRZUIKQEJVDLNPAM	ZJNSKTLPHIWAOYGDRXQMEBCUFV	UFQHZRXTSMIJKEYABWLOPVCDNG	BRLJCUOGQXIDYAKPFTNMESZVWH	FCZKNHWMVLSXYGIEOJDPRUABTQ	NQBCZVHJWDLIRXFYUTEMPKGOAS	1
main	127 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	N 	0.0 	3 	0 	-1.0 	KSIDUNMVZGLPTYECXORBAQHJWF	ISJQBHNVYAXOWDZTRLMFCPKUEG	WKVJLRSEIAGMPQDCOBUFNXHZYT	URQKLBWNIJCAOMSTFDYXEHGZPV	IMVEXHSDOTJPFWQNBUAGLCRKZY	VUHOXINJDFRKQPTZGSCEALWMBY	0
main	128 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	X 	H 	0.0 	1 	0 	8.0 	RQLFXBWVAZHDUSNOPJGCTYIEMK	MNCIVDSOPUHTKGAYRZXQFJELWB	JVXRQAETZSIODHFNBUWKCGYLPM	QHVTFLMGIEWPNDZCRAUXJBOYKS	DCTMNBLEWJGQIXPKORZSFAVHYU	BHTAKQSFURGLIJPXEVWNZMOYDC	0
main	129 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	N 	Z 	0.0 	5 	0 	2.0 	VGHNZLUJFIEMKBRYAWOQPSCDTX	KDOYSMCNWLBZUFRQTVXAGIHJPE	VMHKCTPEXYGJWRUNDBZFOALQIS	HNQGAVDYEPFRMIBJCSLXKOZWTU	NPVIXTSKYJEOMLBGCWDUFRQAZH	JLICRXMZPNGOSAUBWTKHYEVQFD	2
main	130 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	O 	O 	1.0 	2 	0 	0.0 	ZLQHEOVMSWYJFTRBKXIUDCPAGN	CFLZOVAWXSEPNQRHUYTKMGJDBI	WALRMSGDVOCHZXNQTUFKEPJBYI	UFTZHXRPDSWJGAOYQVIEKMCLBN	PSNIROQLGBKDFZAEHTMUYCWJVX	EQOFZBIWKGAPTMJCNVXHSYLDRU	0
main	131 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	B 	N 	0.0 	3 	0 	1.0 	EVCAMXRQDHTISBUWKNOZGJPLFY	ZGOJTBVDKYQXNESFPHLUICWARM	HXDGZLSVPMYFEIUCJKBTQOWRAN	JUTCYMRLGENBSAFXWQPOVDKHIZ	PJWSETBRGCFXVHIOKANDZYMUQL	QPTFNIWXOSLUMCVAZDYHKGJEBR	0
main	132 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	G 	L 	0.0 	0 	0 	-4.0 	WYPRGDMHLCFZJAXSVQUBIOTEKN	KTGLYMPZIXFERUCBVQONHASJDW	-99	-99	-99	-99	0
main	133 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	R 	X 	0.0 	1 	0 	-4.0 	BPSUGFDNRCIEMAOVLKHZQTXJYW	NCQPZRKOFXABWJEUHVDTILGYMS	-99	-99	-99	-99	0
main	134 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	E 	1.0 	0 	0 	0.0 	VJKFBMNLTHEXICRDAGYSPZWUQO	JVPFCNURHITBYSKGWZMOXLEAQD	-99	-99	-99	-99	0
main	135 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	T 	O 	0.0 	0 	0 	-2.0 	QNHATSOZYEUKRJFBCDVXIGMWLP	HFTQDVBEAMIUSXWNPKZLYGOJCR	-99	-99	-99	-99	0
main	136 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	E 	1.0 	1 	0 	0.0 	QSFGEZIPTKXHCYMRADVWOJLBNU	GFPDBMTAVQEXORJSLHYINZCWUK	-99	-99	-99	-99	0
main	137 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	H 	Z 	0.0 	0 	0 	2.0 	CTRJAGLMBZFHQDIYESWPXKNUOV	CYWOHAJNUELMRQKPDTZIVXBSFG	-99	-99	-99	-99	0
main	138 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	M 	G 	0.0 	4 	0 	1.0 	FXHAJTPNUWCQYLSKVIZRDMBGOE	SZFVCNPIYWAEQKUTBXDOJHRMGL	YZJEWBHKLDMUPQNRCSVFOXGAIT	IPWSOTRBNMVDELKQAYGJCHUZXF	VWHZIOKRDGMPTQJCALBXUYFSEN	QYLCKOIHGSJBMWFPTZXEUNRDAV	0
main	139 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	L 	0.0 	1 	0 	8.0 	FJPTQKXONBUGLVEDCWYAHMZISR	DZQUHGBITLFACRYWSEMJXKPVNO	-99	-99	-99	-99	0
main	140 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	0 	0 	0.0 	ZUQFNYSECWBTVDRIOGLAPKHXMJ	JCBRTSFKEYPAUHMVQOLWZXGIDN	-99	-99	-99	-99	0
main	141 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	N 	N 	1.0 	1 	0 	0.0 	JNWTXFEULQRBMOIYVDGKHCPASZ	ZFKSHENUXJICGQYDMLPOTVWRAB	-99	-99	-99	-99	0
main	142 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	N 	U 	0.0 	0 	0 	1.0 	CBXJDKUNTZSQLVFYIMEAOHGPWR	PILBDFNQMZTRYHCKOAXGJUEWVS	HJTUKLPFCIBNMGDQZASVREOWXY	LYQHORSGIPZCEKMWTXVJBANDFU	LVPHIQKUGSATWJEOZXFMRYBNDC	NTLJGVDUSPYIFWEQXZACOBMHRK	0
main	143 	PK2ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	G 	G 	1.0 	0 	0 	0.0 	HIKTVBFNXCGDUMSWZEAROJLPQY	FCOKEBQNLVUYWIXHTPSMRJZADG	-99	-99	-99	-99	0
main	144 	PK2ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	X 	F 	0.0 	0 	0 	-6.0 	VWGTXRNLZQFYACJHMBPODEUSKI	VAXQELJWPRSMGCDIHUTYOZFNBK	IHNPQLVXMFBACJTOSEDZUGRYKW	CZVJRUMOPYKBHELTIGWQSXFAND	JEGZYMWXLNOKDUFSPCATQVBRHI	OQEJGSVXILHFWDKRUPZYANBTMC	2
