experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	69 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	D 	Q 	0.0 	1 	0 	1.0 	EXOIGLWJKRCMNBFDSTZHVUPAQY	ZSILOVUMQDJWCGTEKRPHXAYBFN	-99	-99	-99	-99	0
main	70 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	N 	0.0 	1 	0 	-1.0 	BXZMKJTDUAOIRGVHPSENQFLCWY	HLEDYGKAOWNRCQTBZPIFUSJXMV	-99	-99	-99	-99	0
main	71 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	H 	H 	1.0 	2 	0 	0.0 	ZLHKERDJPGXBNTQAWYVUCSFOMI	MEFJVYWAHKOUZINGDCSPXTRBQL	CRPKSUDQHIGZENFALMOBTYVWXJ	JOVEGUYSRWAFQTPKMIXCHNDBZL	EXMBSPYAWUGKNJCITORFVZHQLD	BTELSANYQWJMIKXRFPGUHVDOCZ	1
main	72 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	Z 	M 	0.0 	2 	0 	1.0 	FYPVEDWOQAHKLCZTNBGSXMRUIJ	EWKDCRAMTPVGHYZNILUXOFBJSQ	QKPJFGCEUHMZIBDYRALWTXOSVN	YKXVSHMGQUBDICJTPNRAZOWEFL	JEBMFRKCQNVWYPZLHAXIGDSTOU	LGDZBHOCXAUJNQPMTIKFWSERVY	2
main	73 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	M 	K 	0.0 	3 	0 	1.0 	QDPCHEUWMFINYSBTGRXOAJLZVK	RQPUJNFOLVXZADCIMBKGWYTESH	FSGWIMYAPDBUONCVKXLRTQEZJH	JIVHZDKMLXTRGPOBWEFQSACNYU	LSEVRIDFJTCXGBUQHMOZAKNPYW	GAWDTQVFIKLZONBECYUHPJMRXS	2
main	74 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	J 	0.0 	1 	0 	3.0 	HXUBJFNODCZQPIWYLATKMSVGRE	VUMPICXDBSJHKWFRAZELGQTONY	-99	-99	-99	-99	0
main	75 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	U 	L 	0.0 	0 	0 	-1.0 	VSROHMKFQULPJGANBTEXIYZCWD	OWPYCDTAGQRVZXUJFEKMLNSHIB	-99	-99	-99	-99	0
main	76 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	N 	0.0 	0 	0 	2.0 	DZEMKSRNIWQBOXHUFCVTLPAGJY	UWQZLACEYTXPFOISDKHMVGNJRB	SMFLIYZKPHJEQTDXRBCOUNWGVA	DTANVZHOPCUYMKJXWSQEGLBIRF	NCDIAZUSBYVXQKWEGFPMORTJLH	OLFXTYPEMDNUGJIRHKAVWSBZQC	0
main	77 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	P 	P 	1.0 	1 	0 	0.0 	DZTRIHFGUOQNACXMVKYBWPEJLS	FWIZDQPHXONBTJLKYVUCMAGRSE	-99	-99	-99	-99	0
main	78 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	M 	M 	1.0 	0 	0 	0.0 	UKRIBGMALXDWFEVPTQCOZSHNYJ	GHLXUDYEVNZJOCBTWPSRIFQKAM	OEHMBGXYTDPUNZCVSIKJLQARWF	GQUDHNEZXOVSMJICLTPKRABYWF	SOCBQHJUWYXAFVMEKIRPTGDNZL	BDUQJKNPYRVFLSZWAGIMOHTXEC	0
main	79 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	IAGCPMWUXLDKEZONVRHSBJFTQY	RXSBMFETDWYULPOCZJHVNAIKGQ	-99	-99	-99	-99	0
main	80 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	E 	E 	1.0 	5 	0 	0.0 	YIVEGMTBPJKDXLWFHQZUCRNAOS	OJLAQEPDRMIGKBTFYVZCWHXUSN	YAENXUPLVCOWMJRHQSZTGIBKFD	QNPFRCZXLDJTGEWIMAKSBVOUYH	RPOLEQIKBCYAXGJTZDNWSVUHMF	ZNDMHUEGXQIWAFJRLVPSKCYOTB	0
main	81 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	E 	0.0 	0 	0 	1.0 	THLIFZCJEWPUYAOSXDBNRKVQMG	GHXBWDJTACNVOUIFSMZLPRKEYQ	-99	-99	-99	-99	0
main	82 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	M 	0.0 	0 	0 	-1.0 	QPSZXJLIWMCEBRHAGUOTVKNFDY	NAPXJZGTCLMBFKUEWYHQSIDOVR	-99	-99	-99	-99	0
main	83 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	T 	Y 	0.0 	5 	0 	1.0 	NRJEMTWHPDFXOBKLGCYSIUVQAZ	JSTKPQHVFEUDGZWMICXYAORNBL	EAWTXBVSOLRZMNGKDFHJPUIYCQ	OAHRYUPSZMKJGWQETVIDNFLXCB	HRQUAVPEGOTBCXSLYFIJWMKZDN	LCPSNGBHFVYTUDJMEIXWQRZOKA	1
main	84 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	M 	N 	0.0 	0 	0 	-1.0 	ZLQHECMNIDSPRFWJYUOBGAVXTK	NXUPDJQRYEFZSBAKMWVGTHCOLI	-99	-99	-99	-99	0
main	85 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	E 	T 	0.0 	1 	0 	1.0 	GXRJIBCHUEATFPQLMKSWYVNOZD	YXLJPNURZOTEBKSIMGVHFQDWCA	AMGYQCIXVEUOPBNLHTSJWZRFKD	YUGJVMHKDEAWNCLOZFXRIQBTPS	OTYUHIGZCNXLPMVFBKAERWSDJQ	OKSHEFNPJCWGAUVRBZMLTDXQIY	0
main	86 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	D 	D 	1.0 	1 	0 	0.0 	WJICOAGUYLVZBPMSTXEHQDNRKF	ZKXOQVTPYFDNLCMJSAGWHRIUEB	-99	-99	-99	-99	0
main	87 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	K 	U 	0.0 	0 	0 	1.0 	YVEIJFUKHANQBPXCMZGOSTWDLR	VZYOCILWMXBRHKADFESNPTQGJU	-99	-99	-99	-99	0
main	88 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	M 	1.0 	0 	0 	0.0 	WSVUTXFMIOLNREGCJZPHYADKBQ	KHEOISZPURJYMTLVQDXWBCGFAN	-99	-99	-99	-99	0
main	89 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	B 	E 	0.0 	1 	0 	2.0 	TUGCFDHJQSELZIKYAVMNWPXOBR	RLYXKDECBIWJHZPSVMTFQUGAON	-99	-99	-99	-99	0
main	90 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	M 	M 	1.0 	1 	0 	0.0 	QJYGECAIWZHDRPXNMOVULBTKSF	VHTRSYLMUXKEGFJQWCDZBPONAI	GJVCMSOHPLWZKXFAUIBDNEYTQR	XDGCYOTFZKIPHMSEUWBVQARNJL	SMEAJWGUYCDPRTOBNXKIVFQHLZ	DISRNHAOLMFGWEUBZTVCQJKXYP	0
main	91 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	S 	L 	0.0 	0 	0 	1.0 	DZQTHWPCLSKNRVEXMAYFUGIJOB	TXHIWARDPCSVBNJMQEYOGZULFK	-99	-99	-99	-99	0
main	92 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	K 	G 	0.0 	0 	0 	3.0 	MXSRCNLAFDGZQKYBPOHEUTVWIJ	LXCHYVOJARETGNBUPSDZWKFMQI	-99	-99	-99	-99	0
main	93 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	X 	I 	0.0 	5 	0 	1.0 	YDHIJMPGTNRAXCZKQUWBSOEVLF	DVQISWPKTURHBJXGLCOAYNFEZM	FCZWYEAMKTNBIDXSGVHJQROUPL	UIJWZVDQANTKFBLPOSYCHMRXEG	CTARXGHUZOQEMJKNDPSBVIWLFY	FKVDWLGABIXRHOZJPMUYNQSETC	1
main	94 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	G 	G 	1.0 	1 	0 	0.0 	VBKMZGLFWENIATJXPSYRUQHCOD	IDRSATVGKYFJHCOEQBLMUPXNWZ	-99	-99	-99	-99	0
main	95 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	X 	Z 	0.0 	0 	0 	1.0 	ALWKEQPZXIOJDGUYTCBSVNHFRM	YQTALHPXCUVJZMEFGWRKOISDNB	-99	-99	-99	-99	0
main	96 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	Y 	F 	0.0 	0 	0 	2.0 	RTNLMXQWGCFDYZJSIBKVOUHPEA	LWUJHQAKIXEBSORFPZDGVCNTMY	LWZBKYPNESJQXADRVHOMGIUFCT	WSEJQXVZTIDCYLGRKUAMNBPHFO	VGZHBLEYAMXIWNTDKJQCSUPROF	HGUDRTEXBKMJQPVCSNIOFZAWLY	1
main	97 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	P 	F 	0.0 	1 	0 	1.0 	XRZMATNFESQBWGYHILDKCVOPJU	XYHGRMOFPCQTLNUKDBVSWEJZAI	-99	-99	-99	-99	0
main	98 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	L 	0.0 	3 	0 	-1.0 	QMGETFRHNYBSJCZVOIAKWPULDX	WYZHNKCEDVTAPRXQSOUIMJGBFL	JWFRGPVSUNEZAHOTYCIXMKQLDB	OHCBYPJSEWLZRXKIAMGUVDNTQF	HFLMZNOYDQETSCKGVAPBIWURXJ	MNRACOXZWGUEBJQSPVDYHTLKFI	1
main	99 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	C 	P 	0.0 	0 	0 	3.0 	UTGDSBFXYPQECKAWOLJMZRIVHN	KEYFJNGBADLIQHPSMTRUCOXVWZ	-99	-99	-99	-99	0
main	100 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	N 	L 	0.0 	1 	0 	2.0 	MILWPGHUKJTCOVXQSBFRZYAEDN	FUGDMRLYNITSOXEQAHJCZKVPWB	NDPBTVJGMWRSEAUKYCHIZXLFOQ	TEPQICMAZVGFXRJULBNWHSYDKO	KMGJUCSBQDWLPENTXZRFOYHIVA	OWYRBLVKQJANEMFGXCPDHSTIZU	1
main	101 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	A 	V 	0.0 	5 	0 	2.0 	TERFNZUQMVJCYXBSPAWODIGKHL	POAUVRLCKFJTWNHXGMDYEZSIQB	EOJCKNYGZQDLATVIBHMXRSPFWU	IRKHEQVNCGMPXJTSULYOFDWBZA	FQXTSHMURAKVNJEZLWDIBGPCYO	SUEQXCDKVLAGWTJNHOIFZMRBYP	1
main	102 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	W 	A 	0.0 	2 	0 	1.0 	OWSDGCIHNJLTMYXFKBVPQEURAZ	SBPWLRETHGNMUIKJXCOZFDAYVQ	DHRVJOAWGNUTCZPBMFYEXSIKQL	GZDEVQKLASOXNYRWFHIMJUTCPB	THNXBQIDYOVWUZFAMELKRCJPGS	RGNIPTSOHFMYQAKBJEXWDCVLUZ	2
main	103 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	E 	K 	0.0 	3 	0 	1.0 	TIZUOQRYSEKLPVGCDFABNJWXMH	YNVKBSUDFQATHZLICPRXOGMWEJ	SFYKJWLIQMNOUEPAZCXHDBTVGR	IUAVNXSCGKEHQYFWDMZPRLOJTB	RMVJLZCBKASOQWTFXYNPGEUDIH	ULVROIQCSBYJXTGMNHZFKEPWAD	0
main	104 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	A 	Z 	0.0 	4 	0 	4.0 	ZWOSLJMNPIHQAFTREXDCVYUBKG	CYWQEOBKVXPDGRNUFTIZHMLJAS	WPBNERTOULAYCJMZGFKHIQSXDV	OYJPXDLRFWGZMIBQVUAKEHCNST	DQISCVHLZOYTANWREFPKMUXJBG	YZTWSVUDEMONBCLGHQKRXAFPJI	0
main	105 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	G 	0.0 	0 	0 	1.0 	ECVTNFRYGWOPJIUKQXHSAMZDBL	KEFYQOWTIVPGUCLHDJASBMRZXN	-99	-99	-99	-99	0
main	106 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	3 	0 	0.0 	QDEXZKUHVLRAMICOPTSBFJNGWY	UKZWEGQINOJRPVBMFXYHLDACST	UPDGHOZMAKTLNREQIXFSCYWVJB	TKVIEASQWHLXURBYNDFPCMOJGZ	ORUTMALXWZSQGJYVHFENCPIBKD	DALEMKQXHUJOIRFWYVCTGBZPNS	2
main	107 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	Z 	W 	0.0 	2 	0 	2.0 	YCUXTZDVHFGSPMNQROKIJBALWE	AMZTQBLJRDUSYXKVGCNEIPFWOH	JHUKNSOAQWTZDXYPREVGBMICFL	OXKSJHPTVEQAZYUGCIWFDNRLMB	VUEQGHTWBNFPLMDKROIYXCASJZ	MGPQZLHCBTUEVROFNSIYKAJWXD	2
main	108 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	G 	A 	0.0 	4 	0 	1.0 	BEWIQZRDVULOFCHTJASMXNYKPG	XNGWTSKPYJACZQBOEDHMFLVIRU	TJUBNISGHYPARWKFVCDMXZQLOE	MSXCGKOEBFDPUQNWZVTYJALHIR	TDSRQPAGNILMUKJCZHFEYBWXOV	PLJSEKVDHXCYWOQBFNIZRMATGU	1
main	109 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	N 	D 	0.0 	1 	0 	1.0 	WLUJMITZCRGDFOBYXHPQAKESNV	OMIQWRZFCDNGYLHKJASEUPBVXT	MLQSINTKAOUWRVJDHCFGYBZPXE	ZUWLMEPIKJGSHNFAYOCVQDTXBR	TWEHIRFYNJVZUPDOAQMXCSBGKL	VYMLIKQHENSJAWFGBRCUZDXPOT	0
main	110 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	U 	J 	0.0 	5 	0 	1.0 	TOGQFWZLYVKEUJMRNHSICADBPX	ZGYKUEFVCLTIQWHODNAXPRSMJB	LIRVESQCNGHTKAZUDJFYBOXWMP	GQSHMVIAZPLDJBFCUNKROXWEYT	LMANTGYUCOPJVHEKSXQRDZFWIB	XBZTNIGJUKRDFLQCWEOMPHVASY	1
main	111 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	A 	M 	0.0 	1 	0 	-1.0 	TXAKGIYLDRWPHSEBOVNMQJFZUC	UBVFDQRAMNKCSXZHEIWJYPOGLT	-99	-99	-99	-99	0
main	112 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	K 	F 	0.0 	0 	0 	1.0 	EWZUBARSLFKVGJIODXHNTQPYCM	WSXUKHJQGVTOPYDIBERCFNAZLM	-99	-99	-99	-99	0
main	113 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	P 	P 	1.0 	0 	0 	0.0 	BANVQCPTDMZWSFKUGRIOJYHXLE	ISOFBCLQTAYUMDJGZNVHRXWKPE	-99	-99	-99	-99	0
main	114 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	K 	J 	0.0 	1 	0 	17.0 	ISJDAOFLEBPMXVYWGUZCNRHTQK	XECZQBSRJLTHDNOGAVUPWMFYIK	JGYTIAZKDNELBMOVRHCWXQUPFS	SGPQYDZEVIBACLXMNOJURFKTWH	JICUFMNPKSLRTQAZDEGBYHWXVO	TOJMKPDENHXWCLUIAQZGRBSYFV	0
main	115 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	A 	D 	0.0 	3 	0 	-1.0 	UYMBJSICPNAZDTROHKWFQEVGXL	LZFSTHIYCEJKPBUWANOGDMQVRX	KVTMIQHOCEXLDUGZBSANJWFYPR	YUQXEFADHNCBTVSPWZOJGLIKMR	QSCAEBHOYIVMDRLGPTKWZXUJNF	VEBUTONGFIQAYLXZSHRCPWDJKM	1
main	116 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	V 	0.0 	4 	0 	-5.0 	XGEZWISUHYBMRACOJTPNLQDKFV	MXZTJICYWKSVRUOBLQAPDGNHFE	WRXDAQVCPTLEIHKJYGONZMBUSF	LCHPSVQOWUREXBMTINJFZYAGDK	BYKDWMFAPVHNOCILRUSXQZTEGJ	UILEAOWGHVZQRBXYTJNCSPMFKD	4
main	117 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	X 	X 	1.0 	1 	0 	0.0 	GXRBIFDZLSJVNTCMWOPUKQYHEA	SQMABETGCXIYUKWJHFVDZRLONP	-99	-99	-99	-99	0
main	118 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	A 	F 	0.0 	1 	0 	1.0 	HDMJEVKSFNQOPTIXZGLYAWRCUB	SYHOLEJRFAGKDTUQZICBMNWVPX	-99	-99	-99	-99	0
main	119 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	B 	J 	0.0 	2 	0 	2.0 	EITCBAZSHGKRVXWFDNJMPOUQLY	RHFABEZDLJGTMQXIOKUVPWYNSC	IFVMQAYJHBSEOXCZPNLKGRWDUT	NWMFBXSVZOPIRGYDCTLKAJQUHE	NBCTLDIFRHQPYMUZASOEWVXJGK	CWJBZPMALIVSTHNREYFDGUOKQX	1
main	120 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	O 	R 	0.0 	0 	0 	13.0 	WLKZBJVRQCXUTSYMPFDAOENHGI	PYUHQJAGWIZMTDOFSRCBVLKXNE	-99	-99	-99	-99	0
main	121 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	P 	A 	0.0 	1 	0 	1.0 	UVCAOLBIKMWXPYFZGDQETNHJSR	OCGNZTMJAPEHFBWQLXUIRVSKYD	-99	-99	-99	-99	0
main	122 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	A 	0.0 	0 	0 	-3.0 	NSDELVAFQIBYCGJKRWUOZPTXHM	ZDCITSYUABFOMPJEVHWRLGKXNQ	-99	-99	-99	-99	0
main	123 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	D 	E 	0.0 	0 	0 	2.0 	WRBJIMCTKEUDVYSGLPAXOHZQNF	UXNMTJIOPVCSAFBGQZKRDEHWLY	PQANKLDGWZMVCEXHUIOYRTSJBF	THSDZYKEOVLJWNXQMIFBRPAUGC	QSGATFKCZJUWHVLYNRMEBXOPDI	FLDZXRWBMPTJNSEYCAHUVQIGKO	2
main	124 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	D 	D 	1.0 	4 	0 	0.0 	UFBLXOICDQMTHJVEAYGNSKWZPR	TLWPAYZDEQOHJVNBXGMSRIFUCK	POFRCHIXMGYWVZBDEKNUATSLQJ	OYQLGFXHMCRKBVAIUTSZJDWPEN	NMPRGYZSKIDLXATJOFQUWBHCEV	YBHPVMFTCNDWZOIJEQSUXGALRK	0
main	125 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	P 	P 	1.0 	1 	0 	0.0 	KDLNMCEAWSHOUTGZFBQPIXVYJR	CGRMIQEYXPFBDJOSNHKULAWTZV	-99	-99	-99	-99	0
main	126 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	M 	H 	0.0 	1 	0 	-2.0 	JDZPRLKUBQSGOIHAMFYETXWCVN	GUKXLDVMPHNBIZCWAFROYQSJTE	-99	-99	-99	-99	0
main	127 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	G 	R 	0.0 	0 	0 	1.0 	VSFEOBARGHMLICQUJTDWNPZYXK	YSOIALWECHVGTUJKNRFPBQDZMX	-99	-99	-99	-99	0
main	128 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	M 	N 	0.0 	0 	0 	1.0 	GWDJECYBNMTPQSHZALXUVKIFOR	UWNVEDQFCYXZBMLOIATJHKPGRS	BCGTMQXDYOZVEKPUIHNWSARLFJ	MILJHZUEPCQFKBATDSVRYNWGOX	OLKNAXZYMBPGRDSCUWQIFEJVTH	UQVLGYWCZKBHASFERNJTDPOMIX	0
main	129 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	J 	Z 	0.0 	5 	0 	1.0 	XANJQPZMDROLTYKHVEIBFUCGSW	LSWTYACVDRGXJKUOEMIPFHNQZB	PAXJKBMSGZNQWFYUOHITDELVRC	DTUHCWFMLEBOSNJRVXAGZKQPIY	UALRJIBXYMHSZWQNTOVGDCFKEP	DGETFBLZJHQOWRASUYVPXIKCMN	1
main	130 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	A 	T 	0.0 	0 	0 	1.0 	FRUJKGCTAESOYQHLMBVIPNWXZD	ZABUYMTIGKLVXJWEFSHDCQROPN	QEWRNIYOLHJUDCAZTMVSKXBGFP	DUZLJFEBGRCSPQWTANXYVIOHMK	PAFMXKDIUSTGQOYJNVWZRHCBLE	UFHYJDBSIMVZRCPNOKALTWQEXG	1
main	131 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	Y 	D 	0.0 	1 	0 	1.0 	SWBHAJYRLCFIKZVPMQEGXNTODU	OFNHJSQPUDYXKWTMBVAIZRLEGC	NQJLKYCAHVZSUTMDBFRIGOEWXP	OVRTINJPHSUGDBXAYCLQMEKZWF	TSAHXIDGLPZNKUEOYBFVWQCRMJ	BNLIGRVHTJOUAXSWKYZDCQPEMF	1
main	132 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	E 	H 	0.0 	4 	0 	1.0 	TJLQIVPOYWDFARCHSMEKGXZBUN	DJPATVKZNGHMQWLUSBERXCYIOF	ZTHGQAVFRONYCDIBUSLJPEXMKW	YLNWRHJEIQPGUBCDXZAVTMKFSO	VBDRGFTSIHELCYUWPANZMKQOXJ	RZPBWHYGSLKCTVUQXDANFOEMJI	2
main	133 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	L 	0.0 	1 	0 	-5.0 	DMHLOJNESTQAIKBVXWURPGCFYZ	HUNVCWKIXTLRJPGABOZQYMEFDS	HVZTWCEQGBSIFKURYLPAJNXODM	BDAUCELPJKXRNSIFWMQYGHTOVZ	ACGBIZOVHSXWMNDUYQPFTERLJK	PUYQMAENKIJGWVTXFCLSZDBORH	1
main	134 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	D 	0.0 	1 	0 	1.0 	VSOYQEPDNWGLXUBTFCIMJZKAHR	JRLEIZBFGVDMCSNHQYKOTAPXWU	-99	-99	-99	-99	0
main	135 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	Q 	Q 	1.0 	1 	0 	0.0 	IRDAPVJHYNTBLKFCZOUQMWSEGX	VIKCRJQHPEMGTXWSAFUDOYLNZB	-99	-99	-99	-99	0
main	136 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	W 	W 	1.0 	2 	0 	0.0 	LETVSMFCGRUKQWJOZBDYPINXHA	PIHYULEKZBSCQDANRJWTMFGVXO	IJCLRGNVBWUQYSHAFZOTMEDXPK	VMZAPTDEQLBRHCUIXGWOSYKNJF	IERGYAMKNLBFTXHPOZDQVUCSJW	VCTYQPKZGRBHWAXSJDFLNIEMOU	0
main	137 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	Y 	N 	0.0 	0 	0 	2.0 	GHCSIJMLNOYFDQRWBXUAKEVZTP	BDQXUVNMEZOCSGHFWRJPLIYKTA	-99	-99	-99	-99	0
main	138 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	R 	O 	0.0 	1 	0 	-3.0 	QUDNLSOEKIRYJVBHWPCZTAGMXF	LXTRPFONKQZDYMAWGUIBCVEJHS	-99	-99	-99	-99	0
main	139 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	M 	N 	0.0 	2 	0 	3.0 	NYTAIELBHOPSKFVMJZGCRQDWXU	VFYDGSJZNUMEXHTCWIAQOLBPKR	QZUFJAXECRNIPMDLHGOYWKVSTB	BAKMXIVYROZSNTFEULHCQGJPWD	AHSLGFPWBOUXTICNDVRYZMKEQJ	UQVBREJOWZAHSNIDFKCGTXPLYM	0
main	140 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	X 	D 	0.0 	0 	0 	-1.0 	FWRUCIPJYXDKOZBEVSMQNGTALH	PTAXLJBYIQWRSOVCUHGEZKDNFM	-99	-99	-99	-99	0
