experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	cueType	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	141 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	S 	Q 	0.0 	5 	0 	2.0 	WIXGKNUPACYFMVOTBQDZSLHRJE	YKBFCGIOTNQZEPMHDLRUVWASXJ	NXODAGJCLZFRQIEHWUSVTMKPBY	JYWBPAKGMFCENZSHTILOXQRVUD	HMCGEZOYQWTFIDRSPLJBKVUNXA	WRVHKPCEGDQBSJNOIZMFTXYAUL	1
main	142 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	F 	E 	0.0 	0 	0 	-1.0 	WMURCZFEHGKSBQYOILAJDXTVNP	NCBUJQYMGOTDFWEPRKHIALXSVZ	-99	-99	-99	-99	0
main	143 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	M 	M 	1.0 	3 	0 	0.0 	MNAPQBWLGCEOSZYFRVKDXTUIHJ	YJZFEOKVCASUQWTLHBRIGNXDPM	UFDVORSQCEWYNZLHGXMAPJBIKT	SFYADLBMQVNPZUWRTJEIXOHCKG	RCOJFYEUIQMNWBXDPHGZKTLVSA	XBPMRGWJZYDCHTUNAKFEVSLIQO	1
main	144 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	D 	D 	1.0 	3 	0 	0.0 	CRXFDOTWMHBQNJIPUAYSLGZEVK	EDTXWGNMBROFZUQHYAVLSKPCJI	FMLZNAWCKRBOVHXGEIYQSDJTUP	PAFMLXTJDOWYBCQZKUIRGEVNSH	RMQSGNKYZDTBPAXJOWHCEIVFLU	QFKIMVNSDGAZXHRWLTYBOJEUPC	2
main	145 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	W 	V 	0.0 	2 	0 	4.0 	ORTFADGQCIBSKVHNYULXPMWZEJ	HCGINQZBESMAPRYDFWJKTLVUOX	TPLCXAVUYRWJNGHSDIKZEFMOBQ	YIXJMBHCWTEUNZLDASVPOKFRGQ	HIFKPQOGCWVNUJXAZSERLBDYTM	PLZGADESXTJKICHRNOWMQYVBUF	0
main	146 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	P 	T 	0.0 	2 	0 	2.0 	NGJDEPMKBQLOSHCZRYTWIXFVUA	IWZFPYSRCMQKTHGNUAVLXEDOBJ	YFXCLSKNTQPIGWVOHUREJAMZBD	RZXDQHCJVIETGYBASKOPMWFULN	ZVUKIPSXNEOTQDBRMGCLJAWFYH	UBVYMWQISCPKLNEZTXDRAJFOHG	3
main	147 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	N 	M 	0.0 	0 	0 	4.0 	TRYBCAMWSGNEZDJQXLIKVPHOUF	NXALGJISWDCVRMFOHQYKBZEPUT	-99	-99	-99	-99	0
main	148 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	D 	L 	0.0 	1 	0 	1.0 	EBPJYLOWQIGFZCXDRMHKTVUSAN	RCJIGZOLDEASKBYVPTHWXNUMQF	-99	-99	-99	-99	0
main	149 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	C 	Y 	0.0 	0 	0 	1.0 	HNBZFEYCUGDRVMWLOPKSJXTIAQ	ITUZHKYNXBWQGOMPAJFCDLVESR	-99	-99	-99	-99	0
main	150 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	D 	I 	0.0 	1 	0 	1.0 	EOZDQYLGXHTWAURPFKCMJBIVSN	RYUSBXPGIDEZCWTLMJNOVFQKHA	GVQCDOIUAJRHBXLFNTKEZWYSMP	STVJUNYFIMABGRDQLEWCOKHZXP	FAONIXRULKBEJWCQYDVHZPSTMG	TCROIYSZHXFQGUNWLPDEBMVKJA	2
main	151 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	K 	K 	1.0 	1 	0 	0.0 	BXALZCRTVUMJFNDYEPGQKSHOIW	MSDBRPCIVHKZNYTEXGJALQUOWF	-99	-99	-99	-99	0
main	152 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	I 	0.0 	0 	0 	1.0 	RPEJVAZOYIWFGBXKLHSNCUTDMQ	MQNJVUSAFEDHWCXOBRPLZKGITY	-99	-99	-99	-99	0
main	153 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	K 	0.0 	3 	0 	-10.0 	GTECDFUOHJSNBWRYZKMIXVAQPL	YQBDWJXLHNEOTAPUMZFIGSKCRV	SQDNPJHWIGVTLUFYZEBOKXRCAM	WPIOLGUCMAKHJQNVFETDSBYXRZ	APYBSORWJDLZGHTKCNUMEIXFVQ	KIFSVNMGBZPHYLRJTCODQWEAXU	0
main	154 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	Y 	V 	0.0 	0 	0 	1.0 	JMQFUOEBLDVYANWCIRSXTKPHZG	MPBKYQCVTIHSGJZERFDXLAOUNW	-99	-99	-99	-99	0
main	155 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	B 	D 	0.0 	0 	0 	5.0 	OWQURIYKSDZALVBEGTPXHNMCJF	KRIPDCEQGAYHTLXSMOJWUVFBNZ	-99	-99	-99	-99	0
main	156 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	Z 	Z 	1.0 	4 	0 	0.0 	YROWGLHXABJFKMIPUVSTEZCDNQ	HCQMBRTKUYSZXNJWDVOFGPIELA	XEJGHNAOVMDSQKPCZLRUWBYITF	JZSTNBPOGIRFMXCLDUWHYAQVKE	MNJRTHZPGFWLBKYEISOADXVQUC	AOFVIMGDETBLXYURCNJSQPHKWZ	1
main	157 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	E 	A 	0.0 	0 	0 	1.0 	JLGVKHBMIAEOUDYSWRNPZCTQXF	JOWYHCGMIQFRNALZUESKXTDBPV	-99	-99	-99	-99	0
main	158 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	U 	I 	0.0 	1 	0 	-1.0 	HBUGEDLWZASPKRNFYIOCMXVJQT	PBSGHFAJRUIQMOENVDLTYWZCXK	-99	-99	-99	-99	0
main	159 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	N 	K 	0.0 	4 	0 	17.0 	EQWTOCNXJMYAPIBSLZGDVRKHUF	UATLVNKYXPDRHIQSGEFMCOWZBJ	WHBLVJPYXDCIFUKRONMTAQGSZE	AHMWPEIKBRNYOJUZVSGXTQLDFC	HTXVRFSGKCYJOQIUPAMDEBWLZN	DISMGRCFNWPYOZLEKQHVTAJUXB	1
main	160 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	U 	H 	0.0 	5 	0 	1.0 	DYSCQNEZAFOXVTUWMBRJHLGIPK	GDZWTPLSHJYRXOIBMUNCKAFQEV	MNTDPCLHOBUEAYKZJQGRVFWIXS	EGWNMHAQYKRDFTUSPCXZBJLIVO	DYLTCBMIQOPREZAJSGWHVFKUNX	MIARKGLCBHUZTJSWDEVFQXNPYO	1
main	161 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	E 	E 	1.0 	2 	0 	0.0 	TUZEKOGVNJYDQICXSPFBMAWRLH	KMCFWQILYXRVJNSEGDBZTOUHAP	YLPCZRHEGJBAOSDUQVIWMKNFTX	GYVPAHQOECXJWSNBFZUIKTMLRD	RSUNHCEMTAZVIJYQPFLGDKXBOW	WVNGITXDEULCQSOHAZKMYFBRJP	1
main	162 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	Q 	U 	0.0 	1 	0 	1.0 	FQXZPMJOKUHDWSCVEGYILNBRAT	PLFXWOKUQYJDSBNIZCHATVGERM	-99	-99	-99	-99	0
main	163 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	W 	Z 	0.0 	4 	0 	2.0 	FKSIARMGYWXTPUNLEVJBHDZOCQ	CIOLJEXNYPASBQZTHDUWVGMKFR	UECHFLYMJONRXGSPTWDZKQVIBA	WMUDYZTXESKPVJONQIRFAGLHBC	KCHPLGQZDWTFIMXNVBUESJARYO	OEDGQFHJVAPZCUNXTWRBKSLIYM	0
main	164 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	X 	J 	0.0 	1 	0 	1.0 	PHKWEQJRGDVXLSNIAFMCYZOTUB	NKEQBIGPJXURFDTALOSCHWVMYZ	-99	-99	-99	-99	0
main	165 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	A 	Z 	0.0 	3 	0 	2.0 	PASDIOEZYFUVWGLBNQTHCJRKMX	USOCKIFNXGTALDPRMJWBQVZYEH	SDBEKPVTWXJRGOHMYZUAQICLNF	FWYERUIJBZOAGXMDTQNHCPKLSV	PDQMSRLCEFTAZOHBUKGIVJYNXW	SNAPFOTELYZMGIRXBHDCUJQWKV	2
main	166 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	R 	P 	0.0 	1 	0 	1.0 	MGPEHAUQYLZBRIWNCJXTSOFDKV	UBKGFDMITPRJYAVXOWNZQLSHCE	-99	-99	-99	-99	0
main	167 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	B 	J 	0.0 	0 	0 	17.0 	DEQWVLJSNMZGICATKFPHYXOBUR	KZMEFBHNGUPTVYOCWLDSAIJQRX	UJOXVNTIQWFCABRKGHDPYESLMZ	CODMEZVGBQLHIJNUWXATSFYKRP	LFSTQAKMERXBYOWGIZPNJHDCVU	UAPIGBMNLEOJTDRYKFCSZHWQXV	0
main	168 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	U 	P 	0.0 	5 	0 	1.0 	LPGTBKODUXQRJAIWFCYNZVSMHE	MTEXKIWAQYZOFBSJNHPVUDCGRL	YUQHDKGNOFCZXBSTEMRAIWPVJL	BFGIOEDYTZJNWPAQMHLKXRVUSC	LEAMSJYDIXHNQBRZUTOKCWFPGV	LBYAMZWOPUQNKVJEHGXTRCSFID	1
main	169 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	M 	Q 	0.0 	0 	0 	2.0 	YAWFTGOBQDMIRVCSLHPJNXEKUZ	YTZFLKOBQCGSIMEXUANHPJRWVD	-99	-99	-99	-99	0
main	170 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	X 	I 	0.0 	1 	0 	1.0 	MIFGPNTRBJOZXCSKHLDEAWYVUQ	SDMUGYIXKONHVQLRECTZBAWFPJ	WJKXEPINRLAUVYFBZCMOTQDHGS	MZWVYNUFJIDQSGAKLHTBCEOPXR	MXTOFNKSPYQUEZARGBLIHWDVCJ	JSPQORDHGXBUFWCVIZTYMLKNAE	3
main	171 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	S 	Q 	0.0 	0 	0 	-2.0 	DYMVJPSNQHBOIAUFRWXLGCZKTE	UCZYQNMWRGEAFVTHLOXSPDBJIK	-99	-99	-99	-99	0
main	172 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	P 	P 	1.0 	0 	0 	0.0 	QEJZYUVNCWPLHRIMGXAODTKSFB	LDKPZJBHUXAVSRWECOGYQFNTIM	ETLGFVHWUKYQBDXMRZACNSOJPI	WZJSBAROPVUGYHQEXTNDFILCMK	HZJKSLTDBXPGYVRQMOFUAWCNEI	OKRTVWHJSMQBCYNXDPFIGUAELZ	0
main	173 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	T 	V 	0.0 	3 	0 	1.0 	UMLJGSXDZVIHBPFWROTQYCENKA	EFZIXKYQOAGTHLSMBCVPUJNRWD	VKGPHFXJSRCONBQWAEYLMDITUZ	BZORUJVTSECFWMILDGYQNAHPKX	CYHROKDANUZGVXSFILBTWEPQMJ	RSWVUQYXJLBIGOCTPNKFZADEMH	1
main	174 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	U 	Q 	0.0 	1 	0 	-4.0 	YKURJOPDXNZVEAHQFTWSLIGMBC	CZAUSBHQILOKNPJTWMRYXVGDEF	-99	-99	-99	-99	0
main	175 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	S 	S 	1.0 	5 	0 	0.0 	QDOSETUFVBIGJRAPMYLWXNZCKH	ZUHCYJAXVRKODQNSFWBTGEPLMI	HBGLNEQPKSVJFWOZYAIUTXRCDM	XWSMQTNOCBLVAPKFDJHYGRIEZU	GPXKLCENVSRJOQUMBITDZHWAFY	PBQOMKSIFZDHTWCYJURGXVALEN	0
main	176 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	M 	R 	0.0 	1 	0 	1.0 	GAKPNVULFZMTSYDCEOJWRIXHBQ	YAZCGVIRMEQSTODWUNBPJLFHKX	JPTZWSHACUKRDXOBQGFMEYLVIN	CTQNAIPRUDWMOJLZSBGYFXVKEH	XGDSHLWVKTRMIJBQZOUYECANFP	VYGNMIRTWOFCXZLAHUBDJSPEKQ	2
main	177 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	K 	U 	0.0 	1 	0 	-7.0 	JUGTKBAPYHIREVQNSLZODFCMWX	PKOECLBNUSMDTHGRJWYZVAQXFI	-99	-99	-99	-99	0
main	178 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	I 	0.0 	0 	0 	-2.0 	QGUTBKNEWVIDOFSALRHMCJPZXY	KQDEIGFNUBCWATOHJYXSLRPVZM	-99	-99	-99	-99	0
main	179 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	EDBFZOMNUQHSKJVLPCGWTIAXYR	LKAGMCWIVBPFJNOXYZSERQTDHU	-99	-99	-99	-99	0
main	180 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	A 	A 	1.0 	0 	0 	0.0 	OVYREPHADBSUXCTIWZJMLKNGFQ	JCSLNPQAXRMTYOVHZEBUGDFIKW	QZUFMTSDOYHPBLGJXNVIEWRCAK	JEILZKPCYADUWQRBSTVMOFXNGH	VTSNDFKQJXIGACOBRYEMLUHPZW	XIWHJKSQYMLEANVUGCFBODTPRZ	2
main	181 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	K 	L 	0.0 	4 	0 	-1.0 	QPCLSZYRHUFDTGVIEOMWANKXJB	MXUTGSBPDAVJYFWOZKNIQLHCRE	DKBPXQISUHJZETYOVWMFNARLCG	PLGFAJWZNXYCDOKHERMUTVSQBI	CGASEOKLUXVYRWDHJQIMZNBFTP	GSHIURZCXBLPOWVKQJAYFNETMD	1
main	182 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	F 	F 	1.0 	0 	0 	0.0 	OJRNDKMFXWZYPCUGISHETVLABQ	DHKQEBZUXAOGPIRCLSMJVTFWYN	-99	-99	-99	-99	0
main	183 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	B 	B 	1.0 	1 	0 	0.0 	WQXTDMFAECGRHPOUSZVLIBNYKJ	RMTFNXIBDGHVZUJAKPEOYLSCWQ	-99	-99	-99	-99	0
main	184 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	E 	0.0 	0 	0 	15.0 	JPRKVSXEQAZHOMTDUIBNCLWFYG	RXPLSOEQBVGCKZNTHMJFDYAWUI	-99	-99	-99	-99	0
main	185 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	E 	U 	0.0 	2 	0 	2.0 	OAFRMZLECDJPBNYIQWHGTVKXSU	BIJUKHAMTOCVRSNFZDPXLQWEGY	MJRDWKZCAUHEVGXTFPSQOINLBY	ZDJYIMTGUPLNOVFXRWKESCAQHB	LJMIERCQDUTBOHNGFZAYPKSVXW	HGVCPUKLZXYSRIETWQMNAJFBDO	2
main	186 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	R 	G 	0.0 	1 	0 	1.0 	UFEXIBYSWLQMPDAKGVRNCZJOTH	HFOIYXVMGRPBANECLTKQSDUZJW	-99	-99	-99	-99	0
main	187 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	T 	C 	0.0 	4 	0 	1.0 	FWOVJLKIBRNGDTQAHXCSEPZYMU	LTVFHGZUXBYPWARDNQKOEJCSIM	WRHGZDBXPFSJEOVAYQTMUICLNK	VIJNKQCATRZSDWFGOPMXELBYUH	VEGBHLMFQCTXZNJIDSYARPKWUO	PTNYLADIHVEQKJWGOMRBFCZXSU	1
main	188 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	B 	G 	0.0 	0 	0 	-1.0 	FWYIEBGDSXPMJVAHKOUTNQRLZC	GVDJUECPOINALYQBFTMRKHSWXZ	-99	-99	-99	-99	0
main	189 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	S 	S 	1.0 	0 	0 	0.0 	EZLRQNABHSKJDFYVOIPUCMWGXT	JLZHNBPSOAEIKVFQGXYUDWTRMC	-99	-99	-99	-99	0
main	190 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	R 	I 	0.0 	1 	0 	1.0 	FYKZIHUVQXBPLOCRJEGTDAMNSW	MUGSDEABFNIRLHTYQOJKXCVWPZ	QKPUBLHCRJAWOFDISXEVMNTGYZ	FNKTEWSRYIGZUBXJLHAMODQVPC	TIPHYZKRCAWUJFVNLSQDBMGEXO	ECSYDPHKXBUOGMIJFZTWRQNALV	1
main	191 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	DKQEGTRYSHMUAOJIWLVZFXBNCP	SFJTOHWPAGRZQCUYMIKBENVDLX	-99	-99	-99	-99	0
main	192 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	S 	S 	1.0 	1 	0 	0.0 	BPLGMUZQFCJXIRAHWTSNOEVKYD	HCQIOASDVEGPKFLTJMNBUWXZYR	-99	-99	-99	-99	0
main	193 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	K 	0.0 	0 	0 	-6.0 	RASTWHILGJKVOBUNZECXQMDPFY	TGSAQFBEPMJZOUYVLDRHWCINXK	-99	-99	-99	-99	0
main	194 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	M 	Y 	0.0 	1 	0 	16.0 	TUYVKMDLEBJOZGHIXNSWPFCQRA	QCOAIEJPUYZNXBSFVHWKTGLRDM	-99	-99	-99	-99	0
main	195 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	X 	Z 	0.0 	0 	0 	-1.0 	TGVBSALICXZQNMYEDPWFJUHROK	EGFUHVJASOYLCIBQXZPTKNRMDW	-99	-99	-99	-99	0
main	196 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	Z 	L 	0.0 	1 	0 	2.0 	GTSKNJQZYVFOBAWDCMUPLRHXEI	DJMPOVBETGLNZCRYKAFISXUQHW	-99	-99	-99	-99	0
main	197 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	W 	H 	0.0 	5 	0 	10.0 	OMNCFVSLDIZXJRYPBTUHWAKGEQ	DPAJNITKXGSBEHOMZCVLYURWQF	DKRUFLYPVOQCMWAEBXITNSGHJZ	RJCKNDVBMIGPOULWZQYESHATFX	XWINCBDSRZVMLGEJTOUFAYPKQH	OYXISTHVRLACBJEQWKNGFPZUMD	1
main	198 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	G 	R 	0.0 	1 	0 	-2.0 	WIAUPEVZTCGKDOQSNJRMBHYFXL	IDZQBUWGCRSJEFPOKXHMLAVYTN	-99	-99	-99	-99	0
main	199 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	F 	P 	0.0 	0 	0 	3.0 	GWQCUOXELPKSFRMBZDTAJYNHVI	QXPFINOZYUMJSBKDAWGEHTVCLR	-99	-99	-99	-99	0
main	200 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	Y 	Y 	1.0 	1 	0 	0.0 	BTMPILNYRKHJFUAXQGCOZDVESW	GAFZQIYONVDWMCLJSBKHRETUPX	PRZFHJNWAMXEBKYGTCSDIOLUQV	IEDQWOJSABNHCMRTKXUPGLZYFV	EVZPDSIQFGAULORMJWHCYKXTBN	AIEGDLWYVUZOCBRPHTQKJNFMXS	0
main	201 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	D 	V 	0.0 	5 	0 	1.0 	RBWYFXJOZELIPSQTGDKCMUANHV	XZNPSIWUEKOTCBFARVQMLYJHDG	YAIBERFZWHCDSUXVQLNKJMGOPT	AJVOGZMLCNTHQYDPIXSWBRUEKF	HFPDCKRXWETQZYVMOGILJBASUN	NJKMQGZOVDUXRELHYPFATICWSB	0
main	202 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	R 	R 	1.0 	5 	0 	0.0 	OKZABRGMECPQTYNHXVLUDJIFSW	SNZUTGKXIRHQPVJYLCMFAEDBWO	WYQLHGRKFXPSDAZVJBEUMITCNO	TZJVADRPOCGYUKBFSHQELMXNIW	ESKTQVWARGCFULPYJIMZHDXOBN	XIYMZGORJBTLVKAPEQWUNFCHSD	0
main	203 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	M 	M 	1.0 	2 	0 	0.0 	KFAGIHQEZYDRBNOXTPJCSLMUVW	TVEZDBMNPWJCQYOHUGXLSKAIRF	TUSYPXABMIZGRJKWNOEVCDHFQL	NMZCITUGSFXAPRHEJDKLYOWVQB	BVCPQOHEKYJIGXNSWALUDFRTZM	ORSQVKMJHCLUGDPIWXANYEFZBT	0
main	204 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	W 	1.0 	0 	0 	0.0 	NMXDIPQTAWHUCZOKGBFVYRSLJE	BOIXHVNMSQFGTARWCLYDJPEUZK	PUJQESOAZCYGIXNTLVHMBRKFWD	KRNJAVSXYWPEDOQUFLZMCHTGBI	RYJOHPSZLBADVKUMIEGTNFQXCW	MBOXVYREWIFGTNJDZCHQUASKPL	0
main	205 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	D 	R 	0.0 	0 	0 	-3.0 	MCOTDKHRFUXZWIQJELGPVSYBAN	HNYCZSXKEWQOVAMPTDFURLGBIJ	-99	-99	-99	-99	0
main	206 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	D 	I 	0.0 	3 	0 	2.0 	CGYHJAOTSWQNUVEFRBZPILXKMD	BCDJZIAHOGUMXEKWRPYQTSFLNV	WRJEHPIKOGZSQNLMCTFBXAVUYD	XAMYSVCGOIQDJHTRBKLNWZFPEU	ODZYLWABVKMGUPJESNIQHFXRTC	RETZUFYSJXLAPVWCGBHIQNOMKD	0
main	207 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	S 	K 	0.0 	5 	0 	2.0 	UOEVMKSNTYPFILRHJAGQDWCZBX	NDQGAWIHMJLCOSUTPREVZKXFYB	ICUYMZNEKRWBXDPTSGQLOAVJHF	SFGCRMTODXENQBJIWLAPHVYKUZ	QNRACWZSVUYOGJBXEHLKTFIPMD	NHFQPEVBJKYSACDGMXLIURZOWT	0
main	208 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	 exogenousRing 	W 	J 	0.0 	3 	0 	-1.0 	BANLPQSZMGRTFICVEHYJWODUKX	BHJKWFELQTYNZISAGCUDMVOPRX	ICORBNDVJHQZYATULXGMEPWFSK	KUIQRWJTBGVHLPOXMNECDZAYSF	CMTONGWFHKXQBPJSVIALDYRUZE	SJINTOUAXVZKHQEMRPYDBWLGFC	1
main	209 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	 exogenousRing 	R 	R 	1.0 	4 	0 	0.0 	SZAGTOJKFIWMDENQHBRULYPXCV	LNXOEZUKTPGAVJBCQIRMWFDHSY	YTQJLVKXOUNAEGZDHRIMBFSCPW	KDWESFZBLIHPMROGAUVXYNQJTC	EOMSFICDRPWALZQNJUKYTVXGBH	VPUWOYSZBDRJCHIAEMKFGQLXTN	0
main	210 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	 exogenousRing 	G 	R 	0.0 	0 	0 	18.0 	CDAHMIREVNKYLTZFPWBQJXUOGS	GWEFHKDUIPQTYRMXOBJZSAVLNC	-99	-99	-99	-99	0
main	211 	CT1ExN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	 exogenousRing 	A 	V 	0.0 	2 	0 	1.0 	AUGLJDEBVYWQHRISMTFNCKZXOP	ZFOVDQYIBEUXWHGCTSRAKMPNJL	IOPQSFVANDWKZJRBEMTGLHYUCX	CJZWEIORGPAMQVHNXSUKYDFTBL	WNQMDFHKZITGACBPULESXJVYOR	NAZWYDMESKFHBVCROUXTPLJQIG	0
main	212 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	 exogenousRing 	W 	W 	1.0 	1 	0 	0.0 	QFAKCORGVYJNBIDEHSMPUWZLTX	LJHDZOBVWQPRKMTUCINESGYAFX	-99	-99	-99	-99	0
main	213 	CT1ExN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	 exogenousRing 	W 	D 	0.0 	1 	0 	-4.0 	YMHFBKTORLNAQEGCDVIJSWXUZP	NXWGLCDYAQFPJRHOMIKUSTZVEB	-99	-99	-99	-99	0
