experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	eccentricity	polarAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	76 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	X 	K 	0.0 	5 	0 	4.0 	ESRJNQMXHZCOGYKTALIWUDFPBV	XEZSNRFMQHLWYVKPCTJOBIUDGA	UZVWSCLEDHNXKBPOYGQIRTMFJA	WCKJOLMTQFDRZIHVEASYPUGNBX	GWFMDOALJQZSKRYVCHXENUBTPI	CMSFUPQBAZKHLJXRYGTWIEDNVO	0
main	77 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	P 	R 	0.0 	0 	0 	-1.0 	EHWKCXAPRIFOYLNUDVJZSMGBTQ	SCKBUMQWLTAHXDORPNVJFYEZGI	-99	-99	-99	-99	0
main	78 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	W 	N 	0.0 	0 	0 	1.0 	ASEDICYNWJKTOPUGLVHXZMFQBR	FDXQKECGJWOMYNZBLATRPVHSIU	-99	-99	-99	-99	0
main	79 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	R 	Z 	0.0 	5 	0 	4.0 	QDKGOJFSEUPCINYWAXMHLTRVBZ	XKDOFGPTUEWBYSIZAMVCHQNJRL	ZDTRWXEAIJLFPGKBOHYSVUNMCQ	YHRGTANUBOKPQIMSZJEVWFLDCX	UBPLKXDRCHMOIZGQSNJYFVTAEW	OYUKTEZCVJRLGWSHMANDFPXBIQ	1
main	80 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	V 	P 	0.0 	3 	0 	4.0 	ZAPGDJFYHMBNISVEOKWLRUTCQX	FVNXQJPGISEWUOKDACRYMBZHTL	AWVXLFOKHMQSPJCGBNUIZTERYD	GCBXZIAPTKUVJHWSOYMRFLNEQD	TMHJPZVWGQOCANRUSEBDXYLKIF	ZWJDAQNPUFHYEKSTVOGRLXICMB	0
main	81 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	G 	D 	0.0 	1 	0 	2.0 	FMQTKUDIWCSJEAZHBNROVYPGXL	YAIRTWVDMGUEKJOFPHLQZCNSXB	-99	-99	-99	-99	0
main	82 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	M 	K 	0.0 	4 	0 	4.0 	RESQTMCZVAKYBGNFILDUOWPJXH	RGOLTBXMCVSZHJPEAYIFQKWDUN	MUAXPWYHCDGSVTFNLIRBKJZEOQ	XIYCMHNSKWFUEDJQBTLGROAPZV	JZCYFIKEGLMTARBVQXDPOUSNHW	HRATKMEPLYWGDXOZJVIQNCFUSB	1
main	83 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	L 	E 	0.0 	0 	0 	-7.0 	WLNTFRIZEDYVMBPCAOKXSJHUGQ	XCBRIEJPLYGTHUQAFNSDZKWVMO	-99	-99	-99	-99	0
main	84 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	A 	U 	0.0 	0 	0 	4.0 	LRXMNFKIBVUWEQASZCPOYHDTJG	QNGRAUOHTFBPJYLXZKCDSEIWMV	-99	-99	-99	-99	0
main	85 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	C 	V 	0.0 	4 	0 	2.0 	EBCVFATPZUMYRSQWOKLNIJXGDH	BSGDTVZLFWUKEHRIYCNPOMXQJA	NXJYEQRKMFITPVUWAOZBGHLDCS	PJIHRVGWFBOYSLQXAMTZCEDNKU	YAWUKNMRHOVJCZXPFSDQGTIELB	IXKVQTFGEJMPWNASYCULBDRZOH	0
main	86 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	A 	Y 	0.0 	1 	0 	3.0 	BNDYVHPWLQRSFOTJXZAMCKEGUI	KCHGVJZYONAQSXDEUIPLFTRWMB	VUJGHLZCTAQSYBNEIKMXFOPDRW	TWYJQDFOVMHIASZGCENLXBURKP	BJHEXZQPWNKIMALOFDURTGSVCY	UTLPYGERZQOWSDHJANXIMKCVBF	0
main	87 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	Q 	0.0 	0 	0 	2.0 	XLFGIONYPJQTEVMDRUAKBWHZSC	JEIOZYPGNWKSMALQFBCDTURXHV	-99	-99	-99	-99	0
main	88 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	P 	M 	0.0 	1 	0 	3.0 	IEMUPXZOCJLNYRQAGBKFVSWTHD	OUFCGZQKMVYPRXJAHSWDNIEBLT	-99	-99	-99	-99	0
main	89 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	G 	B 	0.0 	0 	0 	4.0 	CPQVUREDXWBOMHGAJKITNYSFLZ	PYJREZKOBSNVIAFGCHUMTQLDXW	RYVMBLFUKPDQZAWGJOHCETISXN	KUYFVRBGLWPQAJXZHOTSDEINMC	DSKTJLXNACEMVGYBPIQOFRHWZU	IGDHZPYVQOSKTXURJNCLAFBEWM	0
main	90 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	L 	H 	0.0 	5 	0 	16.0 	OKBFTMSJNIVAGZCYWHPQXRLUED	UTNVLDRYWEHZGXPJAOFISMCKQB	GFXOQRPAESMCLZNVBJWDKYUIHT	RVNYSFUBTOXQGCAHKWZLJDEMPI	FGCKYQJORIZHATSBLUPWENVXDM	OJCKRSENZHVTGUFDBAWIMXQYPL	1
main	91 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	J 	M 	0.0 	2 	0 	4.0 	CHQOTXFIYVASMLUGKWRNJPEDBZ	CUNPAWFJILHSEMBVOXRKTYGDQZ	HLNDEUIFMOYKJGCPAZVWSRQTXB	LUZYRPJTIGHQEOXKWBVCSDANMF	RPHANYODJSXUWKIVQGBTFLMZEC	NYPESGOIFZMWCUDBHRXQKALJVT	0
main	92 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	G 	D 	0.0 	3 	0 	13.0 	YXJNIAFRPBHZEVDQMLGSOKCTUW	PEHFRVNSYKUIAXQTWJLBZDOCMG	YZESLJPCOFAKXDINGHWBRVTUMQ	YKRNCVDLUQJBWTPAZSFGIMHEOX	UDIOLJCGQTVRMSYHZPXEBNWKAF	CAHXBIWGDVSENYRQUMLZPJOFKT	2
main	93 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	U 	D 	0.0 	0 	0 	-3.0 	MIHXUFEDRJGLWNVPBSZKTAQOYC	GKCUNITFOBRSPXWJEQDVHYMLZA	-99	-99	-99	-99	0
main	94 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	G 	A 	0.0 	1 	0 	3.0 	ZJESMFPCDQXKUVRLTBOYNAHIGW	DLENKTZBAOHGSXJMUPFVCRYIWQ	-99	-99	-99	-99	0
main	95 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	W 	Z 	0.0 	0 	0 	6.0 	BGIXNFYMKZCVASQWJLDHPTERUO	DXESFABRUYIQKWJPGCZNOLTHMV	-99	-99	-99	-99	0
main	96 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	G 	A 	0.0 	1 	0 	6.0 	ZXAOGSBPTYWDNEFHMJRQKICVLU	NLWIUTAOQKCYGJEPMHSXBZVDFR	RNYTDXWPKJZGLCUEOQSVAFIBHM	HEDZQFTISAWMOKVUCRBNPGJLYX	BREMODSLKTIHCVXJNGYZFUPAWQ	OLNQHEVISFTJBGPCUAYWDRZMXK	0
main	97 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	R 	R 	1.0 	0 	0 	0.0 	WHIPXYGRVDOZTSLMQEANFCKUBJ	JWQRYTLDXFAVMKOSENZBIPGUHC	-99	-99	-99	-99	0
main	98 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	B 	R 	0.0 	4 	0 	4.0 	RVUNYACFGOZHKLSQDPEBIJXTWM	FZVSYDXEBNKLWPAJHUCRGTOMIQ	TBHRJWVLUQAGYPZEDMOSFKICXN	GYBNSOTJWVRQDHCLZXUPFMKAEI	XMYCKHAWRUJFBDPTZESLOIGQVN	PEMGXOKBQCFIUVHZNWRTJYSALD	1
main	99 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	M 	A 	0.0 	1 	0 	3.0 	SLNVFOKAJQXDRIZECYWTBMPUHG	HCJQBKONLGAVRMUEDPZFYXSWTI	-99	-99	-99	-99	0
main	100 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	T 	Q 	0.0 	0 	0 	3.0 	WIFBDEQUVTOHKANZMGPXRYSCLJ	GHNSORWMICAFLZJUXVDYTEQPKB	XOQVEKZHTUJFNBCAYPRSLDWMIG	NKXFTECIBOUAWDLJMSPRVGQZHY	PKGSVZEDUHJMFBCWOTIRAYQXLN	TACFPLRZUXWOYJIGSKVDQEHNMB	0
main	101 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	U 	K 	0.0 	0 	0 	2.0 	MTALDEJFIKQUHVBPGCRXYSZNOW	VRIMWFDBGSHXOCTAQPKULNJZYE	-99	-99	-99	-99	0
main	102 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	S 	G 	0.0 	1 	0 	4.0 	MQNYEHXAGPTDOIWFVRSLZUJCBK	PEKVAFOZCXGHLBSWMJYQDNRUTI	-99	-99	-99	-99	0
main	103 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	D 	L 	0.0 	5 	0 	3.0 	EFRADSVTJPIZHKWNYGBMOCLQUX	WEYIDOHZKMUTGNVAFPJLCBQSRX	GVQAJXOWBYRCSFTUKZIPMHENDL	PWGDULKBQASEOIXVJNZFHCYTRM	WAOKNMRSYXJFQBCZIEPUHLDGVT	MCNTKXIVLEPDQOUYHZSWRAGBFJ	4
main	104 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	A 	0.0 	1 	0 	3.0 	EVBQRNOUHWFILXPGDSJCZTYAMK	XZTGIUECNOADWPVFBRQYSMHJKL	-99	-99	-99	-99	0
main	105 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	D 	N 	0.0 	1 	0 	2.0 	RUZQDTMYKIOJLXPSNGFWABHECV	HFOIBZJCNGDQVYPLETRWXAMKUS	WOYPBNDGSLFKHVUZTMQIJREAXC	DEBSLQCGVHYOAIZWTJPKRXNMFU	NSGCAYWEKRQDXVPBJOTHFLMUIZ	CXMLVFWYBAODPZHIURKSEGJQTN	0
main	106 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	X 	E 	0.0 	5 	0 	4.0 	CBJIGFESQHTRKDULOVYMZWPXNA	QBETOHGPDXLNUVRJMYSIKZWFCA	GBINMZSFUWLEKYXTQVOPJRHADC	FCJQWUVTLGBRYOAIHXDSKEMNPZ	GKUBRIPJSHZXLDMWVOYQTECNAF	FUSLIQWECRKXYAPZODTJBVNHMG	3
main	107 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	T 	0.0 	1 	0 	2.0 	EFMWJLPACDQGBUHSNKZIYVTROX	SNWJYLDKMTEPHXACZUGBOIQRVF	-99	-99	-99	-99	0
main	108 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	H 	Z 	0.0 	1 	0 	1.0 	VJPGAHWSCYDIRZLMFKNEXUBTQO	XUAQMERPZHNOCTDVBFJILSWYGK	-99	-99	-99	-99	0
main	109 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	P 	D 	0.0 	0 	0 	4.0 	NSWEZFOIQRDHBGPJLYCMKVXTAU	GLTMACSHWFDKZNQYUVXJORPIBE	-99	-99	-99	-99	0
main	110 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	Y 	Z 	0.0 	4 	0 	8.0 	ZRNUHFTGSVYWPADOECXKIBLJMQ	URJLGTEOFYNVMAXIWHZQSDCPBK	CMWGPYSIAVBOHERDTNJULKFQZX	YWVSGPUBFTOHNRKZMICADEXJLQ	JPFRSAWXCZODETNKLYMVUHGQIB	DCQAJTLMSOGWUPZIFRVHKNYBEX	0
main	111 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	S 	D 	0.0 	2 	0 	5.0 	IOBTVQCYUADKWPFZNRSXLJHEMG	ZCBVPILOMXYQRAEJKFNHSDUTGW	MQWNGKJDBVRCSEUAPTILYFHXOZ	IXZRMAQUOHEFLCKDSJTNWBVGPY	HZGSRPKXTWBQCLFVAJMEDYOIUN	VSQEDZBHRUWCFPJLYXMAIOTNGK	2
main	112 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	T 	H 	0.0 	3 	0 	2.0 	BRQPIOTDZLMEGJHYUXKWCFAVNS	UGHWPKXJCVMAEBFLQZTDYSOINR	EFCKAVYHZOLMGTBIRSQUJPNXWD	MLXADBEOCHWTVGJSUZNIKRQPYF	DZOFYJHISNGVRTQKBMLXWUCEAP	VGWDPUCZSHLAJFQKMXETRBINOY	1
main	113 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	H 	T 	0.0 	2 	0 	5.0 	JEXFYOBZRHDUVMGSIPQWTANLCK	YZOWQTNGEADFRKBMISVCULXPJH	BXQGVYMSITRFCKHNWUPDOZEAJL	FTSLYJHUQVGMWECBNKIZDOPAXR	NLYGTASCBWFXPRHJDZEUKOMVIQ	INQEBVJLHFGTKZUCSAWYRODXPM	2
main	114 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	P 	N 	0.0 	2 	0 	4.0 	PCMVWBEDOHYAIJLZNUSKTGFRQX	FVEUQSALRJPHXOCKYZBMNWIDGT	HXLYBWOVUMNCJTPSADKZGRQEFI	DTARPIVGZJSOCFBMLHUNWEXKQY	SOVZMYUAPTFWHRKCXIDEQNLJGB	HKWYUVTMFNPRZIEDXQLSCGBAJO	0
main	115 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	W 	M 	0.0 	1 	0 	5.0 	OUTRFXAHCKPGLEQNVBIYMJWZDS	CZAXTDLKIFMHUBPWJNGSRYQVEO	LKAYPWRVTHDGMNOSICJZBUXQFE	FARUGMLNWIXHYODQECVZSBJKPT	GSREQMJHTDNVOXBKAPUWCZLFYI	MUAGOVNEHZDJQFWKLRPXSIYBTC	2
main	116 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	S 	M 	0.0 	1 	0 	3.0 	FHADCXIPZQLMRBJOWNKYTSGUEV	XUJEWOMDYSCHBLQPFRZGTVNAIK	-99	-99	-99	-99	0
main	117 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	M 	U 	0.0 	1 	0 	2.0 	UDLMFYNERKWBJSIGZPHQOCXVAT	NKDXBVHSTUOMLFQIEYPCWJZRAG	-99	-99	-99	-99	0
main	118 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	E 	H 	0.0 	3 	0 	2.0 	ABEPNXDLGSKOVIRFJZWMTHQCUY	YXSKOMAHRPVWGZEBCLQUIFNDJT	CMQHIBLNJDWGRZUYESAVXOPKTF	FXMWDNALOYHTEPCKJBIGURZVQS	UAESQHYVDOFJGNZPTXRWCLBMIK	NXYDQZSJUHTMEGBAFIKPVOCRWL	1
main	119 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	W 	U 	0.0 	1 	0 	2.0 	VFHLAISNRMZUPJEXCWQOBDTGKY	VYGPAZURWBSXFOQNEKTLICHDJM	-99	-99	-99	-99	0
main	120 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	W 	G 	0.0 	1 	0 	-1.0 	XKCLFOGVIRBMAQENHYUSDWZJPT	JMQSRPOUXWGHVZFCNIBDLTYAKE	-99	-99	-99	-99	0
main	121 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	I 	C 	0.0 	1 	0 	-8.0 	LNOUKMFAVPDHCISZQJWGEBRYXT	IUDXEVOMCALKYZFQBJPGWSRNTH	-99	-99	-99	-99	0
main	122 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	M 	J 	0.0 	1 	0 	3.0 	AGZVSQBITJHMWRCDUNEFOXLKPY	HSKBOTJCVMLGFRQUIPNWZDEXAY	-99	-99	-99	-99	0
main	123 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	P 	A 	0.0 	5 	0 	4.0 	JWZBCKEDSIGFMLXVPATYNUQROH	YHAZCMQSLVRBDUXNWIJTKFOGEP	USPORIVMTNGJZDABCEFWHLQXYK	HELTBNQJASDWMUYRGKFZOIXVPC	PNWCYLQBKMSEARHGIDTFXUVJZO	SLROJNHMAUEQPDYCKGTBFXWIZV	2
main	124 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	X 	R 	0.0 	1 	0 	3.0 	YIXKGSRHZJBVLPADUMTCOQFWNE	JQKZBLREAXOMGITPNFHSUDYVWC	ATKBOJZCQPUHINWGDLYFRXSEVM	FVMTNUOEBXSPWJRZLDGHCAYIQK	RMPVSXEDYNOHGULZWAFIJBQKCT	GMOFYWATRXJQZNBCEKVIHPULSD	1
main	125 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	G 	I 	0.0 	1 	0 	-7.0 	HORNSFEAPUGDMKWQXYCBLJTIVZ	NGOPBZWTIJUXHQKLAVRDMCSYEF	-99	-99	-99	-99	0
main	126 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	L 	U 	0.0 	0 	0 	7.0 	TKGHQXURNMVBELZICODYWPJAFS	PCVLBMAJUHYDKQNGFWITZREOSX	-99	-99	-99	-99	0
main	127 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	T 	C 	0.0 	0 	0 	2.0 	QUNXOACLTYVFKIMREHGPZDJWBS	NGTCFDWOBXQJUMHIEZPYLRKVAS	BRXOIGDKAZHJQMENWVUPTCLFYS	ZQHUOBRAICPSGFTWJDXKVEMLNY	XINVHYBZTKCMAEGUORWJQFSDLP	IOJWBMSUGYCNXEHVFTDPKQZRLA	0
main	128 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	G 	U 	0.0 	0 	0 	3.0 	OXKJFYPVLTUNQGCBWDZEAIHMRS	PXGDAYOKQUVLNTSHRJCIBWMFZE	-99	-99	-99	-99	0
main	129 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	P 	L 	0.0 	1 	0 	5.0 	RGWNOUAPFJBSYXTHCDKIZELQVM	UGMVKXBCSILYOWZPENATDQHFRJ	-99	-99	-99	-99	0
main	130 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	M 	E 	0.0 	1 	0 	2.0 	XAMTCZIWVSUKPDQHERYJBLONFG	NURLVZCPETMIYKBAOGQXWSJDHF	-99	-99	-99	-99	0
main	131 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	B 	O 	0.0 	0 	0 	6.0 	KYSHDXIORGCATBQUPLJVWMNFEZ	LPWYFGHEBUDVJOCIAQNMSXZTKR	-99	-99	-99	-99	0
main	132 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	A 	M 	0.0 	0 	0 	5.0 	UZNTOBMISJYALVDRWEPHXFQKGC	KMPGXIVNFSOAWTEDJUYBHCQZLR	-99	-99	-99	-99	0
main	133 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	E 	R 	0.0 	0 	0 	1.0 	MFJKIXVNSZREBWCPLDQUOHGAYT	DVEILUWZANYMHPKCRTQOBJSGFX	-99	-99	-99	-99	0
main	134 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	G 	G 	1.0 	0 	0 	0.0 	FEUVDRZPTGNCWSJKIHQABOYXML	CAPDUBTZSWHXLRKGNFVIMEOQJY	YERLTKOCPZQAUHSFIDGWNMJBVX	CYEUQHWAISOGPMVNRTKXZBDJLF	YSIREFXWQDACBUKZMPLNVHJOGT	JXMQFTIVGZWSKDAROUNYPLCBHE	0
main	135 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	W 	N 	0.0 	0 	0 	4.0 	JOXQFMZUGBNTEIWCHSRALDYKPV	YMVEBJXCQITPULZRNDHKASWFOG	-99	-99	-99	-99	0
main	136 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 120.0 	T 	M 	0.0 	0 	0 	2.0 	ERFJXYVLMATCPKNGHZSWOBQIUD	JHWPMTNBZUAQCEXGVYDOIKSLFR	-99	-99	-99	-99	0
main	137 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	O 	S 	0.0 	2 	0 	3.0 	ITAMRVHFQNGCKZLOJPYWDSUEXB	TJWRZAYMVGLIPBSHQUECXNKFOD	MBTXWUFSPYOHQRDKCEZVAILGNJ	GMQSAHEYNUPKLFTODVJXRICWZB	ZEKUDHBQOYJNMSLPCTIRFXVAGW	YLKXCWPNVGQFMETUDRJHSAZIOB	2
main	138 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 0.0 	Z 	J 	0.0 	1 	0 	6.0 	RVEPFXZYHUJBSGMWTDNACOKLIQ	UDEAOLJTWCNHZBYPFRGKVXSIMQ	-99	-99	-99	-99	0
main	139 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	Y 	Z 	0.0 	3 	0 	3.0 	LINTVXARFSZPOKGMWHEUYBQJDC	ISVLTGZJDPFUXBEHAORCQMWKYN	TKJZBGMDNHQEAORYCPWXSFVLUI	UQDSHOWEBIZFJYAXVPCTMGRNKL	XCQYBUIMKVTGJFODLNWEPSARZH	QKOTVENIXCMSYZDHLBGFJAWRUP	2
main	140 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	S 	H 	0.0 	4 	0 	7.0 	MPJZCVIORYLXEBSDGHUNTFAQKW	HICKXBALMRJGSFZUNDEPQTOYWV	WMXHQNIKOGRJYVPUBSDTACFZLE	CRXELZMGDIWUVJHBYKOPNSQTFA	DZRQNLEFAIHPUXYWCSKMOTJBVG	NBHPMRFGVLQWTAZYCDSXUKIEOJ	0
main	141 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	A 	K 	0.0 	3 	0 	4.0 	VNKQCOMTBJEPDXHWRASUFYGZLI	ALBJGNQHVPYFCWIXRZKOMETUSD	YRNUHSACQVBOLGWMKJTDZEFPXI	WPOZSGKURCADBYFXJVMTIQHENL	WSTUXYJRHOAVCIEDNKFBPMGZQL	HQATGXRZDIWSLKBJVNOMPUEFYC	0
main	142 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	Y 	U 	0.0 	1 	0 	3.0 	DIRMQEYPTCVJNFWHGOXAZKBULS	LIRFOACHUWNYXBPGTEJDKMSQZV	DYCURGHTIESMQVXJPOWKNBZLAF	WQXGKNEPLRAYFMDCUZTVIOSJBH	LSKDCUHRZNVOYJIEGMFBQAPWXT	OLRZPTIUDNFHKGMWCEXSJBQAYV	2
main	143 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	E 	X 	0.0 	2 	0 	4.0 	RKPZSOIWFQYHJXUEMGLDBVNTCA	YCHVTSMQBLPXWAKGERUDJZNOFI	OGCURPVSLXYNKEMZJBTFIADWHQ	CRWQILTVAEDPXKJUMOGBYFNZSH	NUQOALYKGMVSWFZEIPJDCRTHXB	ROLCKIEJTSBMDAVYFGQNHXZWPU	1
main	144 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	A 	D 	0.0 	3 	0 	4.0 	JQGYRMLIVOZWDCUXEAHNSPKBTF	RCMDQYLJBVUFNWTIXPZGSOAHEK	IRCWQJAGXBETHKNVOSUZPDLYMF	CBUROGJDLHQASWFTVXPEYNZKIM	MPTOZAHGLSBJRXQIFUYVCWEDKN	RBEYLJQWUHGKZVTDMNCPASFIXO	0
main	145 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	S 	O 	0.0 	1 	0 	5.0 	WCPAMGOFBTKUSYNRJHEVDZQXIL	UHGEJCPNMOVDLFSYRKATQWIXBZ	BWMLZRUXOICSPADNEFGYVTJKQH	NTVEOGHBYARQMPIWFXJSZKDLUC	PDVIEUHSCQGROKNMWAXYFLBTJZ	FBLIOXMPVTWJANUDHGZQSCREKY	1
main	146 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	M 	M 	1.0 	5 	0 	0.0 	IJWACQLVONHFBYPRUKEZDGSMTX	OBVRIJCFTDKYWNMGSEHXPAQZLU	VZRLPTXCBIENWQFKAYMGSODHJU	ZRPFKBMNVTLWEIOCUGJDYQASXH	XHCJZOGEWTSQBFNILVUYRDAPMK	PFJOWCBMSUKNXTAVLGYRIZQEDH	1
main	147 	CLEndN6 	 oneCued 	 0.0 	 left 	 2 	 6 	 60.0 	P 	H 	0.0 	1 	0 	9.0 	UQGLCNTWHAXJBRYKPVODIEFSMZ	SIXNVKUHRQBLGZFDPMOTCEAJYW	-99	-99	-99	-99	0
main	148 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	U 	H 	0.0 	4 	0 	3.0 	DSHOGRLPUZCTFJKWEANQMVXBIY	RZFCUWXOJEVHQBADGNYSTMPLKI	GJNKAMFRLVXYICSWDUEOHPTZBQ	YSUAPMWVNCERLJOBFHIGTZKXQD	RNMOPGSVIHCFUYWBETQKJALXZD	QWYHEKGMOTJUXNCVZPRIBSDFLA	0
main	149 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 60.0 	Q 	Y 	0.0 	4 	0 	4.0 	YHSGBOKIMFJLXZDCPNRUVWETAQ	JMZKBFULEQHROINAYGTDVWSCPX	RSAJCYEITBUXGKQOLDWPZMVNHF	SDJTRMVBHGFZEUCNYALIKQXOWP	PELURISYKCOQGMBHANWTXZDJVF	VHRQISTGOCKPXDZAJBLMFYNUWE	1
main	150 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 0.0 	E 	P 	0.0 	3 	0 	4.0 	MPOHNSFLKAXDRZJUYGBWVTCQEI	HJFEQDWRTYVPMSLOBANUGCIZXK	ROQCXHLSEKJWIAPUMVBTFGZDNY	GCJULXASTPQVIEOBWZMHNFDYRK	MEFSDVRKIHCTLGPUAQNOBXZWJY	YXDPKZOSRWITLNQHEVGBAUJMCF	2
main	151 	CLEndN6 	 oneCued 	 0.0 	 left 	 6 	 6 	 120.0 	G 	U 	0.0 	5 	0 	7.0 	HISMKALCUOBFQNJXRDZPVTWEYG	KTCJRGINABLQSXFUEOPVWMDYZH	LAKONUIBFSGQYJVMWDREXHCTPZ	RFESJNUMAVHKGPIDOLTZYWQCXB	IOGDBRCQWVYXFMUKEJAZHTLNPS	SYDWKAUHOEQFLGCXNMZTPBIVRJ	1
