"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	62	"PB"	2	1	"Bouma"	"X"	0	7	"T"	"False"	60	270	0	1	1	1	"ZPJTSNXYOFDBMKEHGRQAULIV"	"FYOMELSTXGQADRUKNHVPJZIB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	8	7
"main"	63	"PB"	2	1	"Bouma"	"K"	0	9	"G"	"False"	60	90	0	0	0	4	"SJHDOUIXYGEFBKRPVTQZMNLA"	"RHQYKVABOEJMIFLUTNZXDPGS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	13	7
"main"	67	"PB"	2	1	"Bouma"	"M"	0	6	"X"	"False"	60	90	0	0	0	2	"DVYGNEXBMQJLIUPSRAHFKZOT"	"LKOQYMAVZBDHEIFNURTJPXSG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	7
"main"	69	"PB"	2	1	"Yes"	"R"	0	9	"H"	"False"	0	30	0	0	0	-2	"BDPYGXORTHMISQKJFEZLNAVU"	"UARXDFBKSYVPJGHNZLOTIMEQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	7	7
"main"	71	"PB"	2	1	"Bouma"	"X"	0	7	"I"	"False"	120	150	0	0	0	-1	"FRALQUXIMHENGVKSZJOPYDBT"	"YPZEKLVGIDMJRXNOTUFBSQAH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	6	7
"main"	73	"PB"	2	1	"Bouma"	"P"	0	10	"D"	"False"	60	270	0	1	1	10	"LXEQVNADZMJITKYRGBHUOFPS"	"NLOBAGUZKRDQYSJMTHFIPEVX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	20	7
"main"	75	"PB"	2	1	"Yes"	"A"	0	7	"O"	"False"	120	330	0	1	1	2	"KMOZTSFXJLYVPNGBRIAHUEDQ"	"YRZKXLVOHAQTFSPGBMIJENUD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	7	9	7
"main"	78	"PB"	2	1	"Yes"	"Z"	0	7	"Z"	"True"	0	210	0	1	1	0	"GKULFJSHRPEMOTQYAZVXINBD"	"ORQEKTGZPBHSVXMIADNFUJYL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	7	7
"main"	81	"PB"	2	1	"Yes"	"P"	0	10	"R"	"False"	60	270	0	1	1	1	"EZOUKBFXAQNPVILYMTJDSRGH"	"QEDYVXOZBNRPUKMHFTJGISAL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	11	7
"main"	82	"PB"	2	1	"Yes"	"R"	0	7	"T"	"False"	0	30	0	0	0	1	"BDAIEKUTRGPQLHZNMFJYOSVX"	"RFNEBATZOIUDKMPGQXLYJSHV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	8	7
"main"	83	"PB"	2	1	"Bouma"	"H"	0	9	"H"	"True"	120	150	0	0	0	0	"KSJYFTGQDHURBOEMNALVXPIZ"	"DGXJFRELOVAMHKSNPIBQZUYT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	9	7
"main"	89	"PB"	2	1	"Bouma"	"P"	0	8	"G"	"False"	60	90	0	0	0	-2	"EZKMTSPLGBHQUOFNAXIYDRJV"	"IZHTYLJPVEBAXRDGUNFMOKQS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	7
"main"	108	"PB"	2	1	"Bouma"	"X"	0	9	"N"	"False"	60	270	0	1	1	5	"BSKYNQIDTZHXFUVLPEJOMARG"	"STLYRQFUONHJZIXAVMDEPBGK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	14	7
"main"	109	"PB"	2	1	"Bouma"	"S"	0	6	"S"	"True"	120	150	0	0	0	0	"XUOBYVSFGDKIMQNRJLAPHTEZ"	"OFKNPMUHSDGITBQAVYRJXZLE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	6	7
"main"	110	"PB"	2	1	"Bouma"	"S"	0	9	"G"	"False"	0	210	0	1	1	-6	"HGJEPTXDRYZQAMLVSKFOIUBN"	"EKPSDHXMYGRIBFNUQVJATLOZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	3	7
"main"	112	"PB"	2	1	"Bouma"	"M"	0	7	"B"	"False"	0	30	0	0	0	-2	"ULFREMNBXQKAIHDVSZGOYJTP"	"FGPZTUMSVNQIAORHYJKELBDX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	5	7
"main"	115	"PB"	2	1	"Yes"	"U"	0	9	"S"	"False"	120	150	0	0	0	2	"ARFJPNEHKSLUYDMZTVGQIBXO"	"VLEIBTUSOYZKPMHDJXNGFARQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	11	7
"main"	116	"PB"	2	1	"Yes"	"R"	0	8	"T"	"False"	60	90	0	0	0	11	"YUQOMBKLTFPGSHVNZJARXIED"	"HMBNYGXJUTAKIQDSFRZOLEVP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	19	7
"main"	122	"PB"	2	1	"Yes"	"S"	0	9	"G"	"False"	60	90	0	0	0	3	"RVMZEFNXKGJQSILBDAUPTYOH"	"HSYEUXVOFQRTPLGJANKMDIZB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	12	7
"main"	123	"PB"	2	1	"Yes"	"S"	0	10	"D"	"False"	0	30	0	0	0	-4	"UIHPKASROQDJGELMZYXBNVFT"	"UASNFZEVTDOXJBHKYGMIQPRL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	7
"main"	124	"PB"	2	1	"Yes"	"P"	0	9	"O"	"False"	120	330	0	1	1	2	"VIOFYXSZLGADMNEPTJBRUQKH"	"EILJZABXQOKPFYMSUVTRNDHG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	11	7
"main"	125	"PB"	2	1	"Yes"	"R"	0	10	"X"	"False"	0	210	0	1	1	1	"TGSAFJUOIBHKRLDMZQXPYVNE"	"BIVZJLKFDTXRQUEMAYGHNOSP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	11	7
"main"	126	"PB"	2	1	"Yes"	"X"	0	9	"M"	"False"	60	270	0	1	1	-1	"MPKGHQEFZTBAIROUXDNYLJSV"	"NAHFGLTUXMZIKQSRYPEVJOBD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	8	7
"main"	127	"PB"	2	1	"Bouma"	"S"	0	8	"S"	"True"	60	270	0	1	1	0	"VFTAOISHRBGLEKXPYDMQZJUN"	"IRXEPBLJSHYGVFOMDKNAZUTQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	7	8	7
"main"	128	"PB"	2	1	"Bouma"	"M"	0	6	"L"	"False"	60	270	0	1	1	-1	"XUNLFJHPVDOTGZQESKYRMBIA"	"PQBZDMLKIORYJUHVNTFESGXA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	5	7
"main"	132	"PB"	2	1	"Bouma"	"A"	0	10	"P"	"False"	120	330	0	1	1	-1	"XZRUJDOQYMTIEHPSKNLBAFGV"	"UENORGQVYAPZIBXDMKLTJSFH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	6	9	7
"main"	135	"PB"	2	1	"Bouma"	"K"	0	6	"U"	"False"	120	330	0	1	1	-3	"HJDASLBUXIVOQGKMZPRYENFT"	"POHKLFUXSIVEZGNRMQBYJTDA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	7	3	7
"main"	137	"PB"	2	1	"Yes"	"X"	0	9	"Y"	"False"	0	210	0	1	1	6	"OKFIMZNSBHETGYRXUVPQLJDA"	"PBTKNJAGDYZMUSEXHQRLFIOV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	15	7
"main"	140	"PB"	2	1	"Yes"	"Z"	0	6	"D"	"False"	120	330	0	1	1	1	"OIEVQURYSPJMDGBFZTLAKNHX"	"OVLXSEDZGPTMIQJYHRKBUANF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16	7	7
"main"	143	"PB"	2	1	"Yes"	"E"	0	7	"E"	"True"	60	270	0	1	1	0	"DPVXJNYTBUAKLHSGRZEQOMIF"	"KBTDGJFEZHXNIRQSVMPYALOU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	8	7	7
"main"	150	"PB"	2	1	"Bouma"	"X"	0	9	"A"	"False"	0	30	0	0	0	-1	"VUSDTIMOXAYZBELNHFKPQRJG"	"YDGBZAHOUNKTMQIPRJSXFLEV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	10	8	7
"main"	152	"PB"	2	1	"Yes"	"R"	0	6	"S"	"False"	0	30	0	0	0	4	"ZGNTKBSPAVRHMUILXDYJOQFE"	"GBRMHONFJZLDASPUKQITYEVX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19	10	7
"main"	158	"PB"	2	1	"Yes"	"M"	0	7	"M"	"True"	120	150	0	0	0	0	"XLPFAKUMJHDTNQROEIYBGZSV"	"HDJUQSPLZVIKMNEXGOFRAYTB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	22	7	7
"main"	159	"PB"	2	1	"Yes"	"M"	0	6	"E"	"False"	60	90	0	0	0	-3	"QIUMKXEYGZLHNDJVAPRTSBOF"	"HOSNXILPFUVZQYTAKJMDRBEG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20	3	7
"main"	160	"PB"	2	1	"Yes"	"B"	0	8	"P"	"False"	0	30	0	0	0	-4	"AIHDBLFXPTVREGUJYZSONQKM"	"MVSIRGADZQETYXUKNHBFJLOP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21	4	7
"main"	161	"PB"	2	1	"Bouma"	"V"	0	10	"G"	"False"	0	30	0	0	0	1	"FBJUPSNRTQGVYIMAZKLOXDEH"	"PZIMAFBULTOJQNDHRSGXEVYK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21	11	7
"main"	162	"PB"	2	1	"Yes"	"V"	0	8	"V"	"True"	0	210	0	1	1	0	"ISYXLAUVZJEGOKFRDPMQTNBH"	"LPHQEOJSVUFRYTBAINGDZXKM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	24	8	7
"main"	165	"PB"	2	1	"Bouma"	"J"	0	8	"P"	"False"	120	150	0	0	0	1	"LEHQGVZTPJMYANIDXFURBOSK"	"EIPQAZKSHUGTYNRXOJDFLVBM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	24	9	7
"main"	171	"PB"	2	1	"Yes"	"U"	0	6	"U"	"True"	60	270	0	1	1	0	"PRMTFGYLNSHEUKDQVOABZIXJ"	"IHRVSJUGQNDLZBAPYFKMTEOX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	27	6	7
"main"	179	"PB"	2	1	"Bouma"	"S"	0	10	"J"	"False"	0	210	0	1	1	-1	"ZTMNLYKVHPSDOUQEIGBAJFXR"	"TXKVNHRDZSJBAGMYEFIOPULQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	27	9	7
