"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	3	"CharlieBouma"	2	1	"Bouma"	"V"	0	7	"Z"	"False"	60	90	0	0	0	1	"GYAXQPRZVOKUIMTNEFSDJLHB"	"EFLDXNZOSPJVTRKQAYUBMGHI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	7
"main"	4	"CharlieBouma"	2	1	"Bouma"	"L"	0	10	"N"	"False"	0	30	0	0	0	2	"SKUZVOMQBINHLTGAFDRXYPEJ"	"JORKUIVGQDXMBZALNSYEHPTF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	12	7
"main"	5	"CharlieBouma"	2	1	"Bouma"	"L"	0	6	"E"	"False"	60	90	0	0	0	12	"XNRBQTEIGHKMODYZFPLSJAUV"	"BPSLZTDNXOFKHIRVEGYUQMJA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	18	7
"main"	7	"CharlieBouma"	2	1	"Bouma"	"X"	0	9	"X"	"True"	120	330	0	1	1	0	"SGOUJNKVDTIRMPEFLHABZQXY"	"SNQYPTMDLXGEFVUHJAROZIKB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	7
"main"	14	"CharlieBouma"	2	1	"Bouma"	"G"	0	10	"B"	"False"	120	150	0	0	0	3	"EAYXZSDJTKBOIGQUVHRFMLNP"	"XGFRLYEISQMDBZTNOJVPKUHA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	13	7
"main"	18	"CharlieBouma"	2	1	"Bouma"	"S"	0	10	"T"	"False"	120	330	0	1	1	-2	"VXOQHAIFRYNJTLSMUPZKGBDE"	"AVYNPGLOSZTBHDKEJRFMQUXI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	8	7
"main"	19	"CharlieBouma"	2	1	"Bouma"	"M"	0	10	"J"	"False"	60	270	0	1	1	-1	"IDKMLSZJXUHBNEFVQYOGPTAR"	"PBZIVXQGTMJNOKFAUSYDRHEL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	7
"main"	30	"CharlieBouma"	2	1	"Bouma"	"R"	0	7	"N"	"False"	120	330	0	1	1	-4	"XTGPHLIJEFSBQAZDNVMKRYOU"	"ZLXROUINPBSYGAKMTEFHJQVD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	3	7
"main"	32	"CharlieBouma"	2	1	"Bouma"	"S"	0	6	"L"	"False"	60	270	0	1	1	-1	"ZKQBFIXNYPVTMGHJLROEADUS"	"ZMNYBSLIOGQUVXFHJRKPAEDT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	5	7
"main"	33	"CharlieBouma"	2	1	"Bouma"	"U"	0	9	"D"	"False"	0	210	0	1	1	-1	"YGMBEVFAOXKTNRDHJSUIZPQL"	"VKAMNFYHUDIRSOZTEXJBPQGL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	7
"main"	34	"CharlieBouma"	2	1	"Bouma"	"J"	0	6	"T"	"False"	120	150	0	0	0	1	"QVULBITJYSHPXERZKDNOMAGF"	"VPHIYJEKRSAGDMQUZLXOTBNF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	7	7
"main"	35	"CharlieBouma"	2	1	"Bouma"	"S"	0	8	"U"	"False"	60	270	0	1	1	-1	"JHDFOYXPBGMRATNKQZSIEULV"	"OQFVDIGSUKBRALHMPZXJTEYN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	7
"main"	39	"CharlieBouma"	2	1	"Bouma"	"D"	0	8	"I"	"False"	120	150	0	0	0	5	"RMXVFUEPINHJLDOZAQGTYKBS"	"MDRZOXUNAJQLBGSIYFHTVEKP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	13	7
"main"	40	"CharlieBouma"	2	1	"Bouma"	"P"	0	9	"Q"	"False"	60	270	0	1	1	1	"RDPLUEQTJVNSMAKFOIYBZXGH"	"JSYOIEZBFQPVXKRNHMAGLDUT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	10	7
"main"	42	"CharlieBouma"	2	1	"Bouma"	"A"	0	8	"A"	"True"	0	210	0	1	1	0	"TLBQYDARZGNKUXPIHJSFOEVM"	"TSUPMGNLAKEZBJXFHVYDQORI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	7
"main"	48	"CharlieBouma"	2	1	"Bouma"	"M"	0	8	"K"	"False"	120	330	0	1	1	7	"AJLMIBHVPDKYOQTEXNUFRGZS"	"ODFHGEXZKNRVBSAMULIYQJPT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	15	7
"main"	53	"CharlieBouma"	2	1	"Bouma"	"M"	0	7	"V"	"False"	0	30	0	0	0	2	"ZKBYOHEVFMNSLGURIDAPJTQX"	"EUPRIKJASDZXBFGTMLQYNHVO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	7
"main"	55	"CharlieBouma"	2	1	"Bouma"	"Z"	0	8	"E"	"False"	60	90	0	0	0	2	"LKGBQRXJEFZOINVUDTHPYMAS"	"XPMNSHQDFGYTUBVEZIRLAKOJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	7
"main"	58	"CharlieBouma"	2	1	"Bouma"	"M"	0	7	"Y"	"False"	120	150	0	0	0	4	"ATGJINDYEPKMVQSHLURZFOXB"	"GIFHUVRNLPJKZEYTBXOMDASQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	7
"main"	59	"CharlieBouma"	2	1	"Bouma"	"J"	0	10	"S"	"False"	0	210	0	1	1	1	"QTZYEBLRFNOUVIKMXHPADSJG"	"BLZPHFAQXKSJEDGVYIRMNTOU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	11	7
"main"	60	"CharlieBouma"	2	1	"Bouma"	"M"	0	9	"M"	"True"	120	150	0	0	0	0	"IUKTPARQGMYLHJXFNBODVZSE"	"OQISRJMDBTPFVXEGKZLNYHAU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	7
"main"	62	"CharlieBouma"	2	1	"Bouma"	"S"	0	6	"N"	"False"	120	330	0	1	1	10	"LTKYHIGJXFZUEDNOASQVBPRM"	"GIDLPONVTMYKUZAXSBQRHFJE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	16	7
"main"	64	"CharlieBouma"	2	1	"Bouma"	"M"	0	6	"M"	"True"	0	30	0	0	0	0	"XRBKGTMSNFLIJADUOHQYVZPE"	"RSBGLFKJZPOTHVYNEIQDAXMU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6	7
