"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	0	"RL11"	"nStreams"	0	"right"	8	0	"P"	0	9	"H"	"False"	6	-90	0	8	"BGTUNSMYFQVZOLPKAERIDHXJ"	"ADGUMSHZJFYRPVIKQLNEXOTB"	"ZGRNAYFXQLJHDEKVPUMSBOIT"	"ADNGZIVTPUMOQHXKFBLRSYJE"	"LPXNVYKHFGQRAEIBTDSOZUMJ"	"TXGIAMKOPNQEJRBUFHDZYVLS"	"TBUKYVJZIHRGOAXNDPLMSEQF"	"VDRMJIOKHEFQASYTXGBPLUZN"	2	17	FALSE
"main"	1	"RL11"	"nStreams"	0	"right"	8	180	"O"	0	9	"K"	"False"	1	-135	0	13	"TDKFSNUVBYERZAJXPHMIGQOL"	"UDFHSLTXRKQJEGYBPVAZNIOM"	"SIGNKFRLJBOTYEPADHVMQXZU"	"UQPGTYXRNHSMJVBIKFEAZDLO"	"LBXSQGMKYEVANODUPRHZFITJ"	"IQNTPKXVFHUJOSBYZDMEAGLR"	"LDTIZHPEQNVAYSOKXMRUJFGB"	"GPIHZDAQXTOUYVMFBLKSJENR"	2	22	FALSE
"main"	10	"RL11"	"nStreams"	0	"right"	8	45	"L"	0	6	"L"	"True"	3	180	0	0	"UHZORKSFYIBMAELJDGNXQTPV"	"HGYJIMZDBQUVFEAXOTPSRLKN"	"KUXQZNFABHJVOGIRDSTMPLEY"	"BAHPRULVJQSNKOTMEDFYGIZX"	"RPEMUBDJYATISNZHOQGXLVFK"	"FKLJQYTPDZEIBVGRAOSMNHUX"	"ESKNFLOHUDVBMGYITQAXRJZP"	"KLPEDMUTFSYGNARHJIBZVOQX"	1	6	FALSE
"main"	11	"RL11"	"nStreams"	0	"right"	8	270	"Q"	0	9	"F"	"False"	3	45	0	-5	"GUSQZMTDIJBNKPYXROEVLFHA"	"HNJUKMDYSRLQTOXAIPGZVFEB"	"LGXPKMBIEYVFJRQTDAHSONUZ"	"DXZMQVPJUFOLRAINGBTYEHSK"	"OZXDGTYUQIAFVPMJSERNHLKB"	"ZTDHLEGPANKRVMXOJQFYSIUB"	"TRYIDKQHPNUFOVZBMSLEAXGJ"	"EVYSPIDHXQMNTLUJAOKZGFBR"	1	4	FALSE
"main"	12	"RL11"	"nStreams"	0	"right"	8	225	"L"	0	7	"U"	"False"	5	90	0	-1	"LAMOHVZFPRDYKSUJBQXETIGN"	"ORETYALXIUDVPZSMQHKNGFBJ"	"FBTGXLAPKZUROENDMVJQISHY"	"BAIVSKLTYMPGFOJZNDUXEQHR"	"TMVZFAEGBQOLKPDXRIHSNUYJ"	"NYSXDTLUPQAMVHEJGBIKFORZ"	"MVIRAQGLEPYFNSDBTHKJXUOZ"	"VAYJRPQSOENMTBHLUIKZXDGF"	3	6	FALSE
"main"	16	"RL11"	"nStreams"	0	"right"	8	90	"S"	0	8	"D"	"False"	5	-45	0	1	"OTPNYVIZAFSKEDJRUQGBLMXH"	"TDFLXEHOBAYVGKJRNQZSPMIU"	"HANUTRLBYIPDZGVJFOMSEQXK"	"AJKROYFSQETNZXLHVMGDIPUB"	"ISZXKUQPOGLBMDRJATFYVHEN"	"YLIQTUMJDSBAPKVZHFRENOXG"	"TMZJKABXINLSQEFYDOHRPUGV"	"ISBUDYLMVOTHNRQKEZPGFAXJ"	1	9	FALSE
"main"	17	"RL11"	"nStreams"	0	"right"	8	270	"X"	0	6	"X"	"True"	3	45	0	0	"DBQUEHXAPSKNGLTRFIOZVJMY"	"ANTIKGUSJRLFPMBVYQZHXODE"	"XADJOTHMPSLIVZBGRQYUNKEF"	"IMFQSUXJYPEGKZOVNRTABDLH"	"HGALSQKIVEMNTUJXFRDBPZYO"	"BLEQVPFYSGAUHOZMRXJDNKIT"	"JRQPELYBHODSINVMGTXUFAZK"	"SUDNPOQREXTLMYZGKIJHAVFB"	1	6	FALSE
"main"	23	"RL11"	"nStreams"	0	"right"	8	45	"K"	0	7	"F"	"False"	7	-1.40334185971e-14	0	1	"BXKJFADZRGSQNYEHOULIVMPT"	"RETASQOBDKIHJVLPZXFUYMNG"	"BMAJOXNTDSPHZVKEIUQGFLYR"	"NFBXUGVLADIHSQTRMJPKZEOY"	"BFJTGLPYDRIVAQSOUXHZEKMN"	"GYQJBNLFRTEVXAOMPDKSZIHU"	"PLXSNFIUDGJMRYBEHKQTOVAZ"	"LJHOAVRFKGIUTMYSXBEQPDZN"	2	8	FALSE
"main"	24	"RL11"	"nStreams"	0	"right"	8	135	"O"	0	7	"N"	"False"	4	-45	0	1	"NRVAQMPYXJSFGDEIHBKLOUTZ"	"YJMPAXZVLKOSRUEITQFHNBGD"	"AIEXURYHNZLGVBOJFKTMSQPD"	"DHQVFGUNMASKXIYRBOTLPEJZ"	"FSILDRHNOBYZUKPMVJAETGQX"	"YFOHIDKRZJVBNAEPMGLQUTSX"	"RAMKZGXUBLHPSOIQVNDTJFEY"	"EAOQJXGSZBFKPMTRUYHLVNDI"	1	8	FALSE
"main"	26	"RL11"	"nStreams"	0	"right"	8	225	"U"	0	6	"E"	"False"	7	180	0	1	"IZEOSLMNFAVUGYKRDHBTPQXJ"	"MEANVJGQSYRUHOIBFZDTPKLX"	"UFNMVBZAOSEKYJRITXQHDLPG"	"UGFPLJTVXIRKNZAHEQBYMOSD"	"FUGYNZXJEBPRSHDTKIOAQMVL"	"UJAKQBEGHMIOLNVZTXFSPRYD"	"BUAVFPQMOGDTSEKIHZRJNYLX"	"FYMPQJEUVNATXHZIOGDKLRSB"	3	7	FALSE
