"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	3	"KH18"	"nStreams"	0	"right"	8	180	"J"	0	10	"N"	"False"	0	180	0	13	"TXVUEKAIGONBRPHSLYFQZDMJ"	"BTJEXHVOPZQGFDSNKARMYLIU"	"TNGVSQKZHOXMDLJABUIEFRYP"	"DOKVNHEGFTSPIQAMYLXZBUJR"	"ZATDVSFBJKMIQYENHXUGLPOR"	"JGKSZIPFXYVOQUHBATELDMRN"	"USPRMEGVKHDYBATOZFQXNLJI"	"TFXNHMKAUOPVQEJYSLBGRZDI"	2	23	FALSE
"main"	5	"KH18"	"nStreams"	0	"right"	8	45	"J"	0	9	"J"	"True"	4	-135	0	0	"YOBIHJRLKQVGDSPMEAXNFZTU"	"ZTBDOXIVPSAMFQHKGULYNJER"	"YEOARUVZDBLPGKFNSQIHXMTJ"	"DXUFPYIHSETGLJZQMAKOBNVR"	"DPUSRINOEJXQZYGMLAVHKBTF"	"SMGAFXINRJHTPKZOEYVDLBQU"	"FUQSTVZHAXELNGRKYPJOIDMB"	"MREXPYZQAOLHSDFTJVKINUBG"	1	9	FALSE
"main"	6	"KH18"	"nStreams"	0	"right"	8	225	"A"	0	10	"J"	"False"	7	180	0	-9	"SNTUQEJGVYBFOLXZIRMDPHKA"	"FOTEMXJUSKPGHYIZLNDRVQAB"	"FQJGAMNUBSKHVIYEOTRDPXZL"	"RQSTIXUBKZFLPMHJDAGVNOYE"	"GFVXEHZJTAYPDILSNROMBQKU"	"GNRYMAUETBIPHSZLKXFJQDVO"	"QZDHMXTSBUFLIANOKVGYPERJ"	"NAHKRXTFEVJUMZOSGQBLYIPD"	2	1	FALSE
"main"	14	"KH18"	"nStreams"	0	"right"	8	315	"N"	0	6	"I"	"False"	6	-135	0	1	"AESMUGVJXRBYOLTHFDNQPIZK"	"AJIPQZBLXRDKEVOHSMYFTNUG"	"NKUBIMFQPREAGYVXOSJHZLTD"	"XJMNQIUZGTLRKBSEPFOVYHAD"	"XVUIBNFODYSPMZLRAQTHEKJG"	"TBRHMGDFEXOZNQVUPSKLAYIJ"	"RAKLFOINDZQJBEMTVXYHGPSU"	"NEOLHZAVSTDUXFGMPRQKJYBI"	2	7	FALSE
"main"	22	"KH18"	"nStreams"	0	"right"	8	90	"A"	0	10	"Z"	"False"	3	-135	0	2	"YUHXFOJMGKEVINZRDAPLSTBQ"	"FDAZXBSVUIKNGPOYHTLMREJQ"	"QDFOJGKPBIHETYMUASZXLVRN"	"QKEDHTFVGYZJALMOPSBUNRIX"	"NLPXHQOZRGJIBTVAEUSKDMFY"	"VXTJLNBYKUZPQGEDHROAMSFI"	"IBGMKSZPNXQAEVTRJHLUOYDF"	"VTRAEUKDNBYMZSXGIFOPJLQH"	1	12	FALSE
"main"	23	"KH18"	"nStreams"	0	"right"	8	135	"M"	0	7	"H"	"False"	4	-45	0	1	"YPHDSLRZEGVNUBOXTJFQIAKM"	"MLIUBRZETPVHGXFNJYOKSDAQ"	"EAMXQIGHVDZYSPKOJTRFBLUN"	"SHZPLAQIMFYXVBGTOURENDJK"	"BLGFQSVHMNIRXUKYEDZOATPJ"	"QEYXLFUADGNKVJTBZRHMOIPS"	"NFVOMHXGAJIZTBQPRYEDKLUS"	"SDTYPGKAVZEMOXBHLIRQNFUJ"	2	8	FALSE
"main"	26	"KH18"	"nStreams"	0	"right"	8	180	"M"	0	6	"Z"	"False"	3	-45	0	1	"GRFPUNLIOHXMTESKAZVYDJBQ"	"FNZXPBHOSDYTEIRUMKVAQJGL"	"EDQPSOFLKGNBRZJIHYUVXMAT"	"QASVBRZMIFXOTDYUPNJELKHG"	"DUMQORHPLJGVABNKYSZTIXFE"	"MYJPIFHLDOVGNRUAKSQZBXET"	"MBEORKXYSQTPULHJIFZANDVG"	"QMTRIJGAYULNSPBVZOKXDEHF"	1	7	FALSE
"main"	27	"KH18"	"nStreams"	0	"right"	8	135	"X"	0	6	"L"	"False"	0	135	0	1	"ZQYBHMLXPFKJTUVANODGIESR"	"XYGEOJMUQBTARKVFNHSLIPZD"	"SAVQZNUOBIJTRPHGLFYMDXEK"	"SIOTFBXYPRUAVNKJGQMEDLHZ"	"GETFJQBVZIKPHRLUNXODYSMA"	"KQUMRAOSINJLVDXHPYZTFGBE"	"YHFRUEXAKVGBNQZPMLOTISJD"	"BEGQRMYKDHSUTZPNVFIJAXOL"	1	7	FALSE
"main"	28	"KH18"	"nStreams"	0	"right"	8	0	"I"	0	8	"J"	"False"	4	180	0	2	"BYHDJZLRENSUIVFMPOTKQXAG"	"ZBPNUTKAOELHRJFXDYGVMQIS"	"XTDPMGJEQZNLISVHUAFYKBOR"	"JEBMZHVTLFYRDXUIKSPQAGNO"	"FHMVYUQEJOIBKZTGRPALDXNS"	"DZOANSHXQMYJUERLKPFVITGB"	"YVEAJNHXZQSBLGKOTPFRIMDU"	"AHQGTNDFIMXSPEYZJOLKRVUB"	1	10	FALSE
"main"	31	"KH18"	"nStreams"	0	"right"	8	0	"H"	0	7	"X"	"False"	5	-135	0	2	"ORZPEHQKAYLNGMJTUIDSVXBF"	"YXVZNEGMKAIRLTBOFUSDHQJP"	"OTEXNRHLSJKDUQYPGVIABZFM"	"MNLQTSUIJARZFBOXHGKYPVDE"	"IDSMPLYUAOFVGJHNZKETQXBR"	"JGKLOMIXEHPDAFBYRNUZVSTQ"	"VSZPQMJEHKXBUFYGONLADTIR"	"JPYRAFQEDNOGLXHSIUZMVKTB"	2	9	FALSE
