"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"fixationReject"
"main"	48	"AL10 "	" oneCued "	0	" right "	8	0	"P "	0	8	"Q "	0	2	0	2	"HAYIUNKBEPTJSODFVZXQRLMG"	"ERJLNBFDAHOISGMUPZYVKXQT"	"VLTOKNBRQYPXMAJSHZIUFDGE"	"RDVSKQNBPJHIEZAXGLTYUMFO"	"XBFVUOKQSNEHTYMAJGPDIRZL"	"GDIXAZELNMFJKSYPRVQUOHTB"	"FTDJLXNUBEAPMZRQKVISHYOG"	"RSOBTHMYXNLZKUPGAEIQDFVJ"	0	FALSE
"main"	54	"AL10 "	" oneCued "	0	" right "	8	315	"B "	0	10	"B "	1	4	0	0	"VMPURTSLNYDXZJEHIBOKQGFA"	"EAOVPGQRHITZKDBLMUJNFXYS"	"RTDUVBMLZJNPAIHSGKOXYQEF"	"TAPDXRMKUBIVHEOYNSZQLGFJ"	"ETFJLDQAXNBRUZGPKMVSYHOI"	"GLSIQKENJPTVDOUYRZHBAMXF"	"SOKPERNTLJHBXMVZQADYUFIG"	"UBLRGHEZSXFDTKNAPVYMJQOI"	0	FALSE
"main"	57	"AL10 "	" oneCued "	0	" right "	8	225	"S "	2	6	"S "	1	6	0	0	"OGBFXPIYUDLEHTVMRSJQNKAZ"	"BOGFVDIXNJZTSYRHLUPKEQMA"	"BJDLSYIGPHRKTAVMQENUXOFZ"	"VTUQNASPHYJDGKBXZFMEOIRL"	"OPNGMLBJTUXDFKESRQVIHAYZ"	"YFREKSVHUNGOZDPMQILJABTX"	"OMTVDXSHFGQUZLRIAEYBNPKJ"	"RLDYVAXMTFJENIBHUKQPOZGS"	0	FALSE
"main"	58	"AL10 "	" oneCued "	0	" right "	8	90	"E "	2	9	"E "	1	5	0	0	"IHPZVQMYFJXUDBARTSGKLOEN"	"EJQYIVUAOXRZDGFPKHBLTMNS"	"FSDJZNOABLPUKVMRGXIEYTHQ"	"ZLRDBAGKIQVFOJYHMPXNUSET"	"SGJTNMVZLDEOHBRXUIAFQYPK"	"LZKIAODYFEPVNSXQRTHGBUMJ"	"NXVSETRDZLAFOJHGQUPIBKYM"	"HIBYJXSOAKDGULVFZPMQERTN"	0	FALSE
"main"	63	"AL10 "	" oneCued "	0	" right "	8	315	"M "	2	8	"Z "	0	6	0	1	"JLKIFUHPEAMQSYGTVBZNRXOD"	"OQDNVRZBIGAELUFJXTPMSYKH"	"LFDQJHPYVERSNBZOTAUKXMGI"	"XJQDLERNIPKHSYUATVGFBOZM"	"EFQAPUKOTVIRZBYJMHDSNGXL"	"MQKGTSLPBEJNHXAVZOIRYUFD"	"UTPJDARFZMOXISNLKQYGEHBV"	"QUBKIEMPAXNGVORFHTDYJSZL"	0	FALSE
"main"	67	"AL10 "	" oneCued "	0	" right "	8	135	"M "	2	7	"M "	1	3	0	0	"AQLUVDKJTPGFREOBNSIXHMYZ"	"DBTFOGMAYLEZNKIHPURQSXVJ"	"YUFAELVKHDRZXQPBGIJNSTOM"	"ZRSFUIKMTYOLGHDBXNVAPEJQ"	"PNMRLTBZKUQFJHODISVEAXGY"	"KQAYROLHPFUTDNMGJSIVEBZX"	"EPFVZGIKUJDYMQXOABSNRTLH"	"YGAOVPFMUZRDJIESQBNKLTHX"	0	FALSE
"main"	68	"AL10 "	" oneCued "	0	" right "	8	270	"S "	2	8	"S "	1	2	0	0	"UDMILGXBPZHKFRVJSOYNAEQT"	"UXHPADJNTRKIMGLEYBOSFVZQ"	"FDLOHBYJSPUTNIREXZAQKMGV"	"DMVAXEJRZLIYHUFTOSGQKBPN"	"QLTKJGHIAFDZNVBPRMXYUEOS"	"XSNGPATUQMZKFEOLVRHDJBIY"	"JREDAKYILPVBHSUQTZFNGOXM"	"OAVYFEJHRKIBNXPTGDUMZQLS"	0	FALSE
"main"	71	"AL10 "	" oneCued "	0	" right "	8	135	"H "	0	10	"H "	1	4	0	0	"EFGISKHAVDXQYRJNUTPOBZML"	"NZUREJVBGTYALQKDHPOFISMX"	"QPFUMTNKEBXOVAZJRGLDYSIH"	"ALYGVOBKSREFQHZUMXNJDPTI"	"IPSDGYNZJUHQVKBOFEXARMTL"	"YJOPSQBTVARUEXHFKILMNGDZ"	"EVSBRMIZUDXKJYHOQPNAFTLG"	"XGNITJEZVHBSOYQKPUDLARMF"	0	FALSE
"main"	72	"AL10 "	" oneCued "	0	" right "	8	135	"N "	0	6	"N "	1	0	0	0	"GIKAQZNHSUMJPEFTOYBLXRDV"	"ENABTIOKMZRJXDHFLUYSPVQG"	"FSHMAQGDIOBYZEKRNJPTXLVU"	"SDEOMGNHZFJLTVQXRYABUPKI"	"LRVSBZIPFNQGADXHYKJOTEUM"	"HFZVABGNEURJXQTKLPMSDIOY"	"IVZRKSEOYAGDLNUHJXMPTBQF"	"VBNZHIUXSAJMRYPEOTGFKDLQ"	0	FALSE
"main"	74	"AL10 "	" oneCued "	0	" right "	8	180	"S "	2	9	"T "	0	2	0	1	"FILHYMASNZVDGBUTXQOEPRKJ"	"JDVNSUFERLKHGBPXTIOZMAQY"	"KDVORPINMTSEYQHXJUZABLFG"	"ZVUBXYRSMOFLPDAQKNTIEJHG"	"DLURJNSIHVEFGYBOPTQAZXKM"	"VABKDSQTRNXHYIUGZEFOLMJP"	"VIAGBJPHNKMFOZYTULDSRXQE"	"SNEGKDQHFVRPOALBJITXZYMU"	0	FALSE
"main"	77	"AL10 "	" oneCued "	0	" right "	8	180	"R "	0	8	"O "	0	7	0	13	"PZRXDYNAFJSMULGKTHVOQBEI"	"NFXORUIHVMBKLSQETGZJADPY"	"IQRUDJNXGLBEVZOHMATKYSPF"	"JBYUPAFTLMKEXNDOSGVHQZIR"	"XKAOJLVHSRUBQNEMTZYPIDGF"	"AYNGEQFMDROTHBVLSIJUXPZK"	"ZJYIBSOAHUFGKXLVDENQMPTR"	"XBFTIQZUOPDALYNMHJKEVRGS"	0	FALSE
"main"	83	"AL10 "	" oneCued "	0	" right "	8	315	"M "	2	6	"V "	0	1	0	2	"RLFDQOAEIVMKUHZGJYXNTSPB"	"SAGLNIVKMOBPZYJDXUTQHFER"	"UKTJYFHDILVZRMXBSAGQEPNO"	"EOSKPALIDRUQYFXNBHZTJVGM"	"ZNTXQMOEKIJGPADRLVYUFSBH"	"LGNIHPVBTASRZQFMDOKEUXYJ"	"SPLIRMQYBUGAHTKEFNZXJDVO"	"XEPZKSABVDMLQUNJHROGTYFI"	0	FALSE
"main"	85	"AL10 "	" oneCued "	0	" right "	8	270	"J "	0	6	"Q "	0	4	0	1	"UNKSLYTVFAOEJZHGIDRQBPXM"	"HZALGFKPMBIVEQSODNTUXRJY"	"EVFAQKDRPHMTLZGBSUNXJIYO"	"TGNKSBVJOHPZFQAURIEDXLMY"	"FYPRVNQJSLXMKEIAGUOTZDHB"	"LHBFSAUTZMIXYRVOEGDKNPJQ"	"XGKJMASQFVBLEHDOIYUPTZNR"	"GUYMHFVPLEAIOQXZBJDKSTNR"	0	FALSE
"main"	86	"AL10 "	" oneCued "	0	" right "	8	135	"D "	0	9	"N "	0	3	0	1	"XYRKGJOZVDHPTLENSMBUFIQA"	"RITPFMQZUOJSLXYDAGVKHBEN"	"YTJVOMSAIGHQFUPBLDZXEKNR"	"AOVSPQKGXNDHZREFUYILMBJT"	"MXYRTFHJILSUDVBPAOQEZKNG"	"URBVHPYTLXMZFJKQASDNOEIG"	"YMRHAPGVSUFTQJLEIZKBXNOD"	"QONYVLGEHIMXJPBDSTZRUAFK"	0	FALSE
"main"	87	"AL10 "	" oneCued "	0	" right "	8	180	"R "	0	6	"X "	0	4	0	1	"VBFHOXDQAIPNRYZULKTSMGEJ"	"QTFURGHIANOJVDKMXLSPEZBY"	"KOIFZHDNVSQUBJERGXMYTPAL"	"SJTQFUMBAHOKZLDVXYNEPIGR"	"YQSMNVXREFUHJKIGATPOBZDL"	"FHXYKGBTNRPOSMQZVJDLIAUE"	"DKXPOQGAYTLFJURNSMVZEIBH"	"ZOIBHLGMQSRKATDPYNJFVEXU"	0	FALSE
"main"	97	"AL10 "	" oneCued "	0	" right "	8	90	"G "	0	8	"G "	1	2	0	0	"HLZQMVRITBJSEPXNAFOKYDUG"	"GUNJQMKEARPTXSIFZBVODHLY"	"PJMKRONTGHQSZVALBFUEXYDI"	"HJNEIAVQORBZMYSLKXDUFGPT"	"ANLSMHIKZVFXYOJURGPQEDTB"	"PIYSHZGNJMRBALXKODEVUQTF"	"OUNTVRILAJXSDFBEGKHQMZPY"	"AUGXLBJYPVITMFEQODRHZSKN"	0	FALSE
"main"	104	"AL10 "	" oneCued "	0	" right "	8	225	"M "	2	10	"L "	0	4	0	1	"JMFZDXIOGNEHYSKUPLBVQART"	"KMOIDHTYUPQRGLJXSFENVABZ"	"GJMBKZEULDXRVOFTNHAQYIPS"	"NGDAMPYIQKBJHSZXVTEFROLU"	"HKDNQXYRVFLMPZUISJTABOEG"	"XEJUOMAZSHKYBFDVRGQLNITP"	"QVHOPNSFBZUKRIATDLGJMXYE"	"ZBROHEKFYPMQXGLAVNDJSIUT"	0	FALSE
"main"	105	"AL10 "	" oneCued "	0	" right "	8	90	"Z "	0	8	"Y "	0	6	0	1	"HOTFMDKPSYUEZJIVQGRNBLAX"	"UMSDFLAQYNGRXIHZVKTEPBOJ"	"ZOYQBDMXAFKERTUNLGSPIVHJ"	"PQAUZYKONXFHEDJVTLMGBSRI"	"MZIXUDLNOQPJHBSGRTEFAKVY"	"UMESYLBHIPOAKRGTNJDQFZVX"	"KQFEIBLJYZHSGVURPNOXDATM"	"NDFOZYTKJHGPAUVQMERLSXBI"	0	FALSE
"main"	108	"AL10 "	" oneCued "	0	" right "	8	135	"M "	0	8	"A "	0	1	0	1	"NHPAXMLSIUOJDRYKBEQVTZFG"	"RVJGNTLZAMIYBODUHEFKXQPS"	"GNSYBRTMIFUOQHVXLEPAKJDZ"	"BYSERQMVIPDGLZKTUONJHXAF"	"FSKIPHEUNLRMADXQOTZJYVGB"	"RYFHQBEKJUAIGPONZTMVLSDX"	"EKSMBATNUHVIDFZXGQYPJOLR"	"ZNMAVUELYRSFPJQDOGIKHTXB"	0	FALSE
"main"	111	"AL10 "	" oneCued "	0	" right "	8	45	"O "	0	7	"U "	0	7	0	1	"SMQEURTAPFHJVYZDGIXKNLOB"	"LGJSVDNZPBQHOIUAXYKTMREF"	"AYLKUFBVROIGEHDJXMPSQTZN"	"SBMLYRPUIXEGZAVJNDFTQHOK"	"XUGOBAIKHZDJMRFVESTYNLQP"	"PKRIYBJAMXZDLTGEUSOHFNQV"	"OELBHXNRFQIAUVMKGTSZYDPJ"	"HNQPBRTUODZKSGMYLEXAIJFV"	0	FALSE
"main"	121	"AL10 "	" oneCued "	0	" right "	8	225	"E "	0	8	"V "	0	6	0	1	"BIMNSPKJRZADVYFEULXQGTOH"	"ISOYKETFDMQNPHXGAVZJRBUL"	"LURHQPTDOIZNEMGBJVXFYASK"	"TAFMGSXQJUZKYOIENBPDRHVL"	"PJDNYRGHZLOXKBMVUSATIFEQ"	"FJOSTIEZKAYPBRHVULXMQNGD"	"YHXBAOTKVEJZQDGSLPMURFNI"	"PJOBDKZAELIRUGSXQNVHFYTM"	0	FALSE
"main"	125	"AL10 "	" oneCued "	0	" right "	8	225	"E "	2	6	"E "	1	6	0	0	"BDVSTONAZHXQUYKGMLJIREFP"	"BYQMPJXNFGIHKASULRVZOETD"	"NBGKZMXRHQILJFTYVEAUODPS"	"BLFQHSUODEIPAJMGVZTRKXNY"	"JMPLKZHBNOFGDQSVITEUAXYR"	"UQOTRBGSLYAKJIPNDXEMVHFZ"	"KHZOQIEFGBTUADJMXNLPVYSR"	"YLBXFOGKSTHQADPENMUZRJVI"	0	FALSE
"main"	126	"AL10 "	" oneCued "	0	" right "	8	315	"N "	0	6	"N "	1	6	0	0	"ZNPMLERTBVDSKGYOXAJFUQIH"	"RLPNYSHXEVUBOKFGQDIMATZJ"	"RTBEMQINZHDJSKPAYFXVLGUO"	"LXMTHDVEOZAGNPYQFRBSKUIJ"	"OYMLDZAFNJGXKPRIUHSVTBQE"	"TFYNMUODQSIRHABZKEGXPJVL"	"XGJTUBNOZLSQEAHKFVRPDYMI"	"RIUMGVLBNFSPZDHAQKTYJOXE"	0	FALSE
"main"	130	"AL10 "	" oneCued "	0	" right "	8	315	"M "	2	7	"K "	0	2	0	6	"EOZPKALUYFTDXHRBMGNSVIJQ"	"UIXEBMAQORVSHPJDYKFTGLZN"	"EOZRLVYKNASXGMUQJHPBTFDI"	"XRTAQLIBOMFSZEHYNGDVUKPJ"	"GTNZSFOLIUEBXVJARMYPQHKD"	"RUYNLKVJGZFQSDBTPEMIHXAO"	"IOGEUNAKXJBRYLZDQPHTMVSF"	"ZUDBGTMHNFVXLOKEQRSAPYJI"	0	FALSE
"main"	132	"AL10 "	" oneCued "	0	" right "	8	0	"Z "	0	9	"Z "	1	2	0	0	"DEYATOIVRJZPHLXSQUMBFKGN"	"TBULKDHVSEAXGPFNJIQMOZYR"	"KSLRGQFUTZEMOXINPBDAHVYJ"	"OBTGUERSIPDMZAVKFYQHJLNX"	"OFANISBTHVEYGMQDUZJPXLRK"	"RYQLDZNXEHKMGBPAUSTOFVJI"	"DBZVNKYTLUGRQHJPMIOSFXAE"	"EQDXPGAJKFSLVZNYOTUMHRBI"	0	FALSE
"main"	134	"AL10 "	" oneCued "	0	" right "	8	315	"E "	0	7	"B "	0	1	0	2	"GPTQSIERJAUXNDHYMBZVKOLF"	"GPTFONIBYEKUZQDXJSLARHVM"	"TYIFJNGKRXADOQVHLPMBUZES"	"QHSDGXYPRBLKMEZJVUNFTAIO"	"XMVQDTZSPLKRYBNHOAJGIFEU"	"RAIPYKUQDSEJHZLBGMXOTFVN"	"RMLUOKHXYVIFJNDEABPGTZSQ"	"IBMEGLTFUOVPRYSXKAJHQZND"	0	FALSE
"main"	142	"AL10 "	" oneCued "	0	" right "	8	90	"T "	0	10	"T "	1	1	0	0	"PIUDOYVJHBKZAMSNFGTQXLER"	"LJDQSFKYOUTGVHBIXNMAZRPE"	"NMZIXDEHUFQGKOYABLRJSTVP"	"PDISAQFJROZMVYLHUGNBEXKT"	"JKNBMYTXSORVIUFZHLDAGPEQ"	"LAXZRFBMSJKYTDOIUNHGPEQV"	"PEUYFADOBXRKHSZGJILNMQVT"	"ENZPQIRBKJLGXTFHYVDUAMSO"	0	FALSE
"main"	143	"AL10 "	" oneCued "	0	" right "	8	45	"R "	0	10	"N "	0	5	0	3	"JSXNIEAMQKLOGPFBRTYUDHVZ"	"GEKXLHNQAYIZBTUODVSRJMPF"	"HUVKBGZXSONTLRYMPIFQEAJD"	"TSMRABLGEPKDHYVUQFXIZOJN"	"ONXZDFUAVGJLTHQESBPKYIRM"	"GXSZEUOPAKNLBRTYHIDJMFVQ"	"EKJIDRHBOFPNUSZYTVALGQXM"	"JRZTSGMYVEKAPDLFIQUNBOXH"	0	FALSE
"main"	146	"AL10 "	" oneCued "	0	" right "	8	135	"A "	2	7	"K "	0	2	0	1	"ITALQKUDEGJBFVOSYZRPMHXN"	"SMJGXNEHTAPLKYQVUDZBOFIR"	"VHQFGMLKASXPNBTEJRYIUZOD"	"PRNXTBSJFAQLGMZYHUVEKIDO"	"EZISROMGBXTJADQPUFLYKVNH"	"ZTNHBPFVDASERIOKLMGYUJXQ"	"GEYNVJSUFXPZLQAMDKOIBHTR"	"IXGUNZERAFVDTOYMLQKSBHPJ"	0	FALSE
"main"	149	"AL10 "	" oneCued "	0	" right "	8	225	"M "	0	8	"J "	0	3	0	-6	"KEVJTRDONLXSQPYUGABIFMZH"	"DTUYMFKRAXPQGNOVLIEZHSJB"	"BRPMUILHKANXSYVQOJGTDFZE"	"FGMXRHLUJNYEDBVQTPIAKSZO"	"JOSGQBRNMDUFLKIYZHTEXAPV"	"SPFGUZOBQTAVRNJLHMYIKXED"	"YHRGBUKSDLVTJFZEQNOIAPMX"	"EDXSPROBKTIMGJVNYAUQZHFL"	0	FALSE
"main"	151	"AL10 "	" oneCued "	0	" right "	8	225	"M "	2	9	"R "	0	6	0	1	"BSKHTUQOPZANEGDJVYILXMRF"	"VTYZSJKOHDBPGUXEMFNRALIQ"	"QSMTODGNAJXKFVEIBLRPYZHU"	"GJBNTZQFPADMISRYKHLOEUXV"	"TLQVUDNRGMSHEYKFPJBOZXIA"	"DSHAXBYNVFMQPTJOUKRZGLEI"	"ZSYXTUJGBRMVPQHILFKNDOAE"	"ISFUOAVEQTBGJMHNKYZXDRLP"	0	FALSE
"main"	163	"AL10 "	" oneCued "	0	" right "	8	0	"I "	0	7	"V "	0	0	0	1	"OQGZSEUVIYBDJPLTKRAHXFNM"	"HDTBOPZKYIANUSFQREJVGXML"	"SDUYOJKNMGLVZERQFIBPXTHA"	"JLRAKMVQUIHNXPZYEOSFTBGD"	"HRSGAZOVJXEFUNMIKDQPBYLT"	"ZHYGXBEDRTAUKMSNPIOJFLQV"	"IHTOXJFNQSEDVKURYZPLAMBG"	"NTAFPLISQXGYMBZRJHUDVEOK"	0	FALSE
"main"	168	"AL10 "	" oneCued "	0	" right "	8	180	"O "	2	7	"P "	0	4	0	1	"UQBTXOFLHGKJASRDYMPVIZNE"	"IKHDLFPUVJAZTEOXMQYSRBGN"	"HEBNQDTOPXGVUFZKLMSRJIAY"	"MLYABTREZDOGSXPFNHVQJKIU"	"BKLRASUPODQXTZHNIMEYJFVG"	"XYDGFVIQJAENUHKSTMZBROLP"	"OEKATUBVHPQFZMLJNGIXRSDY"	"QSJADBYZLXFMOIKTHRGEVUNP"	0	FALSE
"main"	181	"AL10 "	" oneCued "	0	" right "	8	45	"O "	0	9	"X "	0	1	0	11	"JTSNLFHDBIOYUPVXEKAZQRGM"	"ZEBKMSHNVXDQGTAPJUFIOLRY"	"EAGTZHMQNPJYDLOBSKIFUXVR"	"OYTDUHNBLJAVEPZIQKXSRMGF"	"AZTMFPLVIBQYOGUHNRKJXEDS"	"TAPKSHZJDBURXINVMOGQLEYF"	"KSIHZUTOEMDQLRNGYJFBAPVX"	"QFLJMDPVBSEIXUTZGOYRAHKN"	0	FALSE
"main"	191	"AL10 "	" oneCued "	0	" right "	8	180	"E "	0	8	"O "	0	4	0	2	"XJGSAULNBYDZMKQOITRFEHPV"	"YNBGRXUVZTIJOLAPKSQDMEHF"	"MPSJZQDELGAHBNOYFUKXTVIR"	"JQMGRIXHFKPZVDUSTYLONEAB"	"UDQVSRPHOJEYZTMLIKGFNXBA"	"HLXDMOGRTSJYUKEIPNFVQBAZ"	"DLXNHGZQMJAUBKFYRTPSVEOI"	"KGBYRSUVZIOLTNJFHXEPAQDM"	0	FALSE
"main"	201	"AL10 "	" oneCued "	0	" right "	8	0	"K "	0	10	"U "	0	0	0	2	"FLDSHMXBVAUTKYGJENQPZIRO"	"DNRFUYGXVTOHIQZJKPSEMABL"	"MPTXZAKEFSUIJGHLQRBVNOYD"	"JBVAMGDURZSNTOFILEHYKPQX"	"MKAYEBVODJXSLUPZTRFGIHNQ"	"JVNISUHDZPLMQYTFKGXEABOR"	"BOXTNEZVHMRJIKPYQFULSAGD"	"SRHJIQUXGPOVYDAMFBEKTNLZ"	0	FALSE
"main"	202	"AL10 "	" oneCued "	0	" right "	8	315	"B "	0	9	"B "	1	0	0	0	"QFXJHESYRBODLVPUNIKAZTGM"	"NRSVXQIJYDOBZMAGTPFHEKUL"	"INMDFZGOBAHLYVSJEXQRUKPT"	"GVUPRZBIJHDNEYLOFKXMQATS"	"QRYJXMEPHOFVDIAZLKTSUBNG"	"HENGKOZFLMTRSVDIPXYUQABJ"	"GNKAFDBLTVRMXHSYEPQJUOIZ"	"XOENVYRDJMGBSZKFLHAIQUPT"	0	FALSE
"main"	211	"AL10 "	" oneCued "	0	" right "	8	270	"R "	0	8	"T "	0	0	0	1	"JNAXFILKTRBOPEVDGYHSUZQM"	"ZDINMLHYJSVPXAKEBUTFOQGR"	"GHBEKPIFZDMTYNXAJUSVORQL"	"EARBZPSYVIFOLKGQMHXUTDJN"	"XAOJRNMEKUSLQFBVZPHYDTIG"	"MYJEZAFUTNPBGSKOQLXDRVHI"	"MQNYIFULKDSOTXAZBVJGPERH"	"PVOZNLMBKSGAEIYTDJFHURXQ"	0	FALSE
"main"	213	"AL10 "	" oneCued "	0	" right "	8	225	"X "	0	8	"X "	1	1	0	0	"UXSFGAMYHBQNLIVTKPJORDZE"	"JNKLZEYSXFIOAMHVUGBQDTRP"	"OLISGTKMBAHUDVXNEFRQPZJY"	"XUSBIVHMAEYZDPKTJLFQRGON"	"XPDNOARHJZYIUGEMLKFTQSBV"	"UJFRPMBEAZOLQGNDKVSTHYIX"	"YKZXHMGDESPARFTVQBJNIULO"	"VPUBSDJNGTHQYFKIAMRLXEZO"	0	FALSE
"main"	223	"AL10 "	" oneCued "	0	" right "	8	270	"S "	2	6	"B "	0	3	0	1	"FBJAQGZHMESLUDXPOIVTKNRY"	"UBTOYFGZKPAJIDEMXHLNQSRV"	"YKJXQZRGLFTPDAUHIVMEOBNS"	"QEIPMLBSGTZRUKYJFDOXVAHN"	"RQBPVUIGSALDEJOHMNTFZYXK"	"JIZBVTDSUPNEHXQLFOGYMARK"	"KZFQULVPISBXYGDNHRMTAEOJ"	"JRAGOKIBEDPMHTSZQNYUFXLV"	0	FALSE
