"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	20	"BB6 "	" oneCued "	0	" right "	8	0	"Y "	0	10	"B "	0	0	0	1	"NUPGOKXARMBYIFVLJSHTQZED"	"LXAYNJHKBSMROZPUIFGQDETV"	"XFHYQDLTBPEIMGNJKAVROZUS"	"KIHSYAMUTBFDEQPXNZJVLRGO"	"QEFKTDJXRMSPGHUILBVZYAON"	"VGRTAXBQIDOZSPNJFULKYMHE"	"ESUJLYKVDXNQTBMRPOIZHGFA"	"RYBAGZETMUOQFIHJLXKNPVSD"	0	11	FALSE
"main"	25	"BB6 "	" oneCued "	0	" right "	8	90	"M "	0	9	"Q "	0	1	0	1	"INHBGUPKRATSFYVMZEQXJDOL"	"VSDXLRKFHQMBYGIUNEOAZJTP"	"PHRIQXSVYOUMNALGKBEDTJFZ"	"VBDKQPSUZXINROGMYFTHLAEJ"	"JKUXQRVSIFNADOGZMLPEHYTB"	"DEVBLMFHOXTYIRQNJZASPGKU"	"ZJLNYBASTPFGXQUDKRMVIEOH"	"BIESMKXPOQTVFGDYAHRNJULZ"	0	10	FALSE
"main"	26	"BB6 "	" oneCued "	0	" right "	8	0	"Y "	2	7	"L "	0	7	0	1	"FTLIZOMKUBHJNDGXYQSREVAP"	"XFUMSTEVGJORQBYAHLKDIPNZ"	"DAHRXSJQNKUEYOPZBMVLGIFT"	"OEAQHGXVLYDSKZMPTIJRBUNF"	"RUFNLIXVQOPEGBSJDZKYMTHA"	"BXQHNEIOYLPDKZJMASTUGVFR"	"RYXOJKAQBNSDPIZHVMFEGLTU"	"GAXUTBRLYOSMEPIZVKFDQHNJ"	0	8	FALSE
"main"	33	"BB6 "	" oneCued "	0	" right "	8	90	"B "	2	9	"D "	0	2	0	1	"LVNGKZPMFDJEQHTSOURIYBAX"	"AUJQBZSXEIVDFRMNHYKPTLGO"	"OKAFRXJNVDBUPGMHSTZQLYEI"	"QTDJGBOISKYVAUPENRHLZFXM"	"OTUEJSZAQNPMXFRBLVIKDHGY"	"DITEOXQBSUNJLPZYRKAFVGHM"	"UAORZYMGLHJEIQXFPBTDNSVK"	"PJMOIELNGZHATRFQDSBKVUYX"	0	10	FALSE
"main"	35	"BB6 "	" oneCued "	0	" right "	8	90	"Z "	2	6	"H "	0	2	0	1	"FIMPGDBXVKSETJLNZUOAYQRH"	"ZFOTKBDPMXVIJHLNQASERUYG"	"AXIDGKHZJBRVNTQFEOMLPSUY"	"MNQPTRHBALEIZDOVYJSXKUFG"	"DEQNOXLIZRKJVUYHMBFSATGP"	"BXOKHSJEPMYAUFVGDNLZRQTI"	"VAETLUIYQGSXFOPKRNMDBZHJ"	"LKVUIPQOMBZRNXAYGTEDHFSJ"	0	7	FALSE
"main"	36	"BB6 "	" oneCued "	0	" right "	8	225	"O "	0	9	"Z "	0	4	0	-3	"OMEIHBSTVGUNXAYKPZDJFLRQ"	"OFVTQXIZRHYPDGUEJBALKSMN"	"GFXVZTMKJERNQBLSPAIUYHDO"	"EZAHOVQNXKGTPRBMUDSLJFIY"	"NXUMLVOFAZBQRYGDIPHEJTKS"	"TIPQBESRDHOVLJKFMXNAGYZU"	"GMZFAHVSQENUTOPDYBKJXIRL"	"RGZPLXYADFIUEBKJQONHSVTM"	0	6	FALSE
"main"	37	"BB6 "	" oneCued "	0	" right "	8	135	"P "	0	10	"O "	0	7	0	1	"QHZREAKOUYPMFSXTBIVGJNDL"	"RJABHIFTMVSDEZLXNOQPGKUY"	"VYFUDZERQMTPNKBSXHALIOGJ"	"PBOTVRLXAYSFNIEZDUQMHKGJ"	"UBVMSGFNLZTADEJIRHQKPOYX"	"HLARNPFQIVGMUOKZSJYEBTDX"	"DHBPTVLEZJYRNMKIUGQXSFOA"	"HRFISAQEDGOPKUXBZMLJNTYV"	0	11	FALSE
"main"	38	"BB6 "	" oneCued "	0	" right "	8	0	"X "	2	9	"R "	0	1	0	3	"HYNTQLOKFBAPDXRSEMUZGIJV"	"IDTLEBOYNRVAXFKPSGZUQHMJ"	"PDZHVQAITSXNEBYKMOJGRFUL"	"DGUEXTLSBYNAMRQFZIKOJHVP"	"GZRTHJPXESYNFOMIBVALKDQU"	"GSEZLVUHJMYBIDPFANROXKTQ"	"BZFUJKISOQNXYMAGHTDVEPRL"	"QHFZITDNSUOBLPVARKMXYGEJ"	0	12	FALSE
"main"	39	"BB6 "	" oneCued "	0	" right "	8	45	"L "	2	9	"Q "	0	3	0	1	"SIDFHAYTQBLZKGXMJPUORVNE"	"YFQXGILEKAHZRSDNBTOVJPUM"	"ZIUNYDBMXOLHJKSEFGVPTQAR"	"HEXNYKROAQLMJFGSIZUPBVDT"	"PGRHISEXZBNJMUDLTQVOYAFK"	"JLOSPQHVIEUFRTGXZBDNMYAK"	"QBLFYMUAKXPJSRTNEVDHOZGI"	"TGIFSELYJZBHDKURXVMPNOAQ"	0	10	FALSE
"main"	41	"BB6 "	" oneCued "	0	" right "	8	180	"B "	0	7	"B "	1	3	0	0	"DBEMNHSZOTJKFRQAUPVGYLXI"	"VSIDXMJKGPHRQFABLEUYOTZN"	"OVRDGAQYBFTIPEULKJZSMHXN"	"RTKXQMLBIUONAVHDEPFSGYJZ"	"QPSODXYHRZJAVULFBMTKNEIG"	"HVLNZEQXBTGUFJMIRDPOYSAK"	"VEJQMFLAXSNBHGZIPDOUTRKY"	"MSVRGXPKATZQYEONBLIJDUHF"	0	7	FALSE
