"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	21	"ZZ9"	"nStreams"	0	"right"	8	135	"S"	0	6	"Y"	"False"	7	90	0	1	"UZFIVOQMEKYRBGHXNATPSDLJ"	"RBYNAVEMKIZXSHGLJDPTOQFU"	"HFPXDORIATLSVENMQGKUYZBJ"	"NJPGODEXUSHQYRMTIKBLAVZF"	"IORYPKBDTVNMZQFLJHEGUSAX"	"FGPMJKHNDZIOUTVBASEQRXYL"	"XNPQJZVTRUBGMOHDAFKYSLEI"	"KNFRLXYSGDAUJHPQOEIZVBMT"	0	7	FALSE
"main"	25	"ZZ9"	"nStreams"	0	"right"	8	315	"S"	0	8	"B"	"False"	5	180	0	1	"ESQUKPYLFNRMDAHBGZOIXVTJ"	"QAHISBEXRJYVUMTGDFNPZOKL"	"GDRJXSQOEZLFTIUANVBMHPKY"	"MHVYADSBOUKGPQRETJNZLFIX"	"QRIJUSPFNEMXZDOHAYKBTVLG"	"DGUPJRHNBSEKMOYFIAQVZTXL"	"DULXHETGBYINORKQVSPFJAMZ"	"ZDGNASRFELTYPIXQUKHJBVOM"	1	9	FALSE
"main"	32	"ZZ9"	"nStreams"	0	"right"	8	270	"Y"	0	6	"P"	"False"	5	135	0	9	"VARLHENUTBJFISXPMOYKZDGQ"	"QJTMPVOHSAXBNLYGZEDURIFK"	"PIZBXFVTDLMAGOSRHUNEKQYJ"	"SFAQTBJHIYDGMXUOZVKRPENL"	"AEYHUMDOQRVSIFGJZKPXTBNL"	"GMRFUBPZJVQXSDHYOTAILNKE"	"LAISDJRHBTMPNZXVFYOKQGEU"	"BTPUDXEVJFAIZSNOGHLMYKRQ"	0	15	FALSE
"main"	33	"ZZ9"	"nStreams"	0	"right"	8	0	"X"	0	10	"D"	"False"	5	-135	0	1	"QZAURIEDKNBPSLTXFVHOMJYG"	"PSFAZYLHBDTIXVEKUMNJOQRG"	"RBMNLESUXOJTYVAFPGHQIZDK"	"GHUKTOIALDYVNPFEJXQSBRZM"	"AMHFLZGBDKNUQREIYPTSOVXJ"	"SZAHRGTUBLDXQNEMIKFYOVPJ"	"JMKIYGADNLTBFVEPXQOSRUZH"	"HNTOISJEMDGXKVFLUYRPAZBQ"	0	11	FALSE
"main"	35	"ZZ9"	"nStreams"	0	"right"	8	180	"X"	0	8	"J"	"False"	0	180	0	4	"HTYZGLBIJQFEXDMRSVUANKOP"	"SRHFVJIEAXUMGKQTDNPYZOLB"	"EURFVGBHAPYJSOQKLXNTZIDM"	"PZIXQGSTEDRNBLJUOYVFAHMK"	"URYHDLPOIFBTSQAXMKJNZVGE"	"OVJHMBNEXZUKDQARYTLGSIFP"	"YNSPKBRDMGAIOFLUZEVHJQXT"	"PMXTZOKLUYNIFSRHEQBVAGJD"	0	12	FALSE
"main"	36	"ZZ9"	"nStreams"	0	"right"	8	90	"B"	0	9	"F"	"False"	1	135	0	14	"VHANDIPLRFOTKSMXUQBZEGJY"	"XLMEYOAUGFJDHINPVQRZTSKB"	"RYKGTZXHLFOEAUVQDIJPSBNM"	"LRKXGOHEPJBAVZFQMNDTSIYU"	"QZKGUEJYNHTILMBPAFXRDSVO"	"EAIHOPBKTVUXLMQGYRFNJZDS"	"HLMOKUADFYRBINZSPTEGQXJV"	"TDLGQJBKOSVIYMZRHXPFANUE"	0	23	FALSE
"main"	38	"ZZ9"	"nStreams"	0	"right"	8	135	"B"	0	7	"V"	"False"	0	135	0	-7	"BTZMXUDVAOEGRLHPKQJYSIFN"	"PEKVUOLDBMXRYTZNJAGFSHQI"	"JBMZXYRONILSKAUFTQPEVDGH"	"UGXNSZKHRMLBTAOJVPFYDIEQ"	"LKSHXEUMNVQGFRYBZIAODTJP"	"BMEVFPGNHZYXLJODUSQRIATK"	"MUIZPLVXJDNSGHBKAFOREQTY"	"JDQGXYMFPIRUNBOHSLAETZVK"	0	0	FALSE
"main"	42	"ZZ9"	"nStreams"	0	"right"	8	315	"M"	0	9	"L"	"False"	5	180	0	3	"ZGJKTBLUIQSVFOMHNAXYERPD"	"FGDAHSMXOQRJINLPBZYKUETV"	"TOLGJKRFUHYBMVXPENDSQAZI"	"DLMRAQFUPKYHGOSIEJZTBVNX"	"EHJQXRZSVDAITKYNPOLBMGFU"	"BOIDRVNGQLYUMJXPTFHASEZK"	"ONETBLUJHYRFGQXDMSKPVAZI"	"HNGMOJTZPSVUEQIXKBRLFADY"	0	12	FALSE
"main"	45	"ZZ9"	"nStreams"	0	"right"	8	45	"L"	0	10	"H"	"False"	3	180	0	13	"IXREVBHYKTMFJDGSZAPLNQUO"	"QAKOZLNYBUXMPIVSHEFRGDTJ"	"LVBDGZJMAYIKPNQHEXSTOURF"	"JBPEQSGVIMHKXRFYZDOUNTAL"	"ZLJKOETISNFVUPMQDAHYBRXG"	"RNDSEXPZFTUYGVQLJHKOIAMB"	"KMRGZNOULQEVAJHIDYPSBTXF"	"BOIXVQSTJELPGUADNZRHKMFY"	0	23	FALSE
"main"	47	"ZZ9"	"nStreams"	0	"right"	8	45	"X"	0	7	"U"	"False"	3	180	0	2	"ATXHLFNPEUVQJBRZIMYSODKG"	"HSZKPOTLYGNVBMJFDUREQIAX"	"SXKLOTRHPJGYBQAEVMZUDIFN"	"KYTZGJAUVXMNRILPOQSFHEBD"	"TKFRZUNPMOLGYAEVBJSQDIHX"	"PSEXYODGATIUNRZVBLMFHJKQ"	"HTELAPQXFNGBKMVYZURJDOIS"	"QZJYLAPXVRSEKBHGTFNMIOUD"	0	9	FALSE
