"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	0	"MC10"	"nStreams"	0	"right"	8	90	"B"	0	7	"P"	"False"	5	-45	0	11	"AMZJRFOKVLUGEYIQXTBHNPDS"	"FYZRJPTKGEAOXSILQUVBMHND"	"UMPNQTXVRYADEZHJFSLKIOGB"	"DGQIYTJOASUFHLRBNXVEZKMP"	"KJZGFNSTYODMIXBPRUHELAQV"	"IXHMJKLPVTERQSZUNDBFYGAO"	"DKURYHFVZGLPJANOQEIXSTMB"	"NDYGVRIXPFUHMZKEBSOQLATJ"	2	18	FALSE
"main"	1	"MC10"	"nStreams"	0	"right"	8	45	"S"	0	10	"R"	"False"	2	135	0	2	"YXNGPAQKRUDEZLTVSMOHJIBF"	"RASBUEHGYOFLXQIZDNJKMTVP"	"LJOBPMNXDIRQSUHVEYGFKTAZ"	"FYPLQTMOIHSGUADXEVKRJZBN"	"EUVNHMBAGXJQYOLZDTSPFKIR"	"SHGAMBVNOTJREXQPDYIFZKLU"	"ATUDYHNXZQGJFBERKVLOMSIP"	"DANQXFUIPSGJYTLMZOEVKRHB"	0	12	FALSE
"main"	2	"MC10"	"nStreams"	0	"right"	8	0	"Q"	0	7	"B"	"False"	6	-90	0	12	"RYDXGQMHUOFNEAPBTJSIZKLV"	"MXAYNOJLTVUFZBKHQPRIGSDE"	"OSDULVMGXBYPHQARFZKITJNE"	"GJQZYETFXPHDOINLRKBVSUAM"	"XNOFDRISLHTPUJMQKEVABZGY"	"UZHKRSAPGFYJVMQNITDOXBEL"	"NUSHKMEBFIOGLPZAYXVQTRDJ"	"JRLIVMOBZPXEUDGTFNQHSYKA"	0	19	FALSE
"main"	5	"MC10"	"nStreams"	0	"right"	8	225	"V"	0	10	"I"	"False"	6	135	0	2	"KTDZIOEFYQUBNRXVAHLGMSJP"	"JYLOPZTDMSQNGHKEUIRAVXFB"	"RUDEIPJTVOMGAYNKBFZXSLHQ"	"JPXFUAEHISORKYNGZVDTQBML"	"FAPSDEVHRXKIUQBJMZYLONGT"	"FDGLJRNPEYVBZQMXTHSOAUIK"	"QBPLXNUASJIHVGYTOMEKRZDF"	"BUXGTIOLEFRDQPYNJKMVHSZA"	1	12	FALSE
"main"	8	"MC10"	"nStreams"	0	"right"	8	180	"O"	0	7	"Y"	"False"	4	-1.40334185971e-14	0	16	"PKFZBTRJGXYAVNHLUOEIDSQM"	"PERHNTFBVLGSMDKJOAXZYIUQ"	"TDBAYQMSFXEVGRUZNOPHKLIJ"	"TUINAZOMHXBVLSFYDEQJGKPR"	"ZSBQTRUYHGLPKAJIXNFEDMVO"	"RTESBKLIXDJPYMZONFVHUGAQ"	"KHLOUIFSNRZBEVMJDPXGATQY"	"TVOQEGLBIMNKFZDSYXRJPHUA"	2	23	FALSE
"main"	9	"MC10"	"nStreams"	0	"right"	8	180	"T"	0	6	"X"	"False"	5	45	0	1	"AKSPEFZGMXTNYQLDOUJIRBVH"	"AQSTVYFUXNGIMDHBPLERKJZO"	"RMOSJAQDEXVPYZBKNFGULHIT"	"EHXZTUJLYOSBQNADKVFPRIGM"	"FHLEYAQJUSXGDPKTRIMZNVOB"	"DNRJHMXTSBEGVAZKPQFOULYI"	"KNFVTZHBIMYGQXOLESPUADRJ"	"VHNLZQPSRBOIXJADUTKGMFEY"	1	7	FALSE
"main"	11	"MC10"	"nStreams"	0	"right"	8	315	"T"	0	8	"L"	"False"	3	90	0	5	"RKYSQGAVNDUPEZMIBLTJOFXH"	"JDALUETBZRGMSNHXOFYPIVKQ"	"MOUIXLKRVGBYQJEAFHNDSZPT"	"DKBPHUIQLEAYXTNMRJVZSGOF"	"KZJYNSMEQIPBXFDRVHTAGOUL"	"ILUFONXZMYREJPVADGSBQKHT"	"OXQUKIGBTSYZJRLFAEVHDMNP"	"AIYMZRNFLPDXKSBGJVHEOQUT"	2	13	FALSE
"main"	12	"MC10"	"nStreams"	0	"right"	8	135	"S"	0	9	"A"	"False"	6	45	0	5	"OBLQGVTREPDYSMFZJXKHUAIN"	"SKXLDMVHJZABUIRQYPGEONFT"	"RMDIFNYVUTPZSXQALBHEJGOK"	"ZVEPLBOSFDAKMTRGNXYUIHQJ"	"DEGMKFXVBNUJZPQIYSLROTHA"	"REUMIHOXGBDJNVTSZYPLAFQK"	"ILEZRQTYGAJKDPSMNFHOXVBU"	"OIAELSYVFPTQUJKRMBXZDGHN"	1	14	FALSE
"main"	13	"MC10"	"nStreams"	0	"right"	8	0	"M"	0	6	"S"	"False"	0	0	0	16	"LYIOGRSNBAXUQJZVHEPKFTMD"	"AHPUTGJFIKNSDMXBVRLOEYQZ"	"PDTMBRXHYGQJLFIKAVSZUONE"	"XPYKQLEIBAGUDJZHSOVRFTMN"	"PZQVLYAISORXHFTNMEJUBKGD"	"ETAZVUPGNFHBKQMIOLRJSDYX"	"QZXFDLKYSGNVRAHPBUETIJMO"	"OQERUMLJTIPVBZSKYNADGHFX"	2	22	FALSE
"main"	17	"MC10"	"nStreams"	0	"right"	8	270	"E"	0	8	"Z"	"False"	3	45	0	1	"ELAJSBQRNTZFXPOYDVMGKIUH"	"RBTKMUQVGXENJALIOYZPSDHF"	"KIDLNQHAFUYEJGPOZXRVBSTM"	"PQJLBNIYZESDVGTKMROAUXFH"	"ZALMYHSBRNJVEQFIPKGXUDOT"	"OISTVZRQPGKEABJLFXNUDYHM"	"QJLUNPEKBTSIGDROZXAHFMVY"	"XBMFPZNUGQYDOLVKITSHEJRA"	1	9	FALSE
