"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"fixationReject"
"main"	45	"RN12 "	" oneCued "	0	" right "	8	270	"G "	0	7	"J "	0	3	0	-1	"JQBZDPOXVMLKTAIHREYGUSFN"	"BTPLMYNIHJAEZKQRGDFSVOXU"	"LTPSKXJMUGNZBAHEIVRDYQFO"	"IROXQEGJVUPNZDALMBYHTSKF"	"YNFXHRADBSIEGZKOLUJQVTMP"	"LVMYENHSOGFAPTJDQKBIXZUR"	"TGNOASXIKZVPYJFHMURLQBED"	"FPMEKVUTORIJSGLANQXDHZYB"	0	FALSE
"main"	46	"RN12 "	" oneCued "	0	" right "	8	315	"Z "	0	10	"H "	0	2	0	1	"RYUXSOJIEPKBQLFVNHDGMATZ"	"VDEXGQMSKFTIAHOYRJBZNUPL"	"XVGAKDPMIBHZNQUJYROSTFLE"	"GMYSUVKJORXHLDANZEPIQFTB"	"FPULNXTOZYEJKRVMADISHGQB"	"UIDANOHXESQYPZBMKJLTGVRF"	"XMFKIDNRUHQGZSOALTJBPYVE"	"KIAGEPBSDTZVJMHXQRFLUNYO"	0	FALSE
"main"	48	"RN12 "	" oneCued "	0	" right "	8	0	"E "	0	6	"F "	0	2	0	4	"OSRBTUKYQAMPEVIFHNLXJGDZ"	"QBUZRFKOSMNILAPEGYDTJXVH"	"IOQRJXFUTMEVKLNZPGBSADHY"	"YDQFVLXRTAPMKOJBEUHZSNIG"	"HFXREDLGQVZKYJMBSIOUNATP"	"UFMJAGODQRTXPZKEIBSLNVYH"	"UMDNSQOGJVITYEBFARZLPKXH"	"JZDKRGOTHNVELYXIQPMUSBFA"	0	FALSE
"main"	51	"RN12 "	" oneCued "	0	" right "	8	45	"I "	0	7	"X "	0	4	0	11	"RDGEXUHKPQVTMLYZOFNBJSIA"	"YUHLSQARPXOTNFBVJDMIZGEK"	"BHZYAJPSLDEKFVIOGRMUXQNT"	"AUMFHPBEKNLSGVXIYTJZRODQ"	"HMBFGQVXKAOLTYUSRDIZNEPJ"	"KVDGUIBOAFTEZNYSJPMLQRHX"	"REFDMVPBKYLSXZJQGUTAINOH"	"KTGJPRZIUQYMALODBHFVEXSN"	0	FALSE
"main"	52	"RN12 "	" oneCued "	0	" right "	8	180	"P "	0	6	"X "	0	7	0	4	"ONMEGIQVBUDYTXPJSFRZAHLK"	"MIHSETJZOGLRQUYVPNKFADXB"	"HNMDRXFGUZTBOSILKAYVQJEP"	"VQDGPKXTIUYLSNJMEOFBHZRA"	"AIQOGZNMTUKDYRLSBPFHXJVE"	"XGFJEPVTBZORUAKIDMQSNYHL"	"FQEXORYTAVJPISNKHLZDMGUB"	"SOGKQAXLBDPUHNZVRYMETJIF"	0	FALSE
"main"	55	"RN12 "	" oneCued "	0	" right "	8	225	"H "	0	9	"G "	0	6	0	1	"HDJZEPBUORMSQALTYKGVINFX"	"PFHMZGUBXODAQYISNEKRLTJV"	"SZUGVOQLMHRBFDPTNYAIKXEJ"	"ZQLJBUYFDKPITNMVAXSEHRGO"	"TNAXEBVQIZSPJFDMGYUROKHL"	"VKBFSXTNJMEUPIRLYHOAZQDG"	"ZNQVPRFOIGHKTXSBLMYEUJAD"	"QKTDXMIFARGUHPLENVSOJYBZ"	0	FALSE
"main"	56	"RN12 "	" oneCued "	0	" right "	8	270	"G "	0	10	"J "	0	5	0	2	"ZKTSRILJEXGAOYUVMDBFHPNQ"	"XQYSAPDJENZVGTOKMRHUIFBL"	"KOJLRFSABUTYZXMIHQEDPVNG"	"OGNBSYKETJHIXRZLAPUFDQMV"	"ZLTXGUQRISPKVAHDOBEYMNFJ"	"OYTXFVQUENJMGDRSBPLAHZIK"	"PDRSXLHYNGFOKZBVQJEUTIAM"	"IQVNPJEKYOTXHFAUDRMZSLGB"	0	FALSE
"main"	60	"RN12 "	" oneCued "	0	" right "	8	45	"D "	0	6	"Q "	0	4	0	12	"ZHOKFRSJTMLEIVDXBQYAGUPN"	"PFTHJBDYNELIGZRXKOQMVASU"	"HKJMNDRFXQOIAGYEBTVLUSPZ"	"GZLSHUEJKFXATMVDPOBYRIQN"	"RGSFEIQHLVXPNOABZYDMJKUT"	"QRDZONETFKXIHUVLJPBMGSAY"	"IEGRYUTKPLZBDVFHXNJSMOQA"	"OKASQDVIUPGEJZFNBRTLYXHM"	0	FALSE
"main"	61	"RN12 "	" oneCued "	0	" right "	8	90	"O "	0	8	"E "	0	0	0	2	"TVLSFXHZEKOIYMUQRPJDGABN"	"FNTOYVBHPAQJGSEURIZKDLXM"	"KBXHTLOQZISMDNJGAVRUFYEP"	"GJMHDVBAPFKOUYZNQEXITRSL"	"DEGILQUYKMFOABJVHPRNXTSZ"	"EZROQGAHSLJFKMPYIVNTXUDB"	"LGMYJPOANDZVTSQIEXFBRKUH"	"KXRFBOHAEVUGDJQPSMZLITNY"	0	FALSE
"main"	64	"RN12 "	" oneCued "	0	" right "	8	225	"Z "	0	6	"Z "	1	0	0	0	"AKBFQDZXLGTSRNUMEVJPOYIH"	"DPOFVYARIZKGHLBUSEMNQTXJ"	"DVLFKUHQRSNAYPMBZOITEJGX"	"KMIZLGNTBVDXOYJFQSAHRUPE"	"NFRKGUIHOQYZBDJSEVTMXPLA"	"ASOLRUDPBXIQYEGNVTJHMZKF"	"DSBIFTPJHLVYUNXMOAQKGERZ"	"EQLSKYMFNRGDPUOIZXBJAVTH"	0	FALSE
"main"	65	"RN12 "	" oneCued "	0	" right "	8	270	"P "	0	6	"L "	0	6	0	3	"LAEQGDXTOYSPJNFRUBMVZHIK"	"FUXMBOTKELRNHPGJZIQDVSYA"	"IDORUEMNJHSAPYFGLXBKZQTV"	"TSEKUZHLNMAJBVFGRQYXPDOI"	"ZELRTKXSVOAPYJFQUHDIMGBN"	"YAVNGQFRTHKMUZXPOLIDEBSJ"	"JIQHMELRBPDXGYKTVUOSNAZF"	"ZNAGRESQDPXBHJUIOYFVMTKL"	0	FALSE
"main"	67	"RN12 "	" oneCued "	0	" right "	8	135	"P "	0	7	"Q "	0	5	0	1	"PQHRKDAGTFBXMEYIJNZLOUSV"	"PBOEYMHZRUVQIXLGADFJSNKT"	"GFPQERHAZONTJYUKIBVXMLDS"	"QVPHEGNMJTSBLZIRYDFOUKAX"	"OFXLJYQKRETBNUAIPHZMSVGD"	"FHGZVDAQPTONKJBRYUMEXSIL"	"JOQKLTDIHVURSMZYBAXFNPGE"	"AHLSMEFZRYOTVKBUNGQJIDXP"	0	FALSE
"main"	70	"RN12 "	" oneCued "	0	" right "	8	45	"J "	0	9	"D "	0	0	0	1	"XKGQVRLFSDJMZHOUYBEITNAP"	"IDEHYGTBJZULQNOXFPVMRSKA"	"ZERHKJANUBMXQSTYGFODLIVP"	"ITDMZAQSHGRKNJBPVYXEOULF"	"LQGNZHJMISOFPBEYXKRTVAUD"	"ISRHVPJMUNGXOBEQALFDTZYK"	"AFNBZGQPMURLHJDEVIOXYSTK"	"IJGDNTEPRKQXVHBAYMOSUFLZ"	0	FALSE
"main"	71	"RN12 "	" oneCued "	0	" right "	8	270	"D "	0	8	"V "	0	5	0	1	"RNGVQFBTAHIDXMJUPKSLYOZE"	"NIRBMQZOVGYFSDTHLPXEUJAK"	"UQYITBKDMPOVFNREXGLJAZSH"	"QAVGLHNIOTURDEJZKBMSXPYF"	"GFEJKIOMNTQPRXDYALZUVBHS"	"FBSKTOIJVDYZGRNUHMAEPQLX"	"ANQYOBHXPSDJGFZEMULTVKRI"	"IGEOASTFJXBHPZRLUYKMVDQN"	0	FALSE
"main"	72	"RN12 "	" oneCued "	0	" right "	8	225	"M "	0	7	"L "	0	0	0	1	"IPTUGKJLMXVESDAZBOHQNYFR"	"ONGJTEPBFXVZQUHRYALKSMID"	"AIQSDUVZPOTJKFHXLNEBYMRG"	"IYHRXFZOTLAGSQUENMDBJKVP"	"ZOAHVSEJBRKFIDUQPMXYTNLG"	"SLVMNZFEJAROPYHUIKXQBDTG"	"QMHSKTBANEOYDGILUVPXJFZR"	"THYOMFAGBDIKLQRNJSZXUVEP"	0	FALSE
"main"	79	"RN12 "	" oneCued "	0	" right "	8	180	"Q "	0	7	"A "	0	7	0	2	"MDQNSFJIGPBTHZRXYLEOKAVU"	"AUBNQSTDGYPMIKJROZFXLVEH"	"HETBDLRNJSMYOQGVZAFKUIPX"	"YTBRZIXKDEHJUQMVONGFLAPS"	"QVSIBPRAUDKYETNLZHGOXMFJ"	"LSJZIBUONGXQYRMHEAKPDTVF"	"VALUHTNFDGPQYRMEBZSOJKXI"	"BRYSHJPAFQKONUTVDILEMXZG"	0	FALSE
"main"	80	"RN12 "	" oneCued "	0	" right "	8	0	"N "	0	9	"Y "	0	5	0	1	"LGDIJMYFBNEZUSVXKRQPOAHT"	"UQGALDBFMXHOSYKETZPNIVJR"	"DARFVETSGYIMJUNZHPKOQXBL"	"BZOUIMLTHXPAKFDGYVRSENJQ"	"BUIKYVMNJFLHRSPZOXDAEGTQ"	"SFAPKXMUHYNBIVERZOGLDJQT"	"INXUTODFHEQMPJLRBKZAVYSG"	"GUDXPQKHYJSANFOELITVZBMR"	0	FALSE
"main"	82	"RN12 "	" oneCued "	0	" right "	8	225	"D "	0	10	"M "	0	0	0	11	"OVBULKYZITMQSXGJNHAPRDFE"	"MHBZUESANRXGJKTIPDVQOYFL"	"JLPROKVYZEHBQGITFSNMADXU"	"FSELVRTMZPYAJGOQIHUNBXKD"	"JMFIBKUNHYTASOPGQLZXDERV"	"SFEGLOUJDBARIVYXZKTPHMQN"	"HQGUTREJBLYZSOPFXVDAMINK"	"KROMUPDGHALBXFQVISZJENYT"	0	FALSE
"main"	83	"RN12 "	" oneCued "	0	" right "	8	45	"K "	0	6	"U "	0	1	0	1	"MHRIFOGDEUXBTLPAYVZQKJSN"	"OAIERZUKFMVJYHQXBDLGNPTS"	"DYUORZJSIXNKGVHTFLEBAPMQ"	"AMKLDPQBSZFOVEHJXTGINUYR"	"ESGLXUKZTFYDIHJQRMVPNBAO"	"OLXGUKIYTEQDRFZNJMAPVBHS"	"EDGNZTXFIYVRMUQOJKBHSAPL"	"MNXTJSAFHIRYEZPOGLQUBDVK"	0	FALSE
"main"	84	"RN12 "	" oneCued "	0	" right "	8	45	"D "	0	7	"S "	0	3	0	-1	"GYXIHBKAURLJDZEPOSVMQTFN"	"YZAFPHNQKOBLSXVITERMDUGJ"	"QGPBHLVESFRMKIOUYADJTXNZ"	"FRVGBTDSQHJLZXMNKPUEOYAI"	"ZOPNXFADSLQJMBRHVUETYKIG"	"GBNATPXMHSZDIUQVKOLEYFRJ"	"DZVNBRTSPJLYEKIUHFOQAGXM"	"LFHJYPOXNTBZKSERVQMDAIUG"	0	FALSE
"main"	89	"RN12 "	" oneCued "	0	" right "	8	315	"Z "	0	6	"Z "	1	3	0	0	"XSHYMUNPJBZELTRVGFOKAIDQ"	"MOGZAUYIQSPBHNXVDJLKTEFR"	"GMONTELSIYXBFAQKZRHUVPJD"	"ISJGXLZETHORUMYKDVPNBQFA"	"MFQEOVHATZUBKDJLISRXNGPY"	"HEXFJMLNIZUSADQVKYPBRGTO"	"VXIQETULOKDPSYAMHFBJGRZN"	"KDNUIGTVOMLEJYRFABHQZSXP"	0	FALSE
"main"	91	"RN12 "	" oneCued "	0	" right "	8	225	"A "	0	7	"S "	0	3	0	1	"KBLEGXAFYJSPUHNTDZOIQVMR"	"UGYAPZRTFQBSEMNDHKLVXIOJ"	"XOPELMJYVAIZUFNRHGSKBTQD"	"FZQKDHUSANXRMYLOIGEBTPVJ"	"MIVORQLHPXBYTDEKNGSZUAJF"	"LBSVAKZDMOIPHTNYGEXQRUFJ"	"RSKEPLZOUBDINMHYJQGAFTXV"	"HDBVZXYLIRSOGTQNMFPKUJEA"	0	FALSE
"main"	95	"RN12 "	" oneCued "	0	" right "	8	135	"N "	0	9	"L "	0	4	0	4	"AREJOSQUBVTYXKZFIDNMPLGH"	"EJKLNADQIHRUTYBFXGOSVMZP"	"QUZSHIRMVEJOYAXLTGNPKBFD"	"FNAZRYDGIVTSQXOJPUEMHLBK"	"TFAXVOJBPLKSYNMZQEURGIDH"	"ROPBZKSAVQUMIGDHYLJXFNTE"	"SKTJLMHAYVGIPBUXOFDZNERQ"	"EOMQILGYNJVZRXSUPDKTBAFH"	0	FALSE
"main"	96	"RN12 "	" oneCued "	0	" right "	8	0	"K "	0	7	"D "	0	7	0	2	"ORQBULEIVJGYHPKMAZFXSDNT"	"MNLQUGBFOJDZRATHPYEIKVSX"	"LTOYGRDQKAHPZBUEVIFSXJMN"	"UHLITBJEGAOSRYDNZQMKXFVP"	"URDBHISXKZMNJVLTOGPAQEYF"	"OFEGHVMDJTLXSIKNPZYRABUQ"	"AVYUTPHDJFXLOGRZEMSKINBQ"	"ARIPGNHDMKFLJESBYZOXUQVT"	0	FALSE
"main"	101	"RN12 "	" oneCued "	0	" right "	8	270	"H "	0	9	"U "	0	0	0	1	"KISFNEPXJUHQZGLTVOMAYBDR"	"UTZSHKQXJEFIPMVDNLAROYBG"	"MXFQAIBDNZELRHOTJVSGUKPY"	"QBKTLYSIODPNXVMAERFJHUGZ"	"UVSFXGDTPKBEZYJHLRIQNMAO"	"AIHTQPVDFZGRKENMYUBSJLXO"	"EALQYHDXTFOVKMIZGURPSJBN"	"NLIZSKJUVTOHPRYMBQFXAGDE"	0	FALSE
"main"	102	"RN12 "	" oneCued "	0	" right "	8	180	"S "	0	6	"Y "	0	3	0	17	"HLKJXRGBOVFEDQPASTYZIUNM"	"UYSLPQBRFAVJETIDNOHZMXKG"	"GAYUQDBNKXMOILTHSEJFZPVR"	"OGVJREYQZFLUXIPNTDKBMAHS"	"BOSAUEVGPIZMKTNYHRLQXJDF"	"GFXUONABMVIRDHYSKLQETZJP"	"TXBVGFNMYIROQKUAJLEZHSPD"	"VFODKIEPUXLGMABJTHQSZYNR"	0	FALSE
"main"	103	"RN12 "	" oneCued "	0	" right "	8	270	"T "	0	8	"F "	0	7	0	3	"FYMNQGJLDHPVOERSBTKIUXZA"	"OTXSFBUIMREQYKGVZPADJNLH"	"SLTDZVIHNJXBAPKEYFUMQORG"	"JONGXRAPLKQBITDUVSYEFMZH"	"FODGXVBZSMEIKTUYPRALHJNQ"	"KGJZHIRVSXFEUQOLMTBANYDP"	"ZNJOLGQSKIPFMATDRYXBEVHU"	"IOPAQJLDFVUTXKSBHGYMENZR"	0	FALSE
"main"	104	"RN12 "	" oneCued "	0	" right "	8	90	"N "	0	10	"H "	0	7	0	1	"IQNKLGSXUYOEPBDHVRFJAZMT"	"PMVTRSKJELBFNOZAIUXGQDYH"	"ESBYJMTHAGFIRDQPNKZXOVUL"	"KIBLEGVPJRNSMHYUZQOFAXTD"	"HKGTMPENUQVBDJIOZRXLASYF"	"USFAQBKIJDZTMVROGYPXLNHE"	"AGIFLKQDSXTHMPEYURNZOJBV"	"DGKFMQOULVHNAIEZPJBTRYSX"	0	FALSE
"main"	107	"RN12 "	" oneCued "	0	" right "	8	315	"H "	0	6	"G "	0	4	0	-3	"YMZOBENUPXDJITRGAQLSKFHV"	"VMLPJINYTBZGRQSEFXDHKOAU"	"HSVYTJGKFZXIDLAQPOURENBM"	"JGMLKIOHXVBTUZDSRYQPEFAN"	"SEMHXQGYUTZJLRVFDONIBKAP"	"ZOENTLAHPMDYGJBFRXUKQSVI"	"TQLIOVEZRXGBYPMHNUJDASFK"	"DXSVIUKPABJNMRTYELQFOGHZ"	0	FALSE
"main"	108	"RN12 "	" oneCued "	0	" right "	8	135	"T "	0	10	"L "	0	1	0	1	"KZLVRUBDTPYNEJMGSXOAHQFI"	"IQPEVNRBGSLTFKHZDUAJYXMO"	"LUXHAQNPBTKOMZYSGRJDVFIE"	"QMAXIJRPYODUTEGSNHLZVFBK"	"VPNUALRTGDQFZMJYIKSHXEOB"	"YFJVHXMOZUGARLIENBQTSDKP"	"EUZFGMQYXRTPKDNSBHOLVIAJ"	"RNUKPSLYITFGVXOQDAJEMZBH"	0	FALSE
"main"	109	"RN12 "	" oneCued "	0	" right "	8	0	"A "	0	9	"A "	1	5	0	0	"ZVSOHAYUGNDQKJEITMXPBFLR"	"BQVGJIZOASHNUTMXKLRYEPDF"	"OZIKBVHXSFDUYJLAQEPNGMRT"	"BKHZTYLOIRMGFVAJPNXDUSQE"	"XMLQOTHDBAEGJKVZRPUSNFYI"	"JRLIYBEMZAGFXHPDONQKVUST"	"BFNQGRVJATIYUDMSXLOKHEZP"	"QMYSDZRNEOHBFTLPKIXGAUJV"	0	FALSE
"main"	115	"RN12 "	" oneCued "	0	" right "	8	90	"I "	0	6	"X "	0	7	0	1	"YOSEUKPDNHFJVZBMATRGIQLX"	"UJTHQBOGPNEVKFISARMDZYXL"	"JNPAOVQZHFLIGRYBKMTESXDU"	"IHEJYKOPQGUTASFRVXNBLMZD"	"DIHMXKSBPURTGNLFYJZEOAVQ"	"VXIQHJUKRTYANLMZFSEDPBGO"	"TVQHPEDZFSXBOGJURILMKNYA"	"UNTBFKXIDOHRGAYZLQVJPSME"	0	FALSE
"main"	118	"RN12 "	" oneCued "	0	" right "	8	180	"P "	0	10	"E "	0	1	0	9	"ERDQLPFYIMABSJUVXOGTZHKN"	"RONUIBDHZXEFSQMTGLJPKYAV"	"FGMSVEYDXTROHKBAJNULPQIZ"	"OHZXYPMSNBTJKRIQVLEDUAFG"	"QMKTSLGOBYJREAIUPZHNXDVF"	"NUOSVYHATRIEKZXPMJQGBDLF"	"TLSUIFXQEJNABPHOYMZDGVKR"	"KPYXZOMSFBDEGARNQLVUTIHJ"	0	FALSE
"main"	119	"RN12 "	" oneCued "	0	" right "	8	270	"N "	0	7	"Y "	0	6	0	1	"FIOXGMKLHSYZPNUBJVQEDRAT"	"HEZDFYMJNIURBSXVGQLTOKAP"	"FAMJHTIOVXEGZDBSPQRYUNKL"	"PUISOHGBEYZQVMNXKTLFDJRA"	"ZPRQUYMFTXKGNDVOHIEJSALB"	"JFGQXTNKOMALHEZBRDYPUVSI"	"DJZROBXYNMAGQVLEIHSFKTPU"	"YTLZJSHORIMNXVBAQFPKDUGE"	0	FALSE
"main"	121	"RN12 "	" oneCued "	0	" right "	8	315	"P "	0	7	"O "	0	1	0	1	"RSBIEYFJGPDUMKXTAQHNVLZO"	"KHJBYGQOPUIMALSRVXDETNZF"	"FVDPIOQETUSNRMAZKGYHJLBX"	"FLNXMYAZDUPQKVJISREGHBTO"	"SABENPDRXLKTGVFYZMIOQJUH"	"DQARNEYZITPUGFXVLHSMOJBK"	"PHNVYOEIKQXLJSAZMGDFUTRB"	"UVMQIFDZBNKPJHLYGSATRXOE"	0	FALSE
"main"	122	"RN12 "	" oneCued "	0	" right "	8	180	"I "	0	9	"T "	0	7	0	1	"USZEPYTMXFILDVRQHKJNGBOA"	"GEXVKNYPZJRLTAUMOFHDBQSI"	"IUENTFMQJOXZRDSVKPYHBAGL"	"FUGQBRVSLTAOZHJPMXYEIDNK"	"ENIXTKYFPDLBUJZQROMVSAGH"	"ROBIXMYSVEJKTUDAHFGZPLQN"	"HLKBVDOGJMZIYPSXNFAQETRU"	"UYXLOGNDPTIZQVEMSJRFBKHA"	0	FALSE
"main"	123	"RN12 "	" oneCued "	0	" right "	8	0	"R "	0	8	"H "	0	7	0	-6	"OLXDPGZBVRUAYTQKMEFSNHJI"	"EMQVGHKRYJZIFLDNOAUBXPTS"	"TBXQEGDJPAULRZSNYMFKOHIV"	"TZVFQAEPLOIGKSYHBRXMJDUN"	"NEJIYXRSTAUGFMLOPVQBDZHK"	"HQSYADOMIZFELTUKBJXPVGNR"	"DARMIHBYXETVSJNZOFQLUGKP"	"LIRTGYMAHDXEVUFKBZNSQPOJ"	0	FALSE
"main"	124	"RN12 "	" oneCued "	0	" right "	8	180	"N "	0	10	"D "	0	3	0	5	"DKJTYLNZURXGPEMQBFVOAHSI"	"ZUNGKJVTODMLIHQSPYBFRXEA"	"RSUPOJXAEBDTYZMHKGVILFNQ"	"RGZHIOEPMQDXKBANULJVFSYT"	"DTQUKGZRVOFBEILAHMYSXNPJ"	"RFLPSDZQJYXNMGAIBKUEOVHT"	"KUYSEXTABOFQZDRNJMHLIGPV"	"USJKDFYRXNPOQBLATZVHMEGI"	0	FALSE
"main"	125	"RN12 "	" oneCued "	0	" right "	8	45	"R "	0	8	"X "	0	5	0	-6	"NJKXTDUSIRFHEAQVOZPMYBLG"	"XDIFKNAJEQPUZLMTRVGYOHSB"	"QIMZXFSHVLOPNBTYRJEAKDUG"	"MVZRTLGJAXSODPNEBIQYUKHF"	"XDAESPJRZFTYBNILVOKGMUQH"	"AJRKOQEMXBUPFTHLDYIZGSNV"	"ZSRDETYLKJUHVMONGIABXPQF"	"YOKGSALXURVPFJEINZBTDQMH"	0	FALSE
"main"	131	"RN12 "	" oneCued "	0	" right "	8	315	"O "	0	8	"J "	0	6	0	-6	"EJBLIVKHMYXPGQRSUNODTFZA"	"TQFRASLIHOJGKZVPENXBYUDM"	"RJPBKQEXGOMUVZSATNHIFLDY"	"NKZDTQRUEPHYGBFOJMIALVSX"	"UESFLMTQYVXDBKOJNIPZHGRA"	"REYSINKMJLGQUZHOXDBPTFVA"	"PFOGAYTMJZVHNXEBUIKDLRSQ"	"NBOZIVYAPMHDFJTGLRUEXQSK"	0	FALSE
