"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	2	"NC21"	"nStreams"	0	"right"	8	270	"A"	0	6	"S"	"False"	3	45	0	3	"KXMQYOAUBSDJFNHLRVIGTPEZ"	"TOKJMHIUVYLDGPSXANEFZBQR"	"KNILEFOJPASMDHZXTUBYQRVG"	"NDRLZJSQYAHTKVOGIBPMUEFX"	"YMOQEDISBVKRNTXFLUJHZPAG"	"VIEALQOFTXRUJYKSDGHZPNMB"	"ITDMFUEVABOXHZQRJYLPNKGS"	"ZPRHFAOUILTQJEXNSVMDYKGB"	1	9	FALSE
"main"	4	"NC21"	"nStreams"	0	"right"	8	0	"K"	0	6	"L"	"False"	3	135	0	7	"XIYHATGKUMZREJDLVPFQSBNO"	"VMUSKXJIHLEFTBORDAGYZQNP"	"VABZFOUTGINPMDLKYQRJXEHS"	"JTOVZBLYQMAXNKISHDFEGPRU"	"BYGORLVQMAZUXKEDSHIJTFPN"	"HRAKEJFIDGSPZBLQMOXVNYUT"	"VBFSNZGTHJUAPXEQKIROLMDY"	"PMTFYGKRHDZNUBJXAEOIVQLS"	2	13	FALSE
"main"	6	"NC21"	"nStreams"	0	"right"	8	225	"S"	0	7	"V"	"False"	4	45	0	-6	"TLBJPZOVFSUEMGKXRDHNYIAQ"	"MXLETHUFGSDQZNVAJYIKBORP"	"QGDPLVIYXKTESONJAFBHMZRU"	"VFMBNURKITQDYZEOHAPLJGXS"	"OSYGBNHVEUDFRXZLAQMITKPJ"	"HKNBSFXTAZPODIUREGVYQLJM"	"QOKBEYTUZXSAIMVLFPDJHNRG"	"UPVNJQLKMIFAHRDEOXSYBZTG"	1	1	FALSE
"main"	9	"NC21"	"nStreams"	0	"right"	8	180	"U"	0	6	"O"	"False"	7	135	0	1	"VKETOSQBIFRNGUJHPAYZDXML"	"SDRUXILZOTEVJFPGBHAMNKYQ"	"YBHRZIGFVLOUMXPSQKATJNDE"	"ATDVRUQZKYLBXISJMPEGOHNF"	"YNFDZHJLEXQKBGUVTARIOMPS"	"GLYDAOSJTVQKREIBUHPFXNMZ"	"ASGUHTLDVIBPQXYZKNOJRMFE"	"VEYGBIOUJSTMNXLRHQAZPDKF"	2	7	FALSE
"main"	11	"NC21"	"nStreams"	0	"right"	8	225	"M"	0	9	"M"	"True"	4	45	0	0	"RKEDYBIANGVJMFSLZPOQHTUX"	"VNMRGXFJTHPZOEAIDBQKULSY"	"VUGRKFIENBJXZQTLMYPSHOAD"	"IEUZVJLRYAFBDXQPTKMNOGSH"	"SITXDBHRKMJOPAEYVQLFNZGU"	"YUKVMTFZIPQABEXGDLJRONSH"	"ADYVGQKRLZBIFEHTUNMSJXPO"	"LIFGZQJDAPHENXTKUVSRYOMB"	2	9	FALSE
"main"	12	"NC21"	"nStreams"	0	"right"	8	180	"J"	0	10	"R"	"False"	6	90	0	7	"HFOSMXAJIDZUKLNRPQYBETGV"	"QDYBJAGHNEKIOSRLMXZPFTUV"	"UTFSHQONBGMXIYAEKRZDVPLJ"	"YFGHAKENSPMLDJBVRXTZUIOQ"	"KMHEVNLJPFSQXZDGBAYURTOI"	"DPLTEGZIYNKSVQBAMFRHUJOX"	"POKDHAULSYRNXVZQGJFBIETM"	"JXHRKEYILVTFUOZQABSNDPMG"	2	17	FALSE
"main"	19	"NC21"	"nStreams"	0	"right"	8	45	"R"	0	8	"E"	"False"	4	-135	0	14	"XVEQYSOGDRNMIZBATJKFHUPL"	"THEFAZSLJXKYBQIUVOGMDPNR"	"XUJOSLPMFTVGNIHZBQEKDRYA"	"QKODSVYPEFRLBXTZJAMGHNUI"	"TQUDGIFYEJPHBMNZSLOKAXRV"	"VPETJUSKHRQFLDGYIBNXAOMZ"	"MNAQRFLHYXUTDPJBEGSKIZVO"	"FPSQEVBONGHAJIKDTYRUMZLX"	2	22	FALSE
"main"	20	"NC21"	"nStreams"	0	"right"	8	90	"Y"	0	6	"V"	"False"	1	135	0	1	"RFILOVQXNAYBPZGKMEDUTHJS"	"DZEORAVYBTXQGNHPLFMKUJIS"	"FYQGHBTNXKAUPZDEMORISJVL"	"EOBZGUVDTHJFMXPYIAKLRNQS"	"UKYVZBXOIENGMLFSPRHQJDAT"	"UNVAPBLOYFKDMRTZJGHXEIQS"	"AZMHSOLINFGJVKBDEXRYQTUP"	"JXAZQLIUPFBKSHNTDVOYEMGR"	1	7	FALSE
"main"	22	"NC21"	"nStreams"	0	"right"	8	135	"P"	0	6	"Y"	"False"	0	135	0	3	"MJBIAZYQUPRDVEFOGNHSKXLT"	"RDTVEAOLKXUMBGSNFYZIQPJH"	"GYFPINQRZOUJMBDVLKASEHXT"	"JNFVPETUBXLIYSRHOKGQDMZA"	"DJXVBPEMIYQGHNTOASLURFKZ"	"JOKBDRNXZIUFATPYEGHLVMQS"	"XMEGVYBQTHDZINJRKOPALUSF"	"ZVJGLTRPXUASMQOYBEHKINDF"	1	9	FALSE
"main"	23	"NC21"	"nStreams"	0	"right"	8	270	"A"	0	7	"A"	"True"	1	-45	0	0	"DOAJTHKZPVUMBSQELXNYRFIG"	"PBHLKDJAQVESZUOXTMGRIYFN"	"AUOHZXBQJSFRVIMGYETPLKND"	"KANQRXMBLPZGEFHSUTJIVOYD"	"DGTSKFEQAMNHLPIRBOYXVZJU"	"UXPNHFRDJBAEQKLSYMZGIVTO"	"YIFEZDHQBKNXTMLVAGSUPROJ"	"JYNODLFUQRMPZIKTHXVSBGAE"	2	7	FALSE
