"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	3	"FC21"	"nStreams"	0	"right"	8	225	"E"	0	9	"E"	"True"	4	45	0	0	"ODUBAZTGXRNYLQSVMFJEIHPK"	"LZQMIJUTPFYVBKXDAOGRSENH"	"LOVHMGRUJZXBDSNAPYTIFKEQ"	"XMTUIANKPBOLJHGRSFDQVEYZ"	"HLBSIXGFNEQZAUKPVDRTOYJM"	"UTBHFPGQAEZNSVLKDOIRYXMJ"	"PDYRNKQBXHLIZOMSUAETVFJG"	"XNPMTEOKLQUHYRSZVJAIFBDG"	1	9	FALSE
"main"	7	"FC21"	"nStreams"	0	"right"	8	180	"M"	0	9	"J"	"False"	6	90	0	1	"JVFXTSMYKBEUOQPIAGLDRZHN"	"RQYSVDZABMLJETOPHUKNGXIF"	"IRHJUAPGLVKSFXMENTQOYZBD"	"AIFDMSEHQGZPYVNOXUKBLTJR"	"YUOHBTMVIKGSPJAREZDNLFXQ"	"VZBLQRGHKDFYNTPESXOMJAUI"	"UPSDOFALRJMQVIHTXZGEKYBN"	"NYHTBPIDJKEQSVARMLGOUZXF"	2	10	FALSE
"main"	8	"FC21"	"nStreams"	0	"right"	8	225	"T"	0	6	"Y"	"False"	2	-45	0	5	"ZXSFKGOJNBMYERIAVUDQLHPT"	"JEMVUPIYFAGONZXKTRLSHQDB"	"KOPXZLYBIERTJFSDAQNHMGUV"	"OQENVHGDTJZMPRAYFUSIKBLX"	"AMJGIBQFSUPDYNEXOVTHLKZR"	"PLRDHQAZKBFJOEYMUXVITSGN"	"ONKZAEPQSDBFRGHTVXUMYLIJ"	"ABZHSYTQRXVUMOJGDINELFKP"	2	11	FALSE
"main"	11	"FC21"	"nStreams"	0	"right"	8	135	"O"	0	7	"O"	"True"	4	-45	0	0	"VBAYZPNJIUEMOHLSQGTRKXDF"	"RXPIZMVQFHLGJSABNOUEDKTY"	"IVXOHFDQMBKPSEUAYTJRZGLN"	"YRMJBSVPDZULKQEXNOIAHTGF"	"XUQSAHKOTBNVMPIDLRGEYJZF"	"JERXDUSATMLZYPQOBGNKFVHI"	"UQPIJRSTKZYLVHNDAXMBGEFO"	"LTHZRMEYOQUXNKIPDJSVFBGA"	2	7	FALSE
"main"	12	"FC21"	"nStreams"	0	"right"	8	135	"V"	0	8	"U"	"False"	1	180	0	1	"OFKRHSPMUIZEAYBQLDVGJXNT"	"JNOMLDISUVHFQYTZKAEXRGBP"	"KTYORXBPIJDZLAEFGSNQVHUM"	"KBQNETFJAGZHDPRSLMOUIYXV"	"JBSDPNVGEUXYAHMOKIFQRZTL"	"FZLHBPGSUVKRYOXMAJIDQTNE"	"TUOPHNJAEYDFZGRXIQMVSKBL"	"QXUHFKLDRSGIZANPJVOYETBM"	0	9	FALSE
"main"	15	"FC21"	"nStreams"	0	"right"	8	180	"R"	0	7	"F"	"False"	7	135	0	1	"IDJARXEZOGHBKYVSNPLQFUMT"	"DMFBYXZPGILSQUNAVTREHKJO"	"RIKZFMBHXTEPVSNAGOLYJDQU"	"YHAQIJBSKVURXELMOGZPTFDN"	"ROIHABXTJGSENFKPYDMUVQLZ"	"FRVEAKJYUXDOIMQPZHBSTGLN"	"XZKDIMNTHSYJRPGBVOFEQLUA"	"XVOPUSIFRBHYLEADQKMZGJTN"	2	8	FALSE
"main"	16	"FC21"	"nStreams"	0	"right"	8	45	"V"	0	7	"H"	"False"	5	-90	0	2	"EANHOQBLTYDFJKUMZRVSIXGP"	"MJFDRZPSVYQIKOBNHGUXTALE"	"OKSIHTBNLGDJAPEFXUYRVMQZ"	"OJQGFBDEUYIMVLNATRXHPZSK"	"KGDIQSUVPHAFBMONELZJRTXY"	"XIKNLTPHYVFMSGBQODAERUZJ"	"JNBFITXVZASQRYUHLEODKMGP"	"DNEKVROMFXPJQHUBTAISLZGY"	1	9	FALSE
"main"	17	"FC21"	"nStreams"	0	"right"	8	0	"D"	0	7	"D"	"True"	4	180	0	0	"AHBYEXUVDTKFLZQMGNPIJRSO"	"OLSEQAMIJRFTGPDYKHBUZNXV"	"RUEJDPZKSXFQANGTHOMIYVBL"	"QJDPMRZSBUHYKTLEVFAXINOG"	"KAOXHYZDBIENRLVTFPJSMGQU"	"FNXJRQPKTDOSHAMLVEUYZGIB"	"AVPETZRLFSHYJDQIGKNXOMBU"	"QAGFVHOKUSXBDEMTLPIRZJNY"	1	7	FALSE
"main"	18	"FC21"	"nStreams"	0	"right"	8	90	"M"	0	7	"E"	"False"	6	-1.40334185971e-14	0	1	"PJSFXLTIHQUAEORYDBGKVNMZ"	"QBOUSLARDNYHTKXVMZIEFPJG"	"JLMIAYUVNFRZQPXDKEGBHTSO"	"GYRONUDTKBAPQEFZSXJHMVIL"	"BLETYPVRSZAFGHXKIUMOQJDN"	"GMUTFONQKAIJZLSPEBDRVXYH"	"PFBTJDVEMKSRAIOZXUQYGNLH"	"EOJHXYKADNSULQGVZBTRMPIF"	0	8	FALSE
"main"	22	"FC21"	"nStreams"	0	"right"	8	0	"G"	0	10	"G"	"True"	7	-45	0	0	"KHRTGDJLSOIXMVQZNYBPUEFA"	"QGPENMFTSBHVYKAZLDIROXUJ"	"ITGOUMNFLVBARJSQKEHYXDZP"	"FPUXZLOSEJMDAHBKRTNVQGYI"	"OZIADGQTEMRLSYHBKNFVJUPX"	"ARDVGKYSTMJIFHXQUNZPBELO"	"SAGDIUZFBLEJRNVMHKTPQOYX"	"OEMVXUFIPJGZKBRQYANHTDLS"	1	10	FALSE
