"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	2	"EF6"	"nStreams"	0	"right"	8	225	"O"	0	7	"T"	"False"	7	-2.10501278956e-14	0	2	"EXBJPQISAUGFRYTLZHKOMVDN"	"AZEVQPYRLGXFTKNDBSMOIJHU"	"RYQBOPTAVKJZXIGSMHNLUFDE"	"UESZOJIPATRNQYKHLVMFXBGD"	"LPASHBUNOMGTJKRXFYEDIQVZ"	"HABQXMRVFILSUDKGYEPNZTOJ"	"RPAMUYSKJQLOENXTZFDGBVIH"	"ZRLDEVUTHOMSINAFGYXBJQKP"	1	9	FALSE
"main"	5	"EF6"	"nStreams"	0	"right"	8	0	"S"	0	10	"B"	"False"	5	45	0	5	"AIYPEFHZOLGBXNMKJRSVDUTQ"	"ZUOXHPKQGRLSIVFTAEJYMBDN"	"BJDRHVTILNMZUEYKFOAXGSPQ"	"DVYQRHEJZBSGUOKILFNPXMAT"	"XGMURJNQSYHTDIFOPELVZBAK"	"HKNQETUZVFBXAMDSIPJLGYOR"	"MQHTZGPJDVRBNAOSUXKLIEFY"	"KDTIGYUPRXSNEAJFVMZQLOBH"	0	15	FALSE
"main"	8	"EF6"	"nStreams"	0	"right"	8	90	"B"	0	10	"N"	"False"	0	90	0	11	"HYRGAKQVDUNJFISPLZOXMBTE"	"TFVZELPNJHOXQRBIMDSYUAKG"	"FBGPLQREKNUTVHOSDMXJZIYA"	"OJGNZEUFXKYRTBPSMLHVQDIA"	"SOHXAFPEKBJURYTZVQGLNDMI"	"HQTUBODLEGXKMYNIRJSAPFVZ"	"JDEFNYSQUKIPXARVGHBLMZOT"	"HBIYLDGAUMNRZQTOVFJXSKPE"	0	21	FALSE
"main"	10	"EF6"	"nStreams"	0	"right"	8	315	"S"	0	8	"L"	"False"	7	90	0	4	"IOHZLGQTSFDXUVAJMYNEPKBR"	"VLNBIJDASKMYQFPUGRZHTEOX"	"VHIMXKQFBZLTDGNOYSRJUAPE"	"RTGJFZYAOHBSPMDNIUELVKQX"	"SIBJYEDTVLRQXPNOZKHUMFGA"	"FPYURASZJVEQGKNIHTOXBLDM"	"YNBEROGKVQADXJFUIPSLHMZT"	"KUEYNPOALDGQSBTMIFZHJXRV"	1	12	FALSE
"main"	13	"EF6"	"nStreams"	0	"right"	8	45	"S"	0	9	"H"	"False"	6	-45	0	2	"IHAQSVJGXPFUBORYKEZMDLNT"	"ILZAJNPXMUDTYBHFKSROEVQG"	"HTKDNJVLEYGXUMABSPQIROZF"	"UHVSLFGIPNEZXRBTYQDMJKAO"	"GPVXHBUAELYJZQMSRNKFITDO"	"TNJFBKYVSAGORDMXLZUEIHQP"	"FGLMZPTIYHNSDUAOBQXVJKER"	"QEIRFMXZONGBTVHSLJKUPDYA"	1	11	FALSE
"main"	14	"EF6"	"nStreams"	0	"right"	8	225	"Z"	0	10	"S"	"False"	2	-45	0	10	"LAEVSMHOGJPTIDRKUNFZBYQX"	"EDNJPUOGIKABHXYRVQMLSFTZ"	"MIGPEHLRVASUKOBXNYTDZJFQ"	"SHAJELNIZTMGBYFKXRVDQPOU"	"GUEKDBFYOVSXRHZTILAJNMPQ"	"JQOYUTEKRPDLNVXBHAFMSGZI"	"RKGUSLHAZJOQMFVNTPIEYDBX"	"KAJROZSFVHMLETPDGYXQBNUI"	1	20	FALSE
"main"	18	"EF6"	"nStreams"	0	"right"	8	135	"P"	0	8	"E"	"False"	3	90	0	15	"EOJSRFMAUGQDLPTXVKNBHYZI"	"FRGIPLMTHQNUDOXAKBSVEZJY"	"GTBRJVUDPSZLYKXNIHMQOFAE"	"XHDVYRTSEOZKNLJFBMQIUGAP"	"DVXRALKMNSUQTGEBPOJYHFZI"	"DZLPBTIHJOFSYAUGMERXNKQV"	"JUFQARGKMYXLEZONSIPBTHDV"	"GDFIKNPJAZREYUXTLSOVHBQM"	0	23	FALSE
"main"	19	"EF6"	"nStreams"	0	"right"	8	270	"P"	0	6	"L"	"False"	4	90	0	13	"XFDNHJSLGYZRQBOAIPUKETMV"	"NJTYREUPLAMGBHSOVZKQFXID"	"VYKAEUDGJLNBQSTRMFOXIHPZ"	"TIPKZLARJEQFMVUGHXYSDNOB"	"SEMUTZLJNKRFXBQDYOVPIHGA"	"LMJFNSETKIOQHXBDYVZGAURP"	"NHPVLTUYIZJROEFBGKDSMXQA"	"BKFZRLVMIXTHUAYEPJDQSOGN"	0	19	FALSE
"main"	20	"EF6"	"nStreams"	0	"right"	8	225	"S"	0	8	"X"	"False"	6	-45	0	6	"ZMNDIUXYLFQEVRPTOSAGHKBJ"	"BFUDJQGMNPVRIOZTYXASEHKL"	"KHELYOUPDJVBSMGQTIFNAZRX"	"UITJSRDLFPBMKHZNOVGXEAYQ"	"RDHSPMFLQOEAZJTKUNVYXGBI"	"TFPKINVSBLUAMQEXYDJZHROG"	"FAPGDBNOXTIZEMSVYQJRKHUL"	"RYTHSJKQMXPDFUEIBZNAGVOL"	0	14	FALSE
"main"	21	"EF6"	"nStreams"	0	"right"	8	90	"B"	0	7	"E"	"False"	5	-45	0	4	"AFSXPZKMJNDRIBEGYQLVHOUT"	"VDUGXEMHYZBAJSTNKLFQRPIO"	"XTHGBVAOMDEZLPYRSNFIUJQK"	"KMZLSGHXIDPNYOEJQFAUBVRT"	"NRHJKUADPQGIXBYLEVZSFTMO"	"JIQMVKSEPXLBFANGUOYZRDTH"	"JMPFTVQOYAUENRHGDLKBZSXI"	"PRGSUDNHMLXZTBQKVAYFEIOJ"	1	11	FALSE
"main"	22	"EF6"	"nStreams"	0	"right"	8	90	"U"	0	8	"M"	"False"	6	-1.40334185971e-14	0	7	"JNYDLSTMOAFXQBHEZUVGPRIK"	"UQDSRTNYHZGOEMVPKXJABILF"	"PNBJEXRILQOUTDGMKVYHAFZS"	"ZKUYOQNFMJDVHTEIXBRLPGAS"	"SNYUQRTKDLZEFMAJBVXOIPGH"	"BPEATZDYHVUMJGXSRKIQLOFN"	"ISVYXNGFMZORPHLUTJQKBAED"	"RAOMZPSTLYIVGBNUEJHQFXDK"	0	15	FALSE
"main"	27	"EF6"	"nStreams"	0	"right"	8	45	"S"	0	7	"T"	"False"	4	45	0	13	"PTQMUDBFNYGORLZHKIVAJESX"	"UZJVMSHDXFYRNLGPTQEIAKOB"	"KJTQSROGYDLHAFUPVNMEZBXI"	"SFAMPDHYJQXUOIRBGELVNTZK"	"KFLMPUYTZNJIOXBDAHQVSERG"	"ZJLEVQSYMXFDOIARBHPTUKNG"	"ZKBMEUYADQGIPNVJORFSXHLT"	"YASJUMKBPLXREIODTGQNZFVH"	1	20	FALSE
"main"	28	"EF6"	"nStreams"	0	"right"	8	180	"B"	0	9	"L"	"False"	5	45	0	-3	"SFHKPZYQOMIBERLUGVXNDTAJ"	"YBPARFNQXZGVOMEHIKTUSDJL"	"ZGFOPXIREULVKNMQDABJHSYT"	"QXFELIRGSYBJMNTHUVKOAPDZ"	"MTFKAHYLJXVRIBUQZGOESPDN"	"ANMSTKBORLYQFDHVXPUJGEIZ"	"UJHGMVEOIQPLANXFDZRSKYTB"	"DLZAMYGFQTUJPVXISRBHNOEK"	1	6	FALSE
"main"	29	"EF6"	"nStreams"	0	"right"	8	270	"H"	0	9	"P"	"False"	3	45	0	14	"FDAHXJIVRBPNSOETLMUZQKYG"	"KLTZVHBEUFQNASODJGIXYRMP"	"KYESMFOIVXHADPRZNQJBTGUL"	"NBDXZSVLQPJRGAUYOFMTIEKH"	"SBGLHURDVQMJZAFIXNKYOPTE"	"RTQEPJANYFVDOXUSBGHMZILK"	"NUSFQYAOPLEKRXMBGIZDTJVH"	"VTQNGYPRKIXOULZESJMFDAHB"	0	23	FALSE
"main"	30	"EF6"	"nStreams"	0	"right"	8	0	"B"	0	8	"M"	"False"	6	90	0	-5	"OKYTFUNGDERLIXJZMAVHPQSB"	"UFPQXSMVLJAINBZKHODTEYGR"	"TJLDXKSBPQNUFGOZIEVMARYH"	"JMSINXQGBKOTLDZHFPUAYREV"	"OQUINGPEXMDVYAZKTJBHFSRL"	"EYDLGITNRXKMBVUAOPZJQSHF"	"OKRBUQSIMYTXNHLDPVFEAGZJ"	"XSVFRIUPDQLTAGMKHYJZBONE"	0	3	FALSE
"main"	31	"EF6"	"nStreams"	0	"right"	8	225	"K"	0	6	"S"	"False"	2	-45	0	12	"NISDKGHZPRYOQFBVAUXTEMJL"	"BUVZNXPRMFSTDKOYAQEILGJH"	"RQGFVMSLDAPTHJEXYOKZUBIN"	"RXJQNUVATHLODZGSYBPFMIKE"	"QYDXJFHESMKPOUNBIAVZRLGT"	"XDJHRLIVGMAKQEOUSZNFBPYT"	"KJOPQXALSIYHMTRDNZBUVGEF"	"LFGHANKQXJEYVZTUDSRBIMOP"	0	18	FALSE
"main"	32	"EF6"	"nStreams"	0	"right"	8	90	"H"	0	6	"A"	"False"	2	-7.01670929853e-15	0	4	"OXPEKGVRYMDQTLHJIFBNZASU"	"QSHPNLRGUVIAOXMZDEFBYTJK"	"XMVDIEAFJBHUPLYOQTRNKSZG"	"TLJMRKOIUHYXEFNDPQVGZSBA"	"SVXKMLOGPEQUDFJBYIZNRHAT"	"ONAMJTQSPGEVYHRKBZUFLIXD"	"RXBJYNLQSHATZKGEDUOMIPFV"	"NALEQDPXMFTHJUZYISKVGROB"	1	10	FALSE
"main"	33	"EF6"	"nStreams"	0	"right"	8	180	"M"	0	8	"N"	"False"	4	-1.40334185971e-14	0	6	"EBINZYHPRKVSTAUXMJDGFLOQ"	"GOSHQELIUVRTZXJPANDBKYFM"	"EXFLDHBSARVYJTKUGQNPOZMI"	"DZQIVELYTBNGXAHMOFUPRJSK"	"XTAVEBZFNKRJPLMYUDOGHIQS"	"LDPVUOSKGZHIFYEABRXTMJQN"	"TSZPNFVOQXGHKUEYIDJLBRAM"	"QKETHUGPOYXRLNSDFJMAZBIV"	1	14	FALSE
"main"	34	"EF6"	"nStreams"	0	"right"	8	270	"D"	0	10	"P"	"False"	0	90	0	8	"VSGXEHATZRPBYQOLKUDFMINJ"	"HSIPNJUEBQRTXMLYFZOAGVDK"	"LEXBRGUVPMYAZJKIQNHDTSFO"	"PIRKXVZUDONBGEHLYJTMSFAQ"	"URYVAHKQIOZENBJMTGLPFXSD"	"TSPIVXYMOZGQRFJLANKHDEUB"	"BVYXHASUOZJTGLQIFNPRDEKM"	"JZEUKYNDIVLMPRABQOFHGSTX"	0	18	FALSE
"main"	35	"EF6"	"nStreams"	0	"right"	8	90	"Z"	0	9	"H"	"False"	6	-1.40334185971e-14	0	3	"ZGJDQFOMVRPNBSHXIYLEKAUT"	"AEXNLOJVSDGBHMUFQPTZIKYR"	"PNOJQGZDUHEAMYRIXSTBFLKV"	"XIHPFGSTRZQDMJVLAEOKNBUY"	"XRYLPBHGAONIJFKTEQMVSUZD"	"THSAVIXNQMBGDKEFZLORJUPY"	"UBELQPNFJHKGZMOIRVATYSDX"	"RESIVPZOXFNGMYAKLQJTUBDH"	1	12	FALSE
"main"	38	"EF6"	"nStreams"	0	"right"	8	0	"B"	0	9	"J"	"False"	0	0	0	11	"KVTEOPDXMJAQGRUILYNHBSFZ"	"BQGFDTLNMPOEXVKASYRZIJUH"	"ISTYMNEAJRQKXZBGPOVULHFD"	"DPYSTIJGLUZORNBXKMEVFHAQ"	"YOZQFBJXAIEHVLGUSPDKTRNM"	"RIDGTSBANLPMXJZFEKOYVUQH"	"YFHQNTSXMZRGEIAKDJBLPUVO"	"TMPGVQUKLZAFRHSBOIJNXEDY"	0	20	FALSE
"main"	44	"EF6"	"nStreams"	0	"right"	8	0	"R"	0	6	"P"	"False"	1	45	0	6	"JGPFQKEDVURTNMXLYZOSBHAI"	"GDXNLMPTESZURBVQKYAHOIJF"	"VYQIOZARUGMSFHBJLDXNEKPT"	"MAYQHOBKVRXJEUDTNSZILGFP"	"PUIGOVSYZEMHXRLAJNKTQBDF"	"XSVYJPQNOGHEBRAFITULKDZM"	"HVRJZMTFULYPKXGAIQSBNDOE"	"AVELBSGTQROXUHKZDJFPIMYN"	0	12	FALSE
"main"	45	"EF6"	"nStreams"	0	"right"	8	180	"R"	0	7	"J"	"False"	5	45	0	4	"QEMJKZDBFGHUOTPNXRSAIYVL"	"MXYNKSEUZGFOABLIHDPQRJTV"	"YSNIPATELXGRQKDUHBZMOFJV"	"AVITQDFJKNBZGMYPHSURXOLE"	"LUMBRQSINEPOXVFAGYTJHDZK"	"OYHDQUIJNTZREBPLFKVMGSAX"	"JQDZNRELFVHOABTMPKIYSGXU"	"NPEQYVBGKZJITXOSHDLMFUAR"	1	11	FALSE
"main"	49	"EF6"	"nStreams"	0	"right"	8	225	"R"	0	9	"E"	"False"	3	-1.40334185971e-14	0	7	"RLGEXHKUZVANJMOSBTYQFIDP"	"MXQJYDSFBGOAHIEKTRUZLNPV"	"RYIMEGVXKSJPULQZTFBHDONA"	"GTKSMDUXNEQPHBFARZYJOLVI"	"VMJHERAPDXKFYONTSIQGLBZU"	"UPIHVJNLAQROTKEFDMSBZXYG"	"AUHJMKDYRQITLOZFVPXSBNEG"	"FZHRPEVISNTOYJGKUDAXBLQM"	1	16	FALSE
"main"	51	"EF6"	"nStreams"	0	"right"	8	315	"U"	0	6	"S"	"False"	6	45	0	5	"HKNBVFRPLMITJEDYUZSOAGQX"	"JZPQLFGNSHVIRODTUMYBXEKA"	"UQOIFDGSAPLHTMXKRVEYBJZN"	"VZDHUSXEAIFJPLRTNBQYMKGO"	"BKHDSRNQIULYPGFEZMOJAXVT"	"FIOYXPHQMNVZTJAKDERUSLGB"	"TYLOJISXRQAUEKGMPZDBNFVH"	"QUJBVZPTMSKYFIRGXHALOEDN"	1	11	FALSE
"main"	52	"EF6"	"nStreams"	0	"right"	8	45	"U"	0	6	"Z"	"False"	1	90	0	6	"EJRTFIGPAMUVQXNBDHLZOSYK"	"FPXMJSZBKGHVUQYLITEORAND"	"DRZYJMIBEGOLPSKNTUQAHVXF"	"MHFVYOTLGKNPUQEJSIAZBDXR"	"YQTLBNDSRIVPFZXMOAUGJEHK"	"MQOGEITVYFRHJBDUPKNSZXLA"	"ADXVQNBSPZFUYTGORIJEMHKL"	"IGKETLZXANHORYVBPUSFJQMD"	0	12	FALSE
"main"	53	"EF6"	"nStreams"	0	"right"	8	135	"Z"	0	10	"B"	"False"	6	45	0	5	"REUJXFTZQSNPYBGMKDLIOVAH"	"IEKUXTLPMVJGYBFOHDQZRASN"	"HZEYJDQBAPUXSNTFRLKGIMVO"	"VKJQSHOGUAETRLYBIDZMXPFN"	"HQYOBPMANSEFUTKJZIDGLRXV"	"VPMAYFKDNJURTBXSOLEZGHQI"	"YQDJSUFAMRBGTHKZLXOVNPIE"	"PRAYTEJLKZSNDOHVBXFQMIUG"	0	15	FALSE
"main"	56	"EF6"	"nStreams"	0	"right"	8	45	"T"	0	10	"Q"	"False"	1	90	0	-7	"FMDVQHSUIPJNERXZKOBATGYL"	"BYXTLUFMJHQVIEZPNGKRSADO"	"VMEXJDKOZRAIBPQSGYFLTNHU"	"MNGQRJVTKEDIXZOHPYSFULAB"	"EZADIBXTHRVJFSKLQPUNGOMY"	"BXJUPIAFLSHVZGMOKYRDNTEQ"	"QEKRSYGJONTAVDUPXBZLHIMF"	"JAUBMLXKERQTZVGINFOPHSDY"	1	3	FALSE
"main"	59	"EF6"	"nStreams"	0	"right"	8	315	"R"	0	10	"G"	"False"	0	-45	0	3	"HKMNEAXSYOGVQRPULZDFBTJI"	"QSXOTLGZPMAHIBVRDUNKJEFY"	"NPBZMFXLUQTROEJHGYKVAIDS"	"DIBHOVFSGZRAELQJMXUKTPYN"	"SVGEZHKUYBXQRPTFDJAINMOL"	"HSXEJOYZIVRLPBMANKFUGQTD"	"ETLDSYVXZFHAKUIBQPNRJMOG"	"EZMSUTJBPLOXHDFAGKIYNRVQ"	1	13	FALSE
"main"	61	"EF6"	"nStreams"	0	"right"	8	0	"T"	0	7	"V"	"False"	2	90	0	4	"ZUKVORAEDBHITNMXSFYJPGQL"	"JEUGMLIQKPYXAFBRNDZTHSVO"	"FMQNEYJVLURTGIXPDKBHSAOZ"	"TMVZLRYBHGDJNOAXSPUIKEQF"	"GDRQNOXEJFPMLKATBIHUYZVS"	"FDIHTOVXGELMJUSANYKBZQPR"	"VZHOYXAPIFKDLMETGNQRSBUJ"	"FMEYDRNSPTBXHKUIVAZLOGJQ"	1	11	FALSE
"main"	62	"EF6"	"nStreams"	0	"right"	8	135	"V"	0	7	"K"	"False"	4	-45	0	2	"GSIPMLHJORYBVZAQDTFNUKXE"	"GSPFDBLMKTUOQIXVJNEZAYHR"	"QUFTYEMNLJIOSKAHXGRPZVDB"	"FDHSNYMERXUGQITJVALOPKBZ"	"XOBAGNSKEVJMIRFDQTPLHUYZ"	"QSEUATNXVDYJOKHZLMIFRPBG"	"QHABEPDKGIXYRSVMUTZONJFL"	"EYPLHUTRVIGSQZFXBJANMDOK"	1	9	FALSE
"main"	63	"EF6"	"nStreams"	0	"right"	8	180	"R"	0	6	"Z"	"False"	1	45	0	3	"ULDNESRVKGIJMXOQAZFYBTHP"	"QSLKATZJERUGYPBNFIOXDMVH"	"ZGKHVTLYEPQFOUDAMISXBNRJ"	"QXSOTNBUMVYIRLFJZGEPHDKA"	"ZQNYOEJPKSGFRDTHUILABVMX"	"ULEHPSZOKQYAGMBIXJFDRVTN"	"VEYZDSAHFNOMTIXJLUGPKRBQ"	"FSUENQGAXBJZITVPRODYKHML"	1	9	FALSE
"main"	65	"EF6"	"nStreams"	0	"right"	8	135	"H"	0	6	"H"	"True"	3	90	0	0	"XDJKZNRBTYVOQAHGPMSULEIF"	"EMAOGVRSZIYNXUJBTQHLPFKD"	"KOUYBVDLAZTJRHGQMFPXISEN"	"EYPMKVHOUILANJZQDSXTGFBR"	"RDASNEHJVILBMOTUKFGQYZXP"	"TEPQBRNADGJZHOFUYIXKMSLV"	"KRHOZAUBYLGTFQMSVXEPIJND"	"NUTEPSIZYKHLRXFJDAQBGOMV"	1	6	FALSE
"main"	66	"EF6"	"nStreams"	0	"right"	8	315	"R"	0	7	"L"	"False"	5	-2.10501278956e-14	0	6	"QMTVYRXLHKGEFDBISAPJNUOZ"	"THOFDVEYPGIJZNBRKQMSXALU"	"AREJKFBXMQUOZLHGYVPDITSN"	"JYGQBMNULAIHVFDSKOEPZTRX"	"EUMQJPTYSHOFZGRNVIDALBXK"	"BMXIEVJLATOYHRKDPFZSNQGU"	"VDFPKAUSZGLNETOJMYIHBQRX"	"GBAXSDJOKPEYZILMUTHNFRQV"	1	13	FALSE
"main"	68	"EF6"	"nStreams"	0	"right"	8	135	"D"	0	9	"T"	"False"	7	90	0	4	"EBYAFDGRZHKSQUVXMPJLNTOI"	"RZFOUVAHSEPMJIXNGKTLBQYD"	"UNBTMZHGVRDIQAEFKOSLXYJP"	"BPQDVUHTALEISFYKZRXNGJOM"	"RYPHSKNXEZJIOFQMDAGVUBLT"	"RSPVHGBAUIZLKOJEDFYTNXMQ"	"FVXNYSOHUJTADGMIQPRBEZKL"	"IPSBXNYMJTUELDRFOGHVQKZA"	1	13	FALSE
"main"	71	"EF6"	"nStreams"	0	"right"	8	45	"E"	0	8	"Y"	"False"	2	-45	0	9	"IARGKNZXSDMHPBJEFUOTLVYQ"	"XFSYNDEZOLUHVTIRMKPBQGAJ"	"ISKOHDUXYGQJPFAZVENLRBTM"	"PFOVQIMAYUTBGXKLZDEJSRHN"	"YQMTOVASJLBRXEIDZUKHNGFP"	"LRYZGQXTPSAODMVNBFHKEIUJ"	"OGAMVUFJHQIZLPKYBNRSDXTE"	"IEUXSRJKGYALTVBOFPDZNMQH"	1	17	FALSE
"main"	72	"EF6"	"nStreams"	0	"right"	8	315	"S"	0	9	"L"	"False"	4	-45	0	2	"NTPRBHKLVMDGYXJUQAFEZSOI"	"TQMBLAIUPNYKRDJOGXSZHFEV"	"QGRHXLITNVAUEMPYKDZFJOSB"	"AJFVKPTGQYSXHNZULOERMIBD"	"YDBKPVQUALTSEGZJNXOMIHFR"	"UEDBXLQZIPHNAYFGVOSRTJMK"	"TEASDPRJBGVKYHFLNOXQMUZI"	"LUEYIASHTNJOFMZRBQGPDXVK"	1	11	FALSE
"main"	74	"EF6"	"nStreams"	0	"right"	8	180	"Y"	0	10	"O"	"False"	6	90	0	-4	"BYVRUIFMDQAGTJKPSXHLONEZ"	"ZEQFRVBYOJSHIMKLTGDUPAXN"	"YIMGOSJDVXZBFUANTELPQRKH"	"FDLHNQOZSPKERUGXAJIVYTMB"	"LABVQUIKDYRTEHONXPJZMSFG"	"QEFKPBRGTVADISULJYHZOXNM"	"XNBTJQYIPUOVZKLGSAMHREFD"	"NSTYPGFHUADKRELXOJQVZIBM"	1	6	FALSE
"main"	79	"EF6"	"nStreams"	0	"right"	8	270	"K"	0	8	"B"	"False"	5	-45	0	3	"QAIPUDZEMRNKFLTOJYSBHGXV"	"DFIOAPRTZMVGUYXNHQJSLKBE"	"GZELMSNFHKYRVXUJOIAQDBPT"	"RKITMGAUYQODFSVNPJZBLHEX"	"MGXYNUDOPLVKAZSTERQFIJBH"	"UHPSFJNABZXKDGVYOLQTEIMR"	"YLOPTKNVASQHJUDMZGBEFIXR"	"FDJRPVOEGMSTYQBZKUNLHAXI"	0	11	FALSE
"main"	81	"EF6"	"nStreams"	0	"right"	8	180	"K"	0	7	"K"	"True"	0	-7.01670929853e-15	0	0	"AJOSMUQKPGHREZYFXDVLNITB"	"MTNJIODKGPRYQESBXAHUVZLF"	"TDHEVLZUXNFIBKJASQYROMPG"	"HOVNKMEAIZUJYLFDGQSXTBRP"	"PUNVKLYGBIJHOSTFDRXMAZQE"	"JILRHOETNGQYUMPFDVZASXBK"	"VBLOIDYSEPHJTZXAKMNGFURQ"	"PTVFAXIHMQYUENBJZGSOKLDR"	1	7	FALSE
"main"	82	"EF6"	"nStreams"	0	"right"	8	225	"U"	0	9	"S"	"False"	3	-1.40334185971e-14	0	1	"TKHOYGNXDQBSIMFLVEZARJUP"	"SQPIADVJKYXRUBMFTLNGOEZH"	"YRLXDBJANIGQPFZUMHVOSETK"	"AMFHIPKEDSULQYOVJNBGTZXR"	"PZYXITSVQAGNKLRJFMEOUDBH"	"JXIKUYFATBOGZHRELQPSDVMN"	"RZIUOSJQXBYAPEDTVNMKHLFG"	"LQRYDUJTAXPEBOGKSNZHFIVM"	1	10	FALSE
"main"	85	"EF6"	"nStreams"	0	"right"	8	135	"V"	0	6	"Y"	"False"	4	-45	0	4	"PMUGNBSVRJKHOAZFITXLEQYD"	"IFGHSKPJQDZNYULRTXVMBEAO"	"DAUINXJLMORQVFHEBZGKTYSP"	"XMFZAVPTDJERIKBGQULHONSY"	"BITHEGYSPKVJXURFZNODAQML"	"XQAPBZMDNKGITYVOFLSUJEHR"	"UHINPLRZDTJYSAMKBEXVGOQF"	"OYBFIUKQESTZVJGPMLDHARXN"	1	10	FALSE
"main"	87	"EF6"	"nStreams"	0	"right"	8	0	"E"	0	9	"G"	"False"	5	45	0	3	"QFDHVRSIKTAPXLGYEOMJNBZU"	"RBFZOTMQELKGUPIJHVSDYNAX"	"APVKOFUJMTZSXYGHNRBLEDQI"	"GTYDVOHFXISBMUKJRLQPZENA"	"VPADENKXRFGLSZYQOITBHUMJ"	"AMKQXZPTIGYDELSUFNJVBHOR"	"TYIORNEVQLPKSMBGJXFAUDZH"	"LMDZIVKYANFQPGOXUBETHJSR"	1	12	FALSE
