experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	OS3 	 oneCued 	 0.0 	 right 	 8 	 270 	O 	0 	9 	D 	0.0 	2 	0 	2.0 	QNVYUJEHMTXOPLIFGZKRADBS	YIOZGXPUAMFNERSVLTQKJHDB	LIJRPNQXFDYOUBHMVGZKEAST	ZGLNOTQRVSXEYPUABKDHJFMI	HBYGUDKAZPFEQJXOSRMLNTIV	NZFIJOAVTQMDYREGHUBLXKPS	EFPRIYVAUSDMNJZTOQXBLHKG	URKFYBPASZDQGLMNJOTVHIXE	0
main	1 	OS3 	 oneCued 	 0.0 	 right 	 8 	 90 	N 	0 	10 	T 	0.0 	5 	0 	2.0 	RXOPDLIATBVYQFNJZMSHKEGU	SEAORMQFVYUIKGPBZLTDNJHX	FLQINJPADHTSGZVKUEMBYXRO	DOEHYAMKJVGBFQUXTIZRLNSP	FEGYXLJASTHKMQIDPRVZNUOB	PDJUFARHZITQNGMVXOELKYBS	SQVDENTZKJAXRHYFIBLPMUGO	FAVHJXDGOURLMKTZNESPYBQI	0
main	2 	OS3 	 oneCued 	 0.0 	 right 	 2 	 225 	P 	0 	6 	V 	0.0 	1 	0 	1.0 	ULYKHZQXIFJMVGBPSNRTAEOD	YGBRDXVPHNZTLJFQOSAKUEIM	-99	-99	-99	-99	-99	-99	0
main	3 	OS3 	 oneCued 	 0.0 	 right 	 8 	 315 	O 	0 	7 	Q 	0.0 	1 	0 	2.0 	JSXFKOTVIZRBEMUHAPLNGDYQ	VDFMXTZQHOYAUSLIJGRBPKEN	DBJLYAMIVGNHZSFREKXPUTQO	QOTDKSYMGHBAERFZJNVLXPUI	YRDEAZSUKTXBLINJHOQMGVFP	TMOIQJGAKDELXRSBVUNZYHPF	BKXDPHEJMGVFLRTNIUZSQOYA	DABQNUFJRVLYEHOZGMPXTSIK	0
main	4 	OS3 	 oneCued 	 0.0 	 right 	 2 	 180 	E 	2 	9 	E 	1.0 	1 	0 	0.0 	UFYDSPMIEGQZRXJKNBHLOATV	XAKGFTUYPEJMBQDOVZSINRLH	-99	-99	-99	-99	-99	-99	0
main	5 	OS3 	 oneCued 	 0.0 	 right 	 2 	 135 	U 	2 	8 	V 	0.0 	0 	0 	1.0 	GNTEHRMXVUYBAQDJIKFLPSOZ	LVOJIYHSZBDKPUFRGTAXMQEN	-99	-99	-99	-99	-99	-99	0
main	6 	OS3 	 oneCued 	 0.0 	 right 	 2 	 270 	A 	2 	9 	J 	0.0 	0 	0 	1.0 	OPDXZYIBUJAFQTHKSNERVGML	PGNFASLQBIJMEVDYRXTZKHOU	-99	-99	-99	-99	-99	-99	0
main	7 	OS3 	 oneCued 	 0.0 	 right 	 8 	 90 	P 	0 	8 	T 	0.0 	3 	0 	1.0 	VHQKNOPDYEMILXGFUTASBZJR	NDRJKBUGVSYIEAFOMZXTLPQH	BROXYKVIDPMHQAGZFEJLSNUT	DEMABOXITPLNZSVGYQHRUKFJ	MXEOKVUPYRZQIJGADHSTFNLB	MNASBJDGEOTYVFXURQKLHIZP	LRJGZTIPMSVKBHXDAEUNOFYQ	MDOZGFPBVSNLHIYUJARXETQK	0
main	8 	OS3 	 oneCued 	 0.0 	 right 	 8 	 45 	J 	0 	10 	Z 	0.0 	0 	0 	1.0 	XFQDGINHRUZJLVOSAEKPBYMT	QODBGJLPKNXVTZYASMHFRIEU	VYKAHQZFBSJRETGXIOMDLPUN	MEJHQLUDVRYKTNZIXGSOBPAF	VSGYEKMXBHZIPDRLUJAFNQTO	VDPXSKZGHEYUORLMBFITANJQ	DZNTGPUHLQXKRJFMEBISAVOY	SQNYPVTRKMZFDJGBUEALHIXO	0
main	9 	OS3 	 oneCued 	 0.0 	 right 	 2 	 315 	T 	0 	6 	V 	0.0 	0 	0 	1.0 	KYODZRVTMSJBILGQENFPUXHA	BMNXRDFGKYLEZIAQPUTHSJVO	-99	-99	-99	-99	-99	-99	0
main	10 	OS3 	 oneCued 	 0.0 	 right 	 2 	 45 	K 	0 	10 	P 	0.0 	0 	0 	1.0 	GLASRNQUIDPKJBOYTMFZHXVE	XVUABRHMJTOILGQENFSPKZYD	-99	-99	-99	-99	-99	-99	0
main	11 	OS3 	 oneCued 	 0.0 	 right 	 8 	 135 	R 	2 	6 	R 	1.0 	4 	0 	0.0 	LRUZTNXDMJEBHYSIAOGPFVKQ	JTOEAGFUDQRMSNYKZBXHLVPI	HPQMALNFTSDVGIJEYRUZBOXK	XUTFQPZSVAKHIOLGEYBJMRND	XTEJOURLYQFPGABKMDSNZHIV	JYXBROHPNKVQSGLATUDIZFME	SKORITEYANXDMULGZFJHVPBQ	ADIUFJZVQGNBLRPETMKOHYSX	0
main	12 	OS3 	 oneCued 	 0.0 	 right 	 8 	 0 	H 	0 	10 	L 	0.0 	7 	0 	-5.0 	GQJHPFVUAZYDNTSLOEKBMXRI	HFAIQLSBURVGZMDPYTXENOKJ	SITMXRQUAZOBLGHVJFENPYKD	OUAXLFMPKSYJTQIDHRVGZBNE	ATMFOHJVLNPQKSERGYIUBXZD	TVFXHYOEJAMBGDRKSIPZNLUQ	RQZSAXVUPYEBODMKGTLHIJFN	TAFMBHROYILUPZDQSGXJNKVE	0
main	13 	OS3 	 oneCued 	 0.0 	 right 	 2 	 135 	D 	0 	7 	T 	0.0 	0 	0 	5.0 	RKBXMEOTIQZUDJNFPYGAVLHS	QENGJSUZAOIYHXFKTVRDLPBM	-99	-99	-99	-99	-99	-99	0
main	14 	OS3 	 oneCued 	 0.0 	 right 	 2 	 90 	N 	0 	10 	V 	0.0 	1 	0 	1.0 	KTVSDMOAUPQFLZEGIJYXNBRH	JQHDASXEGIVNTUFBMROYPLZK	-99	-99	-99	-99	-99	-99	0
main	15 	OS3 	 oneCued 	 0.0 	 right 	 8 	 225 	J 	0 	10 	I 	0.0 	2 	0 	1.0 	SHUFDZAOPJVELTKYQRNGBMXI	LZUYAXQDEIHKSTFMROVGNJPB	SKHVEAPGQDIJTBNZFUYMOLXR	MTIPDHVXFGESOQZUANRJBKLY	OXLDPEZNUTABHYJIKMSGFVQR	JMNPUBXOHDQSEFGZRKITVYLA	UQTLARHZDOKMEVSYPINXJGFB	MZAPRTJOKLVESYUQNGIHDXFB	0
main	16 	OS3 	 oneCued 	 0.0 	 right 	 8 	 45 	A 	2 	9 	U 	0.0 	0 	0 	1.0 	BYJRTZNMPUAOFVGIKHEDSLXQ	XNSKOEVYHGQDZALTPFJUBIRM	XMVANOFEJDPYZRSIQBKTULGH	NBIHKAYSMTVLQPFGRJOXUZDE	KLNMHXQAZOIEPUDFYBTJVGRS	YLSTMUFVADINKZJRHGEPXQOB	AYUNJBXFRDIKSQLHZEMOPVTG	ZMFGNUJOQEXTPLKDVASBIYHR	0
main	17 	OS3 	 oneCued 	 0.0 	 right 	 2 	 225 	M 	0 	7 	N 	0.0 	1 	0 	-1.0 	FJEQVZOYXDBTISRGMUPLNKHA	RZAUTVMNPGKXJQLIEFYHDOSB	-99	-99	-99	-99	-99	-99	0
main	18 	OS3 	 oneCued 	 0.0 	 right 	 8 	 225 	R 	0 	6 	G 	0.0 	2 	0 	2.0 	VMAITFZEXRNOPJBGSQUHKYDL	QHFMSNYBXZJUAKRVEDGPLOIT	KMELOPGFRVTDUNXQSHIZJYBA	GZQXYSPIVBDMUNKRATHFELOJ	LIHNSPTRQGJAXYUBOEDKFZMV	NTHKUQVPLGBXIMAJYODZSREF	AMIOXSKBYZJHETQULVPNGDFR	LDTQPNHXUJRYIKBEZVMOAFSG	0
main	19 	OS3 	 oneCued 	 0.0 	 right 	 2 	 225 	E 	0 	8 	S 	0.0 	1 	0 	-2.0 	NSYZDQGOVIKUBPJTXLFEAMRH	PDKHAYEVSMIZQXTBNRLGUFOJ	-99	-99	-99	-99	-99	-99	0
main	20 	OS3 	 oneCued 	 0.0 	 right 	 8 	 270 	R 	0 	8 	Q 	0.0 	0 	0 	1.0 	DGXAUFYSQRJIHTELMKVBONZP	RQGFPZVEBMJAKHLYODIXUTNS	LZOUGJIXKVNASHDTBEMQRFYP	KJETIVPZHXUAMGDBFNLRYQOS	UXIYQDERJFBASHMLTNGOPKZV	AEPORLNVBDSGKUQHTZYIJFMX	TDGYHIAJEMUBRSFXQPZNOKLV	DZJNSOYMFGVPIBKUHRLTXEQA	0
main	21 	OS3 	 oneCued 	 0.0 	 right 	 2 	 90 	E 	0 	6 	E 	1.0 	0 	0 	0.0 	SDIHNREMUOAFZQJPBKLVTXYG	PQJXDVFLNITOYBRSUZEAKGHM	-99	-99	-99	-99	-99	-99	0
main	22 	OS3 	 oneCued 	 0.0 	 right 	 8 	 225 	H 	0 	9 	H 	1.0 	2 	0 	0.0 	EVBZJDTKOUXLPIRYGQHFMANS	FNIOEZQTBRVXUSAKYJHDLPMG	ZRFGYQXSPHJVBDKALIETOMUN	YLHBQVTXFRDKUEMAJZNSIGPO	XJZTIQURAVKNGSMEHYPBFLDO	AKDHXTNEPIRLJVSBFYQOUMGZ	VAFJROEDULGPTNXYMQSHIBKZ	KMUZLYGJXHFTANPOVSRIEQDB	0
main	23 	OS3 	 oneCued 	 0.0 	 right 	 8 	 315 	O 	2 	8 	O 	1.0 	1 	0 	0.0 	JQMONDKEAVUXHBPTZFSYILGR	LNPAFIYXOQZBUJGVDKSHTREM	YVQLJZENRUOSGBPAFXKMDIHT	QNSMVDYZARPBIEGOJKHTXLFU	NTFIMYEPKDAUQVBXSLHJZORG	OEYGILJQRBVPFZAMKXTNSUDH	AUXFGDEQITZOSLHKVPBMYNJR	BXANLDYTRZSVMFJHQIEKOUGP	0
main	24 	OS3 	 oneCued 	 0.0 	 right 	 2 	 135 	R 	0 	7 	R 	1.0 	0 	0 	0.0 	EQGZNAORLKVHMYSTIDJFPBXU	FAKPNVSUDJYMIHQEGLZBROXT	-99	-99	-99	-99	-99	-99	0
