experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	LS2 	 oneCued 	 0.0 	 right 	 8 	 45 	O 	0 	9 	X 	0.0 	1 	0 	6.0 	UZJKISRNDPHBXGAVETMOYQLF	JMUQSTEALXYRDINOKVPZHFGB	EHFJDQSUIORBGXZAYVNPLKTM	HRBXMLYQDIVSPAKGUOFNJEZT	KXSUBIVRTDQZHJOYMLNGAFPE	ZMYKDETHIUXOAGFRVBJPSLNQ	IZVMBTFKYONXRHQULEGDSAJP	TLJQBHDXEOVMAIYUGNSRZPFK	0
main	1 	LS2 	 oneCued 	 0.0 	 right 	 2 	 180 	R 	0 	8 	S 	0.0 	1 	0 	-7.0 	IJBLQSOEXZGHFDRAVMUKTNYP	VRIAKHYPSBZODXUMEFGNTQLJ	-99	-99	-99	-99	-99	-99	0
main	2 	LS2 	 oneCued 	 0.0 	 right 	 8 	 45 	E 	2 	7 	P 	0.0 	2 	0 	2.0 	PTHZDIYFNAQUOJXKMSEBVGLR	GKLEXNDJBQOTFHAUMYZPISRV	ZIAQSLBPVEKNFOTJMXGUHRDY	MXNFHTLIQUYKSGJOVZDERPAB	TVEAUPRYDKZLGFOSXIJHBNQM	HXSBNEMQRIZUYKTVLDFJPOGA	NUMBJVPDLGXEQHIRSYZTKAFO	ISZNEYMQXVRDOAULTFHJKPGB	0
main	3 	LS2 	 oneCued 	 0.0 	 right 	 8 	 45 	S 	0 	6 	U 	0.0 	3 	0 	1.0 	INBSAYOQTLEMVHFJKPDURZXG	YQHZGEBRSUDOVMIKXPJNFATL	PKGQAZNOYERJFLSITBDXMVHU	BPNXMOUSLKJGQZHYTIDAVERF	PAOMFUQZRLHDGKNIJVSXETYB	YJLSEOKZFMUIXGDTQVBAHNPR	NZJUEFGIXMPOHVQKBARSYTDL	QAKTFNZUHESIPMBDLGXROJVY	0
main	4 	LS2 	 oneCued 	 0.0 	 right 	 2 	 180 	B 	0 	6 	V 	0.0 	0 	0 	1.0 	RMNJDGVBFHXZSYLTOQKAIEPU	UDVYRAPBIMNGHEZLKFXOSTQJ	-99	-99	-99	-99	-99	-99	0
main	5 	LS2 	 oneCued 	 0.0 	 right 	 8 	 180 	H 	2 	9 	A 	0.0 	4 	0 	1.0 	DFRMUHAIGPTBQKZNJLSXYOVE	MURDTQOGFSIKYLNZAEXVBPHJ	KNQYLDIGTPJAEFRHZUXSOMVB	FMXRTYUOEHDQVKNPLGSBAJIZ	ODNYZPQXEAHTLVKBFMSRJUIG	JGBOYAPEMUNTRHIZQXVKSDLF	QTJZSNOAGEXDFHIVBMYRLKPU	RPXBGUTHENKMFYODQSJVZIAL	0
main	6 	LS2 	 oneCued 	 0.0 	 right 	 2 	 0 	A 	0 	7 	A 	1.0 	0 	0 	0.0 	VPKJBHEANZTIUSXFRGMOYDQL	PHMVBUXSAEZFLJIGTQKORDNY	-99	-99	-99	-99	-99	-99	0
main	7 	LS2 	 oneCued 	 0.0 	 right 	 2 	 0 	N 	0 	10 	H 	0.0 	1 	0 	1.0 	VHMZTGAJSOQUKDFPXNBIELYR	PZOULKAVEJHNBGXSYIRQDMFT	-99	-99	-99	-99	-99	-99	0
main	8 	LS2 	 oneCued 	 0.0 	 right 	 2 	 90 	J 	0 	8 	U 	0.0 	0 	0 	-6.0 	XTJDPSILUQBRZKYGHOVEAMFN	SITEZROYPXHMVAFLDBNKQJGU	-99	-99	-99	-99	-99	-99	0
main	9 	LS2 	 oneCued 	 0.0 	 right 	 2 	 135 	E 	0 	8 	Y 	0.0 	0 	0 	2.0 	UVBJMTDIYHERZNXOFSAPQLGK	NJUKIHQLBMOYPTSGAXRFZDVE	-99	-99	-99	-99	-99	-99	0
main	10 	LS2 	 oneCued 	 0.0 	 right 	 8 	 180 	V 	0 	10 	G 	0.0 	6 	0 	-5.0 	FYKDOUATBRNGSZQVXIHEJLPM	RSXVFPGMJZOULKHYIAENTQBD	MIPGSUYHDFTXQZLAVBJRNEKO	EPIHVAXGNDTUMSBYFQKRLJOZ	GPZXTHKRMBFSVJDQLAUEOYIN	RTXMFIYKPZSHJOBEANGUDQVL	KHBMXVESLJGYUIRTFZPNDAOQ	KRLNSQUGYOJDVBFPXHMITEZA	0
main	11 	LS2 	 oneCued 	 0.0 	 right 	 8 	 0 	S 	0 	10 	T 	0.0 	3 	0 	1.0 	LRAEHVYUIDZTJSPXQBMGKOFN	AMVDHGKTJBYIRPZUONESFLXQ	LZNRQGBDHEFPATMYUVSOKJXI	QMUEORKVZYTSNPFADLHGIBXJ	SLTMGQAIZEUDNFYJKXOBHVPR	LSKJOTFQINXZUBEPMRDVYHGA	IUQXJPGBZOTSFEVHMNDLARKY	EVUFSZXKOMAILHGDYQRBTNJP	0
main	12 	LS2 	 oneCued 	 0.0 	 right 	 8 	 270 	X 	2 	6 	I 	0.0 	5 	0 	1.0 	XPMKVEZJBIQARSNYODHGUFTL	KGHSOPUJNTAIBQMLVEZFYDRX	GNAZREIULTBDFKVSXOMYJHQP	DJSROZNKPFHTGAVYUQELBXIM	QBYOSFNHVAKUMREIZJTGDLXP	JMRENUIXBTSZOVALYKGDFQPH	AQSDGUKFEPIOJXNVHYTMZBLR	IMPFLUGVXEJSTRDNKQZBHAYO	0
