experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	PC13 	 oneCued 	 0.0 	 right 	 8 	 225 	O 	2 	10 	H 	0.0 	3 	0 	2.0 	NRLSPMQYBJKVDGIEZOHXTAUF	IZEUHNKAJMXBTPRDGLSVFQOY	IBQRYDKSGTXZUPFLHEOMJNAV	TMNIQLYKUXHVODGJFRBEZASP	NDXKIYETSMJBPVFGQHOLAZRU	JDQLSFPAHEYIKXMGBUNZOVTR	UJROTDAMINQBGYPSVKLXZEHF	ADUHPYLOSBTNEZVIQJGKFRXM	0
main	1 	PC13 	 oneCued 	 0.0 	 right 	 8 	 135 	K 	0 	9 	S 	0.0 	6 	0 	2.0 	XBZOUTSLHYQRNEDKVIMJPAFG	RBGJIUAYSTQKLDHVEFZXMNOP	LJUGRYAPSNITFQEMOVHXKDBZ	GSDQKATVPRFLHIJZBEYUNXOM	DGVSIFKYLTJAEXHZNUOMQRPB	SEUHFZRDNQGYOVBIKMXLPTJA	MPQDOJBTHSYKENVXGAZUILRF	LBGZKUXDVYPSERIQJATMOHNF	0
main	2 	PC13 	 oneCued 	 0.0 	 right 	 2 	 225 	H 	0 	10 	U 	0.0 	1 	0 	1.0 	XHDQZNKFUOYRJBEPVMAGILTS	OVPDQMKLFGUHYSINZXBREATJ	-99	-99	-99	-99	-99	-99	0
main	3 	PC13 	 oneCued 	 0.0 	 right 	 2 	 225 	V 	0 	9 	G 	0.0 	0 	0 	5.0 	LYRIMBEJUGZPNSVXOAHQDFKT	QAZJIRTKPEBSMLXVYDGUNHOF	-99	-99	-99	-99	-99	-99	0
main	4 	PC13 	 oneCued 	 0.0 	 right 	 8 	 135 	H 	0 	6 	E 	0.0 	3 	0 	-1.0 	VNJLPZBDRITSMFAHEYUOXGKQ	SLQHVJIPZGTAKNRUEBYXMDOF	IMATEQNRUZFKJGSBXVYPDOHL	BULYAHENVQGTFXIJMODPRKSZ	YIQEMJTRFSVGPZNHLAUOKXDB	AOFPTSMQGHRNDYJEKVBZLXIU	TLVGQXKNYEOZHBAIRJPDFSUM	HEFISXUBDKZJTLAGYQPVRMON	0
main	5 	PC13 	 oneCued 	 0.0 	 right 	 2 	 180 	J 	0 	9 	L 	0.0 	0 	0 	-4.0 	KDREZJAUOLVINHYMPSFGBTQX	KQPEZSDYJTOGNLVAURMFXIHB	-99	-99	-99	-99	-99	-99	0
main	6 	PC13 	 oneCued 	 0.0 	 right 	 2 	 45 	M 	0 	10 	I 	0.0 	0 	0 	11.0 	DFLZBHGUVNIYRTEOJKAQPMSX	MZXHUKSONYVRQPFBTIEAGDLJ	-99	-99	-99	-99	-99	-99	0
main	7 	PC13 	 oneCued 	 0.0 	 right 	 8 	 135 	I 	0 	7 	H 	0.0 	4 	0 	3.0 	IPGXJDREMNYQFLSBAUTZHVKO	UHXFVIRBZYGASEQKDJNPLTMO	SLMGRXAIZNDQUBOJEPFTVHYK	OSHVLZNIKAQDRJPBYGFUEXMT	PFYOLAXHUTIQGVRKNSEJBDMZ	UQYTDARBIVMHPJEFXSGLKZON	SKOGMPDNHXLZTFBRYEAIQJVU	XVQABIYOSLUGMNTPJFZRDHEK	0
main	8 	PC13 	 oneCued 	 0.0 	 right 	 2 	 315 	N 	0 	8 	F 	0.0 	0 	0 	-6.0 	GVNUXMTJFZYELIROQSHADPBK	QGABITXDVNLHUKMFPSORJYZE	-99	-99	-99	-99	-99	-99	0
main	9 	PC13 	 oneCued 	 0.0 	 right 	 2 	 270 	F 	0 	9 	E 	0.0 	1 	0 	1.0 	BEHAXIKGUNDZPTQORMFJSLYV	HKUGQVXRIEFDPZMOJTNBALYS	-99	-99	-99	-99	-99	-99	0
main	10 	PC13 	 oneCued 	 0.0 	 right 	 8 	 135 	I 	0 	10 	H 	0.0 	7 	0 	11.0 	GHUEIXQAOKPTLDJNSBMVFYRZ	ZSTENLGBVMJIDRUAOXKHFYPQ	ZMYDBUJHPONFQRVKLAXEISGT	IZHDFGEORQTUPLKBSVXMYAJN	NZULFGQERVKATDIHJXPOMBYS	BGEZHQKIXTRUOAMLFYPDNVJS	DSETYPOLFBIZRXNAKVQHGJUM	ETDZMOLFAUHSXBKPQGNRYIVJ	0
main	11 	PC13 	 oneCued 	 0.0 	 right 	 2 	 90 	H 	0 	9 	Z 	0.0 	1 	0 	-8.0 	HRAEXQOZSKFMBNGTDJPYLVUI	IHSDATEOLZBNXGMUVFYRPKQJ	-99	-99	-99	-99	-99	-99	0
main	12 	PC13 	 oneCued 	 0.0 	 right 	 8 	 45 	K 	0 	7 	Z 	0.0 	7 	0 	2.0 	OATVXKLHRPMUBYDNFJIQZESG	GBPFJHDXNZKYMAQRLOVSETUI	RKQPOHLXVUAFBTDGZMYSJNEI	NXQSBJPVZYEHILOFGTMDARKU	MTNFRHQSGVPZBDUIXYJOEKAL	VFDBAQRPLUIMHONYXGZKETSJ	OPJBYNQRFDZTXLVMUSKGAEIH	FRQTMUHZAKBDGYLVNSJEXPIO	0
main	13 	PC13 	 oneCued 	 0.0 	 right 	 8 	 180 	A 	0 	9 	A 	1.0 	2 	0 	0.0 	XPFOTLRUEIKAVSZGDNMHJYBQ	SBIZJTHEYFNRLVGPUAQOKMXD	EHPBGNOUQAKSRMYZVFXTDJIL	HTUFSLGVRZXIDPBAKYMENQOJ	DXGYZATJPVOSKHRBMNFELIQU	BADSNPGRYKITLUMZOQVXHFJE	DJHLOSIZNUMEPBGTKXVFQAYR	ZNQFJLXVBTHUMOSPIGKERADY	0
main	14 	PC13 	 oneCued 	 0.0 	 right 	 8 	 315 	Q 	0 	6 	K 	0.0 	0 	0 	2.0 	GOFHNMKSQXTLURPDIVZAJYBE	OBDVLNYKIRUPAMGSEZJXQFHT	DBEVSATUOFZNYGKPXMHJIQRL	APERLJHDMUYFIZGSTOQBVNKX	TYHVAZLBMOUSQGFKXENJDPIR	OHQRNGXFAUEDMTVZBJLKPYSI	PGUVXMJLTQEBSFHRNAYZKIOD	JXFOPMLEIGUNYTKZSBARHVDQ	0
main	15 	PC13 	 oneCued 	 0.0 	 right 	 8 	 90 	I 	0 	9 	L 	0.0 	6 	0 	1.0 	EPSMLOFNDXJIAGVRZKUQBTYH	GRMUBSIDZVPTXOAQFHLEKYNJ	JQSIPDMEVXBHZNUGKAOLYFTR	KXOVHFYJLIBDMNARGZQSUTPE	TVNKMYDFBRQALSGUXPHIJOEZ	OLDVIBSJEUQFXPTNHZRKGYAM	QEZFOUMPBLIKHJNGASVTXYRD	FVHPTXQNZSEUBLDJGAKROMIY	0
main	16 	PC13 	 oneCued 	 0.0 	 right 	 2 	 225 	P 	0 	8 	N 	0.0 	1 	0 	1.0 	IYNVSQDTZMKGLEBHJXRAUFOP	ABTLZVGDNPKJXHSIYOQFMERU	-99	-99	-99	-99	-99	-99	0
