"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	12	"DP6SONA"	2	0	"Bouma"	"A"	0	9	"J"	"False"	120	120	0	0	0	1	"DYUMHNKVPJAFXRSLOTEGBIQZ"	"BTAMNKRXELGQUSOIDVYFHPZJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	24	"DP6SONA"	2	0	"Bouma"	"L"	0	7	"J"	"False"	120	300	0	1	1	-1	"DTZGXKURMIHENFBAOVYQSLJP"	"MPRHNILJQGXTFUZBKYEVSOAD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	42	"DP6SONA"	2	0	"Bouma"	"K"	0	6	"R"	"False"	120	300	0	1	1	14	"MTKELVROSJZHFGNYXAQIBUPD"	"HASUVFRBJXODIZNTGEYPKMLQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	20
"main"	44	"DP6SONA"	2	0	"Bouma"	"X"	0	8	"F"	"False"	60	240	0	1	1	-1	"LBVFTDNEQZKGARSXHUJOYIMP"	"HNPEIZGXFTKUMSYLQRDBAOVJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	46	"DP6SONA"	2	0	"Bouma"	"K"	0	8	"M"	"False"	60	60	0	0	0	1	"REXJNGZFMKPQYBLHOUAIVSTD"	"EYHXLAQPRVTOIJMFDNZKBSUG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	47	"DP6SONA"	2	0	"Bouma"	"P"	0	8	"P"	"True"	0	180	0	1	1	0	"JOIHPMLGTAYFDBZRXSNUKVQE"	"ZYSNOAHMPJRLKDGBXEUTFQIV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	51	"DP6SONA"	2	0	"Bouma"	"I"	0	9	"E"	"False"	0	0	0	0	0	-1	"PGUXNKZBIESMTJDAYHQVORLF"	"UJEXTBYMQHVOSDRLPNZGIKAF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	59	"DP6SONA"	2	0	"Bouma"	"S"	0	6	"N"	"False"	0	180	0	1	1	1	"AHVQLXNUTOIPJBRZFMSEYKGD"	"HEJZRBNSYOLXDTVQAMKIFGUP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	61	"DP6SONA"	2	0	"Bouma"	"D"	0	7	"B"	"False"	120	120	0	0	0	15	"OSRVHPIBGQMNTXUYELFAZJDK"	"KARQLGOVDBFYUMSTIHJXZPNE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	63	"DP6SONA"	2	0	"Bouma"	"S"	0	8	"Z"	"False"	120	120	0	0	0	-1	"GORQFMASZLKYVNEUPTBIJXDH"	"VURSIPGHNQOEMAXTKZYLJDFB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	69	"DP6SONA"	2	0	"Bouma"	"M"	0	9	"Q"	"False"	120	300	0	1	1	-3	"AMHQPTYXGUIJRVENKSDBFLZO"	"LAFTZBMPXQVIESKOYGHRUDJN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	85	"DP6SONA"	2	0	"Bouma"	"L"	0	7	"L"	"True"	60	240	0	1	1	0	"YNRZKFOUDLTEJQSGAIPBVMHX"	"BPYESFVLGKNRAMDXHJIZQUTO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	97	"DP6SONA"	2	0	"Bouma"	"A"	0	6	"T"	"False"	0	0	0	0	0	-1	"KSHXPATGNRVUEYIZLDFQJOMB"	"FTADXUKGNIRJYQLZVEMPHOBS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	111	"DP6SONA"	2	0	"Bouma"	"M"	0	10	"S"	"False"	0	0	0	0	0	-1	"HZPNEROFDMSABXGVQUILKJYT"	"LRDIBXZTOYEGUQKSHVMPFNAJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
