"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	28	"RN2"	2	0	"Bouma"	"X"	0	7	"X"	"True"	60	60	0	0	0	0	"JTVEINPXBOKUYMAGDQRFLZSH"	"BHGEMJFDLRTPAIYSKQXUZNOV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	29	"RN2"	2	0	"Bouma"	"P"	0	6	"L"	"False"	0	0	0	0	0	-2	"HRJSPFLVDZXUMKGQEOTAYINB"	"XJZYFKALUNRSQMHBDPTIOGVE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	34	"RN2"	2	0	"Bouma"	"G"	0	10	"N"	"False"	0	180	0	1	1	-1	"TZFAVXKBGUJISYLROQEHMDNP"	"PRIKLBOQVGNZFYHETUMSJADX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	43	"RN2"	2	0	"Bouma"	"H"	0	9	"T"	"False"	0	0	0	0	0	3	"URLDEVYXKTNGHZQMPFSJBOIA"	"QGZEPLTAHFYSVOMUDBINKRXJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	44	"RN2"	2	0	"Bouma"	"F"	0	7	"Q"	"False"	120	300	0	1	1	3	"QYPKMSGZFBNOLJHADVIURXET"	"AGTLDVEQHKFBZPSYMUXIONRJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	45	"RN2"	2	0	"Bouma"	"M"	0	9	"K"	"False"	60	60	0	0	0	1	"IQTGPRENVKMLAUOJDHZFYSXB"	"VYRMLATJXBFHONSEKGQDZPUI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	53	"RN2"	2	0	"Bouma"	"E"	0	7	"H"	"False"	0	0	0	0	0	1	"TGXLNQBHEKJVUIAMRYDSPFZO"	"KFASDZEYUXITBPRVNQHLGMJO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	60	"RN2"	2	0	"Bouma"	"F"	0	9	"R"	"False"	60	240	0	1	1	1	"HOUPMQAJKLTNFDXVISZEYRGB"	"TMIPUYHLBRFKEGQZONXAVDSJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	70	"RN2"	2	0	"Bouma"	"H"	0	6	"H"	"True"	0	180	0	1	1	0	"AEITSOBURFXLZPKMJDQVHYGN"	"KSMRQYHDZXUOATVPIJBNLEFG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	75	"RN2"	2	0	"Bouma"	"H"	0	9	"D"	"False"	120	120	0	0	0	2	"GKROFQBAMDYHTNUIEZJLSXVP"	"BLPIVAMSKXFGNJDRETUOQHZY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
