"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	0	"KM4SONA"	2	0	"Bouma"	"D"	0	9	"Q"	"False"	0	180	0	1	1	9	"LRYTNXQJEBOAHIDFMGVKPUSZ"	"TRXSBUJZYQGVPHKMFADENIOL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	18
"main"	19	"KM4SONA"	2	0	"Bouma"	"A"	0	10	"P"	"False"	60	240	0	1	1	1	"FPZASQEXDJNBHIKROMLUVTGY"	"LEHFTSYQXIPAJNKGBVDRUZOM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	25	"KM4SONA"	2	0	"Bouma"	"I"	0	9	"I"	"True"	60	240	0	1	1	0	"XMBZOKNGPQAYFTDSUIHLREJV"	"BEHVQXJFYITLMZRDAUNGOKSP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	27	"KM4SONA"	2	0	"Bouma"	"P"	0	10	"S"	"False"	0	0	0	0	0	1	"KIZAMYBFGQSPVRTLJENDHXOU"	"DVBHZMKSOIXYEJGPFAQRNLUT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	38	"KM4SONA"	2	0	"Bouma"	"N"	0	8	"N"	"True"	120	300	0	1	1	0	"PISKAHRBYEDGJMXFVLTZUONQ"	"FJKDRZYHNIOXAEGMTSBLVUQP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	46	"KM4SONA"	2	0	"Bouma"	"U"	0	7	"Z"	"False"	120	300	0	1	1	3	"MVQJAUKPYTLFGBHRXNDEZOIS"	"LISQNOKZDEUAXJGRTVFBMHYP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	47	"KM4SONA"	2	0	"Bouma"	"V"	0	7	"H"	"False"	0	180	0	1	1	1	"XLGIYTPFOUSMDBQERZVHNAKJ"	"BTZPROIHVYMQLXKJDAESGNUF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	48	"KM4SONA"	2	0	"Bouma"	"M"	0	9	"M"	"True"	0	0	0	0	0	0	"AFHVKBYGTMEIOQRSNZLUJPDX"	"EJSXQGORUDMYFAVPIHZTKBLN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	49	"KM4SONA"	2	0	"Bouma"	"J"	0	7	"S"	"False"	0	0	0	0	0	1	"BMGPZIOSJURQXAYTKDVNFELH"	"FOXZIQLRMHBUGYPVSJKAETDN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	52	"KM4SONA"	2	0	"Bouma"	"H"	0	6	"M"	"False"	60	60	0	0	0	-5	"RHYVLKMIFPXODABNQJTEGZSU"	"BJHXDFSZQIPKTRVLAYONUGEM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	1
"main"	57	"KM4SONA"	2	0	"Bouma"	"V"	0	9	"V"	"True"	120	120	0	0	0	0	"NSTJBADPXVKFRHOYZLMIQGUE"	"RZDLEGQNUVFHBIPKSXTYMJOA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	58	"KM4SONA"	2	0	"Bouma"	"R"	0	6	"Z"	"False"	0	0	0	0	0	3	"JDGPHAZSXRFTMVINKLYQUOBE"	"TRLQDZVFOPJIXBGKHUYSMENA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	59	"KM4SONA"	2	0	"Bouma"	"F"	0	10	"K"	"False"	0	180	0	1	1	1	"REHNSFYIUGVKJXDQOTBPMZLA"	"QHDUGBSOAVKFTNJIPMREZXLY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	68	"KM4SONA"	2	0	"Bouma"	"I"	0	10	"E"	"False"	60	60	0	0	0	1	"PXOTDVBGNREILHAJZQFYUMSK"	"AMJRTOFGPHYZXNBVQUSDILKE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	71	"KM4SONA"	2	0	"Bouma"	"P"	2	8	"U"	"False"	60	240	0	1	1	-2	"BPGUTYZDNHAROFLXVMQJSIEK"	"YZTOJBPEUGFXKLNSDIRHAMQV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	79	"KM4SONA"	2	0	"Bouma"	"R"	0	9	"Z"	"False"	60	60	0	0	0	1	"TYFPLSJOVZRHNGBMEDKUAQIX"	"ATPIZUNFKOMXGDYLQVRBSHJE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	92	"KM4SONA"	2	0	"Bouma"	"Y"	0	6	"J"	"False"	0	180	0	1	1	2	"LMTZOSDUYVIFGNQPREBJAXHK"	"FILRPXJGYMEHQBTSZDNAOKUV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	94	"KM4SONA"	2	0	"Bouma"	"E"	0	8	"D"	"False"	0	180	0	1	1	7	"AXGMJUHQKOTNYIEVPDFZBSRL"	"IFTNKBJUDAQXMGOEHYLRSZVP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	15
"main"	98	"KM4SONA"	2	0	"Bouma"	"M"	0	8	"N"	"False"	60	60	0	0	0	-1	"DRSXAOHMNYLQTPFJBGZUKVIE"	"LJAPBIDYUZHTXFQKRMNVGEOS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	101	"KM4SONA"	2	0	"Bouma"	"A"	0	6	"B"	"False"	60	240	0	1	1	3	"QHSXJKEAMBTDFGIUNORVZPYL"	"XKPRYVBMIAQLOJHESZFTUNDG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	108	"KM4SONA"	2	0	"Bouma"	"O"	0	7	"N"	"False"	120	120	0	0	0	2	"UYRBDLXNQOEJSZTVMFPGIAKH"	"NZVXOGHUPDLJBFEYIASKMRQT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	109	"KM4SONA"	2	0	"Bouma"	"V"	0	7	"V"	"True"	60	60	0	0	0	0	"MLFGTQSVYJUAZHEDBIKXNOPR"	"XHIJAPNKOEMUVFZSLYRDGBQT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	112	"KM4SONA"	2	0	"Bouma"	"H"	0	7	"R"	"False"	60	240	0	1	1	2	"QJPXVZBUNAIHDOMYTFLESRKG"	"IKUTEDYRVHBPALOQGFZJMNSX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	116	"KM4SONA"	2	0	"Bouma"	"N"	0	9	"Q"	"False"	120	300	0	1	1	3	"IYJZTNLVGDEAQFHRPMXUOSKB"	"BSFKTGUHRQIZNLXMYVOAJPED"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	126	"KM4SONA"	2	0	"Bouma"	"Z"	0	10	"J"	"False"	120	300	0	1	1	1	"IAOQJBFHYTLPRUENXZKSGVDM"	"KRYDHFEAMQJZITBSVXPUNGOL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	147	"KM4SONA"	2	0	"Bouma"	"V"	0	8	"B"	"False"	120	120	0	0	0	-6	"XOVLRPKJBZUFQTGEMHNIDSYA"	"TSAEGDOKQHBFZJXPNYIVRULM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	157	"KM4SONA"	2	0	"Bouma"	"R"	0	6	"R"	"True"	120	120	0	0	0	0	"GYKQFBRZJOXMUPHTVDNISELA"	"JDKVETFIBSPMQYOARLNUHZXG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	161	"KM4SONA"	2	0	"Bouma"	"R"	0	6	"T"	"False"	120	300	0	1	1	1	"IABJDRVTLQUSNEKPYXHOMFZG"	"LQZSYNTRFOAJIMDXEHGVBPUK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	162	"KM4SONA"	2	0	"Bouma"	"X"	0	10	"K"	"False"	120	120	0	0	0	-8	"LEXHBMFRGVKQTUNOYZPIJSAD"	"ITLNXHZPBKEGVFYUDOAJRSQM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	170	"KM4SONA"	2	0	"Bouma"	"V"	0	8	"D"	"False"	0	0	0	0	0	1	"HYAFSZLBDVXEKMUGJOTQPRIN"	"OZKHSDTUPVMNGYBIREXJAQFL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
