"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	25	"CH"	2	0	"Bouma"	"P"	0	9	"B"	"False"	120	300	0	1	1	-3	"UXTPNBODYFZLEVHRGKIMQASJ"	"OXLETAPRDBHUYSJNGVKFQZMI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	31	"CH"	2	0	"Bouma"	"O"	0	7	"J"	"False"	60	240	0	1	1	-5	"AKZFPTQVLERBNSOJXHYUMIDG"	"LXOMEAUJQDKYINBZSFRHTGPV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	39	"CH"	2	0	"Bouma"	"E"	0	8	"A"	"False"	120	120	0	0	0	-6	"YRENIZTKASPOMHUXVBQLFGJD"	"BTDNGJZRXLIYMEQASHFKPUOV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	41	"CH"	2	0	"Bouma"	"Z"	0	6	"X"	"False"	0	0	0	0	0	1	"MHEDTIXZNKBAVFUQSYGRJLPO"	"PIMBJYZGSVALHNRFKDEOTUXQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	43	"CH"	2	0	"Bouma"	"S"	0	10	"S"	"True"	0	180	0	1	1	0	"AUMXEVNHFQYLIZJKGBPRTDOS"	"QHROTGKMPBSZUXNDEJIAVLYF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	44	"CH"	2	0	"Bouma"	"T"	0	8	"B"	"False"	60	240	0	1	1	4	"FDHTJSPBZAGYVMUKIELRNXOQ"	"EKZJMGFUBVYNTLPDXQOHARSI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	45	"CH"	2	0	"Bouma"	"R"	0	9	"N"	"False"	0	180	0	1	1	12	"QZNKUSALMJEBGIHYXPVORDTF"	"DZAIESYKVNJHLTBPGXOUMRQF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	21
"main"	49	"CH"	2	0	"Bouma"	"E"	0	8	"X"	"False"	0	180	0	1	1	-8	"JGZFSIVYARHKXOUNEQLTDMBP"	"EGLMKHUIXJRDBNOQVPAZFSYT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	0
"main"	52	"CH"	2	0	"Bouma"	"E"	0	7	"B"	"False"	120	120	0	0	0	-2	"GYPIRENBFZQAHKDOTLVXUJMS"	"SGZADULQNJEVMTBFYOIPKRXH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	54	"CH"	2	0	"Bouma"	"E"	0	6	"L"	"False"	120	300	0	1	1	1	"OIQFLMBYGPETSUHKVDANXJRZ"	"JFGPUNLETIKBHODAVXSZRYQM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
