"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	2	"Charlie"	2	0	"Bouma"	"S"	0	8	"J"	"False"	60	240	0	1	1	1	"YZXONIFHTJKVBEMRGASQLUDP"	"AERUIGXNJSDVMKYHPOZBFLTQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	21	"Charlie"	2	0	"Bouma"	"P"	0	6	"D"	"False"	120	300	0	1	1	2	"OYMBRFTDGZUJVPHAIELNSQKX"	"BAGNJVDFPEOXZUSHTQMYRIKL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	25	"Charlie"	2	0	"Bouma"	"J"	0	8	"B"	"False"	60	60	0	0	0	2	"UFLPMDIYBZJXANSRTKQGHEOV"	"REYDVZPHTMXBJKFULSOIAQGN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	32	"Charlie"	2	0	"Bouma"	"P"	0	6	"O"	"False"	0	0	0	0	0	11	"FGVRMBOUSQDXALTHIPNYKEZJ"	"GEVUNMQDASJYXBPRTZHIFKOL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	17
"main"	37	"Charlie"	2	0	"Bouma"	"Y"	0	9	"Y"	"True"	120	300	0	1	1	0	"SEQVRNLIXOPHYFTKDBZGAJMU"	"XGPJLSKEHYRBMOAUDNQZTVIF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	54	"Charlie"	2	0	"Bouma"	"E"	0	8	"Z"	"False"	120	120	0	0	0	1	"PHMXRAIQZEUGLFOVSJYBTNDK"	"GAZUIPFJOXSRDHQNEKYMLBTV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	61	"Charlie"	2	0	"Bouma"	"J"	0	7	"K"	"False"	60	60	0	0	0	11	"LRUOETIKPZYFAXGMHSJNVBDQ"	"HPRKYESUJBTIQZFNGAOMVXDL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	18
"main"	68	"Charlie"	2	0	"Bouma"	"F"	0	9	"F"	"True"	60	240	0	1	1	0	"ODYNAQZPIVRFTKEGBHXSLUJM"	"QXOIHDPZYFTNEVABSJLRGUKM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	77	"Charlie"	2	0	"Bouma"	"P"	0	6	"U"	"False"	0	180	0	1	1	2	"LADENXUSZYGFPBMKRQITOHVJ"	"MRTXEOUNPLVHYBIGKFASQDJZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	82	"Charlie"	2	0	"Bouma"	"M"	0	8	"K"	"False"	0	0	0	0	0	-6	"SAMFLNZYKBDGUTEIHXOJQRVP"	"REPHUMOYAKVGNXISZFJLQDBT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	83	"Charlie"	2	0	"Bouma"	"E"	0	10	"X"	"False"	0	0	0	0	0	1	"VJTILDBOFRXEAZMKNQYPUHSG"	"SFILBANQHGUEXDRKOYZMJTPV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	93	"Charlie"	2	0	"Bouma"	"O"	0	10	"O"	"True"	60	60	0	0	0	0	"ZXDMPFEULROQYVJBITHNGASK"	"UXMAPQKYJLRSDBTHEOZGINFV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	98	"Charlie"	2	0	"Bouma"	"L"	0	9	"Y"	"False"	0	0	0	0	0	3	"NMVJRUQOFYDGLZBHPTEASKIX"	"KOLAHBMDEXRYNFTSJZPUGIVQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	101	"Charlie"	2	0	"Bouma"	"E"	0	7	"N"	"False"	60	240	0	1	1	-1	"UXVLTRJEKPAGHDSQYZOFBINM"	"AZGXTIENSQVRLKFHMBDJOYUP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	109	"Charlie"	2	0	"Bouma"	"O"	0	9	"Q"	"False"	0	180	0	1	1	13	"TAGIVENMZRJFHPDYUBSQOLKX"	"EPRMXNYTHQJUGKLVDBISAZOF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	120	"Charlie"	2	0	"Bouma"	"F"	0	8	"Q"	"False"	0	180	0	1	1	1	"USXIQBNLKOFVTHRDMJZEGAPY"	"LUPSIKRYQFMZOEAHVJXTNBGD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	130	"Charlie"	2	0	"Bouma"	"O"	0	7	"U"	"False"	120	300	0	1	1	1	"DRVTNBSEHKAYLZQPOIXMJUGF"	"ZJHYGKBUOLVPMNSQDEXRTAFI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	132	"Charlie"	2	0	"Bouma"	"A"	0	7	"X"	"False"	0	0	0	0	0	1	"NQTYBMSXAKZIHVJUERLPFDGO"	"IFPGDVEZSUAOJYHXBTNMKRQL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	133	"Charlie"	2	0	"Bouma"	"J"	0	7	"S"	"False"	120	120	0	0	0	1	"YBRMHQISJFZLENOXPDKVTUGA"	"SXFVGYZARPOJDQTNELKUIHMB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	134	"Charlie"	2	0	"Bouma"	"Y"	0	8	"U"	"False"	120	300	0	1	1	-1	"IQGHEDSXJMVBYFPANLKZRUOT"	"TNSJQFOYUXGBPMZKAILERVDH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	136	"Charlie"	2	0	"Bouma"	"U"	0	10	"T"	"False"	0	180	0	1	1	1	"YODHQZPJXFITALRVGMKNSUBE"	"GQZHSFMYLXTUPRANOIDKBVJE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
