1,0,0,0.5,1,0,NaN,NaN,999,999,999
1,0,0,1,1,0,NaN,NaN,999,999,999
1,0,0,1.5,1,0,NaN,NaN,999,999,999
1,0,1,0.5,1,0,NaN,NaN,999,999,999
1,0,1,1,1,0,NaN,NaN,999,999,999
1,0,1,1.5,1,0,NaN,NaN,999,999,999
1,0.3,0,0.5,1,NaN,NaN,NaN,999,999,999
1,0.3,0,1,1,NaN,NaN,NaN,999,999,999
1,0.3,0,1.5,1,0.24922,0.25815,-0.16631,999,999,999
1,0.3,1,0.5,1,0.24529,0.53152,0.75356,999,999,999
1,0.3,1,1,1,0.064557,0.16958,-0.17553,999,999,999
1,0.3,1,1.5,1,0.12496,0.9376,0.028016,999,999,999
1,0.7,0,0.5,1,0.65058,0.44923,-0.018894,999,999,999
1,0.7,0,1,1,0.60803,-1.5261,-0.13777,999,999,999
1,0.7,0,1.5,1,0.58524,1.1274,0.31134,999,999,999
1,0.7,1,0.5,1,0.65315,0.60448,0.70836,999,999,999
1,0.7,1,1,1,0.47166,1.196,0.43867,999,999,999
1,0.7,1,1.5,1,0.60448,1.2273,0.51256,999,999,999
2,0,0,0.5,1,0,NaN,NaN,999,999,999
2,0,0,1,1,0,NaN,NaN,999,999,999
2,0,0,1.5,1,0,NaN,NaN,999,999,999
2,0,1,0.5,1,0,NaN,NaN,999,999,999
2,0,1,1,1,0,NaN,NaN,999,999,999
2,0,1,1.5,1,0,NaN,NaN,999,999,999
2,0.3,0,0.5,1,0.25147,-0.11447,-0.024783,999,999,999
2,0.3,0,1,1,0.10371,-1.9731,-0.47183,999,999,999
2,0.3,0,1.5,1,0.16985,0.53095,-0.13935,999,999,999
2,0.3,1,0.5,1,0.34255,0.64893,0.63181,999,999,999
2,0.3,1,1,1,0.15829,0.5986,0.26181,999,999,999
2,0.3,1,1.5,1,0.17727,0.91808,0.45628,999,999,999
2,0.7,0,0.5,1,0.70151,-0.61801,-0.02597,999,999,999
2,0.7,0,1,1,0.65774,1.0897,-0.039357,999,999,999
2,0.7,0,1.5,1,0.56842,1.1418,0.21271,999,999,999
2,0.7,1,0.5,1,0.69558,0.67699,0.6127,999,999,999
2,0.7,1,1,1,0.56209,0.9866,0.53311,999,999,999
