"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	11	"18LS4"	6	1	"H"	0	9	"T"	"False"	120	150	0	0	2	2	"SZNJOEHMRQVPIGAUKBDTYFXL"	"HMZQYANSXVIUPJEFTRKOBGLD"	"AQVZFLPDYTGHSBOXNRIEKJMU"	"PDTVEXABMNRHJZLIGFQKOYSU"	"HBGJLTSDKXUVPZREIMONFAYQ"	"JLXYVKZDMTPBIUGSEQAFHRON"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	11	FALSE
"main"	12	"18LS4"	6	1	"E"	0	8	"D"	"False"	60	270	0	1	4	9	"SLGIAVPYXZKFBTROMEUQNDHJ"	"FEADHBQLTNSXRIZJPVGUYMOK"	"ZIBUDKRVASQOLJEXPTMGFYHN"	"ENXDMAGBHJLISUOVYZPTQFRK"	"HGBVIOAJDFLQTXKNUEPRYZSM"	"ZQLJRKONUDXIAFTPHESYMBVG"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	17	FALSE
"main"	14	"18LS4"	6	1	"K"	0	10	"T"	"False"	60	90	0	0	1	2	"DJHLEFUTAGXIRSBMOKVZPYQN"	"MALUQVIFGZTJKODYBXESRHPN"	"QOSEKTVPIGALUYBDZHFNJXMR"	"YJQDTAORFEHIXKSZLBGVMNPU"	"SGZYVNPBDTLEOIJUMQXFHKAR"	"TVNZQOHUYLKADGSRFBIEMJPX"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	12	FALSE
"main"	15	"18LS4"	6	2	"M"	0	10	"Q"	"False"	0	0	0	0	0	1	"BKFTZXGUDNQMIROJPYSHELVA"	"ZMBEGKTSXNODLUFHQAJPYIRV"	"QRSDXTAMKNHFUJLGZVPEOYIB"	"GIJZNBTDRHEMKXLYOAPUVSQF"	"JMIESLQRXOYHTFBVGDUNZKAP"	"RXVHTIDOMYLEFZJNAGKQBSPU"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	11	FALSE
"main"	17	"18LS4"	6	2	"A"	0	7	"R"	"False"	120	120	0	0	2	2	"RUVDQOSHLYPXNJGTBZMEIFKA"	"JIYDFEQZHMGABTKXSNOUPVLR"	"ZNTGIDBRFAXVPULOYSMHEQKJ"	"VTIKXYOELHRJFNMGDQBASZPU"	"PHMQRDSOUETZGKFBLAYIJNXV"	"PIGQABXKHNZSJRTOYFMDELUV"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	9	FALSE
"main"	18	"18LS4"	6	1	"O"	0	7	"U"	"False"	120	150	0	0	2	1	"MUVIERZFAPTSNYDKXLBOJHGQ"	"QKXHZDEBOMUILGYVTSANRFJP"	"SNXQTVAUOYZRMLHKGBFEPIJD"	"HPAUVZJEBSOLTXKYIGMRNDQF"	"XSEZQFGVJRUDNMPYHOILBKTA"	"XUEOZKAJMVSFQBHTYLRGNDPI"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	8	FALSE
"main"	19	"18LS4"	6	1	"P"	0	7	"I"	"False"	60	270	0	1	4	2	"ZQVSGHXFKERBNILTAOYJPDMU"	"BELIANGTVZUQJPMDHKOSYXRF"	"QPZBENRMXUFOKADLIVSGJYHT"	"MUPJAYVFLHOQKTEDGBNXIRSZ"	"QXTRZHBIVPDLFUEYMNKAOGSJ"	"MVAIRPFDUOEBXYLKQHTJSZGN"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	9	FALSE
"main"	20	"18LS4"	6	0	"H"	0	6	"E"	"False"	0	180	0	1	3	1	"PNBDFKITYGRJHLVMOXUZASQE"	"TAXREZSMBFUOHDYGVNJLKPIQ"	"YDLFGZJPXHVTAOMINUKQESRB"	"PQLSMFEHJKGZYDRXOIVAUNBT"	"ZAUENJVTFIYKOQLSXMHPGBRD"	"QZBIGDRNMVAUPHEXJOYKSTFL"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	7	FALSE
"main"	31	"18LS4"	6	2	"R"	0	7	"Z"	"False"	60	240	0	1	4	-2	"MVIYRQEJBFHATZNUOGKDLXSP"	"YZBHAJVPIKSMFXNRDLETOGUQ"	"UXPNKEGVSZJMAFHDRIQYTLOB"	"FPITDUOBVSNQEMXKAGRJLYHZ"	"MFDOBRAZPGXSYILQTHEJNVUK"	"FPYJGSENBKXMQVROUDZHIATL"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	5	FALSE
"main"	33	"18LS4"	6	1	"D"	0	7	"J"	"False"	60	90	0	0	1	2	"DFHGUAPIRTZBVLONJSMKXEQY"	"BGMLKXYJZDOPSIAETHFQURVN"	"NDSKMZGOAFELJYRTQXUIBPVH"	"YLFGQEUDVXTJOIZNMPRSBHKA"	"NHAMPYSDLBFUTZVQERGOIKJX"	"NARGTQFVIMHLDZXPEBOJUYSK"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	9	FALSE
