"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	20	"18GL7"	6	1	"K"	0	6	"S"	"False"	120	330	0	1	5	2	"ENRBQJUKDMPOFIZLGSXVYHTA"	"TMHYVAQGFLJEKNPOIDXBZURS"	"XUSFVYINMGZOTEHLBRAJQPDK"	"VGIZXAERSYFOPKUHBMLDTNJQ"	"OQYXGADBUNITHKLSMVZPFRJE"	"QIMFLVSXKJOTHBUAYRGZDNEP"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	8	FALSE
"main"	21	"18GL7"	6	0	"V"	0	6	"X"	"False"	120	120	0	0	2	16	"TNSVMFPEDBGOXLHAIQJKRUYZ"	"SXPAIKBRJULTNEFMQOVZYHDG"	"YJDOLSXMHFAKIGUNRQBEPZVT"	"BTMYHDGVFRSQLZXUPJOEIAKN"	"KGDEBTNHXRIZPLYUOQJVASMF"	"VOZUBFNTEMQALHPSXRYGKDIJ"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	22	FALSE
"main"	27	"18GL7"	6	0	"K"	0	9	"I"	"False"	0	180	0	1	3	1	"IKHTRGNZJXQVMPSDFALBOEUY"	"GRZYVOSPTIMUELDBAKHQJXNF"	"BSEOTUAGHRYDKXVMZPIFJQNL"	"AXTRLPUMBIKYFVJQNEZOGDHS"	"KQNRIVHMTBPEFGULYSDXJOAZ"	"FOISDTERAQLNUYHVBXJZKPGM"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	10	FALSE
"main"	28	"18GL7"	6	0	"S"	0	9	"M"	"False"	120	120	0	0	2	14	"NIURYALXTSFKDVEZMQBGOJPH"	"RAZBPOMDENLTKXHUVGIQFSYJ"	"ELHVGOPBRMNZIKQUTYJDAFXS"	"OGBDVXNZJQMRIKETLAYHUSPF"	"EVFHMYKNBORILAGXTUQJSDZP"	"SKZHARLFGQXNUPVJDBIOETMY"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	23	FALSE
"main"	30	"18GL7"	6	1	"O"	0	9	"Q"	"False"	60	270	0	1	4	1	"NLPOZFTJHXRMKABDYEGUIQVS"	"BDIPVHQZFRTOMGSEALJXKYUN"	"DBQURVFKIEMNTZHLAPOSGXYJ"	"HTPZUELRAFVKGYIMBSJNDXOQ"	"VFUHEXRYNQOLIMDJGZKTBAPS"	"KVBUDNOMFSTGZIQREYLXAJHP"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	10	FALSE
"main"	37	"18GL7"	6	0	"I"	0	7	"N"	"False"	60	240	0	1	4	1	"NDGSFUQAKBEIOYVTHLXPRZJM"	"ZPOSIMHVGNDTAULREJXQBFYK"	"UTDFNOGASRYIPKQZBHXJEMVL"	"JAOZRKLGPSXNTUIMEVQDFHBY"	"YZKGMHLNIQRBVTOUXPAEFJSD"	"FPZYQKRVXAJBELHOUDTSNIMG"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	8	FALSE
"main"	40	"18GL7"	6	2	"K"	0	7	"F"	"False"	60	240	0	1	4	-1	"LNHYXZBSOMGFTUQPAERJIDVK"	"YRBODXLQTIEGAPVFZSKMHUNJ"	"GVQZRJNXFBYSUMLKPAOITHDE"	"QKBLAVTPUJNZIHEXRSGYFODM"	"NXTBMUKFLARJPZSYQVDEOHIG"	"TADLKEOGNJSIZHUFYVBQRXMP"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	6	FALSE
"main"	44	"18GL7"	6	2	"M"	0	6	"M"	"True"	120	120	0	0	2	0	"FIXAMLZOKNGEPTBSUJDRQHVY"	"ZRMPQONDHIVELSXBYTUJKGFA"	"RDYJHEMZPLQXIKOSNVGUBATF"	"FANKXUHLTIPJSYGOZRDVQEMB"	"HLFYXVRKPODNIJEZQMABTGUS"	"BROQSHXAJUIGLNFPDZKTMVEY"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	6	FALSE
"main"	47	"18GL7"	6	0	"O"	0	6	"K"	"False"	60	240	0	1	4	1	"JNLRUBFVETYZKMSXGPHDIOQA"	"HKNJEQLDTFXYIBUGOVPSAMRZ"	"JYRFUPHOZAIBQVSGTNLMDXEK"	"EKSUDJBGNFMZOTXYVQHPLRIA"	"EVRQIGKOMXHFBDZSPJYUNTLA"	"YTBLRGDEIXFAZUKSQVMHONJP"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	7	FALSE
"main"	51	"18GL7"	6	1	"S"	0	7	"R"	"False"	120	150	0	0	2	-3	"LTIBFHAMVRUXKQGZPDSNYJEO"	"JHTKVINOSALGFYEUBPZXMRDQ"	"OHTNSPERGKMXIQABVYZLFUDJ"	"NGYEIJOUQADHPBRZTKMFXLSV"	"HIFMJVPBSLAOZQXYTGUKENDR"	"QIGYSTRPDKHXAEZJLMVBOFUN"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	4	FALSE
