"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	20	"18JG"	6	1	"X"	0	7	"O"	"False"	0	30	0	0	0	1	"AJZFTHKOXLVMPNEBDIQSRGUY"	"LHSETVQUNFAKMOPGXZJDBYRI"	"OVGUSPYZRIDEFNHQBAMLKXTJ"	"TJQXLRZHSDNIYBOAFGVEPUMK"	"HVKRNYQFGMDABOILTXSEUJPZ"	"FNZLIVGJHOSYUKPEMXADBRTQ"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	8	FALSE
"main"	25	"18JG"	6	0	"N"	0	8	"Z"	"False"	60	240	0	1	4	8	"KANSMQZOUDRBLEIXTJYVFGHP"	"XKVUADTSFIJBONHLQYRMZPEG"	"EKXUHRGMVOSIPFDYZJBANQLT"	"NXRJHIAKLPDTVOBMYZSGUQEF"	"FPVOQKBAZEDJYRTXNGISMLUH"	"EZUGVJBONKDSPFIQYMLHRAXT"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	16	FALSE
"main"	26	"18JG"	6	0	"T"	0	7	"E"	"False"	60	240	0	1	4	2	"HNEQOGBTPJDAKXMSFYRLVUIZ"	"IGFVDNSUPQXZLBJYHKTAOMRE"	"UFDTRLKQNMYXAHPZGEOSJIBV"	"XAUFOLTRSYZGNJEBVMDQIPKH"	"PAXKQGNELTHRVMOFDIZBUSJY"	"QVBFNOLREDHSJGUZPTMIAYKX"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	9	FALSE
"main"	33	"18JG"	6	0	"V"	0	8	"I"	"False"	0	180	0	1	3	1	"BKTNPXDYJFQGULZROVIAMHSE"	"OEJSIHVDAXQRZMUFYNGBPLTK"	"GVTIKZRLPAQDYBHNSXMFEJOU"	"FHMDXQTKIVSUGBOJAYLZPRNE"	"JIFPLGDXUEVHSYMRTOBZQKAN"	"ROFAMSUKEIZVYGTXQJPHBLDN"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	9	FALSE
"main"	35	"18JG"	6	0	"P"	0	7	"G"	"False"	0	180	0	1	3	1	"YZDGTBPXOQSJILHEKAFNMRVU"	"DUBXZTLPQNJVARSOYHEGFIMK"	"TEUMLNJRBZVSFPDGHKQXOIYA"	"FOTMLYUGPKJQDIBHZEXRNAVS"	"SAKOPDLRHUXFZYIJETQMVNBG"	"EJNXSFUPKGHZYLRDAIQMOTVB"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	8	FALSE
"main"	37	"18JG"	6	0	"H"	0	10	"P"	"False"	60	240	0	1	4	2	"REBXMNZQDTOLIHJYAPGUSVFK"	"LOZGBKVPDFTEIXMRJQYHUNSA"	"PIXVZKHSYNMFGQRDLOTUBEAJ"	"ZSRHYKOMAGBQXTDFVENUPJIL"	"BINZTYDSQFPLHMAGRJKOXEVU"	"GPIKUEJAVFLSBMDYTXHQZRNO"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	12	FALSE
"main"	39	"18JG"	6	1	"S"	0	7	"S"	"True"	60	270	0	1	4	0	"THLYPKRBOFJXMAVISQZEDGNU"	"QPAZLSHMIVNURXBKTEYDGOFJ"	"FUMGJDXQVPOKZTSLHBRNYEAI"	"ZSKGLYHOUFTJPAIBDEXRQMNV"	"YGVIDLJSTMXHNPEOKQAFRBZU"	"UVZDQFTLOBPNGYKJARHMSXEI"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	7	FALSE
"main"	44	"18JG"	6	1	"R"	0	8	"D"	"False"	120	330	0	1	5	5	"JBQVSUYXZDIMHRPTEKAOFLNG"	"YNSBJXLRZUIEMKQTDFVPAOGH"	"SDHFRGANKQUILPTYJOVXEBZM"	"AVKUNYXTDLGERIPJFBSOZMHQ"	"HSJVEYOZNTQAGDXIFBRLUKMP"	"NLOZVQMTDKESGRXABPIYJUHF"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	13	FALSE
"main"	51	"18JG"	6	1	"O"	0	9	"E"	"False"	0	30	0	0	0	-9	"OBYKPXLGQERDTIJVNUASHMZF"	"KZPVXLIUJOTNMDYQRGBAFHSE"	"FEGMXKPUAYOVNTQBZISLDRJH"	"HQLJPUMKYFGNTBZAISORVDEX"	"YODSVFPTIQZLXEGNUMJHBKAR"	"LHRZIXPGTNSQEMYUKFVBOADJ"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	0	FALSE
"main"	55	"18JG"	6	2	"O"	0	7	"Q"	"False"	120	300	0	1	5	8	"XMIHJGYEANPFRDKTOSZVULBQ"	"AXKNPVFHRIUTMJBQZOEDYGLS"	"JORNVBKULFTIGEPAMYZHQXSD"	"VSZNQILOGDKYJFEBAMUPTXHR"	"EUSTGKYVNAMHLXOFBRJQPIZD"	"RYKBXASQHUTLGEMOINVJPFDZ"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	15	FALSE
