"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	20	"18JC"	6	2	"S"	0	9	"G"	"False"	60	240	0	1	4	-2	"IJDBTZHNPGKRXQLSUOMAVYFE"	"YLQDAZNSOMKEFRBXIVJPUTGH"	"EGSYHMQODUZRITBJFKAPXLNV"	"BOVHAJFZSULXRTGNQEKPYDMI"	"REYLDVOSIGXPAFJUTHBKMNZQ"	"XZVSTGFBDLAPHQEKJRYNOUMI"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	7	FALSE
"main"	22	"18JC"	6	1	"D"	0	10	"T"	"False"	0	30	0	0	0	1	"IZJMREQBNSTDXUPLKOFGAHVY"	"YOZIVNUJPLKAMREDBTSHXGFQ"	"AEXHPRBGMQSIKFJTUDOLVZYN"	"BVJGSQHPEKXUOAIMNZTYRFLD"	"XVEPTKHIULQORFSBAMZGJNYD"	"YZFSTNQVLXBRMIAGEDHOKPJU"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	11	FALSE
"main"	23	"18JC"	6	2	"B"	0	10	"Y"	"False"	120	120	0	0	2	1	"DKZJLPROVTEUGQXBYHFSIMAN"	"FQSDXIYJPHBUZVLTEGMAKORN"	"PEUHDRQTLVYBIMNGOASZXJKF"	"EIHUSKZVNBPQXYJOLFTMDARG"	"NVOHFEIPXZQDGRSMTYABJKUL"	"DYKGMUJRAZTBQNXHLFSPVOIE"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	11	FALSE
"main"	24	"18JC"	6	2	"R"	0	7	"O"	"False"	120	300	0	1	5	11	"PIBEJFRNZHUOMLAVGQTYKSXD"	"VBDUIJTKERQAMLPGFSNHOZYX"	"MROKUIEGSTADFXHQLVBZYNJP"	"QPFMODXEUKYRHINBZJVTLGAS"	"IKVNHREALDQPMFYSBJZOTUGX"	"BMJLSDNOPVAZFHGTQUREKXIY"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	18	FALSE
"main"	29	"18JC"	6	0	"T"	0	9	"O"	"False"	0	0	0	0	0	2	"ZUMSXVEGLOJTKFQRDAYIBNHP"	"ZYKRVSBFTLEDJMIANXOGPUQH"	"GKPRDTABIQVMUFOYLEXSZHJN"	"UTRKEPDIMXNFOHGAJVZYLQSB"	"LVSEORDZFPUGXYQJBATHNMIK"	"ZJADVHFXGIKQLPOYUBRSETNM"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	11	FALSE
"main"	33	"18JC"	6	2	"M"	0	10	"U"	"False"	60	240	0	1	4	2	"XYPKVNUQFLRMOSTABEGZHJID"	"YQKFAPHMSRBLXVNGIEODUZJT"	"VJHSORKQXIBEYNFGTDAMUZLP"	"RFQOMEHADGBXJVUIZYLTPKNS"	"GFRXDZTJLIUPMBKYQSOEHVNA"	"GKINEDLVUPJZMQYBHSRATFOX"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	12	FALSE
"main"	34	"18JC"	6	1	"B"	0	6	"U"	"False"	0	30	0	0	0	1	"REAJVLUBKXSDOMQZGPFNHYTI"	"RMQFXAHSELDZYGNPBVKTIUJO"	"OKNYDTMXGIVJBPQEUSFLAHZR"	"KQDLOFMBVZIXNUEAYSGJPRTH"	"ZYUOHANVQPBFIJRELGDTKXMS"	"EFYZRONPDAQIUGBXJMTLSHKV"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	7	FALSE
"main"	45	"18JC"	6	0	"T"	0	8	"Q"	"False"	60	240	0	1	4	1	"QKUFNGXSVIBMOTPDAERHJLZY"	"RTFBPENAUZXYDSMQVLHKIJGO"	"HLRJBDZOSVGEPFYKXUTQIMAN"	"QBLUFHPJYSVGXOEKIZTDARNM"	"DHBKIJSNQTEUOGYMPRALVFZX"	"FDSHJVBKUXROIYANEMQTGLZP"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	9	FALSE
"main"	50	"18JC"	6	2	"E"	0	6	"K"	"False"	0	0	0	0	0	1	"GAZILNKETOJDSVYFBQUMXHPR"	"PRKAJQLVFDXSZGIHTOBNEMUY"	"SRAPTKQLBYUDMFOXZINHEGVJ"	"PHYMEGKNJFDBAORLIZSTUQXV"	"ZKNRIMLUJTXPDYOQEGVBSFHA"	"ZARKFHXONQGEVBYTIPLUMSJD"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	7	FALSE
"main"	54	"18JC"	6	1	"Q"	0	10	"L"	"False"	0	210	0	1	3	2	"QLUHVIJKXAPMZOFYERGTBNDS"	"BTVONYGQZIPXLJEDUMAFSHRK"	"PLVYGSFMDKIRUNEXOTBAJZHQ"	"PGFEYMAUHVLXQBKIOZRNTJDS"	"QNAGFYPSLVBREHMKIUODJZTX"	"LGSQIHRVMXUYPFDTNEZOBAKJ"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	0	12	FALSE
