"","nStreams","efficacy","latency","precision","pLRtest"
"1",2,0.831671096591508,-0.186853805231977,1.47998266604092,0.0000000000000000000000000000000000000000000000180515465349732
"2",6,0.657220933414743,0.634146173114993,0.608807388124213,0.000000000000000000000000000000000000000000000000155550553589755
"3",18,0.717047030794225,0.964058132209706,0.466338175083859,0.00000000000000000000000000000000000000000000000000000000000000000000000000197407756426451
