"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"correctPos"	"responsePos"
"main"	20	"CBTest "	" oneCued "	0	" right "	8	180	"Q "	0	"Y "	0	5	0	1	"XLVIEADFMOWBUGYNRTCSQHZPKJ"	"SZFDWGYPQHCXUKRMABIVNOELTJ"	"FBVLDJCXRAGNYQPIUWEZHSTKOM"	"CVMRGBQLANHXUYEPDWOJFSITKZ"	"YXPNBVDHFQILOJACRSWMKTEUGZ"	"VLWMPHNZYQCXOTIEAJRSBGFDKU"	"SWGACZFNBHLRTOJEQYMXPUDVIK"	"NMSRTCBGQWZOKULJIVHXEPFADY"	0	8	9
"main"	23	"CBTest "	" oneCued "	0	" right "	8	135	"N "	0	"K "	0	3	0	3	"ZKTAQSGOELNHFDYRWPCJBIXMVU"	"AZSVNBPOHXIYCRTKMEWLDQUGJF"	"PYADQJFKRGIEVZHUWSNCMTXLOB"	"DXAYQCVRKITNMBWLUJHSOPFZEG"	"AFGLNJPYTHZCMOQXVKDEBUWSIR"	"OFYGLDMQVCKIHAPNWJUZXEBTRS"	"HNPUMKJABFLRZGDWYEISTVXOCQ"	"JLHBEKGCVQFXAPDSIMOTWNUYRZ"	0	8	11
"main"	24	"CBTest "	" oneCued "	0	" right "	8	45	"G "	0	"J "	0	4	0	13	"FNCTZGABKLOEIYMVWRUHQSXJPD"	"WRCLJIDFQBXMTKEHUPNGZAYSOV"	"HTDEKQPGXWNSIJBUVRCMOAFLYZ"	"ZHLBPVCJYSTNAQMOGIFKWRUDXE"	"TFYVMEJXHNQKZRSPBLUGDAOWIC"	"ZVGEXQOKINRUJPCBMYTLDAWHFS"	"POIEDAYGVRQNHUSMKTZCLXJWBF"	"GFONSRWLZDYIKVQAPEMUHXBCTJ"	0	6	19
"main"	29	"CBTest "	" oneCued "	0	" right "	8	45	"W "	2	"H "	0	3	0	1	"MJUVRLDWGBQKEPCOZXSNAFHYTI"	"WUYSIQJMPZDXLOCFNHTBAEVRKG"	"XMVKBHJISTQWOCNRGLFEPUZDAY"	"NFIPKQALYHWTCVDEUGJXBMRSZO"	"MLWIDXGEYJNBACSUQFHKVRPZTO"	"TEXPLZYAQSUDGCWHFJONIVMBRK"	"XQAMOCPIVDGYHZBFKLTSNERWUJ"	"ZFPIOKWGSBVNARHEDLTYCXQJUM"	0	9	10
"main"	31	"CBTest "	" oneCued "	0	" right "	8	315	"E "	2	"E "	1	1	0	0	"WDCSQYUIHKEPXMBGRFZLANJTVO"	"TRGOSPUEIYDXVNHWBJAKLMFQCZ"	"QYBCTOJEVZPFRAIXHLSUMNKGWD"	"PCIGVDBNYUKHJRQEWOTXZLMASF"	"TVOIRJWXGPHDSAYEFMNQCZULKB"	"ESWXJDUINOAFMRGPYLTBHKZQCV"	"GKSHADPWXFEVIURJTOQLCBNYMZ"	"WNAGMRVIELKFPTSUXYQOBZCJDH"	0	7	7
"main"	32	"CBTest "	" oneCued "	0	" right "	8	0	"H "	0	"W "	0	0	0	1	"IVMTXODAWHPZKRQGJBEFLYNSCU"	"BQMDUGJFEXRHSIVNTLYWOKAZCP"	"FWYBXGAJRNLHKSPIEDZQUTMCOV"	"VOYFWSCUJQTPMIXALNEGDKHRBZ"	"VOZJLEBUIWCGYRHAQXDPFMKTNS"	"LZAUFSMRGYWJNHOQTIEVDKPCXB"	"ZIRNKCYEDSOFMGJPVQBXLWUHAT"	"VCSETMQPZJYKORGIBUNHLFDAWX"	0	8	9
"main"	33	"CBTest "	" oneCued "	0	" right "	8	180	"O "	2	"R "	0	1	0	1	"CWMKAEVFODXRNPHZQUTYLBIJGS"	"TFVPHZDCGROYLWJNIBXQSUEMAK"	"GEHAUZDQKIOMJFTRLWBVNSPCXY"	"MIJUPHQSOKBREYGVXANWCDTLFZ"	"JFHXUESKALGBIQDOTWZCPMNVRY"	"UYKRGDNBHIAFXWOTZSVELQPCJM"	"MQEBFDUKYTCXGSIWJRPAVOHLNZ"	"TGDYMAPWVJFXOBUISHQLNRCEKZ"	0	9	10
"main"	35	"CBTest "	" oneCued "	0	" right "	8	0	"L "	2	"L "	1	2	0	0	"WPUMBTYLDXOSKHZNCFQGARIEJV"	"NCDXTZPGUWJBAISKFVRHMYOEQL"	"XGSCYNLUEHDKBOTMVIJARPWFZQ"	"KSZPVEXFATJDROBLWQUHNMIGCY"	"GJMXCPKQZYVSELRDFTBIWAOHNU"	"ZSYIRLMWJDFAPBNCOXQHEUVTGK"	"TVQSFXMJUNBKYZWCPAIODGHERL"	"LGPEZWDVBRAQKUCSTNIFXMHYOJ"	0	6	6
"main"	36	"CBTest "	" oneCued "	0	" right "	8	135	"X "	2	"Z "	0	1	0	1	"PHLSQEKTMFZAGNIWVBUYDOXRCJ"	"JGCYERVOIZXQPNDLBFTAWKSUMH"	"ZBKQWNSFETCGLMXRPDHYVJOAIU"	"AIOTUFMCEBLNPGQWHZJVRDXKYS"	"ULDFJQYZRBMCPIOVAETWGXKSNH"	"DRYQKCPIGAHFEXUMNWSZVJBLOT"	"YFTVHQJNXZGEDIOUPBSLMACKWR"	"LMGIPDKRXEFZWNHVCAQTOBSJYU"	0	9	10
"main"	37	"CBTest "	" oneCued "	0	" right "	8	90	"N "	0	"C "	0	0	0	1	"SJQPMEOURCNTHIYFLBZGVWKDXA"	"ZCJPKSYDLXQFEHTBIOUNVWGARM"	"RTKLAIMEZOJGVUBSPHQYXFNDWC"	"EHXIALZYVNMOTWGDBSCJURPQKF"	"VTMPQWDYOKAXFZLEHUCGIJSRNB"	"LGPAVZSDFMWXHTQUIEOCBKYJNR"	"DAWVKXGQJMRIBEZOPFSHTNYCLU"	"LCGHFTWZJQYVOUKBXIDAPMRSEN"	0	9	10
"main"	39	"CBTest "	" oneCued "	0	" right "	8	225	"Z "	2	"D "	0	7	0	1	"YFBTLZSHMNVKPEUOXQGJIAWRCD"	"OFAEZLYXQCGVSBWMTKJNRUHDIP"	"UAVBXLFKQRIMNCYTZJHOPGSDWE"	"ADYPZOILXNTQKMFRJBVEWSHUCG"	"KVSMHTZIQOFJGWXCNLPADUYBRE"	"XDZSKHNCMIFVOYARWGJEQBUPTL"	"IXBEUOCSMYJKAFVZGQLWRPTHDN"	"VGLMIEQDZHXPOJSCBYKFNUWTAR"	0	7	8
"main"	41	"CBTest "	" oneCued "	0	" right "	8	90	"H "	2	"H "	1	2	0	0	"EIXFBQKLHANTRODSVYGWMCUJPZ"	"UHIBFCREJWGTOMKPLANQXZYVSD"	"MJAUWQCYEGHIBSDRVPOKXFZNTL"	"NDVTSPUKIZGLXFQJRWYOMEHCBA"	"QUSHJMEVRAXGBZTFLDPNWCKYOI"	"QOPTJDYLNWFRUZMIECKBVXSAGH"	"PTWJSCYXBIVMHGUFANDEZOLKQR"	"QUEFCXHRJWDPVKOBZMITAYGLNS"	0	10	10
"main"	42	"CBTest "	" oneCued "	0	" right "	8	0	"X "	2	"T "	0	0	0	1	"VOAFLYWSBTXZKQCEPIMJRUNGHD"	"YMAIGBWRSTEDJLKUZVCNPXQFOH"	"DVYLUESMPXKRBGOITQJACFZWHN"	"IPCKRVEYZQFXLNWAGJTHDBUMSO"	"KFULJWEYTSXNBGHPDOVMCZAQRI"	"PFSWIKZQAYJLMXCODNEHUBVTRG"	"EBWIJRUASQYKXNPHLOZMDGVTCF"	"DPENVQORZJALKCMIWYBXTGSHUF"	0	9	10
