"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"correctPos"	"responsePos"
"main"	20	"AOH "	" oneCued "	0	" right "	8	135	"R "	2	"I "	0	4	0	1	"MAZSRVYLIWQBDHNUKGTOEJFPCX"	"VHJKGRAYPELWOQZSNUCMBXDFIT"	"RPJTCENOIGWAMVLUXDQFYZSHBK"	"EUAXZLDGMRIWFOSHJCQKVYTBNP"	"GPYNZUHCIRBJALEMKOFXVQTDSW"	"QKATHDIBPWNVRJMELFZCSGUOYX"	"MIQURBOEAWSJTKXLVZDHNGCPYF"	"PTJVNKDGBCYLRIAMHEXFUZOSWQ"	0	8	9
"main"	21	"AOH "	" oneCued "	0	" right "	8	45	"E "	2	"J "	0	3	0	2	"UZHEJDLCRYTGSOIPBWMFXNKVAQ"	"BYLGPRVNSCJXOWDUIKQZFHEATM"	"CLGXMKYEVRWIFQPTABJDHSOUZN"	"WKSZTXLCJIEBYAPRFGQOVNMHUD"	"ACPRMIZHWDNJYSUXOTBFGKLEVQ"	"MWVOTSIHDFRGNPUKZXALBEYJQC"	"COXQEAHUPLZVYWKSJDBTNRIFMG"	"AWRNUDQEFZSLGKOCHPVIYBJXTM"	0	8	10
"main"	23	"AOH "	" oneCued "	0	" right "	8	180	"G "	0	"G "	1	2	0	0	"HNYFUDIWGOPLMZSXAVQREJBTKC"	"DUXRZOBKILTNPQASMVJWFGECHY"	"EMWBOQAXGFCURYVJZPHTNDSILK"	"MDPQBLZGJXAVSCNIUHRYKWOETF"	"FSOKQEGTDNYMRWPZXHVCILBAJU"	"LOKQTFPMGVIZCXNRDEHABWSYUJ"	"ZGLQUWBYSTIJVPEORMNACHXFDK"	"KFBTQDXMOGSPWVRLYCZUINHJEA"	0	8	8
"main"	24	"AOH "	" oneCued "	0	" right "	8	225	"E "	2	"P "	0	4	0	2	"ICFVULBYXHDTJWSQZOMPGERANK"	"OSPMLTVYGFHBRDUEWXKCNZJIAQ"	"PZHTWAMCSQVRNFYJBDLOGXIKUE"	"DZJUKICLEXGSOVRFHNWAMPTBQY"	"MCJWKGFXZDPBEITLVHSRYAQNUO"	"QTDYEPGFXJHOWMSINZVABCRUKL"	"ILQZXGVFEWHAUDRPJOTNMSCBKY"	"ABDETJRVQLPUOSHMWCIKFYGXZN"	0	10	12
"main"	25	"AOH "	" oneCued "	0	" right "	8	135	"V "	2	"X "	0	2	0	1	"BQDZHEUJITMPKCFSOGNYXVRAWL"	"XOZFMKQITNWDUYLBAJPGHESRVC"	"BGNDTSYRXVIUAHELKWFPJCMQOZ"	"SPFHKECWNOXBMLIZYRGQDVJATU"	"NJFDGKAPZWCBSTVMEUOXHRLQYI"	"EZCQNIJSVMXYPBOWRDHLAKUFTG"	"VFWJSCIHQNLPDZYBGRUXETAKOM"	"PNCQGBUATDFEZIRYWHOMJXVSLK"	0	8	9
"main"	26	"AOH "	" oneCued "	0	" right "	8	90	"M "	2	"H "	0	2	0	1	"THSKZMWXJFGQCNUBLVORPEYDIA"	"XTHJVBRPWQSFUKMOIANCDLYGEZ"	"WCEPRFIHMALKUBSNQJZVTYXGDO"	"KMXWFSDIRQTGJUVZBCYLPEHAON"	"IVHXMFWYBTZEJPUNKASQGCLDOR"	"OKLBSJHNCUAFIWVGZQPXYDMERT"	"HGSAONZMUPDBLJRCKFTWVEYXQI"	"TSKBZXPMDRJOUCGHWYAENIFVQL"	0	7	8
"main"	34	"AOH "	" oneCued "	0	" right "	8	135	"S "	2	"W "	0	2	0	-8	"UTDYCXGIRQNOJMEHFBWSAPVLKZ"	"JWKITORDSLCUVEGBFAHQYZNPXM"	"OFSJAXQLVMWGYBCRHDZTPEKNIU"	"DTFAJMUQCLZVXYSHOEWGIKRNPB"	"RDJWBYGPFXLZIUENSVAKQTOMHC"	"CMUHPEYFISATJORLQKGNDZBXWV"	"EXLAZWDSTCRPMNOVUYHGKBIQJF"	"KEOVCMIYXLPZFARUSDHJNTWQBG"	0	10	2
"main"	37	"AOH "	" oneCued "	0	" right "	8	45	"T "	2	"X "	0	6	0	2	"JCGRYVQZIEWNFHTUOPLKMXBSDA"	"JAZDMCTKEFOUBLYGNIVWXPQHRS"	"PYJZKVFCUITWMBXOAQESRDHLNG"	"YLIRCFEOBNPDQWKAXUHMZSVJGT"	"FXQPALYTDWICSURVJBKOZHMNEG"	"ZTAOMWDKIBGLVXYECQJRFNPSUH"	"WUZEYLOMBXPTRHDIJGKSAQCFNV"	"BATJXIYRFUEVWOMKZNSHLDCPGQ"	0	9	11
"main"	47	"AOH "	" oneCued "	0	" right "	8	45	"Z "	0	"D "	0	2	0	1	"GFCQLHKMVDNUEBPTSIZYOJXARW"	"VWUKOZXANIEJQHSDMGCRPYBFLT"	"WEXHLODZFUAYIQTNSPGBJRMCVK"	"RVLDOMTUAIZSKPWCGHNJBFQEYX"	"LAYSDTWRJKVQENXGIMCUPZHOFB"	"OUFVMKHPCDLSIJZXATYNWRQBGE"	"YEGZKQSMABPLWJFVCRNUIODTHX"	"QXBHCGFMJNZSLRVKODAPEYWTUI"	0	6	7
"main"	48	"AOH "	" oneCued "	0	" right "	8	135	"D "	2	"Y "	0	0	0	2	"EAVRXKIYFDCGHQMLOBSZNJUTWP"	"CTHSUYKZBORXQNGWDPLVFJMIEA"	"RZEVSXKONPUYMCWQTBDJGHIALF"	"QMAKPZYVLDTFXGUOCRHWJSEBNI"	"ACWROUKLDYJMPIHZXNETGBQFVS"	"YDFWVABRNKOXQMGZJSLCTHUPIE"	"FGSOXZTPNAERVHDQYBMUJKWLCI"	"SXHCBATVUDNIPZMQEOJYRKWFLG"	0	7	9
