"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	21	"LT5 "	" oneCued "	0	" right "	2	45	"P "	0	9	"A "	0	1	0	3	"YHVQMDOPZKARLNUITGBJFEXS"	"KDBTIXFLGAZYPMQOVNJEHRSU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	12	FALSE
"main"	23	"LT5 "	" oneCued "	0	" right "	2	180	"M "	0	8	"R "	0	0	0	2	"QHOLVJEFRGMYKDNPZUSXITBA"	"ASEOBXNGFZHLMJQRTYVDUKIP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	24	"LT5 "	" oneCued "	0	" right "	2	0	"R "	2	10	"I "	0	1	0	1	"YKOALPGIMRQJSNVEZDXUTHBF"	"UKJBGHFVNEIRPTMYZSLQAXOD"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
"main"	25	"LT5 "	" oneCued "	0	" right "	2	315	"E "	0	6	"U "	0	1	0	1	"VTSLHBYNQDJIXKZOAPGFURME"	"DQLGHTUESKXFOYIRMVJNAZBP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	26	"LT5 "	" oneCued "	0	" right "	2	0	"Z "	0	6	"X "	0	1	0	1	"ZPQBHVKILGUNDRMAYXFJSTEO"	"NKOBULXZIDPSRYQTEFAVHMJG"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	27	"LT5 "	" oneCued "	0	" right "	2	270	"R "	0	7	"L "	0	0	0	2	"KEBJZVSLGROANUYXHFDIQPMT"	"DRUQYTBJLAFMHPKZGSIXEVON"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	29	"LT5 "	" oneCued "	0	" right "	2	45	"S "	0	6	"G "	0	1	0	1	"PTHMANXOURSIQJZVEBYLFDGK"	"ERINFAGSHBLKXYVOQJPMUTDZ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	32	"LT5 "	" oneCued "	0	" right "	2	45	"R "	2	6	"E "	0	1	0	1	"AZRDXEVHQMUOYIGSJTKBNPLF"	"IUMTZSERHLAFVXJOPKDQNYBG"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	33	"LT5 "	" oneCued "	0	" right "	2	225	"E "	0	8	"E "	1	1	0	0	"YIJFRDXUBTZNSKMLAVPQGHOE"	"KTILSJFNEPYRADHZVMGUQBXO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	35	"LT5 "	" oneCued "	0	" right "	2	315	"E "	0	9	"V "	0	1	0	1	"AFQKVRIMHDXOTBJYZNPESLGU"	"NALUQFXDMVEITKYRJHGSPZOB"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	37	"LT5 "	" oneCued "	0	" right "	2	315	"M "	2	8	"D "	0	0	0	2	"TZFIRQGJDLMXHBOUKPESNAVY"	"FYQLXUAJIKTHSNPVGBMEDOZR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	38	"LT5 "	" oneCued "	0	" right "	2	315	"M "	0	7	"M "	1	0	0	0	"ZBPJDRGMIQLAKNEXFHYSTVOU"	"ZIBVXPAGTQRJEUNMFHSLOYKD"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	40	"LT5 "	" oneCued "	0	" right "	2	45	"M "	0	8	"G "	0	0	0	1	"AJRZSTLOGMQEPDXBVKUNIYHF"	"UHGITZBONLQYKVDXAFRPMESJ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	44	"LT5 "	" oneCued "	0	" right "	2	225	"V "	2	7	"U "	0	0	0	1	"XPABHMZUVOTELSDYINKRFGQJ"	"EZLGSNAUQOYFTIBHDMJXVKPR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	46	"LT5 "	" oneCued "	0	" right "	2	45	"E "	0	8	"E "	1	1	0	0	"VNZBDFSMAITGQJHUXPRELYKO"	"QBUZPAKOELGFYVRSMIHDXJTN"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	47	"LT5 "	" oneCued "	0	" right "	2	270	"P "	0	9	"F "	0	1	0	2	"KPTVSQUMREDJHONBILXGZYAF"	"LRZMYOANVFDPJBISEXUHTGQK"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
"main"	52	"LT5 "	" oneCued "	0	" right "	2	180	"G "	0	10	"A "	0	1	0	1	"KOAGTYLRMSUFPQDXINHEJBVZ"	"XQTLBJVYNPAGEZIROHUKDFMS"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
