"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	3	"MC10"	"nStreams"	0	"right"	2	315	"Z"	0	8	"Q"	"False"	1	-1.40334185971e-14	0	1	"EMSPXUYGTNQVLJHFZAIOBRDK"	"KGTMUAVSQZDOEHPJNXFLYRBI"	"BJZUIQNEFMSKYPXGROAHTVLD"	"MTBZEFNVOIXHGLKQAPDUSJYR"	"JGXYFKMPIOZNRSABLTEVHUDQ"	"SKBFNRTEPJLGIZAMOHDQUYXV"	"ATIPMNRVQJDGBYUSOLEZHFKX"	"AVNUMDTBEKYLZFIQPOXJSHGR"	2	9	FALSE
"main"	4	"MC10"	"nStreams"	0	"right"	2	135	"O"	0	9	"G"	"False"	1	180	0	-9	"QEJZLVBSMPHIONAURYGDTKFX"	"OMHRIPLZKGQDTBEYNXSUVFJA"	"JNHSDZXFOAPLUKTRYEGQVIMB"	"JMPSLDHNEKUAOBRFTXVZQGYI"	"XQOLMFKDYTZAIUBJNRPSVHEG"	"FMSBVLGXYJPARNEQODIHUZTK"	"AEHUVKPMRLOJQTDFSIXGBNYZ"	"ULYBROPSMEGFHVTANIZJQKDX"	1	0	FALSE
"main"	6	"MC10"	"nStreams"	0	"right"	2	315	"T"	0	10	"T"	"True"	7	-90	0	0	"EQPSILTMDFORANBJZGYUVKXH"	"OVKHUTPEMFBGAZSDRQYNLJXI"	"VBFHNIUAEPTQLMGORXSJYDZK"	"OUAYJZELDKRBHMPXQINTSFVG"	"PNRSJIQYXDZUBKTMOVELFGAH"	"ZNODASFEMTVHLRJBQXYPKUIG"	"NLYXGSAZOHPUBMVKJERQDIFT"	"FNAOPYGUKHTIRDVMBQLESZXJ"	2	10	FALSE
"main"	7	"MC10"	"nStreams"	0	"right"	2	135	"Z"	0	7	"R"	"False"	0	135	0	1	"QDTGOMERZXIUPHVKNJASYBLF"	"ZRTDFYXOAKVNBIUPLSJHGEMQ"	"TNAKYBRIDPEJLQOHSGVFMXUZ"	"GAFBNKLTQSURMPHVDIXYJZEO"	"AODHKTJBRQYZIPMXUGNSFLEV"	"QKOSETXZLYUMRGPNFIAVHBJD"	"EXJTNMFGDIPSQUBLKROVZAHY"	"DVFKHOASURITPEJYLNBXQMZG"	1	8	FALSE
"main"	10	"MC10"	"nStreams"	0	"right"	2	90	"S"	0	8	"K"	"False"	6	-1.40334185971e-14	0	2	"KPVEMZTASRJBYNIQHGOLFXDU"	"IKYTQFJXHLBDPASNZGMUOREV"	"HJVXBRAQFPMNUYDGIOTEKSLZ"	"IAUHLPJKYEVGNXFSMOQBRTZD"	"DTIBXHFEPJSZYOKLUMVNGRAQ"	"RMNHXEKYAGPSTUIBLVQZFDOJ"	"QNYDTMXIKPSUHRALGJFBZVOE"	"YZXTLDFJSPQMNGAORBVIHUKE"	2	10	FALSE
"main"	14	"MC10"	"nStreams"	0	"right"	2	270	"O"	0	10	"G"	"False"	0	-90	0	10	"FMLVKUIQAJGDRYZNETXPOSBH"	"HVBXNDZFUIJYTLPGESOAKQRM"	"FMHIRELNGKXVUAQDPSZJOBYT"	"SUJRTMFPINHQAKXLEVYZOBDG"	"KYFTGDOSIBAVZJXPNULHMERQ"	"EMOALVUFHKJITNZYRPQBDXGS"	"PUZNSMLXYAFJQDGTHKOIVREB"	"JUDIYOKHEBVRZGMAXFTPSQNL"	2	20	FALSE
"main"	15	"MC10"	"nStreams"	0	"right"	2	90	"R"	0	10	"K"	"False"	7	45	0	2	"RYNGUFAZJSIEODLXTKQBHPVM"	"KXIESOFJHMBGVLUTNPQAZRYD"	"KFEVNRMAYTSHUPODBXZLIJQG"	"RONYHPUGIBQSMDTZKAVXLJFE"	"FPEXTLGVDSAKYBOJZNQHRUMI"	"FQDOXZKNUVTPELYRMBIGAJHS"	"ZQRBMPFAIKVJOTDYEUSGXNHL"	"YTGZEOAXBPKFRDHUSMQVINJL"	1	12	FALSE
"main"	18	"MC10"	"nStreams"	0	"right"	2	45	"O"	0	6	"V"	"False"	3	180	0	8	"JBVDNFUXMGZQLSPEIARTKYOH"	"NXMQHJUZGOKBFTEVRSALYDPI"	"XQOVBATPYSFZRMHUNIEDKGJL"	"UADMSFVIQGRTJYOXEHZKPLBN"	"GVSDLAOMTZHEXYBURPFNKQJI"	"SOJKFPADQZGYHBMVLXNRUETI"	"NELMIRBHUXKYFAZQGVPTSDJO"	"SXKGAOLRUQDNPFBMZEHYIVJT"	1	14	FALSE
"main"	22	"MC10"	"nStreams"	0	"right"	2	270	"R"	0	7	"R"	"True"	3	45	0	0	"QMKIGLJVYNPZTROEXAUBDSHF"	"BEDSZNIVUXGHJOLYTPRAKMFQ"	"MVDKRTOZQLPFHYAINEBXSGJU"	"FMNSDOARPLTBEHJKIXQZVGUY"	"ZGAEUYSHJIDVKPQRFMXBOTNL"	"XNARYLFGSUMDEQPHVOITKJZB"	"GEDINQAUKSFBZXLMHRJPYVTO"	"TAUSPMDHYXVQBNZOFJEGLRIK"	2	7	FALSE
"main"	23	"MC10"	"nStreams"	0	"right"	2	0	"B"	0	8	"B"	"True"	5	-135	0	0	"DOUJNMIRZAQYPSGFEXKLBVHT"	"RQKAGIMPHNFYEDZTXBOLVSUJ"	"NVMSQZRYIUHFATBEJOLXDGPK"	"TMOYRUILBEKZHJVNFDGAQPSX"	"OTMURFIKXLSYQDZGJANHEPBV"	"PEKGTOQDBLYZMUSNXJIVHFRA"	"MHIURGFYLTKJAQPNXODVBSZE"	"RHZIJLUMPFBAQKESNTDVXOGY"	1	8	FALSE
