"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	0	"JW8"	"nStreams"	0	"right"	2	180	"H"	0	6	"Y"	"False"	0	180	0	6	"ISARBXYMZKUTHVFQGNLDEOJP"	"QNEVMBIKSRJUOATFXLYPGZDH"	"NHZGDILQAVJTXPFMKYSOUREB"	"VHPOMKQXIBGLTJESDZNFUARY"	"KERANJVUSZFHOQGTYIDMBLPX"	"ZOMSDBETNAYKJHXUPQVLIRGF"	"GEPJLTIQMRYVUSKNOFXAHZDB"	"DAIZJHREMFXSLOYVTQUKNBGP"	1	12	FALSE
"main"	1	"JW8"	"nStreams"	0	"right"	2	45	"R"	0	6	"R"	"True"	6	-45	0	0	"YERXOJSHDKZQMVLPBAUIGTNF"	"DSKYQLTZBFPIOMUNVAEHJRGX"	"ENXRHQKDBALOMYTSUFGJPIVZ"	"OJEQKZUFNVHPGDBMAIYRLTXS"	"ZDYPFEVINXLSKHTABUJMOGQR"	"GMBHTQKZPVFYUAJIDSNRXOEL"	"FGUNZBRHAQODSIXPMJVTKELY"	"NTVYMILDEQSUHFRGPKJBAOXZ"	0	6	FALSE
"main"	4	"JW8"	"nStreams"	0	"right"	2	45	"V"	0	7	"A"	"False"	3	180	0	3	"DMXGRKIHYJPOVTAQESBZNLFU"	"QUEJDRLXBIKMAYOGVTFHZPNS"	"HSULFRIBTVEADMPQZGYNJXOK"	"NITRGXBADQVHMEYOLPSUZJKF"	"GRQBSIATEYPDKHOZXLNJFMVU"	"IHPNLBYOKZVMEFXJRSQDATGU"	"XMIZQGFEVTJDLSPHAKYBORUN"	"JOTRLQDGMHYZUFKXABEISNPV"	0	10	FALSE
"main"	5	"JW8"	"nStreams"	0	"right"	2	225	"R"	0	8	"K"	"False"	2	-45	0	2	"RPOVIAZGLFEUHXJMYNDBKTQS"	"SUXJODNZRKYHEQPGTVIMBALF"	"VQMBGZIXKARLNHOFYEUJTSDP"	"LNAQFIGHZVYBMJKPSDTERUXO"	"HXYSQGZBDPJNLOTAVMKUFIER"	"NJGIVPXSEHRAOZLFYQBKTDUM"	"RAJKYZOQDPXEMGUFBLTHSVIN"	"JPFLIZRAMUOQYDGTBKSVEXHN"	0	10	FALSE
"main"	7	"JW8"	"nStreams"	0	"right"	2	0	"R"	0	6	"V"	"False"	4	180	0	-4	"QHYBDAKTPGXUNEVLIRSMJOFZ"	"BGJQTOZYRSPALXMIFKEVNUDH"	"DPJVSXZQFNHAOGBMILEURKYT"	"TLBZGQVMKPDFRNXSIHYOAEJU"	"BXRAODVLGUQFEYTPKZHIJNMS"	"LMUBGTKQIRPDOENVJZYHFSAX"	"RSIGMAFDQKZVUNXJLTEOBPHY"	"EFGTNDILAOUVZKJPSMRBXQHY"	1	2	FALSE
"main"	10	"JW8"	"nStreams"	0	"right"	2	315	"S"	0	10	"X"	"False"	5	180	0	2	"TUJEPABXNHFVGLRYKSZDOMIQ"	"VLRNTBXEPQADOZHJFSUMYGIK"	"QAZGRNTEJLKMXYPBUVOFIHSD"	"RQGNUDEXZIFVSBAKTYLPMOJH"	"INSOTVUDBLZXPYHJEFGKMRAQ"	"PGJMDZBAVLXTSUIQFOKNREYH"	"XSUHNYDFKQVGEPTIZBMJORAL"	"KAHYEUJOQTSFIRXDMGZNBLPV"	0	12	FALSE
"main"	21	"JW8"	"nStreams"	0	"right"	2	225	"P"	0	6	"R"	"False"	5	90	0	3	"AUVERTYMJLFBQHKGZPNSOXDI"	"OENYIQVADBGRLHZTSJMPFKXU"	"EIUOTPZAQXBGSYMLJVHDNFRK"	"SURILABJFPHXMQZOTENYKVDG"	"OESRQGNZTBFDLYMJHKVIXUPA"	"DJXTZNRLEPSBYIGAKMQOFUVH"	"PYGAOUXIZSJFEDTNKVLHRBQM"	"VMYKEPUDSBITHQGXNRLOJZAF"	0	9	FALSE
"main"	22	"JW8"	"nStreams"	0	"right"	2	180	"Z"	0	9	"Q"	"False"	7	135	0	3	"TBXKUYGQNJSMPDIHFLEOVAZR"	"FDZQTVGIKJHENRAOXLPYSUBM"	"NSMKEAPULOHIQYBJVXRGZTFD"	"YLPUVRHSFDJAIXMENZBGTKOQ"	"NABVDLQJXGZMUFPISEYKTRHO"	"DQRKEXIMGZLVHSNBTUPOAYJF"	"GIONZVSQAHKDLRBJUTMPEXFY"	"GILTRNPFOQUYZHSBMXVJEAKD"	0	12	FALSE
"main"	23	"JW8"	"nStreams"	0	"right"	2	45	"N"	0	8	"Y"	"False"	1	90	0	10	"XFJEKPUHTVRYDGIOLSMBNZAQ"	"ULFZPAJMYGVDBKHOISNEQRXT"	"VHGDFIUTEPXJSZANMQRLOBYK"	"AQKHVPXNDZJGOLFBRMISEYTU"	"LKZNETGFQHXPDYJBSURVIMOA"	"BYSJHQZPXUTNARIFEKOVGDLM"	"HNIJVSGBLORZUDKYMEPATQXF"	"BVYENMZPFXLUAODTHKQRIJSG"	1	18	FALSE
"main"	25	"JW8"	"nStreams"	0	"right"	2	135	"Q"	0	9	"Y"	"False"	3	-90	0	2	"AQYJFDEPSKHXMGNOZUTLIVBR"	"APGKYZUFEDBMOVLNHIXJSQRT"	"DGULNHIQAJBMYOKXZVSTFPER"	"LBDNEIPAGYJQMHVFOSZRUXTK"	"ZOJKQNSBTMGVHFYXLIPEDAUR"	"HETKRFALVQSNJMZXIPOYBUGD"	"BGJUSYIQZAOFPKMDTLEVXNRH"	"GKHSDETFLVPZBIORMUJNQXYA"	0	11	FALSE
