"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	19	"ZZ9"	"nStreams"	0	"right"	2	225	"X"	0	10	"P"	"False"	5	90	0	13	"KTUYXLIMDSNVABZEHGOQJFRP"	"QOXNPMZJUSFKRBLTGEYDIVHA"	"YQGMKBIEXDRFSULHVTOANJPZ"	"KJSIPUBHQOLERVNXAYFMZTGD"	"LXZUIGJOYDFPBTKASMHQEVNR"	"BKYUOEGRSTPIMDZAHFJVNQLX"	"RZVSQUHOPADMYIJLBTKGFEXN"	"ULMYDFENJZBAVOQTGSHPIXRK"	0	23	FALSE
"main"	20	"ZZ9"	"nStreams"	0	"right"	2	45	"X"	0	9	"S"	"False"	0	45	0	1	"RFTGMQVYISXLPDEAUOBZJNKH"	"XGKLMFJVAIZYDESRQUPHOBNT"	"HTVNIFPLSKQEABDMUZJGXORY"	"LNFQODJSPUZAIRYMVEKTGXBH"	"IBQYORFTEZKHAXJDSVMLUPGN"	"MNROUPEFDVGAHKIYJBTZQLSX"	"JFGYBQVRHXTKAPDUNLEMOZIS"	"INKXGYVPZHAQMUEROTSFJBLD"	0	10	FALSE
"main"	22	"ZZ9"	"nStreams"	0	"right"	2	180	"E"	0	6	"E"	"True"	4	-1.40334185971e-14	0	0	"TOXKFHVQAUMNDBERSPJGLYIZ"	"AYOZKUFXGMDVRIPQTJNLBSHE"	"RSPQLXKGAZDTNBHUYIEMVOFJ"	"URIDAQSBYTMNXJVHGZPKOFLE"	"XTBYLDENVOHRIPQZMKJAFUGS"	"TUJBAOKZDNILSGVRHPMQXYEF"	"HKOGSDJNYZRXUFIEAQPTLVMB"	"FYDRTKSEZUQOJLPNHIVAGMXB"	0	6	FALSE
"main"	23	"ZZ9"	"nStreams"	0	"right"	2	90	"X"	0	8	"H"	"False"	7	45	0	5	"PGKVUDMXQHYALSBOFJENRTZI"	"QUFXMYISVZLHTOARKDPNJGEB"	"KNBLPOZYDRQMESGXJHUIFVTA"	"AFHYTZVRUISEDPJMGXOBQKLN"	"NTLJOHKRBXUZVGIPDQMFEYAS"	"PNJXMAUESZGIBODLHFVKTQYR"	"OGYLXREPZDMQJVTABUFKISNH"	"FBVTIPUZHLMJNXKOQSRYDAEG"	0	13	FALSE
"main"	24	"ZZ9"	"nStreams"	0	"right"	2	0	"B"	0	10	"A"	"False"	0	0	0	2	"NOQGTSFHMXAUBJLVERZDIPKY"	"YVQNDMPEOSRLZABFGXJUKHIT"	"VGOAUEJXLHYTQDBNMIFZRKSP"	"JSTQPZOKNYLIMXFVHDEGRBAU"	"EGTKVZJMSXAHPYDLRFNQOBUI"	"HGIFVQAYOZJKRNTMXLBPUEDS"	"TPMAGHFVYOZNXULEJRDBISQK"	"DPNVOYBZHSRGUKFEXAQTILJM"	0	12	FALSE
"main"	26	"ZZ9"	"nStreams"	0	"right"	2	45	"X"	0	6	"U"	"False"	3	180	0	1	"SKIYBHRQFMEVGOZXAJLUDPNT"	"EJZPRLIQXUSMAVYHNGTKFDOB"	"MKOGDUIZNPEFQRYBHLVTAJSX"	"MIRDSLUXAEPVQKHOGBJTFYNZ"	"ASGZLQPURHXINJDOTBYFMVEK"	"VLEPHJXRUDAQGSZFYOTIMBKN"	"UGMEVLSOHANBJPKFQDXZTIRY"	"IMHENULGPJZKOXAFYBSVDQRT"	0	7	FALSE
"main"	27	"ZZ9"	"nStreams"	0	"right"	2	135	"V"	0	7	"A"	"False"	4	-45	0	-6	"GBQMEYROVTJDHFZLIXNKSUAP"	"IYZVQBAJXPSOMNUGDFKLHRTE"	"GKMYJNEITPQUZBHLSOFRAXDV"	"MSBEIKOJHFZGRYDXUVPNQALT"	"RVOHKEQABZTYSPDNFULXMIJG"	"LFTRBPIDXVUSQMKAEOHYGNJZ"	"BJUYORGMFEHIDVKZNSXAQLPT"	"SQRGHFZIXMVBYPLJKTEOUNDA"	0	1	FALSE
"main"	28	"ZZ9"	"nStreams"	0	"right"	2	180	"S"	0	10	"S"	"True"	6	90	0	0	"PFJZQSLGHRKNVIMDAUBEOXYT"	"AOZJBSUDTNGFQYHMPIKXRELV"	"UBFSLZVIRMYXATPGENQHJKOD"	"RLJZHDYXFNVQEPAOKGTUMISB"	"PBVFRLOGHUDNYMTJQESXIZAK"	"RLVEHBKAUOTXDYJQMGNSIZPF"	"AJDTNHGKQYSZRMBPFXELUIVO"	"BLIKOFTVZREQHMUGYSPXNAJD"	0	10	FALSE
"main"	29	"ZZ9"	"nStreams"	0	"right"	2	225	"D"	0	6	"Y"	"False"	2	-45	0	1	"QUMSFIRKXDLAJGOZENPHBYVT"	"HADZEMKGLIBPUSTQRYNXJVFO"	"KTLJUXYDOEHGPVNRAQFISZMB"	"XUZMOFTRVEQAYLSNBKIJHGPD"	"LORZSTKVQPXYADEBUHIJMGFN"	"XJTRMKEBDGSHLPQIAUYZVNOF"	"PIMDYOXLJEKZTHUQFGVRNSAB"	"QSLHFEJIOUXNRGBTAYDPVKMZ"	0	7	FALSE
"main"	30	"ZZ9"	"nStreams"	0	"right"	2	315	"A"	0	9	"E"	"False"	6	-135	0	-1	"HRJYLESPGUMIODTAKBVNZXFQ"	"TPAQHOXZGBIKFLMRDJUSNEVY"	"JRYVHBOMKLEFTZNGDQPSIAUX"	"EYKLAUQHJGBOXRZSIPNFTMDV"	"FNKDGIRHVZLBMXTEUOJYAPSQ"	"KYTVAMROFEGJULNZHBDQSPIX"	"FIUZHPGOAETNQJLBYDSXKVRM"	"FZAYJRSLNPDHOMVBTIGXKUEQ"	0	8	FALSE
"main"	31	"ZZ9"	"nStreams"	0	"right"	2	180	"X"	0	8	"I"	"False"	5	45	0	2	"GUXYOJRMFKTEHQIPZVNDLABS"	"PFXQURNYIHLTOKBSVDJMGAEZ"	"RBLAQGOSIVMZKYUHETPJFXND"	"EVADILRSYFOUMPQTGKXHZBJN"	"YIFDSTXOGEPVRZQMUBJHNLKA"	"QKEOUPDYILXSNTJMFZRABHVG"	"MIJDVSETUFRPAZYNKLBOGHQX"	"UAVTOMKGJSEXYHDFPQNZRLIB"	0	10	FALSE
