"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	0	"AB14"	"nStreams"	0	"right"	2	270	"T"	0	6	"E"	"False"	4	90	0	14	"IGZMDLUVSXKQTPRJHYEAOBFN"	"SDNOBKGHJAZQLUIEYVPFRMXT"	"HMOFLNYERATQIJPBUDZGXKSV"	"LOTXEBURSJDYPNAMGQIZFKVH"	"JNAPKMEZGSRBQVLHUFXOTDIY"	"RLEOIUKQZTHNVAPMFBYDJGXS"	"JFUBNLMYTEGQDPXHRSVIZKOA"	"HLNBPMGRXZJEITSKUYQVDAFO"	2	20	FALSE
"main"	7	"AB14"	"nStreams"	0	"right"	2	270	"J"	0	9	"J"	"True"	2	-1.40334185971e-14	0	0	"MZVYGQHJFSPOULXBEDRNTKAI"	"APRDUGTVSJIFQEHYMZBKXNOL"	"TBNKMDALGJXPYIOFHZQVRESU"	"GPSVOBAQRIJTNYEKDXULZMFH"	"QDZTAOIYRKFLHXEVJGMNSUPB"	"ZBJKHPRQFYAGMNULEXVOTDSI"	"ZPYRXSGHEUIJFDQNMVALTOBK"	"LYVURZFKOBPDAEXMJIGHNQTS"	0	9	FALSE
"main"	9	"AB14"	"nStreams"	0	"right"	2	45	"T"	0	6	"L"	"False"	1	90	0	2	"HRPBIUJYEFGLNMDOVQTASZXK"	"ADRZIOLXTVUMPFKGYENSQJHB"	"TERSVBAXPLIJGQNOZMDYFUHK"	"MBJRZTKLEQYPUHAGVODXNFIS"	"NFMBJQUZLHPYXOVKRASTDIGE"	"LBHNAXPREZKUQJMOSDFIGTVY"	"ZVGLXYRMAFHTQUDBPKSONIEJ"	"NKLMAZYPHSXBIVOFGJQEURTD"	2	8	FALSE
"main"	10	"AB14"	"nStreams"	0	"right"	2	180	"A"	0	10	"S"	"False"	2	-90	0	1	"NODRGLEFZBMAKVYXSTUIJQHP"	"KEZLGQVJTAMHOBUYDNISXPRF"	"PZELROIXTQSAKVHUBJMGNFDY"	"IMJUYVLHAEPTXQSFDROZKNBG"	"RMBUZJVXOPIFKQEGDHTNASLY"	"VQGHSERXBPUFLOMIKTJZAYND"	"QETKFGMALHVSIBYJUNOZPDXR"	"DIPLGNRMFBQJKAZYHVEUXTSO"	1	11	FALSE
"main"	14	"AB14"	"nStreams"	0	"right"	2	225	"X"	0	6	"V"	"False"	6	135	0	1	"HQILGYXVSUFTOMKDBJZPAENR"	"KIOXHZSQGRAEYPBNFJLMTVUD"	"JGMXDPSFROZNIEKUYTBQAVHL"	"OYRAEMLPHZBTIUQVDJXGKSFN"	"UEDQSKGAOPZVHNXMFITJYLBR"	"SUZDNVMTLAREFBHKPGQJXOYI"	"ANMSBZVXKRDQGULJEPFOHTIY"	"UJXOGQIZEHTLFNVRSADYMBPK"	1	7	FALSE
"main"	15	"AB14"	"nStreams"	0	"right"	2	180	"X"	0	7	"X"	"True"	0	180	0	0	"ZGYPEMDXKILHFOAUTRSJQBVN"	"ERKHQLVFIBSGYPOZXDTUNAJM"	"FBNXZQTMEHDLUSVYKPOGIJAR"	"PYLOZGDXVUNBITMQSEHFARKJ"	"GYXIKQHMOUFTLAZJERSNVBDP"	"XOUEZHANGITYVQSBLMDFPRJK"	"GJPZFOBRLIXKTAVQNSYEMDUH"	"BDFRIGNVAOYJXTKLSHEUQPMZ"	0	7	FALSE
"main"	21	"AB14"	"nStreams"	0	"right"	2	0	"M"	0	6	"M"	"True"	4	180	0	0	"BXZAUYFOKJGRHQSIVTNPLDEM"	"JGRALEZYIKXFTVMHSQOBDUNP"	"FOIJRNAVHBSYQGUEXKLZPTMD"	"EFZLBMJNHDTRQVSUGPKAIOYX"	"LXHEPKMIVYFRQTZDOGUAJSBN"	"JAXOEPZFLTMBQHUKDNIYGSVR"	"YDZRJGQNEBOMFTVPILUXASKH"	"YHSPZJGVUQONBDERMKLAXFIT"	0	6	FALSE
"main"	28	"AB14"	"nStreams"	0	"right"	2	315	"R"	0	6	"K"	"False"	0	-45	0	1	"TJXGFBKRHEIPYDUZSLONQAVM"	"QNZMADLVIXJYGBHTFEPURKSO"	"BHJREOFGMLXDQUAKIZNYPVTS"	"GXAPQNSHIMBDTJZRFVLKOEUY"	"TJVIEQUAPSLMXHKDBFGNYOZR"	"PBQJLAOKYIXDNMGEFUTZVSHR"	"KVFYQLMRNZSOIJTDBXPUAGHE"	"XSNGMJYVEKHAOZUDLTRIFQPB"	1	7	FALSE
"main"	29	"AB14"	"nStreams"	0	"right"	2	315	"A"	0	10	"A"	"True"	3	90	0	0	"DNQZFPAVHTROJUEMXIBLYGKS"	"KIARJZEFOTSGMBPLUQXYNDVH"	"EFHIBLYUDMNTOAZXRJGSKVQP"	"FVPHTEMQLJAGDYURINOKXZSB"	"UPNIJHDBEMVGZXASFTQYLORK"	"MFPAHKJBZYURNLQISDXVEGOT"	"OELKYXMJNPIFUSTRADBVGQHZ"	"SVGNTURPBMAOILQKEFJXDZYH"	1	10	FALSE
"main"	30	"AB14"	"nStreams"	0	"right"	2	225	"R"	0	9	"Q"	"False"	2	-45	0	1	"VTPJSBOKXGAURYFINQLZDHEM"	"IFZANPDKRTLJGQXMVSEBHOYU"	"XKOAMULSIQRPYJVTDBHZFENG"	"JESUGQINTKDMLZAYXPBFVORH"	"NVRJTBYSDAOQHMKLXZGPUEIF"	"EQBRIVDTSALXPNYOZHFMKJUG"	"AQUSFYLEXPJZOKDMVHRBNTIG"	"VENTFBHJZGRSOIPUMXAYQLKD"	1	10	FALSE
