"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	0	"GR13"	"nStreams"	0	"right"	2	270	"O"	0	6	"S"	"False"	4	90	0	6	"PSBGOHRZVLQUINMYJFKAEXDT"	"TOVNBDAURLJXSQFHGEKIZPMY"	"QFKLXTSNPJADEHOIRBGYMVUZ"	"SQFVEJLARHOZDNTIPGMUBXKY"	"ANGQBMSLIZPDORHXTUFJYVKE"	"QKOBLGFRZMNYXDUJHTPVAESI"	"XNDAKGEOPYITBVSUFQLMHRJZ"	"KDGZARMPYBVXQNOTFHSLIUJE"	3	12	FALSE
"main"	1	"GR13"	"nStreams"	0	"right"	2	270	"R"	0	10	"R"	"True"	1	-45	0	0	"TPAFOUSZERBXYLQNIHJVDMKG"	"DAQXJZELSNRIHTFBPKYGMVOU"	"DVZOJTRIYPBMKQAXHELUGSNF"	"BAQOHMNDYGRLXZJTIVPKEFUS"	"GOTXKFLZJQUPBVNRMYDIEAHS"	"PUBHIDAXNEOLVFMSZQTRYJKG"	"HSGQIOBTFZRDEJYMPVLAUXKN"	"MZPINEGTQBFYKSJLOAUXDRHV"	1	10	FALSE
"main"	5	"GR13"	"nStreams"	0	"right"	2	315	"B"	0	6	"E"	"False"	1	-1.40334185971e-14	0	2	"KDHIQBTERMLYUVXAJNOZFSGP"	"FYOJSREABUXIMNPGLZTQDKHV"	"IYOBFTPXGVRKANEDMLHQZSJU"	"ERTJIBYFGMALSVKQPODUXZHN"	"FKRNSZQLHMIJAPTDOGEVYXUB"	"QARGTEZULFNVMJOHBPSKXIYD"	"BRYKFHVPGNSZDEQUXOILTAMJ"	"ISKGEMZTDLUOPFQJXBARVHYN"	2	8	FALSE
"main"	6	"GR13"	"nStreams"	0	"right"	2	315	"D"	0	7	"D"	"True"	6	-135	0	0	"RZEFHOSXYITKBPADLNQVMGUJ"	"KGVNSHDMPZLFUOIYBTXQRAEJ"	"FRZHMEBDYTNLAOIQVGJSUKPX"	"JVIFOYAUZBQTKSHRPGDXNMLE"	"FDKSYARZHGITVUBEOXLPJNMQ"	"MAKYNTHOXLGZEDSBPFQVJRIU"	"EMLQGYODPNARZTIHJSFXBKVU"	"FQBAEKDOZUSPRYGIJMVXHTLN"	2	7	FALSE
"main"	7	"GR13"	"nStreams"	0	"right"	2	90	"P"	0	7	"O"	"False"	3	-135	0	4	"MXNFOEKQTPRUBSVLJIDAGHZY"	"IYQSKFGXZEODLMBJNUTAPHVR"	"YLSBUMTHNKPDZQGVXFJEARIO"	"GDUAKVZOYEFPTIQLJHBRNSMX"	"GQLIFMYDHUROZTAPVXEKNJSB"	"MJOBSGEUXRILDVZAYQPTHKNF"	"QDTGOKXNLMZSIRHVJUFAPBEY"	"FHIJXKLVQPBTRDUOSNMEZAYG"	2	11	FALSE
"main"	8	"GR13"	"nStreams"	0	"right"	2	225	"K"	0	8	"F"	"False"	6	135	0	1	"OSFULABRIZTYJXHKNQGMEDPV"	"DPGORHISNVYFAZLBQUKEXMJT"	"JORVFSTEYNGQADUMIZKPHLBX"	"XONQZVAHIUKFRBEJYSTPMLDG"	"AEINRPQHZSTUYGXMFKVDJBOL"	"UIAREJNVKMGTXYDSPBLZFOQH"	"PHIMVBODFKNRXQGUSZYTJLEA"	"PTGSXUFAZMHKVOIRLJDENQBY"	2	9	FALSE
"main"	9	"GR13"	"nStreams"	0	"right"	2	90	"R"	0	10	"H"	"False"	4	-90	0	2	"PTMXRFKJSDBLOAIHYQGVZNUE"	"MYPVLFGIKDZNHOUXSABERJTQ"	"OYZJLMPAFTVXNDIQKUSHGREB"	"JEFTZVNMOIYLSUQPAKRGHBDX"	"STUZMEPYDOHQRGNKXLJBFIAV"	"PSXMOATGJVILBHDYNFEUQZKR"	"UAOTIKZMQDFSGYHJNXVERBPL"	"LVPTIGERUNDBYZXAOHFMSJQK"	2	12	FALSE
"main"	12	"GR13"	"nStreams"	0	"right"	2	135	"E"	0	9	"N"	"False"	7	90	0	1	"TISBMVYFXZLOEPNQAGURDHJK"	"XYUQKVIRBTSAMHPGJDFLOEZN"	"HJPUDOALBRTEQYNMVSXIFGZK"	"QEPNLOAKMUXTIZGFYRHVBJDS"	"BSETYHOQVKDRMLPFJIUNGZXA"	"THRSVIPAQKLUFGBZJMXODYEN"	"MOFZBEVJSYRXPDKHIQLGUATN"	"DKFQJHMGANERPZBUSYIXLVTO"	0	10	FALSE
"main"	16	"GR13"	"nStreams"	0	"right"	2	180	"V"	0	9	"U"	"False"	0	180	0	1	"RYDEKIMNGUVBQSJXOLAZFPHT"	"ZRJQOYBGXUFMIPLETNHSDKVA"	"FXNPSEOBKGMQDYUTRHJLVIZA"	"RBZQUHFSPOJAIXTGLNEDMYVK"	"JRQZELFOUPGXVITYSDKNBMHA"	"ZSQRTJNDVLFXMYAOUEGHKPBI"	"HRBVLFSKQUNTDAXIOGEPYZJM"	"QGONKSJMALIFZVBXPHTEURYD"	2	10	FALSE
"main"	20	"GR13"	"nStreams"	0	"right"	2	45	"I"	0	8	"L"	"False"	1	90	0	-6	"VLMIEYGJFDPOZABSQNKHRUTX"	"EQIJGVTSLHANDMUBKFPYZROX"	"KFSVEDPRTZLMHIAXQJGOUYNB"	"XTAQLDFHKVYPONMBGEIRUSJZ"	"UABHKGSZPMQITXFYRDNLJVOE"	"EMDIVFGHSYXZARQLKNUBOTPJ"	"GPBMYKUAHNSJRDEQTIOLXFVZ"	"EKVIDARBGYXQMPHUZNLOTJFS"	1	2	FALSE
