"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	0	"FC21"	"nStreams"	0	"right"	2	90	"A"	0	9	"Q"	"False"	5	-45	0	1	"JVHMEBSOGTPLDFXKAYNZQIRU"	"NLXUGZIKDBYPHOTRVQJSMAEF"	"ASTMZXYRJQFGPOUHLBDVKNEI"	"BFEYMKUIPARLOQDSNGZVTXHJ"	"LYNVRFSGXIMBDQAEKZOTUJPH"	"BURJYESTOQAVLDXFPIZNMHGK"	"DOGBXMURAZPFEHJLKIVQSNTY"	"TKSRLMVZNGUDXABYIPQFJEHO"	2	10	FALSE
"main"	1	"FC21"	"nStreams"	0	"right"	2	0	"I"	0	10	"I"	"True"	0	0	0	0	"LHVZNYRPFBISJTDOQGUEAXKM"	"JHLOZMAUNSVQTEDBPXGRIYFK"	"INFMBYLPKZUDXERQHASTJOVG"	"AOYDVUGNSXIJBRFKMPTZHLEQ"	"JRLPSVZIQMBEUGFDKXNHOYTA"	"JDIBFHXKAUNPSTVYOGMQERZL"	"EFKJBTDOQXNLAVHIMSUZPGYR"	"SLEIPJXQNOGZFBUADTYHRKMV"	0	10	FALSE
"main"	2	"FC21"	"nStreams"	0	"right"	2	90	"J"	0	10	"Z"	"False"	1	135	0	1	"EUYDXMVFLQAKIPGBOZHNSTRJ"	"IXEKOHSNMTZJFRADUPBQLYGV"	"VJUTZYLARBODIHGNPKEMXQSF"	"EFXPRJGDVBNATHLQIKYMZSUO"	"GAMLOEKRFJZTQINSHYPVDBUX"	"XTJOMQZGFLVUSRNYPKHDAEIB"	"BUNJSQZYMPIXFAOETLGVDRKH"	"VUSXHAQTBMGLOENZIYJPDRFK"	2	11	FALSE
"main"	4	"FC21"	"nStreams"	0	"right"	2	90	"G"	0	6	"G"	"True"	5	-45	0	0	"ZMGEFYDTOVKILUQHPRJSBXAN"	"FUTNLQYEVBIRMSXZKJHDOPAG"	"HILTVMEBKFZQDGJYPASRXNOU"	"HMUZNKPBQJYLRSEXAOVTFIDG"	"ATBQMKNYJVFRUOESIDLPZGHX"	"EYDQMVGSPBINTOHUFKRJXAZL"	"QFLPJSAIZYUDHKVNGBOTEMXR"	"TFULZNQAYOBDRKMXPEGISJVH"	1	6	FALSE
"main"	5	"FC21"	"nStreams"	0	"right"	2	0	"K"	0	7	"V"	"False"	0	0	0	1	"AOBERNXVKZGSJLPIDTHYMFUQ"	"HVPMRTIUEZKFBJOGDYQXANSL"	"SVREKBHJAPUNYDLIQMZXGOFT"	"FLSXMANTZPRJQDVOIUGEYKBH"	"TDLQNURPFKSXOAHBEJMZYVIG"	"SMUDEXLPNRAOFGZQVTJHKIYB"	"IYODXUEHVJRBSNZTALQPGMFK"	"VKNATHPQIDLGZXSRFEOBUYJM"	2	8	FALSE
"main"	6	"FC21"	"nStreams"	0	"right"	2	135	"M"	0	9	"M"	"True"	7	90	0	0	"BRJOIQULNTFEHPKGSVDAXZMY"	"UTKLJSGPVRZIMFXEQAHNDYOB"	"FBSVJPRKTIUXOYDEZAQHMLNG"	"OLAVPJNUDTFMSYEZBXHIQGKR"	"GKALHVRMFNSJXDTYQZUBEOPI"	"SGEZBJOLFQUYMNIATRPDHKVX"	"QBPIGSVLORAMXDYTEUZKFHJN"	"FAYDPOKQGMEUJTNLVHIXSZBR"	1	9	FALSE
"main"	9	"FC21"	"nStreams"	0	"right"	2	45	"A"	0	9	"A"	"True"	5	-90	0	0	"IUJXHAVBKSPDOQRFNLTYZEGM"	"YVGXIHSNFEDZUOBAPQKRLTJM"	"RKEJXSUGTABYMHINLQFDOZVP"	"LSJIRQOXPNMYHGZFTVBEDKAU"	"ZYAORNKFEPSQUIHDXGJMBTLV"	"ONFZJIEYSAQLDBKHPUTMRVGX"	"SLJRTPDIGXBYFQMKHUNAZVEO"	"OPIHDSXLNAQZGMJFBTUKERVY"	2	9	FALSE
"main"	10	"FC21"	"nStreams"	0	"right"	2	315	"X"	0	7	"X"	"True"	3	90	0	0	"VDQGYERPBSNHJXIOTKLZUFAM"	"LHIRSEMDOJUBVPFKZGYNAXQT"	"MYUBOHJIFLNKZDVRQESGAPXT"	"AEQFLDSXGRUZBMINTOKJYPHV"	"NMOGUFETRJPZDKVQLIAXYBSH"	"SQDPBUKMITGNYRHXJLVFEOZA"	"LJYKNGHUAMFBVODQZISPRTXE"	"SEFLRXKAITYBPDOUJGHNMZQV"	1	7	FALSE
"main"	14	"FC21"	"nStreams"	0	"right"	2	180	"R"	0	6	"U"	"False"	0	180	0	2	"EZDKINUVRSTQGFAPXYJOBHLM"	"MUEFYQOVKZRHXLDAIJBTGNPS"	"MIGNHZLJBXEPDYQKTRUSAOVF"	"KVULBJZMFNQYREPHXAGOITDS"	"OVDIQFSNMUGLEJTHYXARPZBK"	"LUKFOSQNIZJYXGDTRPAHVMEB"	"NKBEXVIHARMYSOUJZGLTQDFP"	"SQXTZOUEMAFJPINKRLVBHDGY"	2	8	FALSE
"main"	19	"FC21"	"nStreams"	0	"right"	2	180	"E"	0	9	"F"	"False"	5	45	0	6	"VTUYQNHORLIMBEXSAPZKGJFD"	"IOQJXAPKVNHTRFDEULZYGBSM"	"LPTSQBMIZKVGNEAURDXOYJFH"	"JQBZDNTGVXKHMOUSIFLPRAEY"	"DUYVHFGLBTRXSKZEIAOJMPQN"	"MYQSLNBZAFDRHKJEGTUPIOXV"	"VKDPRTJXSLHMQFAGZONUYBIE"	"XGIKYFSQAJZHEBLVDRUPNOMT"	0	15	FALSE
