"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"fixationReject"
"main"	22	"AN14 "	" oneCued "	0	" right "	2	135	"R "	0	10	"X "	0	1	0	1	"MIBUOFEXYRNLGASJQTDKPZHV"	"UDEQMKZIHGXRTFLVOBJYPSNA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	26	"AN14 "	" oneCued "	0	" right "	2	90	"B "	0	9	"G "	0	0	0	12	"KYIARTXLNGSUPJQHEDFOZBVM"	"JESVYHGORDLMIKAQTBPZNXUF"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	27	"AN14 "	" oneCued "	0	" right "	2	90	"V "	0	8	"A "	0	0	0	10	"JBSHXUFTAONYLZRQIMVGKDEP"	"HURTQABXEYFPZOMJVIDNSGLK"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	29	"AN14 "	" oneCued "	0	" right "	2	45	"N "	0	8	"O "	0	1	0	1	"FJPMRHNOSTVYULQDAGBIKXZE"	"HADUGVEBONLRKMXSZJFTQPYI"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	30	"AN14 "	" oneCued "	0	" right "	2	315	"A "	0	10	"X "	0	1	0	1	"DBMQGNLYIAOTHPVSEJXFKUZR"	"JMNGYBIOLKXADUZVTQSHPERF"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	32	"AN14 "	" oneCued "	0	" right "	2	270	"F "	0	7	"S "	0	1	0	1	"LKGTJRFOIAYUZXPHMNEDSVBQ"	"UDGYRIOSFALTZBJKMXVPHNEQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	34	"AN14 "	" oneCued "	0	" right "	2	180	"G "	0	6	"E "	0	0	0	5	"KRSTOIEVAFXGQNHMYDBZPJUL"	"AJSIUMPKOXQEDTFZNRBHYVGL"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	36	"AN14 "	" oneCued "	0	" right "	2	0	"Q "	0	6	"F "	0	0	0	15	"EBKYVAFNDIPGMXOHJSTUZQLR"	"GXRLPDKMIBYFJAVOUNEHTSZQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	39	"AN14 "	" oneCued "	0	" right "	2	270	"R "	0	9	"O "	0	0	0	1	"DXMLVQJGHORTIEZUAPYSFKNB"	"SJOPGNAEZXTYMRIKFQVHBLDU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	42	"AN14 "	" oneCued "	0	" right "	2	0	"M "	0	10	"M "	1	1	0	0	"BYNRLTVESJDFOAPHQGIXUKZM"	"OGTHVXDELZMJSURFIYQPBNKA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	47	"AN14 "	" oneCued "	0	" right "	2	135	"L "	2	10	"V "	0	1	0	1	"UVSZTNJHYIXLFBAOEKPQDGRM"	"ERDFPBSNJYVLOQIHKGAZTXMU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	52	"AN14 "	" oneCued "	0	" right "	2	180	"H "	0	10	"H "	1	0	0	0	"YKEMRLZVPJHGTXNDAUBSQFIO"	"XLIAMEFNVHTZOJDBYSGRQUKP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	57	"AN14 "	" oneCued "	0	" right "	2	180	"Q "	0	8	"Q "	1	0	0	0	"NJGPXKUSQOLTZDIVEYRMAFBH"	"DTSURHLFZGKQIBPVEMAJNXYO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	58	"AN14 "	" oneCued "	0	" right "	2	180	"P "	0	8	"X "	0	1	0	2	"JFLUQIGSRVMOTDANEPYZXKHB"	"SIANZELRXTPKQMDUOJGVHYFB"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	60	"AN14 "	" oneCued "	0	" right "	2	90	"M "	0	9	"V "	0	0	0	7	"TQIHZOYSKVBGDNXJMPALUEFR"	"QLYTUJSEANMIKBZOVGDPXFRH"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	64	"AN14 "	" oneCued "	0	" right "	2	90	"R "	0	10	"R "	1	1	0	0	"JXSTUHQEYMPKVABDFINGZLRO"	"UJGSXYPBEDRTKHAFMVIOLQNZ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	65	"AN14 "	" oneCued "	0	" right "	2	0	"H "	0	6	"V "	0	1	0	3	"RZAKHLIVGXTEYFJPUDNOQSBM"	"ELOGXDVIBHFJRMNYAQTSUZPK"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	68	"AN14 "	" oneCued "	0	" right "	2	45	"O "	0	8	"L "	0	0	0	1	"AJKRYMQZLOPXDTGSVIFHEBUN"	"VZIKFJSABQDLEHMPGNXTUOYR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	70	"AN14 "	" oneCued "	0	" right "	2	315	"R "	0	7	"F "	0	0	0	-1	"MDYLKBRFNQVUOGHAISJXZPTE"	"ONHGPBAJXISMRQTUYVZELFDK"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	72	"AN14 "	" oneCued "	0	" right "	2	180	"F "	0	10	"G "	0	0	0	1	"XTABPDKJZQGFROLEMYHIVNUS"	"ZMEOYXFVIUATBDLSGHQKNPJR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	73	"AN14 "	" oneCued "	0	" right "	2	270	"D "	2	6	"Y "	0	0	0	2	"UMFJARYSDTKVPXEQLZIGBOHN"	"AHIKLFQXRJGSTZYVDUMBPENO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	75	"AN14 "	" oneCued "	0	" right "	2	45	"H "	0	7	"S "	0	1	0	-1	"HENFVJDXUZTYIOLAKSBGPMQR"	"QBLNKUHSRDJMFETYZGXIOPAV"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	79	"AN14 "	" oneCued "	0	" right "	2	315	"S "	2	9	"J "	0	0	0	1	"UOIDREHMNJSVATBPGYZQFXLK"	"RTSPFEYXDNAKVHMQUIZGLBOJ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	83	"AN14 "	" oneCued "	0	" right "	2	0	"K "	0	9	"I "	0	0	0	1	"YBTPFXMEAIKJGURDSNHLQZVO"	"VFUBHYLPXDEZANOMSTGJKIQR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	86	"AN14 "	" oneCued "	0	" right "	2	180	"Z "	2	9	"N "	0	1	0	1	"REIYSKBMHOJPTFLXDVQUNAZG"	"TBOGVHIYXNZKJALUDSREFPQM"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	89	"AN14 "	" oneCued "	0	" right "	2	225	"Z "	0	6	"Y "	0	0	0	1	"VUABPRYZFNISOJTMKLXHDGEQ"	"MAZHLTXIDGOSQUNRBFPYVJKE"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	93	"AN14 "	" oneCued "	0	" right "	2	135	"Q "	0	9	"Q "	1	1	0	0	"MALGYIOQVSPNKBHDJTRZEXUF"	"LXNGAMHEVQIYTBPUZKROFSDJ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	94	"AN14 "	" oneCued "	0	" right "	2	135	"Z "	0	8	"Z "	1	1	0	0	"KMBLVYPORDUSHFJNEGTXIAQZ"	"GKBRDTJLZMNHEAISVFYXUPQO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	97	"AN14 "	" oneCued "	0	" right "	2	270	"V "	2	9	"U "	0	0	0	2	"GLENHKRATUJVDZFBMSYIOPXQ"	"JBNYGTUAIREPKFSVOXDMZHQL"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	100	"AN14 "	" oneCued "	0	" right "	2	0	"P "	0	7	"F "	0	0	0	-5	"ZOPSNVHFTQEILDUYJABRGMKX"	"AVYNFIOPHTEZSXDQJGMUKBRL"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	102	"AN14 "	" oneCued "	0	" right "	2	270	"F "	2	10	"S "	0	1	0	-1	"OVXUJZMBTFYGHSILPEKNQARD"	"ARMQYPLNKFSTXOGVJEZHUDBI"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	104	"AN14 "	" oneCued "	0	" right "	2	315	"M "	0	6	"K "	0	1	0	-5	"JQXNLODITUKRPYSAZHGFVBME"	"QMJUVSKDYZBAORHIXGFNLPTE"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	105	"AN14 "	" oneCued "	0	" right "	2	270	"X "	0	7	"V "	0	1	0	1	"YIGKJTEMLRPNBXUHZVAOQSFD"	"FQHKMANVXZULIGEODSYTBRJP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	106	"AN14 "	" oneCued "	0	" right "	2	270	"K "	0	8	"G "	0	0	0	-1	"NRIDALPKGXJHUSOMVEYBQZTF"	"FQYPLAUXBHMOJDKSINTZGVER"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	108	"AN14 "	" oneCued "	0	" right "	2	315	"H "	0	10	"B "	0	1	0	7	"BFRDLPGVIQSHEXOMAJTKZUYN"	"YZARGSPOFLBTNXJKMHUIQVDE"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	111	"AN14 "	" oneCued "	0	" right "	2	315	"T "	2	8	"T "	1	1	0	0	"LZANGPEBKUJYRIOHTFDQXVSM"	"VLIGPHFNTUKJAZROYXDEMSBQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	112	"AN14 "	" oneCued "	0	" right "	2	0	"B "	2	8	"I "	0	1	0	1	"RPHYQNAMBZTOVLFEDSXGUJKI"	"GLZOKPTXIBEHDNSUQAFYJMVR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	116	"AN14 "	" oneCued "	0	" right "	2	0	"F "	0	9	"O "	0	1	0	1	"OMHEVURKJZILXDGYATFNQSBP"	"PNUIVJTRGOFSZKYHQXDMBLAE"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	117	"AN14 "	" oneCued "	0	" right "	2	135	"L "	0	6	"L "	1	1	0	0	"KFIBNXAZOUMJSPDVELYTGHQR"	"EHYNRJLFODUZPGSKVMAQITBX"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	119	"AN14 "	" oneCued "	0	" right "	2	45	"P "	0	7	"P "	1	1	0	0	"RINDUOKGHJYZMVPQFLTAXEBS"	"ZUIAGETPBLOSRFYMQHVDKXNJ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
"main"	122	"AN14 "	" oneCued "	0	" right "	2	45	"I "	0	9	"V "	0	0	0	1	"ROEANHLQZVIFBYKTMGSUXPJD"	"SMETHNOJDBUQGVIFKXRAYPLZ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	FALSE
