"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	4	"HT5"	"nStreams"	0	"right"	2	180	"A"	0	6	"A"	"True"	4	-1.40334185971e-14	0	0	"DHAKVZNYPFEILOBTXGSRUQJM"	"ZYVXOAJDHIRBUGPLMNEKFTQS"	"UJYPILZSEMNDQXVKBFATHGRO"	"GMQAFISRKTBXHUENVPDYJOZL"	"LVNBJKAIQHDYRXFPTMOGEZSU"	"UDZSBRYHKFLPAVOJETMQINXG"	"AJXIGZYHFEBOKUNLVSPRQMDT"	"AQMZLKEJUIVRNHOBYXSTPDGF"	0	6	FALSE
"main"	5	"HT5"	"nStreams"	0	"right"	2	0	"B"	0	10	"V"	"False"	2	90	0	-10	"OYDVMFHAEZKLURSQBPTGJNIX"	"JYXAMISGPOKTQDEZVBUNHLRF"	"BRHLUOMZEPVADQNYJSTXGIFK"	"LJNFISRUEOKZPHTGMYXBQVDA"	"DAFXKHUJPVBEZMYOGNSRQLIT"	"SHEUFDIRAXNLQPZYKVJTOBGM"	"EOSLMGXDBIUZHRVTAPYQJFNK"	"IDONPHYEXVUTKZRFGMSALQJB"	0	0	FALSE
"main"	11	"HT5"	"nStreams"	0	"right"	2	180	"E"	0	7	"L"	"False"	2	90	0	1	"RDIAYNMZKHBLPXUJQVFTEGSO"	"EVFPJDTKYOLXAUZIHGRQMNBS"	"NJSXHYTLEBAIUVKZPRFMQDOG"	"DXKFROSBNVEQGMLTZAPYHUIJ"	"DRIYJZMGLFNUBSVTQEHAKOXP"	"KZEOBYPUSXAJQNTGDLIFRMHV"	"NJERXBUYMFKQAPVSIDGZLTOH"	"DATQXBREHLFNMVIOJSKGZYUP"	1	8	FALSE
"main"	13	"HT5"	"nStreams"	0	"right"	2	315	"U"	0	6	"H"	"False"	3	90	0	4	"YLDRMIQNKJUXHVEGSAPTZOBF"	"ZEOVPIAQJRUSYDLGKXBMHFTN"	"HJTXKLOUYFPIQBGDRSZNAMVE"	"NGXYTZHASDUJMKEOPFQBILRV"	"MIVQFJBKSTAPROLEDGUXNHZY"	"HKNFDMEAYPSXRBUJGTOVLIQZ"	"BNELVDHXOSKMRFAZTPUQGJYI"	"PAQKTYMUVGJOSINXBFRHEZLD"	0	10	FALSE
"main"	14	"HT5"	"nStreams"	0	"right"	2	90	"O"	0	9	"K"	"False"	0	90	0	3	"JVRGIFDNZKMQOEYPASXBTHLU"	"NHXVEAJUDITRBMQKYPOZSGFL"	"UDKPVZYOFRSEMQAILJNBTGHX"	"KLHSFOBPXYQZIUMNDEJVGTRA"	"QDZVKIJYRMNFPHOABGLSEXTU"	"YQLDTIMEVOPSUHBGAJKRFNXZ"	"GOPTILVDMFJYNXZQUSRHEBKA"	"MLHBJVSKURXDITAPQEOFGYNZ"	1	12	FALSE
"main"	15	"HT5"	"nStreams"	0	"right"	2	90	"M"	0	6	"D"	"False"	0	90	0	4	"EYVSHJDLNBMXPQOFAUIZGKTR"	"DKPGEAHROJYTISQFZNVBLXMU"	"OSPXKAHVREGMITBFYZQNDUJL"	"GYHVFOJQEZLRUSPDNIXMATKB"	"DRGMJVQKBZYUSNHTIXPFLOEA"	"PTFKIJZGDMSYBRHXUENQAOVL"	"PKVSYJMDOQAELITZNGXBURFH"	"HBVQMKUJXINSZEGDAFORLYPT"	0	10	FALSE
"main"	17	"HT5"	"nStreams"	0	"right"	2	270	"K"	0	7	"Z"	"False"	5	-45	0	1	"BJSTXAGPINRYLHDZKVUMQOFE"	"XIMNTEOLUKJBHASDGFPVRYQZ"	"HJSIKMEUFNZDGLBQYORTVPAX"	"QMYREKAFDUGLISJXZNPVTHBO"	"FQOTBPEANSHIMZDLGRJVXYUK"	"TDAUJFXZKVHSNIEGOLYRQMPB"	"AJBDEPXQIYRKGFSHTVNLOZUM"	"ZOMIVDGSYJTKBUPENHALFXQR"	1	8	FALSE
"main"	18	"HT5"	"nStreams"	0	"right"	2	180	"P"	0	8	"U"	"False"	3	-45	0	2	"HDVIOFLYSTBGKNXRQAUZJPEM"	"YDPUOEGHLVSMFXKINZARTJQB"	"EKFZHRBGIMXUODAYPTQVLNSJ"	"VTSQDXNHUKPAOMBYJZRGIFLE"	"UREZADMGTVJPOKYLSHQNBIXF"	"EIJNTARVYQKDSZHXULOBPGFM"	"MGZTDVKYRFEQXHJOIABUPLNS"	"TAUJRLQPXKIGOZMFHEVSNDYB"	0	10	FALSE
"main"	20	"HT5"	"nStreams"	0	"right"	2	0	"S"	0	7	"R"	"False"	7	-45	0	2	"VGJLNOZDEQFMIBKTUXRAPSYH"	"TEPXRFKAGLZMQOSJVUYDINBH"	"QOGYPDNZJVFUHTKBSEIAMRXL"	"TMXBDLSRIJZUYKNQVEFHPOGA"	"HJLXNYVRAMBEOZFKSIDGPTUQ"	"JIKXVAQFMTGUSRHBYDNZLEOP"	"PIQURMXVTJLEGDOHKYAFNBZS"	"HQKMDLVRPSUGYXFIEOBJATZN"	1	9	FALSE
"main"	22	"HT5"	"nStreams"	0	"right"	2	135	"X"	0	6	"U"	"False"	1	-7.01670929853e-15	0	2	"THFOAPGKNRVBIZLYUMXEDSQJ"	"KTYNBPUOXLGVEMAJZQHIFSDR"	"XNUIJGPKBEHTMZAOQYSVRFLD"	"MNTKIOSPFHRQLGAYEZJBUXDV"	"XDMIQRBHTJOFSAVLYZNUPEKG"	"OBFRNGLSIDUEPVXKYMHQAJTZ"	"AEKXHVNMLQTOBYIGJSZUFPRD"	"NPOUYLRGEVMXHAJSBZQFDTIK"	0	8	FALSE
"main"	25	"HT5"	"nStreams"	0	"right"	2	270	"P"	0	8	"P"	"True"	0	90	0	0	"ERFVBNITPKOZMYQLXDAHJUSG"	"MHSXFJUODGTLKVPEZRAYBINQ"	"KMJYVFTNPADGIQELBSUHZRXO"	"MLJPNIROVXBDFETHSUYGAZQK"	"MBPRDXOINTUAZLQHGKJYSFVE"	"LERNQJFDSBOUYMTIGKAXHZVP"	"DQKJTOHVZFYPSABMGNURXILE"	"UMBAJHVZEFGDRSTXNYQLPOKI"	1	8	FALSE
"main"	28	"HT5"	"nStreams"	0	"right"	2	0	"K"	0	8	"B"	"False"	4	-7.01670929853e-15	0	2	"QNMESAXYOIZTULFHPVGKRDJB"	"TPIXSZFENUHDKLVAOJGBRMQY"	"TXQUVSYHKNLEORDMBGZFAJIP"	"VAHEXMDYRZFTBPIJLQOSGNKU"	"SJLXVNGABDKRHQFYTUPOIEZM"	"HGYBZJTELNPFRSQIXADKUOMV"	"NSUYZMHKDOXGJTVPIAQRBFLE"	"YHURSLDNMZTEKJQAIOBVXGFP"	1	10	FALSE
"main"	30	"HT5"	"nStreams"	0	"right"	2	225	"E"	0	6	"J"	"False"	4	45	0	1	"OKURZPYSMBJANEHLQVGDIFXT"	"EKUJOSLNRAIVPHGZDMFXYQTB"	"LBZFRDUQKHGMPTOESIANXVJY"	"YXKFJRBUGDMTEIPVOZSLHQAN"	"QVKHRPJELXTBFMUNZYOAIDSG"	"RPXFQAEMSUTDKNOBLVGYIZJH"	"GYNBKZSPUMHROXIVEQDAJFTL"	"UQONHYFMZGTIVESLPJKBXRAD"	0	7	FALSE
"main"	32	"HT5"	"nStreams"	0	"right"	2	225	"I"	0	10	"L"	"False"	4	45	0	-1	"LYVKSENRAJUIGBQMXDFPZTOH"	"HMLDARIKBXQTSGUFZNOJVYEP"	"ARGHTMZXQNPEUYVLDBIOJKFS"	"TUPIOVGQZLEHDANFJMYBRKXS"	"REOSTHVMJILFPBZUGQXNYAKD"	"HZIETQLVRYSAFBOPXKJGUDMN"	"KINBQHFOPSEMDRGZUAYTVXJL"	"VNSRJGHKPLEFOMBTQDZXUIAY"	1	9	FALSE
