"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	21	"LH9 "	" oneCued "	0	" right "	2	315	"H "	0	7	"N "	0	1	0	1	"ZYNQXRHVAGDMPFEBOLITJSUK"	"DXRKIZENHBMVFYAULSTGQOJP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	22	"LH9 "	" oneCued "	0	" right "	2	225	"L "	0	8	"L "	1	0	0	0	"MKAQXTSOLURFYHIPNEBZGDJV"	"LRJQGTUSZVAPXFHNEDBKOIMY"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	24	"LH9 "	" oneCued "	0	" right "	2	270	"P "	0	6	"O "	0	0	0	6	"ZDMRSFOYQVGUPBHKLEJIXANT"	"OQJKXYUGHTVLPRSZMFNEDBIA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	12	FALSE
"main"	25	"LH9 "	" oneCued "	0	" right "	2	45	"P "	0	9	"P "	1	0	0	0	"JSQHRNEXLPFGZOAVTKIMDYBU"	"HLXNESDOVMRUGFYIBPKJZATQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	27	"LH9 "	" oneCued "	0	" right "	2	180	"K "	0	10	"B "	0	1	0	1	"RKAIYEZOLDSNVUQJFMPBHTXG"	"SLPZGTEFNRBKVDYMQAXUIJOH"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
"main"	28	"LH9 "	" oneCued "	0	" right "	2	0	"S "	0	6	"J "	0	0	0	1	"HFTYGRJSLEIVAXQDUPKMZBON"	"KHGTXYOIRZNSPQVMABELFJUD"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	30	"LH9 "	" oneCued "	0	" right "	2	45	"M "	0	8	"T "	0	0	0	2	"VFQASHRYTIMNUKLXEZDOPJGB"	"HRBQSZLGNKMPFXEVDOIYJATU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	31	"LH9 "	" oneCued "	0	" right "	2	180	"T "	0	10	"V "	0	1	0	1	"DFKTOJGAMRBPHNIXYLZVSEUQ"	"JBRNQYSKEMVTZDUIAFXPHLGO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
"main"	32	"LH9 "	" oneCued "	0	" right "	2	90	"N "	0	6	"N "	1	0	0	0	"ILJPFDNHOVAUBTXRMKYZGESQ"	"EBSQZDKJGAHUNOTXVRFYPIML"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	6	FALSE
"main"	33	"LH9 "	" oneCued "	0	" right "	2	270	"N "	0	10	"L "	0	1	0	1	"LYEKIHZTVGFQPSXABUNJMROD"	"HSEMUBJKVFLNZGYAIPXDRQTO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
"main"	34	"LH9 "	" oneCued "	0	" right "	2	0	"R "	0	10	"Q "	0	1	0	3	"UDMNIYVJLOKSHBXGAPFQTEZR"	"OKDZNLEXVSQPBRMIUTYFAJHG"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	13	FALSE
"main"	35	"LH9 "	" oneCued "	0	" right "	2	270	"I "	0	7	"L "	0	0	0	2	"UYOJMVQLFIXDARZKPHBSENGT"	"JVIDHZRXGNFOTQKEBUYALMSP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	38	"LH9 "	" oneCued "	0	" right "	2	270	"N "	0	8	"M "	0	1	0	7	"EPFKTQUDYIZJHGLSOBRMNVAX"	"VYAQOSLDMIJUZFENHPGBRKTX"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	15	FALSE
"main"	39	"LH9 "	" oneCued "	0	" right "	2	270	"T "	0	6	"T "	1	0	0	0	"KRYQNPTVXDUALZMOIJSGEFBH"	"EPZSMUJAKVHXBYINQROLDTFG"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	6	FALSE
"main"	40	"LH9 "	" oneCued "	0	" right "	2	45	"A "	0	7	"A "	1	1	0	0	"XHNIZJVYBDSLMTGPUOFQREKA"	"ESPUZYRAITHLNVQBMDOGJXFK"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	41	"LH9 "	" oneCued "	0	" right "	2	0	"K "	2	8	"K "	1	1	0	0	"RKTIJHXBDVFAMUZYPSGOENLQ"	"QAZIUHMFKNXVJGPDSERYLBTO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	42	"LH9 "	" oneCued "	0	" right "	2	315	"B "	0	8	"V "	0	1	0	-1	"PDLMNOUEBRFAHYGSVJXZTQIK"	"GZURQADBVEPFSYHTXKILNMJO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	43	"LH9 "	" oneCued "	0	" right "	2	90	"F "	0	8	"R "	0	1	0	-6	"ARUEKQVXILDHTMNSFGZJOYPB"	"SMFVKBNURELGZAOHTJDPXIYQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	2	FALSE
"main"	44	"LH9 "	" oneCued "	0	" right "	2	225	"Z "	0	6	"F "	0	0	0	2	"PGARQMFJZOINVDXBELYKSTHU"	"QZFTYVXNUHJRIASEGDLBOKPM"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	46	"LH9 "	" oneCued "	0	" right "	2	225	"F "	0	6	"G "	0	1	0	1	"EFGZUMIAXNOVBQPTHKRLDSJY"	"UJNHKDGFYTARLOPMBXQIZSEV"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	47	"LH9 "	" oneCued "	0	" right "	2	90	"T "	0	6	"A "	0	0	0	1	"QRZHUIATEGPONFDSVBYMXJKL"	"QMXISBLKNOHFYEVRJUTPGDZA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	50	"LH9 "	" oneCued "	0	" right "	2	135	"R "	0	6	"R "	1	1	0	0	"ARPNJKBYGUFQOSHZVMLTEXID"	"BMULJDRFVGKTIPXZHNQOSYEA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	6	FALSE
"main"	52	"LH9 "	" oneCued "	0	" right "	2	90	"A "	0	8	"P "	0	1	0	-1	"RDEATLHOMJPFGQYNSZKIXVUB"	"QYHNRUZAPMTSEXFBJOIVLKGD"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	54	"LH9 "	" oneCued "	0	" right "	2	315	"Z "	0	7	"T "	0	0	0	1	"KJOINMBTZEDYUGXVFAPLSHQR"	"GZEBTFDKIXPVSHQRJLUYOAMN"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	55	"LH9 "	" oneCued "	0	" right "	2	270	"M "	0	9	"H "	0	1	0	1	"LJXTPNSEZFBDOVHKQYIMRAUG"	"ANKTGRXYFHMUDQSLPOJZEVIB"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	56	"LH9 "	" oneCued "	0	" right "	2	225	"G "	0	8	"O "	0	0	0	4	"EJVQLUYFOZADGHBMXIKTSPNR"	"AZETLINSVDGRJUHKBXQYOMFP"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	12	FALSE
"main"	57	"LH9 "	" oneCued "	0	" right "	2	270	"T "	0	7	"J "	0	1	0	1	"IQGRTLMYXPONBEUHKDFSVAZJ"	"SYRBGKIJTDVFNUXMHLZEPAOQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	59	"LH9 "	" oneCued "	0	" right "	2	90	"F "	0	7	"N "	0	1	0	-2	"NBJFEASQTMXUIZDVRYLGHOKP"	"UJTSOFPNYAGRZLHBIVXQMKDE"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	5	FALSE
"main"	64	"LH9 "	" oneCued "	0	" right "	2	270	"X "	2	8	"I "	0	0	0	-1	"NODUGPYXITQVKRFBSLEHZAJM"	"QGEMILPSUDTYNKOXBAZJVRHF"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	69	"LH9 "	" oneCued "	0	" right "	2	90	"E "	0	9	"E "	1	1	0	0	"YKEGFMBDTRAXPSZOVUJHINQL"	"XMBRULKTDENHAYQZVIFGOJPS"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	70	"LH9 "	" oneCued "	0	" right "	2	315	"B "	0	6	"A "	0	1	0	5	"OUQDEHSBIZPXNMYLFTRKJVAG"	"JIDQSMAZLXKBPEHVUTNRFYGO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
