"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	1	"BN12"	"nStreams"	0	"right"	2	45	"L"	0	8	"Y"	"False"	3	180	0	14	"TIAQDUKEVSGZHBMLNPXFRYJO"	"URXNLQYGVDFTHKZISEPMOBJA"	"PONVFZABHMKLTRESQXIUJYGD"	"ASEMUNKFYGIOJQHXDTVPZBLR"	"YLXSMUZRBNFAJODGKIEQHVTP"	"HQOURKINPBYDZXVMFGSJLTEA"	"LGUDBKRIAXZHQESONMPYFJVT"	"LNISFKVPTHGZUXMEDBYJRQOA"	2	22	FALSE
"main"	2	"BN12"	"nStreams"	0	"right"	2	45	"U"	0	7	"Y"	"False"	7	-1.40334185971e-14	0	1	"TMUKALXDGSHZJBVFYEPRIQNO"	"BAGLDKSNOHPJXIYVRUZFTMQE"	"UHLBMSXNGEKAVJPQOTDFYIZR"	"MEVZGSYKLRFJBHQDANTUXIOP"	"ZMIVJKXOLPRGUNHFYTSAEQDB"	"APXIRKGOLQNSEYHFZTBDJVUM"	"BKGFQEUMLYJZRPTHASIOVNDX"	"FNXZSMKYUJLABDVIEQHRGTPO"	0	8	FALSE
"main"	4	"BN12"	"nStreams"	0	"right"	2	270	"M"	0	9	"J"	"False"	2	-1.40334185971e-14	0	1	"YNFIOXZKVPHDQJRGEMTBASLU"	"MFQOVUZPYLDSJHEARITNBGKX"	"PHORVAIYGJMBXZNKUFESLTDQ"	"UHRDNBEZFGAJTQKYIMSVLOPX"	"ZLMJFDRSPUNGHTEOYIQKVBAX"	"UNTDHPOKBZGLRIAXFJYQVEMS"	"XFOGIZDPLVUSYJQEMABRTHNK"	"ZTMEQRFBYASKJOLUNXDIHVGP"	2	10	FALSE
"main"	5	"BN12"	"nStreams"	0	"right"	2	45	"A"	0	9	"U"	"False"	2	135	0	3	"KGEBPAMFZYTDIRLUOHQXSJVN"	"SALIUGXZFDYTMNEPHBVQORJK"	"JVXPZHRGFUBMAKIOENLDQTSY"	"HMSVLZYQXFTKBAENPUDOJIRG"	"PHXJTVFIMSQBAUZLEKONGDRY"	"QXHDUINJZAEFVSLTGOPMBKRY"	"BYRHTNLIUQDZOSPFXMGKEVAJ"	"LVOSITRZNPFEQHUDXYAGMJBK"	1	12	FALSE
"main"	8	"BN12"	"nStreams"	0	"right"	2	90	"K"	0	7	"X"	"False"	1	135	0	1	"SFAGNXYEDZUJBPMTHOLRVQKI"	"JMZPVEAXKNBHQFISDTGLUOYR"	"MOFEUXDGZABQVRKIPSNYTJLH"	"QJZOTPFVNHKSXMYIGDEABRUL"	"GBMXJRTNVLIQSYFEHUDPKZAO"	"YNOTQIMDKSLHPZXBURJGFVAE"	"ZPNBGKTFSVIJDLXYMREHAUOQ"	"MESDQVHXFZKNJYBUGLTPAIOR"	2	8	FALSE
"main"	12	"BN12"	"nStreams"	0	"right"	2	0	"E"	0	9	"S"	"False"	1	45	0	2	"RMKYSVEIPNZTGOHFQDJULABX"	"DJTORKZHGSBEVYPLXANUQFIM"	"ZESLFAIDURYGTHPJXBQKNVMO"	"VRMPIQDOUBTZFLESNGJXYAHK"	"ILZEGQSDFAKTUMJVRHYNOXPB"	"JSRGTFZOUDVYIPAMEXKNLQBH"	"NTGRZSIDQBKPUHJAVYLOMXFE"	"HFDUINGESVBOPJQZAKRXTMLY"	3	11	FALSE
"main"	15	"BN12"	"nStreams"	0	"right"	2	315	"H"	0	9	"I"	"False"	5	180	0	3	"GTBJHSZIQPMLVEKFAYRNUDOX"	"YPNFAVHRUDKZOITLGEQMXJBS"	"XJTYOKRVMBPNHDLQFSGEAUIZ"	"HFNVPSXRLIZKDOEMTUBAJQGY"	"DPKBATQGHNVLFRUSZXIMYOEJ"	"NJEBQOKARIFVHYXGMUZLPTDS"	"YHXGQKNVEBMJSIDPAORUTLFZ"	"UTHYEQGANMXOLFKPSRDBVZIJ"	0	12	FALSE
"main"	16	"BN12"	"nStreams"	0	"right"	2	315	"N"	0	10	"I"	"False"	7	-90	0	1	"QBJOTIVGDLMFUYZPSKHRNAEX"	"ZGBTYJRFNEHUXIPQLSMDKVOA"	"UQPVHTKMFDNSJREYIBLGXAZO"	"IBELYONSJDXUTKVFAQPRGHMZ"	"JNQTAEXHLRIODVGYFBZKSUPM"	"JEQNRULOBMVFGATDPSYHXZKI"	"RLEAIZNVMXFTYUHOQPSBJGKD"	"MDAKTRLYSBINJXOHVZGQPUEF"	1	11	FALSE
"main"	18	"BN12"	"nStreams"	0	"right"	2	270	"U"	0	6	"V"	"False"	4	90	0	-2	"HKRVTZYOJEASQIDLXBPGMNUF"	"FTVHZKAGYDBESMPXUJQNLIOR"	"ZPAIYXUHQKTSVMFDJGLRNOEB"	"NXSORIAGLQFZBEVYJHUKMDTP"	"PXOLUTVJMHASIDGFZRNEYQKB"	"DMQSYKBRAXNJHPELTVIGUFZO"	"MIXSLPKYVGHQBZNDEOJRUFTA"	"TEZHKMNOBQJDGUXAIPSLYRVF"	2	4	FALSE
"main"	19	"BN12"	"nStreams"	0	"right"	2	135	"Z"	0	10	"P"	"False"	3	-90	0	1	"SMROTNBFPQDJXELKGYZHIUAV"	"LNJPZMVQDSBERIFUGAKTOHYX"	"MBDFNSAUHTKXVIQZOJLGRPEY"	"ORVFGSKQMLPZUATJNIHXYEDB"	"HMTKXQNRAPFZSIVYDEJBLUOG"	"PAOGJKYZHTSXMQIFLVDEBUNR"	"MUBSIZQTYOXRVNAFLEHKJPGD"	"LRDYTQBAFSMPNEVHJKUOZIGX"	1	11	FALSE
