"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nPreCueStreams"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"angleOfWhichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	6	"RL11"	"nStreams"	0	"right"	2	225	"U"	0	7	"H"	"False"	6	135	0	15	"GIHMBPNTAVSZLQJFDXRKEYOU"	"AVDBSHZXFMRITJOPYELUGKNQ"	"NVPKTILMOUYGDJBESQRFHXZA"	"ZMLUGEXTFPRYSOVAIHDKQBJN"	"GUKJRZFYSIEVDMABLHPQNTOX"	"ZTIXKBUFNERGOHDJVPYSQALM"	"ARNSPJDHQBIEFGYMXVOZKLUT"	"AEOQJKYHFIURGBZNTLVPDMSX"	1	22	FALSE
"main"	7	"RL11"	"nStreams"	0	"right"	2	45	"X"	0	7	"R"	"False"	1	90	0	14	"UXRADVJYOQGKTFIELMBNHSZP"	"SEOAKTBRJVZUPFMIYLGHQXDN"	"LUAMBKYTREFNQJHOGVISPXDZ"	"RBLKNOAQTMDZPISXEHFJVUYG"	"ZKJRBMEUSNQYFTOIADGHLVXP"	"OVHLAPFGIXUTYBREQSJMKNDZ"	"LQRTGBIFMJAVDPHSKNXYOEUZ"	"AHSKUXTFZGORQPYIEMJVBNDL"	1	21	FALSE
"main"	8	"RL11"	"nStreams"	0	"right"	2	0	"U"	0	7	"H"	"False"	4	180	0	6	"GJRUPOMLXTVYEIHBFKAQDNSZ"	"EOJFDYAZVKINBSRXMTLQGPHU"	"JFDNPVUTIXQOZLHARGKMYSBE"	"UZRAQOIPMBNKLVYJXSDFETHG"	"SKBVQZDHTRPXGUJNMEFOYALI"	"LXEGRVSKQBPJFATNZOYHIMDU"	"RQNEKJXLHSVFATZBDOYPGMIU"	"EUPXYBJHLTOQZSIRVANDKMGF"	1	13	FALSE
"main"	9	"RL11"	"nStreams"	0	"right"	2	270	"V"	0	9	"Y"	"False"	4	90	0	-6	"XHLBQZIVKGEATMFDSUPYNRJO"	"LFJUHOYEDZIKQNSRPBGAMTXV"	"IPEJBDOZFVKQXUAGLSNMHYTR"	"YPQUADOZKBLMGVNXIEJSRHTF"	"IPKVDRFBHYOUSJQNZGXTMAEL"	"PSYLRJXFITUDVHGKQOMBENAZ"	"GDENLBHJQZUPFXKOSARVTMIY"	"LDGKEIBVMQFJRANPHXYZUOTS"	1	3	FALSE
"main"	13	"RL11"	"nStreams"	0	"right"	2	180	"E"	0	10	"E"	"True"	5	45	0	0	"GLXVUKMHOYISBDEZAJFNPTRQ"	"OTNKRAGJXMUEYSFDBVLZHQIP"	"QBMOITAUSDNXJPRZKYHVLGFE"	"GXBINASRVHKEZTUOFJPDMYQL"	"BXOQFIMHEKZLRYVPADNTGUJS"	"MGOPAISVFDEHQZRJXKTLNUYB"	"MORIGBVJTSAXZDNFHLEKUPQY"	"GLXQNAVYDORUEMPFZITKSJHB"	2	10	FALSE
"main"	14	"RL11"	"nStreams"	0	"right"	2	225	"K"	0	8	"H"	"False"	4	45	0	1	"TFOJNZUIEQKALHVRGYPMDXBS"	"AREVYFZPLIDKNHUTMJOSXBGQ"	"DRSAXZJQTMUYBELVIPGKNOHF"	"HVJAFEIPGUMZBRQNXOLDKYST"	"ROZSEJYGHKUIXNADPFTQVMLB"	"ZLASOMRBKQXHNDTYFIPGJEVU"	"QFXSPGAEUIZKVMNBYOTLHRDJ"	"XZUYIBSDOPAGQLETKFHVMJRN"	1	9	FALSE
"main"	15	"RL11"	"nStreams"	0	"right"	2	90	"R"	0	8	"F"	"False"	7	45	0	-1	"NTESXZHOMDJFQAYLIVGPBRKU"	"VTZUSEXRDGBPYAJINKOHFMLQ"	"XMHFUKANRZTJSIOVPGEQYLDB"	"GQZRKYEINBJVOLDFSTPUXHAM"	"HNMQELGAUXKTVBFIJYOPSDZR"	"OIRNHDJMBZSYTEXLAGQUKVPF"	"EJLURZIFBDPVHNOKQXASMYTG"	"AGTSOVZRFLQIJMNKUDXYPEHB"	1	7	FALSE
"main"	18	"RL11"	"nStreams"	0	"right"	2	315	"R"	0	8	"R"	"True"	5	180	0	0	"TZKRLIGDHXFVOBPYQJANESUM"	"DARMNTIGYEFSOQPXZBULVKJH"	"HKOGFLRJNPBUDAZTIEMQXSVY"	"BLZNGSQVAORMJFEYPDIKUHTX"	"REHJFPTNAOMIUSGXQKLVDYZB"	"DUYILSBMRJTPNAZQHKVEOGFX"	"ZQVETRALPOFYMGUSHXKNIBDJ"	"SKINQRBYFZAVGJPHUDTOXMEL"	2	8	FALSE
"main"	19	"RL11"	"nStreams"	0	"right"	2	135	"T"	0	7	"T"	"True"	1	180	0	0	"AFRYOTENUXHLGJDQSPMIZKBV"	"IDOURVPTELBJGASKHQMXYFZN"	"JUQTYLZPGEFMOSBKAINVHRXD"	"IPRDGQOAHENZUFSJBYLTVKXM"	"ADPVYHERZFJBILMKSOUGTQXN"	"JILUVEYPOQAFBHKXNZDSRMGT"	"JVUALQYZHPRFTEDIBXMGNOSK"	"MGOLFTUJXNSAZDBEIQPKVYRH"	3	7	FALSE
"main"	20	"RL11"	"nStreams"	0	"right"	2	180	"K"	0	7	"R"	"False"	0	180	0	3	"XOEMGTZRYVKUHNJPAFSDLQBI"	"NKQYIRHGJBXTPASULFMDVOZE"	"ZEPTKONJRGQDBSHIXYFMAVLU"	"EIPNABQZJYXVUHRSFTKOLMDG"	"MJAUINZQSHFDVLEBPOTRYXKG"	"AHURQTYSOVGZEMFINLJBPKXD"	"BMPQGDXZNELYUHFROJVSTAIK"	"PLKMRUXEABTSDJQNGZVYHOFI"	1	10	FALSE
