"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	37	"IK4 "	" oneCued "	0	" right "	8	315	"G "	2	8	"B "	0	5	0	2	"PJZAKVXQSFRMYLODIUGTHBEN"	"HVBXNIGMEYKAQSUTPOZFRJDL"	"ODJNIBEZGTAFQUPHLRXSKVYM"	"XEGUFOSJQLDMKVYBINHRAZTP"	"VDQXUHMFYNISPGKATZJLBREO"	"HJUOTAFEBQGINLZMYSRDKVPX"	"AVDGNZTURIQMJBKSLXFYHPEO"	"KLNBTHPSIQUEYMDZXFJARGOV"	0	10	FALSE
"main"	38	"IK4 "	" oneCued "	0	" right "	8	0	"M "	2	7	"E "	0	6	0	3	"XESUDOQBYZNMLARHFGJKPITV"	"ISLHPBMGETAQVXZNDUJYKOFR"	"RZDBKAHNFTPGMSVXUQYOJLEI"	"SPZUYALEBDGIHFXRMQTNOVJK"	"AMLBDIQOEZPGJXFVKNUHRYTS"	"BZMTLXSIPJERDUONGYQHVFKA"	"GJIKBUQERXMYAFNVZDSTOHPL"	"OLRDBSMNJQGAPYUEZIFVKHXT"	0	10	FALSE
"main"	61	"IK4 "	" oneCued "	0	" right "	8	270	"A "	2	8	"Q "	0	6	0	1	"OSTHAMBGKXLFJVRIEYDQPUNZ"	"LSMRGYXIOTFDEAUHBPQZKJVN"	"RNZALTHJBDKGXQPVOSYUMIFE"	"GAVYXURPNOSTBFQZIEHMLKJD"	"MAHFPIZQOJSVDYUBXGKERNTL"	"LITQOBSFADHRUXJVYKNGZPME"	"NPVJFHYRQAMIXBLTSUGZKDEO"	"UTNSPJXZFAODMQHRVGKLBIYE"	0	9	FALSE
"main"	67	"IK4 "	" oneCued "	0	" right "	8	270	"A "	2	9	"M "	0	1	0	1	"EXPUZVQFRNSMGJTALKYHIDOB"	"POLJDRGHEMAFBXKTNUZVQYSI"	"UNEPXLHRIYQJZVAMKODSFBGT"	"PQVOIZETHSKGMANDLJFRUYXB"	"HJYDNTUVBRIEOFLKQGXZPASM"	"NOJVGKSIBUFTLHMEDZQXRYPA"	"XYFBKZPQRJHIDOGUENLVTMSA"	"PZFLTVYOGIJHAMNSRKBQDXUE"	0	10	FALSE
"main"	72	"IK4 "	" oneCued "	0	" right "	8	225	"H "	2	10	"U "	0	2	0	1	"QZVJFNGYKIBTDPLOSRMAXHUE"	"UHREFIYADBMVGZXPTJKSNOLQ"	"TYQZIFSVBXUHGDPEJMNLAROK"	"ONVJAYIFQSMDTLBRZPHXEGUK"	"ZTKDSYIMAEOVGHJXNFBPLUQR"	"IMPDLBGZSXEVRUNFHTKJQYAO"	"IUNEXVOAMLJQFHZKTDGBPSYR"	"RTNHSBIGJUYAZKXVQLDOEPFM"	0	11	FALSE
"main"	74	"IK4 "	" oneCued "	0	" right "	8	90	"M "	2	8	"Z "	0	2	0	1	"RZNUFVQKJGHELPXOBDYMSIAT"	"HOQVPEGZXRFNYABKSJLIMUDT"	"LVNPDXUHZMRAFEBTKYGSJIQO"	"EGXMTQNHJABVOSLDFPKRUIYZ"	"JSFVLKEBXPODTZUGAHNIYQMR"	"LPOHFSURJZBDNQKVXIYGAEMT"	"BXMKOUYFJAVTHNGPRLEZQISD"	"DPRHZALXBVUSINMTJGOEFYQK"	0	9	FALSE
"main"	75	"IK4 "	" oneCued "	0	" right "	8	90	"Z "	2	10	"Q "	0	5	0	1	"SPKXVYUMJTGILNHRQOEAZDFB"	"IVBEXNGKLMYSTHQFZURPOJDA"	"GRYFXSQLJPMTIVDNOBUAHZEK"	"RBZISXQDNMGYJKEVTUPLFHAO"	"KSRQZGIFMTJAEOYXBNHPVLUD"	"STOJFBHRNEQZVLAXGIDUYPKM"	"IHTNQPMSFYJDVLGOKXUZERAB"	"AOTSPQYMBEXVJHLKRZUNIFDG"	0	11	FALSE
"main"	82	"IK4 "	" oneCued "	0	" right "	8	0	"M "	2	10	"R "	0	5	0	1	"XBJELIYTARFUNQHMZVKGSODP"	"IXFNGEKTYOZVPQBRALJHDMSU"	"TUGREBLVOPHXYAMFZIDKJSNQ"	"QKXZMBIJETASRDNUHYPLGOVF"	"NVKAXEUFBYLHJSPRQGOMTDIZ"	"FDLYNHSKBERMAXTIJUZPVOGQ"	"GVXJIALUZESHMOQKFDBPRYTN"	"XTOKGQFUPZBJEVILSAMDYHRN"	0	11	FALSE
"main"	83	"IK4 "	" oneCued "	0	" right "	8	270	"E "	2	7	"H "	0	3	0	-6	"LAPZRXOIMNDSUJEYQKVHGTFB"	"FRTJONKPIHSVXGBMQEULYAZD"	"HUEGOZIYLNQTXPFJVMKSRABD"	"AERSMTGHLFXVKOJPYBUDNQIZ"	"FTKNUDYMQIEXALVPOZHSJRGB"	"DUQFKGRZMVLNHXJEBYSIAPTO"	"KBOFSZTAJDEGXPYNVUHQLRIM"	"PZKMQNXBTGLVOEUSHJDFRIYA"	0	1	FALSE
"main"	87	"IK4 "	" oneCued "	0	" right "	8	180	"A "	2	9	"Y "	0	7	0	2	"FPGOYUMNHBJTZRIVAXKDQESL"	"DFSXTJMEZIKQVLGUNBOHRYPA"	"LHPBGJYTDAUEVZFSMQKNROIX"	"UBSQMTFDXJKLVPZHRGNEAOYI"	"SOMFGPRAZVJKTXNHDUQEILBY"	"RGHKEVIDOTUJBMPQSLFNXYZA"	"GOPBJFTREKIANDZQXHSULYVM"	"MPODJTFQHYNAURVILXEBKZGS"	0	11	FALSE
