"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	26	"BB6 "	" oneCued "	0	" right "	8	0	"Y "	2	7	"L "	0	7	0	1	"FTLIZOMKUBHJNDGXYQSREVAP"	"XFUMSTEVGJORQBYAHLKDIPNZ"	"DAHRXSJQNKUEYOPZBMVLGIFT"	"OEAQHGXVLYDSKZMPTIJRBUNF"	"RUFNLIXVQOPEGBSJDZKYMTHA"	"BXQHNEIOYLPDKZJMASTUGVFR"	"RYXOJKAQBNSDPIZHVMFEGLTU"	"GAXUTBRLYOSMEPIZVKFDQHNJ"	0	8	FALSE
"main"	33	"BB6 "	" oneCued "	0	" right "	8	90	"B "	2	9	"D "	0	2	0	1	"LVNGKZPMFDJEQHTSOURIYBAX"	"AUJQBZSXEIVDFRMNHYKPTLGO"	"OKAFRXJNVDBUPGMHSTZQLYEI"	"QTDJGBOISKYVAUPENRHLZFXM"	"OTUEJSZAQNPMXFRBLVIKDHGY"	"DITEOXQBSUNJLPZYRKAFVGHM"	"UAORZYMGLHJEIQXFPBTDNSVK"	"PJMOIELNGZHATRFQDSBKVUYX"	0	10	FALSE
"main"	35	"BB6 "	" oneCued "	0	" right "	8	90	"Z "	2	6	"H "	0	2	0	1	"FIMPGDBXVKSETJLNZUOAYQRH"	"ZFOTKBDPMXVIJHLNQASERUYG"	"AXIDGKHZJBRVNTQFEOMLPSUY"	"MNQPTRHBALEIZDOVYJSXKUFG"	"DEQNOXLIZRKJVUYHMBFSATGP"	"BXOKHSJEPMYAUFVGDNLZRQTI"	"VAETLUIYQGSXFOPKRNMDBZHJ"	"LKVUIPQOMBZRNXAYGTEDHFSJ"	0	7	FALSE
"main"	38	"BB6 "	" oneCued "	0	" right "	8	0	"X "	2	9	"R "	0	1	0	3	"HYNTQLOKFBAPDXRSEMUZGIJV"	"IDTLEBOYNRVAXFKPSGZUQHMJ"	"PDZHVQAITSXNEBYKMOJGRFUL"	"DGUEXTLSBYNAMRQFZIKOJHVP"	"GZRTHJPXESYNFOMIBVALKDQU"	"GSEZLVUHJMYBIDPFANROXKTQ"	"BZFUJKISOQNXYMAGHTDVEPRL"	"QHFZITDNSUOBLPVARKMXYGEJ"	0	12	FALSE
"main"	39	"BB6 "	" oneCued "	0	" right "	8	45	"L "	2	9	"Q "	0	3	0	1	"SIDFHAYTQBLZKGXMJPUORVNE"	"YFQXGILEKAHZRSDNBTOVJPUM"	"ZIUNYDBMXOLHJKSEFGVPTQAR"	"HEXNYKROAQLMJFGSIZUPBVDT"	"PGRHISEXZBNJMUDLTQVOYAFK"	"JLOSPQHVIEUFRTGXZBDNMYAK"	"QBLFYMUAKXPJSRTNEVDHOZGI"	"TGIFSELYJZBHDKURXVMPNOAQ"	0	10	FALSE
"main"	45	"BB6 "	" oneCued "	0	" right "	8	0	"O "	2	9	"V "	0	0	0	6	"TMXLKHPGJVQURIEODYSFZBNA"	"NGFTQYHVJBEZPMRUIKOXDALS"	"AUZDHGIJYLVEBPQOXRSKFMTN"	"QKPOZFBJLIVDNEHUSGARXMYT"	"HSLJDGFRBNIPUYTEXZKOQVAM"	"JLAEXYQRZITFHSOBMUGDVPNK"	"EZDATOBXJFMSIPRQHGNUYKLV"	"RYLHAIVGDFSUJXETKPZMQONB"	0	15	FALSE
"main"	46	"BB6 "	" oneCued "	0	" right "	8	315	"N "	2	10	"F "	0	0	0	1	"EOZIGUPYXBFNDAVMRJQKHSLT"	"OGPZLDQIBYRVEXHFNASTUKMJ"	"YPIJEARKZXFSHVUMDBNTGLOQ"	"USJVRTYDNAKEBQIXOZGLPHMF"	"QSMBDYEJTAPKOXHULRFIZNVG"	"OIGAQUMXTJYNDHVKZBSFELPR"	"RUXHLJKPBZQASIMGDNTYVFOE"	"YSVGBLZDHITOKJPNMERQAUFX"	0	11	FALSE
"main"	48	"BB6 "	" oneCued "	0	" right "	8	270	"S "	2	7	"O "	0	5	0	1	"AFNMJDHZGYTEOVRXUKBPSLIQ"	"QLZNFDVXEHRYTUJIMKGAPSOB"	"AFRSLDMTPYHNZOJBXIGQUKEV"	"IALHYJOXENMQDKGPUVSZTRFB"	"EBVSOLPYDNHZXQMFJRUIAGTK"	"JUTAXELOSYBRZMKIGFQDNPVH"	"BXZALPHOJFQTENKRGIYUDVSM"	"TPZDXHIGSEMARUVQONJKLFBY"	0	8	FALSE
"main"	49	"BB6 "	" oneCued "	0	" right "	8	180	"A "	2	9	"F "	0	7	0	1	"NUKVOAEZHLDIQGTSBJRYFXMP"	"BONMTFYUVKDHZERIJLSPXAQG"	"RLVYSBOTDGAHFXZPNUIEMKQJ"	"RZPMBKUDTHGJNFEOISYXLVAQ"	"QXGFHDNYSVJLKIPMAOBRETZU"	"UXLIYAREOJNMPZVGKQFDBHTS"	"ZRIFUKVNMHAGXQTSJPLYEBDO"	"HGNYJIEXMFAZQBKTPLRVDUOS"	0	10	FALSE
"main"	59	"BB6 "	" oneCued "	0	" right "	8	225	"G "	2	10	"F "	0	3	0	1	"VIYSZFBNGMAOKJTDHRXELPUQ"	"INKBPGYXREQOTDSHMZLJVUAF"	"FKAVDNUIQYTLJMHEPXBOSZGR"	"SONKURXMJBFGAQVEPLHITYZD"	"EFPITDRBUXKGVLSYMNJZQOHA"	"TNDPYBUOAMVLQXKJHSGZIFRE"	"KZXDNPMOYGASIVUHTRJLQBEF"	"XSOZHLVDURAPGYTBQEKINFMJ"	0	11	FALSE
