"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	1	"CharlieWiderBouma"	2	2	"Bouma"	"U"	0	6	"I"	"False"	0	180	0	1	1	1	"APGHEZKISBDFJONRUTYMLQXV"	"RBMKPDIUHQXYSEJFONATLGVZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	7	11.5
"main"	2	"CharlieWiderBouma"	2	2	"Bouma"	"R"	0	10	"Q"	"False"	60	240	0	1	1	-1	"ETRNHYDQUSJILVKAGOFPMZXB"	"SNJVIOTYARQZHUEGFDXKBLMP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	9	11.5
"main"	4	"CharlieWiderBouma"	2	2	"Bouma"	"T"	0	7	"S"	"False"	120	120	0	0	0	-1	"VNAHOETSRGJKLYXPMQFBUDZI"	"MAHRPQVOYKILFSXNTDUBEJGZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	6	11.5
"main"	6	"CharlieWiderBouma"	2	2	"Bouma"	"B"	0	8	"B"	"True"	120	300	0	1	1	0	"DJNVHXFAISETLPKYRQBUGZMO"	"IKVDAFLYBMSNHOTXPRUZJEGQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	11.5
"main"	8	"CharlieWiderBouma"	2	2	"Bouma"	"P"	0	6	"U"	"False"	0	0	0	0	0	-1	"MKGFRPUYLOHBDEATQVNIJXSZ"	"KAGUSREMPBINYQFODLHTJVZX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	5	11.5
"main"	13	"CharlieWiderBouma"	2	2	"Bouma"	"J"	0	6	"K"	"False"	120	300	0	1	1	8	"AHFKBJERXDOZSGTYNPILQUVM"	"EYZIBSKUVMLNRPJGTADXFQOH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	14	11.5
"main"	18	"CharlieWiderBouma"	2	2	"Bouma"	"L"	0	6	"E"	"False"	60	240	0	1	1	4	"YIGFANVMTKJQZODUERHBXSPL"	"PJGDASEVTXLBHFIKRUMQOZYN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	11.5
"main"	21	"CharlieWiderBouma"	2	2	"Bouma"	"F"	0	9	"R"	"False"	120	120	0	0	0	11	"VLDZBQMETRYAISUNJGKXFOPH"	"JNFGKZDAPLTMXIRUSOQHBEVY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	20	11.5
"main"	23	"CharlieWiderBouma"	2	2	"Bouma"	"M"	0	9	"X"	"False"	0	0	0	0	0	-1	"STOHIYGNMXVKRDLPUQBJEAFZ"	"RVZBUIDOLXENGQTHFAKPYSJM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	11.5
"main"	31	"CharlieWiderBouma"	2	2	"Bouma"	"T"	0	10	"H"	"False"	60	60	0	0	0	-1	"LIXOYEVRKTHGSZFUNAPQBJDM"	"TGQOBKURHLDEYNMVZJXIPFAS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	11.5
