"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	5	"PB"	2	2	"Bouma"	"M"	0	7	"Q"	"False"	0	0	0	0	0	-5	"KHMFLIPQZEAJTNXBOSVYURGD"	"LODTXURANHYQFSKBIJEGMZVP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	2	11.5
"main"	6	"PB"	2	2	"Yes"	"P"	0	10	"Y"	"False"	0	0	0	0	0	1	"VXOBRZUFMTYPISGHNQEDLJKA"	"IXJLUKBRDSYZNEHMVOQFPATG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	11.5
"main"	7	"PB"	2	2	"Yes"	"P"	0	9	"U"	"False"	60	60	0	0	0	-2	"BLKIXDTPYUEOZJRNHSGAMFQV"	"PKMTARYDJGIEVHFQNOSZUXLB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	11.5
"main"	8	"PB"	2	2	"Bouma"	"U"	0	9	"S"	"False"	0	180	0	1	1	2	"DFSQUTBPGMRNAVZLJKIXHYOE"	"HMQDNIETPSBUJFAKZGLXROVY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	11	11.5
"main"	9	"PB"	2	2	"Bouma"	"A"	0	8	"B"	"False"	0	180	0	1	1	2	"MTAIKGBQFNVZOESXYRJDHULP"	"YRDVQMZSBLAUKTXNFHOJPIEG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	10	11.5
"main"	17	"PB"	2	2	"Bouma"	"F"	0	10	"L"	"False"	60	240	0	1	1	-2	"KDGFLZNSJUBXPRVHQTIMAOYE"	"AHEYQUXNFRLZVTJIDGOKPMSB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	11.5
"main"	19	"PB"	2	2	"Yes"	"N"	0	10	"H"	"False"	120	300	0	1	1	2	"NIULQSZBYPTERMHFVAKDJGXO"	"JQRKALEZTBHMNGDYIOVSXPUF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	12	11.5
"main"	22	"PB"	2	2	"Yes"	"A"	0	7	"I"	"False"	60	240	0	1	1	2	"DJTLSBIVNZMUYAOPGEFQHXKR"	"SKNQTYMIBAJGRPFOXUELZVDH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	11.5
"main"	26	"PB"	2	2	"Bouma"	"K"	0	8	"V"	"False"	120	120	0	0	0	-2	"BDUHQOKPVMEYGSJLZAFNTIXR"	"MDXYJHSNVBFGEKZROTUIQPAL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	11.5
"main"	27	"PB"	2	2	"Yes"	"S"	0	6	"G"	"False"	60	60	0	0	0	1	"KYHIRUGSQBNPDTEFMJXOALVZ"	"QJIPNHGZKABUMSLEDTYROFXV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	7	11.5
"main"	28	"PB"	2	2	"Yes"	"N"	0	7	"H"	"False"	60	60	0	0	0	-1	"ZQEJXVNHIRMDYTLKABFUOGPS"	"AZUJQIKEGXRLSYNPVFTMHDBO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	6	11.5
"main"	32	"PB"	2	2	"Bouma"	"B"	0	10	"X"	"False"	60	60	0	0	0	-3	"PZTRAMVBHGXLSDEQFUYNJOIK"	"YPJOZDGSVLHXQTFANEUMBKIR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	7	11.5
"main"	34	"PB"	2	2	"Yes"	"A"	0	10	"Z"	"False"	0	180	0	1	1	3	"TIOLMHXSNAKGUBPQDZJEYRFV"	"LGNYRFUXODZVQABMTISJHEPK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	13	11.5
"main"	35	"PB"	2	2	"Bouma"	"F"	0	9	"E"	"False"	60	240	0	1	1	-1	"ESADVHQYTIPJFBMRZUXLOGNK"	"QJORAHPMFELUIGZBXNYSKDVT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	8	11.5
"main"	39	"PB"	2	2	"Yes"	"K"	0	10	"K"	"True"	60	240	0	1	1	0	"JLBEAGOPIRZUMSXYQTKDVNFH"	"JYOGLZXHURKMNDVAFETQBISP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	10	11.5
"main"	42	"PB"	2	2	"Yes"	"B"	0	7	"R"	"False"	0	180	0	1	1	-1	"UZPFVIXJYANTSDRHKBQLEMOG"	"XNAEZYBRMSIUQHFJPKDVTLOG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	11.5
"main"	44	"PB"	2	2	"Bouma"	"K"	0	9	"L"	"False"	120	300	0	1	1	12	"GTRKUAHDBJYNPMXQSLVOIZFE"	"OHABSIDXYLFUGNRPQZJEMKVT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	21	11.5
"main"	45	"PB"	2	2	"Bouma"	"T"	0	9	"D"	"False"	120	120	0	0	0	-4	"AGJZYTEQODXRLMIBSUKPNVFH"	"LVKRETBPYHSGZXADQUOFINJM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	5	11.5
"main"	46	"PB"	2	2	"Bouma"	"K"	0	7	"Z"	"False"	0	180	0	1	1	-1	"YKQITSLJAPFXVRHNGMZEDUBO"	"DMJHRBKZUSAVPGNILQEXOTFY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	6	11.5
"main"	47	"PB"	2	2	"Yes"	"T"	0	8	"Y"	"False"	0	180	0	1	1	1	"XKPEGUBAOSDVYRJZHLNFTIMQ"	"AGSBNLFIYTEMKHUVJQPORZXD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	11.5
"main"	51	"PB"	2	2	"Bouma"	"B"	0	6	"F"	"False"	60	60	0	0	0	7	"RAXTEQFIOSUPVBHMNZGJDKLY"	"UGADTSVJRXOMFPIELQYNHKBZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	13	11.5
"main"	52	"PB"	2	2	"Bouma"	"G"	0	9	"G"	"True"	0	0	0	0	0	0	"MXETYQSJDGVINZROBFHLUPKA"	"APOGYBNIHFTXMDUZKSVQJRLE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	9	11.5
"main"	53	"PB"	2	2	"Bouma"	"K"	0	6	"X"	"False"	60	240	0	1	1	2	"MIHLEPQXVBOJKSZNAFTDRUYG"	"PBMLNJXIKUOVFRAEQTZYDGSH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	8	11.5
"main"	59	"PB"	2	2	"Bouma"	"G"	0	10	"Q"	"False"	0	0	0	0	0	-5	"HNMTZGUIDLQOVEPJXSAKRBYF"	"DFSZBRGUKJLVTENMPOHYIQXA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	5	11.5
"main"	66	"PB"	2	2	"Yes"	"K"	0	8	"S"	"False"	0	0	0	0	0	1	"IZPBMQTYSKHNAFLDRJOGXVEU"	"UHAOGQIXZFTJNLDVSEYMPKBR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	11.5
"main"	68	"PB"	2	2	"Yes"	"Z"	0	6	"N"	"False"	120	300	0	1	1	10	"XKDYNBESPTHMJUFVILZORGAQ"	"ADYMJINROSEHBQXTZGKFPUVL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	16	11.5
"main"	72	"PB"	2	2	"Yes"	"M"	0	7	"Y"	"False"	120	300	0	1	1	1	"BQOULEIXGRSJTANMFKZYVDPH"	"BZAOXVSYMNPJLQFDGKEIRHTU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	8	11.5
"main"	74	"PB"	2	2	"Yes"	"G"	0	9	"T"	"False"	0	0	0	0	0	1	"FYBUOJLPQTGDVNIEKSZMRHAX"	"RVKAGMBJFUOESLTQPXZYDNHI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	10	11.5
"main"	84	"PB"	2	2	"Bouma"	"S"	0	7	"N"	"False"	120	120	0	0	0	-2	"HZITYSJNGEBFLRMDUKVAOXQP"	"SDYTUKOJBEIPLGVHQNFZXARM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	5	11.5
"main"	85	"PB"	2	2	"Bouma"	"A"	0	7	"T"	"False"	120	300	0	1	1	-5	"HTMEQYSXVOGUFBDZLPRJKIAN"	"ZUAEMGHTBVXSLPOFRNIJYKQD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	2	11.5
"main"	86	"PB"	2	2	"Yes"	"P"	0	7	"T"	"False"	0	0	0	0	0	-2	"UALXVPFTQRSKIGEDOYZHNJBM"	"TMEZNRGXIFUJBAYDSQLVOKHP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	8	5	11.5
"main"	87	"PB"	2	2	"Bouma"	"M"	0	6	"M"	"True"	0	0	0	0	0	0	"TUGDEXMJYNPOVQSBKFIAHLRZ"	"NQFLIZXYMSDEKPGUHJABORTV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	11.5
"main"	88	"PB"	2	2	"Bouma"	"Z"	0	7	"G"	"False"	60	240	0	1	1	2	"KZEYHNFQPLXROJIAGDBVTUMS"	"VFHEXTSGLZNYBJDIMRAUQKOP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	9	11.5
"main"	93	"PB"	2	2	"Yes"	"M"	0	7	"I"	"False"	120	120	0	0	0	14	"BJRAPUNIVTEHOXQFGYZSLMKD"	"YZLKQVGXFAPOERDHTMUISNJB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	21	11.5
"main"	96	"PB"	2	2	"Yes"	"G"	0	9	"B"	"False"	120	300	0	1	1	1	"JZLAOIFUQRMBPEXHTDKGVNSY"	"DZKAMIJFEBGQHXRYLUNVSTPO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	10	11.5
"main"	98	"PB"	2	2	"Yes"	"Z"	0	8	"I"	"False"	60	240	0	1	1	2	"OPZKAUVHYBSETMLGNXDIJRQF"	"DOFRGNUPIEZVXJYLQMHTASBK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	6	10	11.5
"main"	103	"PB"	2	2	"Yes"	"T"	0	9	"H"	"False"	0	180	0	1	1	2	"FIXBYRVDHUPONZSLAJETKGQM"	"FMUXYBRSAHJTZPVNLQOIKEDG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	11.5
"main"	105	"PB"	2	2	"Bouma"	"R"	0	10	"K"	"False"	0	180	0	1	1	8	"UFXGZSTAOEHLRYQDBNPJMIVK"	"LAZGTYFXPOKIBJSEHURVDQMN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	18	11.5
"main"	106	"PB"	2	2	"Yes"	"A"	0	6	"Y"	"False"	0	180	0	1	1	-4	"KRDVFAXTSEGYQPJHNUBOZLMI"	"MIAUDZYOSQXJPRGLEKVNFTBH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	2	11.5
"main"	107	"PB"	2	2	"Yes"	"K"	0	6	"Y"	"False"	120	120	0	0	0	-2	"QUOVKLYMFXTSNHJEBIPZDAGR"	"ABNGEPKZRDVHOFUTMSIXJYQL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	6	4	11.5
"main"	111	"PB"	2	2	"Yes"	"B"	0	8	"Q"	"False"	120	120	0	0	0	-7	"JBULDRXHQNOTSYGVPMAIZKFE"	"NYZVPMEGOQDSIATUHKRXBJFL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	1	11.5
"main"	113	"PB"	2	2	"Bouma"	"X"	0	6	"I"	"False"	0	180	0	1	1	-4	"XILEBYQUDTAVRGNSOHPZJFKM"	"USXABQIDYFEMGRLNTKVPJHOZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	2	11.5
"main"	114	"PB"	2	2	"Bouma"	"T"	0	10	"J"	"False"	120	120	0	0	0	4	"SXVBUAQKFLJNZITHPMYOGDRE"	"EKHUGOVXQANFMLDIPZYJSTBR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	14	11.5
